review_id,system_candidate,bulletin_number,document_type,make,model,model_year,component,subsystem,text,source_file,source,license_review_status,technical_review_status,eligible_for_faiss,reviewer,observations
NHTSA-TSB-DIRECCION-06,DIRECCION,2043019/1,Service Bulletin/Repair Instructions,BENTLEY,MULSANNE,2014,STEERING,,"Mulsanne Steering Gear - Hydraulic Oil leak Customer statement / workshop findings Increased steering effort, power steering pump noise or a hydraulic fluid leak from the underside of the vehicle. Hydraulic fluid leak from the Steering Rack Pinion Bearing. Technical background The Steering Rack may leak low pressure hydraulic fluid from the Pinion Bearing due to degradation of the Pinion Bearing oil seal. An improved material specification for the Pinion Bearing oil seal has been introduced. Measure Vehicles with less than 10.000 miles / 16.000 kilometres or under one year old Replace the Steering Rack Assembly Refer to Rep. Gr.48. Steering Rack To Remove and Fit. Vehicles with a repeat failure - Replace the Steering Rack Assembly Refer to Rep. Gr.48. Steering Rack To Remove and Fit. Vehicles with a first time failure, over 10.000 miles or 16.000 kilometres - replace the Pinion Bearing oil seal. Refer to Pinion Bearing Oil Seal [VIN_REDACTED] Below.",TSBS_RECEIVED_2020-2024.txt,NHTSA_TSB_PUBLIC_DATA,pending_license_review,pending_technical_review,NO,,
NHTSA-TSB-DIRECCION-07,DIRECCION,2027022/5,Service Bulletin/Repair Instructions,BENTLEY,CONTINENTAL GT,2015,STEERING,,New Continental GT - GTC and Flying Spur - Steering wheel noise Customer statement / workshop findings Chafing/grinding noise from the steering wheel/steering column area. Technical background The chafing/grinding noise occurs when turning the steering wheel from lock to lock. The noise is not always evident throughout the full cycle. The noise is due to the multi-function switch coupling contacting the inner face of the steering cowl. Follow all instructions within the Measure section of this TPI.,TSBS_RECEIVED_2020-2024.txt,NHTSA_TSB_PUBLIC_DATA,pending_license_review,pending_technical_review,NO,,
NHTSA-TSB-DIRECCION-08,DIRECCION,08-119-19,Service Bulletin/Repair Instructions,JEEP,CHEROKEE,2019,STEERING,,"Flash: Electric Power Steering (EPS) Module Enhancements - AN-K4MCA-19-20191030 Refer to China Joint Venture (JV) released document AN-K4MCA-19-20191030, for details on this service action.",TSBS_RECEIVED_2020-2024.txt,NHTSA_TSB_PUBLIC_DATA,pending_license_review,pending_technical_review,NO,,
NHTSA-TSB-DIRECCION-09,DIRECCION,08-122-19,Service Bulletin/Repair Instructions,JEEP,WRANGLER,2019,STEERING,,"Additional Repair Steps After the Steering Gear or Pump was Replaced This bulletin will help to determine if additional repair steps are needed for the steering gear or Electric Hydraulic Power Steering (EHPS) pump [VIN_REDACTED].If the EHPS software is updated and the sales code is added without steering gear [VIN_REDACTED], this will cause undesirable steering feel. A customer or technician has replaced the steering gear or EHPS pump, for any reason.",TSBS_RECEIVED_2020-2024.txt,NHTSA_TSB_PUBLIC_DATA,pending_license_review,pending_technical_review,NO,,
NHTSA-TSB-DIRECCION-10,DIRECCION,PIC6290C,Service Bulletin/Repair Instructions,CADILLAC,CT6,2019,STEERING,,"This Preliminary information communicates to the dealer that a thump or bump feel or noise may exist on a hard apply of the brakes or when applying the brakes, letting or, then re-applying the brake when the steering wheel is in the straight ahead position. Engineering has investigated and determined to be a normal operating characteristic.",TSBS_RECEIVED_2020-2024.txt,NHTSA_TSB_PUBLIC_DATA,pending_license_review,pending_technical_review,NO,,
NHTSA-TSB-CLIMATIZACION-01,CLIMATIZACION,A8719012055257_3,Service Bulletin/Repair Instructions,AUDI,A4,2018,EQUIPMENT:APPLIANCE:AIR CONDITIONER,,"This bulletin contains repair instructions for when the HVAC system is having issues with air flow and [VIN_REDACTED] commands with DTCs B11AF07 and B109207. 2017-2019 A4 allroad, 2018-2019 A5 Sportback",TSBS_RECEIVED_2020-2024.txt,NHTSA_TSB_PUBLIC_DATA,pending_license_review,pending_technical_review,NO,,
NHTSA-TSB-CLIMATIZACION-02,CLIMATIZACION,A8719022055257_4,Service Bulletin/Repair Instructions,AUDI,Q7,2018,EQUIPMENT:APPLIANCE:AIR CONDITIONER,,"This bulletin contains repair instructions for when the HVAC system is having issues with air flow and [VIN_REDACTED] commands with DTCs B11AF07 and B109207. 2017-2019 A4 allroad, 2018-2019 A5 Sportback",TSBS_RECEIVED_2020-2024.txt,NHTSA_TSB_PUBLIC_DATA,pending_license_review,pending_technical_review,NO,,
NHTSA-TSB-CLIMATIZACION-03,CLIMATIZACION,TSB 19-2388,Service Bulletin/Repair Instructions,FORD,TRANSIT,2017,EQUIPMENT:APPLIANCE:AIR CONDITIONER,,"Some 2015-2019 Transit vehicles may exhibit poor air conditioning (A/C) performance. If the cause of this is found to be a refrigerant leak from the evaporator, this may be due to build up of contaminates inside the evaporator housing. To correct this concern, replace only the evaporator housing and install a cabin air filter as opposed to replacing the entire climate control housing assembly.",TSBS_RECEIVED_2020-2024.txt,NHTSA_TSB_PUBLIC_DATA,pending_license_review,pending_technical_review,NO,,
NHTSA-TSB-CLIMATIZACION-04,CLIMATIZACION,10-96-19,Service Bulletin/Repair Instructions,SUBARU,WRX STI,2018,EQUIPMENT:APPLIANCE:AIR CONDITIONER,,"This bulletin announces availability of a new HVAC blower motor unit assemblies developed to address isolated concerns of the blower motor becoming inoperative. If this issues occurs on models with Auto A/C, the blower fan may become totally inoperative. If this issue occurs on models with Manual A/C, the blower fan may operate on high speed only. The root cause of these conditions is water intrusion into the blower motor causing rust and corrosion to develop. Over time, the blower motor may begin to draw more electrical current to operate. if that occurs, the additional draw can cause the related fuse and/ or blower resistor to fail. To address this condition, additional packing has been added to improve sealing of the blower unit case along with development of a new style cabin air filter which also in corporates improved sealing.",TSBS_RECEIVED_2020-2024.txt,NHTSA_TSB_PUBLIC_DATA,pending_license_review,pending_technical_review,NO,,
NHTSA-TSB-CLIMATIZACION-05,CLIMATIZACION,SSM74668,Service Bulletin/Repair Instructions,LAND ROVER,RANGE ROVER,2019,EQUIPMENT:APPLIANCE:AIR CONDITIONER,,A customer may report warm air instead of cool air from the air distribution and face vents when the air conditioning system is in operation and low [VIN_REDACTED] selected.,TSBS_RECEIVED_2020-2024.txt,NHTSA_TSB_PUBLIC_DATA,pending_license_review,pending_technical_review,NO,,
NHTSA-TSB-CLIMATIZACION-06,CLIMATIZACION,SSM 48404,Service Bulletin/Repair Instructions,FORD,F-150,2019,EQUIPMENT:APPLIANCE:AIR CONDITIONER,,"Some 2017-2020 F-150 vehicles equipped with a 3.5L EcoBoost engine, 2018-2020 F-150 vehicles equipped with a 2.7L EcoBoost or 5.0L engine, 2019-2020 F-150 vehicles equipped with a 3.0L engine, and an externally controlled variable displacement compressor (EVDC) may exhibit a high pitched squeal or whistle type noise from the engine compartment after the engine is shut off. This condition may be due to the air conditioning (A/C) low side system pressure exceeding the high side pressure resulting in equalization of A/C system pressures through the EVDC A/C compressor. This noise is not detrimental to system operation or durability. Do not attempt diagnosis or repairs for this condition at this time. Engineering is investigating, monitor OASIS for updates.",TSBS_RECEIVED_2020-2024.txt,NHTSA_TSB_PUBLIC_DATA,pending_license_review,pending_technical_review,NO,,
NHTSA-TSB-CLIMATIZACION-07,CLIMATIZACION,TSB-19-17-001,Service Bulletin/Repair Instructions,MITSUBISHI,ECLIPSE CROSS,2020,EQUIPMENT:APPLIANCE:AIR CONDITIONER,,This is a TSB that was sent to dealers to inform them that customers may report a fuel smell coming from the HVAC vents when the engine is ON and recirculation mode is OFF. This may be caused by some fuel residue in the inside wall of the breather hose permeating through the outside of the hose. This TSB instructs dealers to replace the breather hose and the vacuum pipe and hose assembly.,TSBS_RECEIVED_2020-2024.txt,NHTSA_TSB_PUBLIC_DATA,pending_license_review,pending_technical_review,NO,,
NHTSA-TSB-CLIMATIZACION-08,CLIMATIZACION,PIT5725,Service Bulletin/Repair Instructions,GMC,CANYON,2020,EQUIPMENT:APPLIANCE:AIR CONDITIONER,,This Preliminary Infiormation relates to air condition performance issues that can occur if bulletin 19-NA-177 for air conditioning evaporator freeze up is performed on vehicles not in the geographical areas where this can occur.,TSBS_RECEIVED_2020-2024.txt,NHTSA_TSB_PUBLIC_DATA,pending_license_review,pending_technical_review,NO,,
NHTSA-TSB-CLIMATIZACION-09,CLIMATIZACION,PIP5688A,Service Bulletin/Repair Instructions,CHEVROLET,SILVERADO 1500,2020,EQUIPMENT:APPLIANCE:AIR CONDITIONER,,This Preliminary information communicates to the dealer technician to instruct the customer to use the block heater only at temperatures 0F and below. A calibration will become available at a later date.,TSBS_RECEIVED_2020-2024.txt,NHTSA_TSB_PUBLIC_DATA,pending_license_review,pending_technical_review,NO,,
NHTSA-TSB-CLIMATIZACION-10,CLIMATIZACION,PIC6380,Service Bulletin/Repair Instructions,CHEVROLET,IMPALA,2017,EQUIPMENT:APPLIANCE:AIR CONDITIONER,,This Preliminary information communicates that a vehicle may come to the dealer with AC blowing warm. The dealer technician is directed to perform leak testing per SI and to inspect in specific areas shown in the PI for the source of the leak. The technician is then instructed to replace the necessary component.,TSBS_RECEIVED_2020-2024.txt,NHTSA_TSB_PUBLIC_DATA,pending_license_review,pending_technical_review,NO,,
NHTSA-TSB-ELECTRICO-01,ELECTRICO,A0119342057831_1,Service Bulletin/Repair Instructions,AUDI,ALLROAD,2018,ELECTRICAL SYSTEM,,"This bulletin contains repair instructions for DTC P201500 which may or may not have a MIL on. 2018-2019 A4 allroad, 2018-2020 A5 Sportback",TSBS_RECEIVED_2020-2024.txt,NHTSA_TSB_PUBLIC_DATA,pending_license_review,pending_technical_review,NO,,
NHTSA-TSB-ELECTRICO-02,ELECTRICO,A9119162042506_8,Service Bulletin/Repair Instructions,AUDI,A6,2016,ELECTRICAL SYSTEM,,"This technical service bulletin explains how to determine the status of activation keys (that affect the function of Audi drive select, cruise control, navigation, Bluetooth, smartphone interface and voice recognition), and how to update them.",TSBS_RECEIVED_2020-2024.txt,NHTSA_TSB_PUBLIC_DATA,pending_license_review,pending_technical_review,NO,,
NHTSA-TSB-ELECTRICO-03,ELECTRICO,Circular 24FD,Service Bulletin/Repair Instructions,VOLKSWAGEN,GOLF,2019,ELECTRICAL SYSTEM:SOFTWARE,,"Under certain conditions, the engine may stall at very low speeds (such as while the vehicle is coming to a stop), or when the vehicle is already at a stop with the engine running.",TSBS_RECEIVED_2020-2024.txt,NHTSA_TSB_PUBLIC_DATA,pending_license_review,pending_technical_review,NO,,
NHTSA-TSB-ELECTRICO-04,ELECTRICO,Circular 23Ai,Service Bulletin/Repair Instructions,AUDI,A4,2018,ELECTRICAL SYSTEM,,"This action addresses an emissions system-related Engine-Off calculation error and improves the Oxygen Sensor Aging-Correction Factor. Neither concern has a direct impact to vehicle exhaust or evaporative emissions. However, either condition could affect proper operation of the Malfunction Indicator Lamp (MIL). 2017-2018 A3 Cabriolet",TSBS_RECEIVED_2020-2024.txt,NHTSA_TSB_PUBLIC_DATA,pending_license_review,pending_technical_review,NO,,
NHTSA-TSB-ELECTRICO-05,ELECTRICO,SM 113-2019,Service Bulletin/Repair Instructions,VOLKSWAGEN,EGOLF,2016,ELECTRICAL SYSTEM,,The part number listed in the document is to be returned and only the superseded part number to be ordered going forward,TSBS_RECEIVED_2020-2024.txt,NHTSA_TSB_PUBLIC_DATA,pending_license_review,pending_technical_review,NO,,
NHTSA-TSB-ELECTRICO-06,ELECTRICO,VOS-19-34,Service Bulletin/Repair Instructions,VOLKSWAGEN,PASSAT,2017,ELECTRICAL SYSTEM:SOFTWARE,,This document outlines updates to the ODIS diagnostic software. Updates include corrected diagnostic test plans for the stated vehicles.,TSBS_RECEIVED_2020-2024.txt,NHTSA_TSB_PUBLIC_DATA,pending_license_review,pending_technical_review,NO,,
NHTSA-TSB-ELECTRICO-07,ELECTRICO,A0119362054182_3,Service Bulletin/Repair Instructions,AUDI,Q8,2019,ELECTRICAL SYSTEM,,This bulletin contains PSS instructions for when a vehicle falls under the condition outlined. This includes MIL on and misfires on Bank 1.,TSBS_RECEIVED_2020-2024.txt,NHTSA_TSB_PUBLIC_DATA,pending_license_review,pending_technical_review,NO,,
NHTSA-TSB-ELECTRICO-08,ELECTRICO,A9119192055945_4,Service Bulletin/Repair Instructions,AUDI,Q8,2020,ELECTRICAL SYSTEM,,This bulletin contains repair instructions for when the warning message 'SOS Emergency call function deactivated' is seen in the instrument cluster.,TSBS_RECEIVED_2020-2024.txt,NHTSA_TSB_PUBLIC_DATA,pending_license_review,pending_technical_review,NO,,
NHTSA-TSB-ELECTRICO-09,ELECTRICO,Dealer 23Z9,Service Bulletin/Repair Instructions,AUDI,Q7,2015,ELECTRICAL SYSTEM,,"Audi is releasing a software calibration update to the Approved Emissions Modification (AEM). This software calibration will include the following changes to the vehicles' emissions control and on-board diagnostics (OBD) software: (1) It will correct an issue that is causing the 'check engine' light to falsely illuminate under certain driving conditions, which has resulted in [VIN_REDACTED] of the diesel oxidation catalyst (DOC) for certain customers; (2) It will reduce the likelihood of experiencing an engine shudder that could occur during certain warm-up driving conditions; and (3) It will improve OBD monitoring of vehicle emissions systems and otherwise improve the software used by your vehicle.",TSBS_RECEIVED_2020-2024.txt,NHTSA_TSB_PUBLIC_DATA,pending_license_review,pending_technical_review,NO,,
NHTSA-TSB-ELECTRICO-10,ELECTRICO,20A4S4ALRDTECREP,Service Bulletin/Repair Instructions,AUDI,ALLROAD,2020,ELECTRICAL SYSTEM,,"Vehicle Preparation Section: ADDED: ""Perform TSB 2058096/1 '91 Audi connect has no function, SOS LED is off, and SOS warning message in FPK'"" 2020 A4 allroad",TSBS_RECEIVED_2020-2024.txt,NHTSA_TSB_PUBLIC_DATA,pending_license_review,pending_technical_review,NO,,
