id,id_grupo,clase_objetivo,macro_sistema,nivel_informacion,texto_usuario,tipo_lenguaje,condicion_operacion,sintomas_presentes,sintomas_negados,dtc,requiere_pregunta,es_contrastivo,clase_contrastiva,fuente,observaciones
F10-L11-0056,G-11-60-16,Válvula de freno de aire o secador APS obstruido (Camiones),CARROCERIA_NEUMATICA,L2,Escaneo de camion Mercedes-Benz Actros acusa fallo en unidad APU/E-APU con codigo de averia por sensor de presion del circuito 1 defectuoso integrado en la placa electronica del secador.,TECNICO,SCANNER_ACTROS_APU,"codigo_eapu_sensor_presion, circuito_1_secador_fallo",falla_ebs_rueda,,NO,NO,,SINTETICO_IA,L2 codigo E-APU Actros sensor interno
F10-L11-0057,G-11-60-17,Válvula de freno de aire o secador APS obstruido (Camiones),CARROCERIA_NEUMATICA,L2,Al alcanzar la presion de corte de 125 psi la valvula de purga abre para descargar pero se queda trabada abierta soplando un torrente continuo de aire hasta vaciar los tanques a cero.,TECNICO,CORTE_PRESION,"valvula_purga_trabada_abierta, vaciado_a_cero_continuo",falla_manguera_reventada,,NO,SI,Fugas de aire o fallos en el sistema de frenos neumático (Camiones),SINTETICO_IA,L2 purga queda trabada abierta vs manguera rota
F10-L11-0058,G-11-60-18,Válvula de freno de aire o secador APS obstruido (Camiones),CARROCERIA_NEUMATICA,L2,"El cartucho filtrante del secador de aire no se cambio en 180,000 km; las perlas de silicato desecante se rompieron saliendo polvo blanco que tapono las valvulas moduladoras de frenos.",TECNICO,TALLER_DESARME_FILTRO,"perlas_silicato_rotas_polvo_blanco, taponamiento_valvulas",falla_pastillas_freno,,NO,NO,,SINTETICO_IA,L2 rotura de perlas desecantes contaminan circuito
F10-L11-0059,G-11-60-19,Válvula de freno de aire o secador APS obstruido (Camiones),CARROCERIA_NEUMATICA,L2,"La valvula limitadora de presion de 8.5 bar para el circuito de suspension y accesorios esta pegada con grasa, impidiendo que el aire pase del secador hacia los depositos de confort.",TECNICO,INSPECCION_CIRCUITO_CONFORT,"valvula_limitadora_8_5bar_pegada, sin_paso_accesorios",falla_suspension_neumatica,,NO,NO,,SINTETICO_IA,L2 limitadora 8.5 bar pegada en secador
F10-L11-0060,G-11-60-20,Válvula de freno de aire o secador APS obstruido (Camiones),CARROCERIA_NEUMATICA,L2,El camion tarda el triple de tiempo en cargar aire; al retirar el cartucho secador se comprueba que el filtro coalescente de entrada esta colmatado por carbonilla pastosa del compresor.,TECNICO,INSPECCION_CARTUCHO,"filtro_coalescente_colmatado_carbonilla, carga_muy_lenta",falla_compresor_aire,,NO,SI,Fugas de aire o fallos en el sistema de frenos neumático (Camiones),SINTETICO_IA,L2 cartucho coalescente tupido de carbonilla
F10-L11-0061,G-11-60-21,Válvula de freno de aire o secador APS obstruido (Camiones),CARROCERIA_NEUMATICA,L2,"El regulador mecanico de presion D-2 pierde aire continuamente por el orificio de respiradero superior, impidiendo que envia la senal unloader a la culata del compresor.",TECNICO,PRUEBA_GOBERNADOR_D2,"respiradero_d2_fuga_continua, sin_senal_unloader",falla_freno_motor,,NO,SI,Fugas de aire o fallos en el sistema de frenos neumático (Camiones),SINTETICO_IA,L2 gobernador D-2 fuga por respiradero
F10-L11-0062,G-11-60-22,Válvula de freno de aire o secador APS obstruido (Camiones),CARROCERIA_NEUMATICA,L2,Se observa emulsion blanquecina densa en las valvulas de escape rapido del chasis debido a que el secador de aire no separa el vapor saturado generado por el compresor.,TECNICO,INSPECCION_CHASIS,"emulsion_blanquecina_valvulas_escape, secador_no_condensa",falla_maxi_brake,,NO,SI,Falla en actuador de resorte o camara Maxi-Brake trabada (frenos de aire),SINTETICO_IA,L2 emulsion de agua en valvulas de escape
F10-L11-0063,G-11-60-23,Válvula de freno de aire o secador APS obstruido (Camiones),CARROCERIA_NEUMATICA,L2,Al presionar la perilla amarilla del freno de mano el camion demora 20 segundos en liberar las ruedas traseras debido a que la presion tarda en atravesar la valvula de cuatro vias trabada.,TECNICO,LIBERACION_PARKING,"demora_20s_liberar_ruedas, valvula_4_vias_obstruida",maxi_brake_agarrotado,,NO,SI,Falla en actuador de resorte o camara Maxi-Brake trabada (frenos de aire),SINTETICO_IA,L2 demora en liberar por valvula 4 vias trabada
F10-L11-0064,G-11-60-24,Válvula de freno de aire o secador APS obstruido (Camiones),CARROCERIA_NEUMATICA,L2,El silenciador de plastico poroso de la valvula de descarga del secador se rompio por sobrepresion interna; al estornudar produce un estampido ensordecedor de 115 dBA.,COLOQUIAL,DESCARGA_ESTORNUDO,"silenciador_secador_reventado, estampido_115dba",falla_tubo_escape,,NO,NO,,SINTETICO_IA,L2 silenciador de purga reventado ruido 115 dBA
F10-L11-0065,G-11-60-25,Válvula de freno de aire o secador APS obstruido (Camiones),CARROCERIA_NEUMATICA,L2,El modulo de control electronico de aire EAC de Volvo reporta error de comunicacion interna por solenoide de purga con resistencia fuera de rango (corte a masa).,TECNICO,SCANNER_VOLVO_EAC,"error_modulo_eac_volvo, solenoide_purga_corto_a_masa",falla_bateria,,NO,NO,,SINTETICO_IA,L2 modulo EAC Volvo solenoide purga en corto
F10-L11-0066,G-11-60-26,Válvula de freno de aire o secador APS obstruido (Camiones),CARROCERIA_NEUMATICA,L3,Diagnostico de unidad secadora de aire Bendix AD-IS con manometros patron: el gobernador interno corta la carga a 130 psi pero la valvula de purga no abre su asiento por embolo de descarga atascado con laca carbonizada; la valvula de seguridad tarada a 150 psi se dispara violentamente aliviando el exceso de presion con silbido de 102 dBA.,TECNICO,MANOMETRO_PATRON_ALIVIO,"corte_130psi_purga_no_abre, valvula_seguridad_150psi_dispara, laca_carbonizada",falla_compresor_aire,,NO,SI,Fugas de aire o fallos en el sistema de frenos neumático (Camiones),SINTETICO_IA,L3 purga no abre y dispara seguridad 150 psi
F10-L11-0067,G-11-60-27,Válvula de freno de aire o secador APS obstruido (Camiones),CARROCERIA_NEUMATICA,L3,"Analisis fisicoquimico de condensado en calderin de regeneracion de 5 Litros: contenido de agua libre de 420 ml y fraccion de aceite hidrocarburado de 18% (especificacion maxima admisible menor a 0.05 ml de agua tras 10,000 km); saturacion irreversible de material desecante molecular zeolita tipo 4A con destruccion de capacidad adsorbente.",TECNICO,LABORATORIO_CONDENSADO,"agua_420ml_aceite_18porciento, zeolita_4a_saturada_destruida, calderin_5l",falla_aceite_motor,,NO,NO,,SINTETICO_IA,L3 420ml agua y 18% aceite zeolita 4A destruida
F10-L11-0068,G-11-60-28,Válvula de freno de aire o secador APS obstruido (Camiones),CARROCERIA_NEUMATICA,L3,"Medicion de presion de conmutacion en valvula de proteccion de cuatro circuitos Wabco: circuito 21 commuta a 6.8 bar, circuito 22 commuta a 6.7 bar, pero circuito 23 (remolque y estacionamiento) permanece bloqueado en 0 bar por embolo de presion residual trabado por muelle helicoidal roto; manometro digital acusa 0.0 bar en línea 23.",TECNICO,MANOMETROS_4_CIRCUITOS,"circuito_23_bloqueado_0bar, muelle_roto_valvula_4_vias, c21_c22_ok",falla_maxi_brake,,NO,SI,Falla en actuador de resorte o camara Maxi-Brake trabada (frenos de aire),SINTETICO_IA,L3 circuito 23 trabado en 0 bar muelle roto
F10-L11-0069,G-11-60-29,Válvula de freno de aire o secador APS obstruido (Camiones),CARROCERIA_NEUMATICA,L3,Evaluacion de resistencia electrica de calefactor de secador de aire en banco a 24V DC: consumo de corriente medido es de 0.0A; medicion con multimetro en bornes de termostato bimetalico integrado arroja circuito abierto (infinito vs 6.5 a 8.0 Ohmios nominales a 0°C); congelamiento inevitable de liquido condensado en cuerpo de aluminio.,TECNICO,MULTIMETRO_CALEFACTOR_24V,"consumo_0_0a_resistencia_abierta, termostato_bimetalico_infinito, riesgo_hielo",falla_alternador,,NO,NO,,SINTETICO_IA,L3 calefactor 24V con circuito abierto 0.0A
F10-L11-0070,G-11-60-30,Válvula de freno de aire o secador APS obstruido (Camiones),CARROCERIA_NEUMATICA,L3,Escaneo de modulo Knorr-Bremse EAC2 (Electronic Air Control) reporta tiempo de regeneracion de cartucho excedido; senal de retroalimentacion de sensor de presion de tanque de regeneracion no desciende de 8.2 bar durante el ciclo de purga por electrovalvula proporcional trabada mecanicamente.,TECNICO,SCANNER_KNORR_EAC2,"eac2_tiempo_regeneracion_excedido, tanque_regeneracion_8_2bar_fijo, electrovalvula_trabada",falla_fuga_aire,,NO,SI,Fugas de aire o fallos en el sistema de frenos neumático (Camiones),SINTETICO_IA,L3 EAC2 regeneracion excedida electrovalvula trabada
F10-L11-0071,G-11-60-31,Válvula de freno de aire o secador APS obstruido (Camiones),CARROCERIA_NEUMATICA,L3,"Comprobacion de frecuencia de estornudo y ciclo de trabajo de compresor: con motor en ralenti a 650 rpm sin demanda de frenado, la valvula de purga abre y descarga cada 18 segundos de forma continua (especificacion normal: una descarga cada 15 a 20 minutos); fuga interna de 12 L/min en la senal de control unloader desestabiliza el gobernador.",TECNICO,CRONOMETRO_CICLO_PURGA,"estornudo_cada_18s_continuo, fuga_unloader_12l_min, gobernador_inestable",fuga_general_chasis,,NO,SI,Fugas de aire o fallos en el sistema de frenos neumático (Camiones),SINTETICO_IA,L3 estornudo cada 18s por fuga en unloader
F10-L11-0072,G-11-60-32,Válvula de freno de aire o secador APS obstruido (Camiones),CARROCERIA_NEUMATICA,L3,Desarme de cuerpo inferior de secador de aire Haldex Pure Air Plus: embolo de valvula turbo saver presenta suciedad de barniz polimerizado de 0.15 mm de espesor en la camisa de laton; la valvula no cierra el puerto de control durante la fase de compresion permitiendo que el aire generado por el compresor escape hacia el silenciador.,TECNICO,DESARME_HALDEX_PUREAIR,"embolo_turbo_saver_barniz_0_15mm, camisa_laton_obstruida, escape_aire",falla_valvula_pedal,,NO,SI,Fugas de aire o fallos en el sistema de frenos neumático (Camiones),SINTETICO_IA,L3 embolo turbo saver atascado con barniz 0.15mm
F10-L11-0073,G-11-60-33,Válvula de freno de aire o secador APS obstruido (Camiones),CARROCERIA_NEUMATICA,L3,Medicion de presion de conmutacion con manometros diferenciales en valvula moduladora de remolque: linea de control recibe 6.5 bar pero salida hacia cabezal rojo de suministro entrega fluctuaciones de 2.0 a 5.0 bar; membrana de caucho reforzado con rasgadura radial de 12 mm por fatiga ciclica.,TECNICO,MANOMETRO_DIFERENCIAL_REMOLQUE,"salida_roja_suministro_fluctua, rasgadura_membrana_12mm",falla_caliper_freno,,NO,SI,Caliper de freno trabado o mordaza pegada (piston agarrotado),SINTETICO_IA,L3 membrana rasgada 12mm en moduladora remolque
F10-L11-0074,G-11-60-34,Válvula de freno de aire o secador APS obstruido (Camiones),CARROCERIA_NEUMATICA,L3,Prueba de aislamiento termico y termografia infrarroja en secador Wabco: camara FLIR registra temperatura superficial de -6°C en la tobera de escape con ambiente a +1°C; resistencia calefactora desconectada provocando taponamiento total por carambanos de hielo que bloquean la salida de purga durante el ciclo de descarga.,TECNICO,TERMOGRAFIA_FLIR_SECADOR,"tobera_escape_menos6c_hielo, calefactor_inoperativo, bloqueo_purga",falla_radiador_motor,,NO,NO,,SINTETICO_IA,L3 termografia secador con hielo -6C sin calefactor
F10-L11-0075,G-11-60-35,Válvula de freno de aire o secador APS obstruido (Camiones),CARROCERIA_NEUMATICA,L3,"Prueba de estanqueidad de valvula check antirretorno integrada en secador Knorr: al aplicar contrapresion de 10.0 bar desde el tanque humedo con linea de entrada abierta a la atmosfera, se registra una fuga inversa de 22 L/min por asiento de elastomero picado por esquirlas metalicas arrastradas desde el compresor.",TECNICO,PRUEBA_FUGA_INVERSA_CHECK,"fuga_inversa_22l_min, asiento_elastomero_picado_viruta",fuga_lineas_chasis,,NO,SI,Fugas de aire o fallos en el sistema de frenos neumático (Camiones),SINTETICO_IA,L3 fuga inversa 22 L/min por check picada de secador
F10-L11-0076,G-11-60-36,Válvula de freno de aire o secador APS obstruido (Camiones),CARROCERIA_NEUMATICA,L3,Medicion de punto de rocio a presion (Pressure Dew Point): sensor de humedad higrometrico instalado en salida de aire seco hacia tanques registra punto de rocio de +12°C a 7.0 bar (especificacion de aire grado automotriz de servicio pesado menor a -20°C); inminente presencia de agua liquida en lineas neumáticas de freno.,TECNICO,HIGROMETRO_PUNTO_ROCIO,"punto_rocio_mas12c_vs_menos20c_oem, saturacion_completa_secador",fuga_tanques,,NO,SI,Fugas de aire o fallos en el sistema de frenos neumático (Camiones),SINTETICO_IA,L3 punto de rocio +12C vs -20C higrometro
F10-L11-0077,G-11-60-37,Válvula de freno de aire o secador APS obstruido (Camiones),CARROCERIA_NEUMATICA,L3,"Desmontaje de valvula de regeneracion de aire: orificio calibrado de estrangulamiento de 1.2 mm se encuentra totalmente obstruido por costra de carbonilla y aceite requemado; el flujo de retorno de aire seco hacia el cartucho durante la purga es de 0 L/min, impidiendo la desorcion de humedad de las zeolitas.",TECNICO,DESARME_VALVULA_REGENERACION,"orificio_calibrado_1_2mm_tapado_carbonilla, flujo_retorno_cero",falla_compresor,,NO,NO,,SINTETICO_IA,L3 orificio de regeneracion 1.2mm obstruido
F10-L11-0078,G-11-60-38,Válvula de freno de aire o secador APS obstruido (Camiones),CARROCERIA_NEUMATICA,L3,Diagnostico de modulador de presion neumatica Wabco Air Processing por circuito de retroalimentacion de presion de calderin auxiliar abierto; medicion con osciloscopio en linea PWM de accionamiento de valvula solenoide acusa 0% de ciclo de trabajo fijo por bloqueo logico.,TECNICO,SCANNER_WABCO_AIR_PROCESSING,"linea_pwm_0porciento_bloqueada, sensor_presion_abierto",falla_valvula_pedal,,NO,NO,,SINTETICO_IA,L3 Wabco APU linea PWM bloqueada 0% sensor abierto
F10-L11-0079,G-11-60-39,Válvula de freno de aire o secador APS obstruido (Camiones),CARROCERIA_NEUMATICA,L3,"Comprobacion de valvula de retencion unidireccional de salida de secador: al despresurizar la linea entre compresor y secador, el aire almacenado en el tanque humedo retrocede a traves del cartucho a razon de 45 L/min por asiento de clapeta elastica roto, vaciando el sistema hacia atras.",TECNICO,RETROCESO_AIRE_VALVULA,"retroceso_tanque_45l_min, clapeta_unidireccional_rota",falla_mangueras_chasis,,NO,SI,Fugas de aire o fallos en el sistema de frenos neumático (Camiones),SINTETICO_IA,L3 valvula retencion rota retroceso 45 L/min
F10-L11-0080,G-11-60-40,Válvula de freno de aire o secador APS obstruido (Camiones),CARROCERIA_NEUMATICA,L3,Inspeccion tecnica de secador doble torre para servicio pesado: valvula inversora lanzadera de doble camara presenta vastago partido por fatiga de torsion; la unidad conmuta ambas torres a descarga simultaneamente sin retener aire util para los depositos de freno.,TECNICO,SECADOR_DOBLE_TORRE,"vastago_lanzadera_partido, ambas_torres_a_descarga_simultanea",falla_maxi_brake,,NO,SI,Falla en actuador de resorte o camara Maxi-Brake trabada (frenos de aire),SINTETICO_IA,L3 secador doble torre lanzadera partida
F10-L11-0081,G-11-61-01,Falla en actuador de resorte o camara Maxi-Brake trabada (frenos de aire),CARROCERIA_NEUMATICA,L1,Una rueda del camion se quedo totalmente amarrada y no avanza.,COLOQUIAL,INTENTO_MARCHA,rueda_amarrada_inmovil,NO_REPORTA,,SI,NO,,SINTETICO_IA,L1 rueda amarrada camion
F10-L11-0082,G-11-61-02,Falla en actuador de resorte o camara Maxi-Brake trabada (frenos de aire),CARROCERIA_NEUMATICA,L1,Empujo la perilla amarilla del freno de mano pero el camion no suelta las ruedas traseras.,COLOQUIAL,PERILLA_AMARILLA,perilla_amarilla_no_libera,NO_REPORTA,,SI,NO,,SINTETICO_IA,L1 perilla amarilla no libera ruedas
F10-L11-0083,G-11-61-03,Falla en actuador de resorte o camara Maxi-Brake trabada (frenos de aire),CARROCERIA_NEUMATICA,L1,Huele a balata quemada y bota humo blanco en el eje motriz del camion.,COLOQUIAL,EN_MARCHA,humo_blanco_balata_quemada,NO_REPORTA,,SI,NO,,SINTETICO_IA,L1 balata quemada eje motriz
F10-L11-0084,G-11-61-04,Falla en actuador de resorte o camara Maxi-Brake trabada (frenos de aire),CARROCERIA_NEUMATICA,L1,El camion avanza frenado y arrastra los neumaticos de un lado.,COLOQUIAL,EN_MARCHA,arrastra_neumaticos_frenado,NO_REPORTA,,SI,NO,,SINTETICO_IA,L1 arrastra neumaticos frenado
F10-L11-0085,G-11-61-05,Falla en actuador de resorte o camara Maxi-Brake trabada (frenos de aire),CARROCERIA_NEUMATICA,L1,Se escucha un soplido continuo de aire por una camara redonda de la rueda trasera.,COLOQUIAL,REVISIÓN_RUEDA,soplido_camara_trasera,NO_REPORTA,,SI,NO,,SINTETICO_IA,L1 soplido continuo en camara trasera
F10-L11-0086,G-11-61-06,Falla en actuador de resorte o camara Maxi-Brake trabada (frenos de aire),CARROCERIA_NEUMATICA,L1,El pulmon de freno de estacionamiento se quedo trabado.,COLOQUIAL,FRENO_ESTACIONAMIENTO,pulmon_estacionamiento_trabado,NO_REPORTA,,SI,NO,,SINTETICO_IA,L1 pulmon de estacionamiento trabado
F10-L11-0087,G-11-61-07,Falla en actuador de resorte o camara Maxi-Brake trabada (frenos de aire),CARROCERIA_NEUMATICA,L1,Tuvieron que destrabar el freno con un perno largo atras para poder remolcar el camion.,COLOQUIAL,DESTRABE_MECANICO,destrabe_con_perno_remolque,NO_REPORTA,,SI,NO,,SINTETICO_IA,L1 destrabe manual con perno de desarme
F10-L11-0088,G-11-61-08,Falla en actuador de resorte o camara Maxi-Brake trabada (frenos de aire),CARROCERIA_NEUMATICA,L1,El tanque tiene 120 libras de aire pero los frenos de atras siguen bloqueados.,COLOQUIAL,PRESION_OK,120_libras_frenos_bloqueados,NO_REPORTA,,SI,NO,,SINTETICO_IA,L1 120 psi pero frenos bloqueados
F10-L11-0089,G-11-61-09,Falla en actuador de resorte o camara Maxi-Brake trabada (frenos de aire),CARROCERIA_NEUMATICA,L1,Se rompio el resorte grandote que lleva la camara de freno de atras.,COLOQUIAL,INSPECCION_CAMARA,resorte_camara_roto,NO_REPORTA,,SI,NO,,SINTETICO_IA,L1 resorte de camara roto
F10-L11-0090,G-11-61-10,Falla en actuador de resorte o camara Maxi-Brake trabada (frenos de aire),CARROCERIA_NEUMATICA,L1,El camion frena bien con el pedal pero el freno de emergencia no desactiva.,COLOQUIAL,DESACTIVACION_EMERGENCIA,freno_emergencia_no_desactiva,NO_REPORTA,,SI,NO,,SINTETICO_IA,L1 freno de emergencia no desactiva
F10-L11-0091,G-11-61-11,Falla en actuador de resorte o camara Maxi-Brake trabada (frenos de aire),CARROCERIA_NEUMATICA,L2,"Con el sistema neumatico cargado a 120 psi, al presionar la perilla amarilla de liberacion en el tablero el vastago de la camara Maxi-Brake del eje motriz izquierdo no retrae; el resorte mecanico acumulador permanece expandido bloqueando el tambor.",TECNICO,LIBERACION_PARKING,"vastago_maxi_no_retrae, resorte_expandido_bloquea, 120psi_ok",falla_presion_tanques,,NO,SI,Fugas de aire o fallos en el sistema de frenos neumático (Camiones),SINTETICO_IA,L2 vastago maxi no retrae con 120 psi vs presion
F10-L11-0092,G-11-61-12,Falla en actuador de resorte o camara Maxi-Brake trabada (frenos de aire),CARROCERIA_NEUMATICA,L2,Al liberar el freno de parqueo se escucha un torrente de aire saliendo por el agujero de drenaje de la camara combinada tipo 30/30; el diafragma de la seccion de emergencia esta rajado impidiendo vencer la fuerza del resorte.,TECNICO,INSPECCION_CAMARA_30_30,"torrente_aire_camara_30_30, diafragma_emergencia_rajado",fuga_en_valvula_pedal,,NO,SI,Fugas de aire o fallos en el sistema de frenos neumático (Camiones),SINTETICO_IA,L2 diafragma camara 30/30 rajado vs pedal
F10-L11-0093,G-11-61-13,Falla en actuador de resorte o camara Maxi-Brake trabada (frenos de aire),CARROCERIA_NEUMATICA,L2,El camion rueda pesado y la masa trasera derecha alcanza 180°C tras 10 km de recorrido; el mecanismo no es un caliper hidraulico atascado sino una camara de resorte Maxi-Brake trabada mecanicamente por oxido.,TECNICO,TEMPERATURA_MASA_180C,"masa_180c_caliente, camara_resorte_trabada_oxido",caliper_hidraulico_agarrotado,,NO,SI,Caliper de freno trabado o mordaza pegada (piston agarrotado),SINTETICO_IA,L2 maxi-brake oxidado vs caliper hidraulico
F10-L11-0094,G-11-61-14,Falla en actuador de resorte o camara Maxi-Brake trabada (frenos de aire),CARROCERIA_NEUMATICA,L2,Para mover el camion inmovilizado el chofer tuvo que colocar el perno de liberacion mecanica (release bolt) en la culata de la camara Maxi-Brake y apretarlo con llave para retraer manualmente el resorte.,COLOQUIAL,DESTRABE_MANUAL_PERNO,"perno_liberacion_mecanica_apretado, resorte_retraido_manual",falla_motor_camion,,NO,NO,,SINTETICO_IA,L2 perno de destrabe de emergencia en Maxi-Brake
F10-L11-0095,G-11-61-15,Falla en actuador de resorte o camara Maxi-Brake trabada (frenos de aire),CARROCERIA_NEUMATICA,L2,El resorte de potencia helicoidal dentro de la camara de freno de estacionamiento se quebro en tres partes; los fragmentos de acero se cruzaron bloqueando la carrera de retorno del plato compresor.,TECNICO,DESARME_TALLER_PESADO,"resorte_potencia_quebrado_fragmentos, traba_retorno_plato",falla_valvula_secador,,NO,SI,Válvula de freno de aire o secador APS obstruido (Camiones),SINTETICO_IA,L2 resorte de potencia helicoidal quebrado
F10-L11-0096,G-11-61-16,Falla en actuador de resorte o camara Maxi-Brake trabada (frenos de aire),CARROCERIA_NEUMATICA,L2,"Con 8 bar de presion en el puerto de parqueo de la camara doble, la leva en S (S-cam) de la rueda trasera derecha permanece girada a 45 grados forzando las zapatas contra el tambor por vastago doblado.",TECNICO,INSPECCION_S_CAM,"8bar_presentes_puerto_parking, leva_s_cam_girada_45, vastago_doblado",falla_baja_presion,,NO,SI,Fugas de aire o fallos en el sistema de frenos neumático (Camiones),SINTETICO_IA,L2 8 bar presentes leva S-cam no regresa vastago doblado
F10-L11-0097,G-11-61-17,Falla en actuador de resorte o camara Maxi-Brake trabada (frenos de aire),CARROCERIA_NEUMATICA,L2,Al tirar de la palanca de emergencia la valvula de control envia la orden pero la camara Maxi-Brake no aplica fuerza de frenado debido a rotura del plato de empuje interior.,TECNICO,APLICACION_EMERGENCIA,"sin_fuerza_frenado_emergencia, plato_empuje_interior_roto",falla_presostato,,NO,NO,,SINTETICO_IA,L2 plato de empuje interior roto
F10-L11-0098,G-11-61-18,Falla en actuador de resorte o camara Maxi-Brake trabada (frenos de aire),CARROCERIA_NEUMATICA,L2,"La valvula inversora o relé de enganche rapido (quick release) del eje trasero no evacua el aire de servicio de la camara Maxi-Brake al soltar el freno, dejando la rueda frenada por contrapresion de aire entrampado.",TECNICO,VALVULA_ESCAPE_RAPIDO,"quick_release_no_evacua, contrapresion_aire_entrampado",falla_secador_aps,,NO,SI,Válvula de freno de aire o secador APS obstruido (Camiones),SINTETICO_IA,L2 quick release no evacua vs secador APS
F10-L11-0099,G-11-61-19,Falla en actuador de resorte o camara Maxi-Brake trabada (frenos de aire),CARROCERIA_NEUMATICA,L2,En camion articulado el eje del semirremolque arrastra neumaticos dejando huella negra en el pavimento; la linea de emergencia tiene aire suficiente pero los actuadores de resorte traseros estan trabados.,COLOQUIAL,ARRASTRE_NEUMATICOS,"neumaticos_arrastran_pavimento, actuadores_resorte_trabados",desalineacion_eje,,NO,NO,,SINTETICO_IA,L2 arrastre de neumaticos por maxi-brake trabado
F10-L11-0100,G-11-61-20,Falla en actuador de resorte o camara Maxi-Brake trabada (frenos de aire),CARROCERIA_NEUMATICA,L2,"El ajustador automatico de holgura (slack adjuster) recibio carrera excesiva forzada por la camara de resorte atascada, saltando los dientes de la cremallera sinfín y descalibrando el ajuste.",TECNICO,INSPECCION_SLACK_ADJUSTER,"slack_adjuster_dientes_saltados, carrera_excesiva_camara",falla_balatas_gastadas,,NO,NO,,SINTETICO_IA,L2 slack adjuster descalibrado por carrera de resorte
F10-L11-0101,G-11-61-21,Falla en actuador de resorte o camara Maxi-Brake trabada (frenos de aire),CARROCERIA_NEUMATICA,L2,"La abrazadera de acople (clamp ring) de la camara de resorte Maxi-Brake presenta deformacion y perdida de sellado perimetral, fugando aire en cuanto se intenta comprimir el resorte para liberar.",TECNICO,INSPECCION_CLAMP_RING,"clamp_ring_deformado, fuga_perimetral_al_comprimir",falla_valvula_4_vias,,NO,SI,Válvula de freno de aire o secador APS obstruido (Camiones),SINTETICO_IA,L2 abrazadera clamp ring deformada fuga perimetral
F10-L11-0102,G-11-61-22,Falla en actuador de resorte o camara Maxi-Brake trabada (frenos de aire),CARROCERIA_NEUMATICA,L2,El camion se detuvo en peaje y al intentar reiniciar marcha el motor se cala en primera velocidad; las zapatas traseras derechas estan soldadas termicamente al tambor por Maxi-Brake trabado en carrera parcial.,COLOQUIAL,DETENIDO_PEAJE,"motor_cala_al_arrancar, zapatas_soldadas_tambor_maxi",embrague_patinando,,NO,NO,,SINTETICO_IA,L2 zapatas soldadas a tambor por traba parcial
F10-L11-0103,G-11-61-23,Falla en actuador de resorte o camara Maxi-Brake trabada (frenos de aire),CARROCERIA_NEUMATICA,L2,Se mide la carrera del vastago de freno de la camara trasera: con freno aplicado mide 68 mm (limite de ajuste OEM maximo 50 mm); el muelle interno vencido no empuja con la fuerza estipulada de 12 kN.,TECNICO,MEDICION_CARRERA_VASTAGO,"carrera_68mm_vs_50mm_limite, muelle_vencido_sin_fuerza_12kn",falla_liquido_frenos,,NO,SI,Fuga hidraulica o aire en el sistema de frenos,SINTETICO_IA,L2 carrera 68 mm vs 50 mm muelle vencido
F10-L11-0104,G-11-61-24,Falla en actuador de resorte o camara Maxi-Brake trabada (frenos de aire),CARROCERIA_NEUMATICA,L2,"Alimentando con 100 psi directos desde botella auxiliar de taller a la toma de parking de la camara trabada, el piston no se desplaza ni un milimetro debido a agarrotamiento por barro seco dentro del cilindro.",TECNICO,PRUEBA_DIRECTA_TALLER,"100psi_directos_sin_desplazamiento, agarrotamiento_barro_cilindro",fuga_manguera_aire,,NO,SI,Fugas de aire o fallos en el sistema de frenos neumático (Camiones),SINTETICO_IA,L2 100 psi directos sin movimiento agarrotado por barro
F10-L11-0105,G-11-61-25,Falla en actuador de resorte o camara Maxi-Brake trabada (frenos de aire),CARROCERIA_NEUMATICA,L2,"El vastago roscado de empuje del Maxi-Brake esta torcido 15 grados tras rozar con una piedra en camino minero, trancando el paso por el orificio de guia de la carcasa sellada.",TECNICO,INSPECCION_MINERIA,"vastago_torcido_15_grados_roce_piedra, traba_en_guia_carcasa",falla_eje_palier,,NO,NO,,SINTETICO_IA,L2 vastago torcido 15 grados en camino minero
F10-L11-0106,G-11-61-26,Falla en actuador de resorte o camara Maxi-Brake trabada (frenos de aire),CARROCERIA_NEUMATICA,L3,"Diagnostico metrologico de camara combinada resorte-servicio Tipo 30/30 (T30/30) en tractocamion Volvo FH: con manometro patron en puerto 12 de parqueo marcando 8.5 bar constantes (presion de liberacion superada, nominal 6.2 bar), el vastago de empuje permanece extendido 42 mm sin retraerse; prueba de traccion con cilindro hidraulico de banco revela resorte de acumulacion de 14 kN trabado por fractura de espira intermedia que se encabalgo sobre el tubo guia central.",TECNICO,BANCO_METROLOGIA_T30_30,"8_5bar_en_puerto_12_ok, vastago_extendido_42mm, fractura_espira_14kn_encabalgada",falla_presion_neumatica,,NO,SI,Fugas de aire o fallos en el sistema de frenos neumático (Camiones),SINTETICO_IA,L3 8.5 bar presentes vastago extendido 42mm espira encabalgada
