id,id_grupo,texto_usuario,clase_objetivo,pred_c1,correct_c1,in_top3_c1,conf_c1,macro_sistema,pred_macro_fix,macro_correct
F10-L06-0171,G31-L2-01,Luz de ABS encendida fija con DTC C0035 en escáner; al frenar a más de 40 km/h los frenos funcionan con normalidad pero sin antibloqueo en piso húmedo.,Falla en sensor de velocidad de rueda ABS,Falla en sensor de velocidad de rueda ABS,1,True,0.9315,FRENOS,FRENOS,1
F10-L06-0180,G31-L2-10,Sensor de velocidad tipo Hall con resistencia interna abierta infinita medida con multímetro en sus pines; tensión de alimentación de 12V desde el módulo ABS correcta.,Falla en sensor de velocidad de rueda ABS,Falla en sensor de velocidad de rueda ABS,1,True,0.7379,FRENOS,FRENOS,1
F10-L06-0182,G31-L2-12,Entrehierro (gap) entre el sensor de rueda y la corona dentada en 2.4 mm excesivo (tolerancia 0.5 a 1.2 mm) por corrosión que levantó el asiento del sensor.,Falla en sensor de velocidad de rueda ABS,Falla en sensor de velocidad de rueda ABS,1,True,0.8177,FRENOS,FRENOS,1
F10-L06-0211,G32-L2-01,En un Toyota Prius con batería al 50% de carga no hay recuperación de energía en desaceleración; la barra de CHG no sube y salta el aviso 'Check Brake System'.,Falla en sistema de frenado regenerativo (EV / Hibridos),Degradacion o falla en paquete de bateria de alto voltaje (EV / Hibridos),0,False,0.6766,FRENOS,ELECTRICO,0
F10-L06-0220,G32-L2-10,Válvula solenoide lineal de corte de presión regenerativa atascada con limalla; no permite el paso de líquido hacia el simulador de carrera del pedal.,Falla en sistema de frenado regenerativo (EV / Hibridos),Falla en sistema de frenado regenerativo (EV / Hibridos),1,True,0.836,FRENOS,FRENOS,1
F10-L06-0222,G32-L2-12,DTC C1345 referente a falta de aprendizaje del desplazamiento de la válvula lineal del actuador de freno tras cambio de pastillas en vehículo híbrido.,Falla en sistema de frenado regenerativo (EV / Hibridos),Falla en sistema de frenado regenerativo (EV / Hibridos),1,True,0.9795,FRENOS,FRENOS,1
F10-L06-0251,G33-L2-01,Rueda delantera derecha extremadamente caliente tras 15 minutos de recorrido; el aro de aluminio no se puede tocar con la mano y desprende olor a forro quemado.,Caliper de freno trabado o mordaza pegada (piston agarrotado),Desgaste de pastillas y zapatas de freno,0,True,0.5086,FRENOS,FRENOS,1
F10-L06-0260,G33-L2-10,Manguera flexible de freno con delaminación interna que actúa como válvula check; retiene 20 bar de presión en el cáliper impidiendo el retroceso de las pastillas.,Caliper de freno trabado o mordaza pegada (piston agarrotado),Caliper de freno trabado o mordaza pegada (piston agarrotado),1,True,0.9578,FRENOS,FRENOS,1
F10-L06-0262,G33-L2-12,Perno guía superior del cáliper gripado por utilizar grasa inadecuada con base de petróleo que hinchó los fuelles de caucho trabando el pasador.,Caliper de freno trabado o mordaza pegada (piston agarrotado),Caliper de freno trabado o mordaza pegada (piston agarrotado),1,True,0.9498,FRENOS,FRENOS,1
F10-L07-0011,G34-L2-01,En cuarta velocidad a 60 km/h piso a fondo el acelerador; las RPM suben de 2000 a 4500 al instante pero la velocidad sube muy lentamente sin empuje.,Disco de embrague desgastado o patinando,Disco de embrague desgastado o patinando,1,True,0.8051,TRANSMISION,TRANSMISION,1
F10-L07-0020,G34-L2-10,Espesor del disco de embrague al límite: forro de fricción desgastado hasta las cabezas de los remaches de cobre; produce un leve raspado al acoplar.,Disco de embrague desgastado o patinando,Disco de embrague desgastado o patinando,1,True,0.9357,TRANSMISION,TRANSMISION,1
F10-L07-0022,G34-L2-12,Resortes de amortiguación torsional del disco de embrague rotos y con juego excesivo; provocan sacudidas bruscas al soltar el pedal y patinamiento en alta.,Disco de embrague desgastado o patinando,Disco de embrague desgastado o patinando,1,True,0.9171,TRANSMISION,TRANSMISION,1
F10-L07-0051,G35-L2-01,Pedal de embrague se queda pegado en la alfombra al presionarlo; al levantarlo manualmente con el pie y bombear varias veces recupera presión suficiente para engranar primera marcha.,Falla en bombin o bomba hidraulica de embrague,Falla en bombin o bomba hidraulica de embrague,1,True,0.8893,TRANSMISION,TRANSMISION,1
F10-L07-0060,G35-L2-10,Manguera flexible de embrague entre chasis y caja hinchada bajo presión hidráulica; al pisar el pedal la manguera se expande como globo absorbiendo el volumen.,Falla en bombin o bomba hidraulica de embrague,Falla en bombin o bomba hidraulica de embrague,1,True,0.9669,TRANSMISION,TRANSMISION,1
F10-L07-0062,G35-L2-12,El vástago de la bomba de embrague se desenganchó del pedal por rotura del clip plástico de retención; pedal queda libre sin accionar el pistón.,Falla en bombin o bomba hidraulica de embrague,Falla en bombin o bomba hidraulica de embrague,1,True,0.9344,TRANSMISION,TRANSMISION,1
F10-L07-0091,G36-L2-01,Dificultad severa para engranar primera y segunda marcha con temperatura ambiente de 10°C; tras rodar 20 minutos y calentar la caja los cambios entran con mayor facilidad.,Falta o degradacion de aceite de caja de cambios,Falta o degradacion de aceite de caja de cambios,1,True,0.4962,TRANSMISION,TRANSMISION,1
F10-L07-0100,G36-L2-10,Aceite de caja contaminado con agua tras vadear un arroyo; el lubricante tiene aspecto de emulsión lechosa café con leche y perdió capacidad lubricante.,Falta o degradacion de aceite de caja de cambios,Falta o degradacion de aceite de caja de cambios,1,True,0.8213,TRANSMISION,TRANSMISION,1
F10-L07-0102,G36-L2-12,Incompatibilidad química por usar aceite API GL-5 en caja manual que exige GL-4; los aditivos de azufre-fósforo atacaron y corroyeron los anillos de bronce sincronizadores.,Falta o degradacion de aceite de caja de cambios,Falta o degradacion de aceite de caja de cambios,1,True,0.9859,TRANSMISION,TRANSMISION,1
F10-L07-0131,G37-L2-01,Aullido agudo en la transmisión entre 70 y 90 km/h al pisar el acelerador; al soltar el pedal y rodar en neutro a 80 km/h el aullido desaparece por completo.,Rodajes de caja mecanica o diferencial gastados,Rodajes de caja mecanica o diferencial gastados,1,True,0.6569,TRANSMISION,TRANSMISION,1
F10-L07-0140,G37-L2-10,Desalineación del contacto de dientes entre piñón de ataque y corona hipoide; patrón de contacto desplazado hacia la punta del diente generando aullido de carga.,Rodajes de caja mecanica o diferencial gastados,Rodajes de caja mecanica o diferencial gastados,1,True,0.997,TRANSMISION,TRANSMISION,1
F10-L07-0142,G37-L2-12,Juego angular excesivo en la brida de entrada del diferencial de más de 15 grados; produce un golpe metálico 'clac' seco al pasar de acelerar a frenar.,Rodajes de caja mecanica o diferencial gastados,Rodajes de caja mecanica o diferencial gastados,1,True,0.7792,TRANSMISION,TRANSMISION,1
F10-L07-0171,G38-L2-01,En transmisión CVT de Nissan Sentra salta aviso de sobrecalentamiento de fluido tras 30 minutos de subida en carretera; el auto se limita a 50 km/h en modo seguro.,Sobrecalentamiento o solenoides en caja automatica CVT / DSG,Sobrecalentamiento o solenoides en caja automatica CVT / DSG,1,True,0.9495,TRANSMISION,TRANSMISION,1
F10-L07-0180,G38-L2-10,"Degradación térmica severa de fluido CVT NS-3 con más de 120,000 km sin servicio; el contador de deterioro de aceite de la TCM supera las 210,000 unidades.",Sobrecalentamiento o solenoides en caja automatica CVT / DSG,Falla de descarbonizacion e inyeccion directa GDI (acumulacion de carbon en valvulas),0,True,0.408,TRANSMISION,TRANSMISION,1
F10-L07-0182,G38-L2-12,En semáforos la transmisión CVT patina de 0 a 20 km/h demorando 4 segundos en acoplar el variador; la presión primaria marca solo 0.3 MPa (especificación 0.7 MPa).,Sobrecalentamiento o solenoides en caja automatica CVT / DSG,Sobrecalentamiento o solenoides en caja automatica CVT / DSG,1,True,0.9451,TRANSMISION,TRANSMISION,1
F10-L07-0211,G39-L2-01,En un Fiat Palio con caja Dualogic el cambio cae a Neutral de golpe al detenerse en esquinas; la electrobomba hidráulica del robot no arranca al abrir la puerta del chofer.,Falla en caja robotizada Dualogic / I-Motion / Easytronic (Fiat / VW),Falla en caja robotizada Dualogic / I-Motion / Easytronic (Fiat / VW),1,True,0.9995,TRANSMISION,TRANSMISION,1
F10-L07-0220,G39-L2-10,Relé de potencia de la electrobomba de la caja robotizada con contactos quemados; la bomba no recibe corriente de 12V y el sistema no levanta presión.,Falla en caja robotizada Dualogic / I-Motion / Easytronic (Fiat / VW),Falla en caja robotizada Dualogic / I-Motion / Easytronic (Fiat / VW),1,True,0.9674,TRANSMISION,TRANSMISION,1
F10-L07-0222,G39-L2-12,Contaminación del fluido hidráulico del robot con agua por condensación; el líquido está turbio y las electroválvulas proporcionales se traban mecánicamente.,Falla en caja robotizada Dualogic / I-Motion / Easytronic (Fiat / VW),Falla en caja robotizada Dualogic / I-Motion / Easytronic (Fiat / VW),1,True,0.8466,TRANSMISION,TRANSMISION,1
F10-L07-0251,G40-L2-01,Chillido agudo de rodamiento seco que aparece exactamente al presionar el pedal de embrague a fondo; al soltar el pedal en punto muerto el motor queda en silencio absoluto.,Desgaste en collarin de empuje o crapodina de embrague,Desgaste en collarin de empuje o crapodina de embrague,1,True,0.45,TRANSMISION,TRANSMISION,1
F10-L07-0260,G40-L2-10,Rodamiento de desembrague con juego axial de 2.5 mm y jaula porta-bolas partida; al desmontar caen las bolas de acero sueltas dentro de la campana.,Desgaste en collarin de empuje o crapodina de embrague,Desgaste en collarin de empuje o crapodina de embrague,1,True,0.7727,TRANSMISION,TRANSMISION,1
F10-L07-0262,G40-L2-12,Horquilla de embrague con desgaste por rozamiento en los apoyos del collarín; el cojinete apoya cruzado provocando zumbido y dureza de pedal.,Desgaste en collarin de empuje o crapodina de embrague,Desgaste en collarin de empuje o crapodina de embrague,1,True,0.7175,TRANSMISION,TRANSMISION,1
F10-L07-0291,G41-L2-01,Con el vehículo detenido en ralentí y la palanca en neutro se escucha un zumbido sordo en la transmisión; al pisar el pedal de embrague hasta el fondo el zumbido desaparece por completo tras 1 segundo.,Rodajes de transmision manual o eje primario gastados,Rodajes de transmision manual o eje primario gastados,1,True,0.9572,TRANSMISION,TRANSMISION,1
F10-L07-0300,G41-L2-10,Holgura axial del eje primario de 0.65 mm medida con comparador; provoca que el retén frontal del eje gotee aceite hacia la campana de embrague.,Rodajes de transmision manual o eje primario gastados,Rodajes de transmision manual o eje primario gastados,1,True,0.8688,TRANSMISION,TRANSMISION,1
F10-L07-0302,G41-L2-12,Casquillo de agujas de apoyo de la punta del eje primario en el cigüeñal (rodaje de guía piloto) engranado en seco; produce chirrido agudo al desacoplar.,Rodajes de transmision manual o eje primario gastados,Rodajes de transmision manual o eje primario gastados,1,True,0.9967,TRANSMISION,TRANSMISION,1
F10-L08-0011,G42-L2-01,Al pasar baches a 30 km/h se siente un golpe sordo en el trapecio delantero derecho; en pista lisa a 100 km/h no vibra nada el volante.,Amortiguadores reventados o bujes de suspension gastados,Amortiguadores reventados o bujes de suspension gastados,1,True,0.4909,SUSPENSION_CHASIS,SUSPENSION_CHASIS,1
F10-L08-0020,G42-L2-10,Amortiguadores traseros pierden gas y aceite; en carretera el vehículo pierde adherencia en el eje trasero al pasar juntas de dilatación.,Amortiguadores reventados o bujes de suspension gastados,Amortiguadores reventados o bujes de suspension gastados,1,True,0.7242,SUSPENSION_CHASIS,MOTOR,0
F10-L08-0022,G42-L2-12,Tope de goma de rebote del vástago del amortiguador destrozado y desintegrado; el amortiguador hace tope de fondo metálico en baches profundos.,Amortiguadores reventados o bujes de suspension gastados,Amortiguadores reventados o bujes de suspension gastados,1,True,0.9916,SUSPENSION_CHASIS,SUSPENSION_CHASIS,1
F10-L08-0051,G43-L2-01,Sonido de matraca metálica de 5 a 6 clics por segundo al girar cerrado a la izquierda en 2da marcha acelerando; con volante recto en recta no suena nada.,Juntas homocineticas o palieres danados,Juntas homocineticas o palieres danados,1,True,0.9493,SUSPENSION_CHASIS,SUSPENSION_CHASIS,1
F10-L08-0060,G43-L2-10,Semieje largo con apoyo intermedio cuyo rodamiento de soporte está zumbando y la junta homocinética exterior tiene la jaula de bolas fisurada.,Juntas homocineticas o palieres danados,Juntas homocineticas o palieres danados,1,True,0.9767,SUSPENSION_CHASIS,SUSPENSION_CHASIS,1
F10-L08-0062,G43-L2-12,Abrazadera metálica del guardapolvo de palier suelta; entró arena y agua de lluvia lavando la grasa y rayando la pista esférica de la copa homocinética.,Juntas homocineticas o palieres danados,Juntas homocineticas o palieres danados,1,True,0.9771,SUSPENSION_CHASIS,SUSPENSION_CHASIS,1
F10-L08-0091,G44-L2-01,Vibración oscilatoria en el volante exactamente entre 85 y 105 km/h en pista lisa; no vibra al frenar ni vibra por debajo de 70 km/h.,Llantas desbalanceadas o desalineadas,Llantas desbalanceadas o desalineadas,1,True,0.9838,SUSPENSION_CHASIS,SUSPENSION_CHASIS,1
F10-L08-0100,G44-L2-10,Zumbido y rumorosidad de rodadura ondulante en autopista; al pasar la mano por la banda de rodadura del neumático se siente escalonada en los tacos.,Llantas desbalanceadas o desalineadas,Rodamiento de maza o rodaje de rueda picado (zumbido de rodadura),0,True,0.9224,SUSPENSION_CHASIS,SUSPENSION_CHASIS,1
F10-L08-0102,G44-L2-12,Volante girado 15 grados a la derecha en trayectoria recta; el vehículo no presenta ruidos ni juego en la barra de dirección.,Llantas desbalanceadas o desalineadas,Cremallera de direccion asistida con holgura o fuga,0,True,0.6593,SUSPENSION_CHASIS,SUSPENSION_CHASIS,1
F10-L08-0131,G45-L2-01,Fuga visible de líquido hidráulico ATF por los retenes laterales de la cremallera; los guardapolvos de goma están inflados y empapados de aceite rojo.,Cremallera de direccion asistida con holgura o fuga,Cremallera de direccion asistida con holgura o fuga,1,True,0.9421,SUSPENSION_CHASIS,SUSPENSION_CHASIS,1
F10-L08-0140,G45-L2-10,Tornillo de ajuste de precarga del empujador de cremallera (yoke) flojo; la barra dentada golpea contra el cuerpo de aluminio al pasar baches pequeños.,Cremallera de direccion asistida con holgura o fuga,Amortiguadores reventados o bujes de suspension gastados,0,True,0.5007,SUSPENSION_CHASIS,SUSPENSION_CHASIS,1
F10-L08-0142,G45-L2-12,Cremallera electroasistida con deformación en los dientes centrales de la barra tras subir violentamente una vereda; la dirección salta y se traba en 0 grados.,Cremallera de direccion asistida con holgura o fuga,Cremallera de direccion asistida con holgura o fuga,1,True,0.9771,SUSPENSION_CHASIS,SUSPENSION_CHASIS,1
F10-L08-0171,G46-L2-01,Zumbido sordo continuo en rueda delantera izquierda a partir de 60 km/h; al tomar curvas a la derecha el ruido se intensifica fuertemente por transferencia de peso y al doblar a la izquierda disminuye.,Rodamiento de maza o rodaje de rueda picado (zumbido de rodadura),Rodamiento de maza o rodaje de rueda picado (zumbido de rodadura),1,True,0.817,SUSPENSION_CHASIS,SUSPENSION_CHASIS,1
F10-L08-0180,G46-L2-10,Zumbido que aumenta al virar a la izquierda cargando peso sobre la rueda derecha; en curvas hacia la derecha el ruido desaparece casi por completo.,Rodamiento de maza o rodaje de rueda picado (zumbido de rodadura),Rodamiento de maza o rodaje de rueda picado (zumbido de rodadura),1,True,0.8272,SUSPENSION_CHASIS,SUSPENSION_CHASIS,1
F10-L08-0182,G46-L2-12,Rodamiento de doble hilera de bolas con sello de caucho roto; la grasa lubricante se secó con presencia de óxido y polvo de asfalto en las pistas.,Rodamiento de maza o rodaje de rueda picado (zumbido de rodadura),Rodamiento de maza o rodaje de rueda picado (zumbido de rodadura),1,True,0.8391,SUSPENSION_CHASIS,SUSPENSION_CHASIS,1
F10-L09-0011,G47-L2-01,Con el motor encendido en ralentí el multímetro marca 11.9 V en los bornes de la batería; al acelerar a 2500 rpm el voltaje no sube de 12.1 V y la batería no se calienta.,Alternador defectuoso o placa de diodos quemada,Alternador defectuoso o placa de diodos quemada,1,True,0.7907,ELECTRICO,ELECTRICO,1
F10-L09-0020,G47-L2-10,Polea libre desacopladora del alternador (OAP) totalmente gripada; genera vibración y zumbido metálico en la faja de accesorios que desaparece al retirar la correa.,Alternador defectuoso o placa de diodos quemada,Alternador defectuoso o placa de diodos quemada,1,True,0.9576,ELECTRICO,ELECTRICO,1
F10-L09-0022,G47-L2-12,DTC P0562 registrado por tensión baja del sistema; la pinza amperimétrica en el cable de salida del alternador mide 0 amperios con motor encendido y luces prendidas.,Alternador defectuoso o placa de diodos quemada,Alternador defectuoso o placa de diodos quemada,1,True,0.9891,ELECTRICO,ELECTRICO,1
F10-L09-0051,G48-L2-01,Voltaje en reposo de la batería de 11.4 V con motor apagado; al dar arranque el voltaje cae en picada a 6.2 V y el motor de arranque apenas gira una vuelta pesada.,Bateria descargada o bornes sulfatados,Falla en motor de arranque o solenoide defectuoso (clac seco o carbones gastados),0,True,0.5646,ELECTRICO,ELECTRICO,1
F10-L09-0060,G48-L2-10,Comprobador digital de baterías por conductancia arroja resultado 'Reemplazar Batería' con State of Health (SOH) de 22% y resistencia interna de 28 miliohmios (nominal 4.5 mohm).,Bateria descargada o bornes sulfatados,Degradacion o falla en paquete de bateria de alto voltaje (EV / Hibridos),0,True,0.7926,ELECTRICO,ELECTRICO,1
F10-L09-0062,G48-L2-12,Nivel de agua destilada y electrolito por debajo de las placas de plomo en 3 vasos; las placas superiores se secaron y se sulfataron irreversiblemente con plomo blanco.,Bateria descargada o bornes sulfatados,Bateria descargada o bornes sulfatados,1,True,0.8099,ELECTRICO,MOTOR,0
F10-L09-0091,G49-L2-01,Vehículo híbrido presenta código DTC P0A80 referente a sustitución de batería de alta tensión; el motor térmico permanece encendido de continuo en semáforos.,Degradacion o falla en paquete de bateria de alto voltaje (EV / Hibridos),Degradacion o falla en paquete de bateria de alto voltaje (EV / Hibridos),1,True,0.8114,ELECTRICO,ELECTRICO,1
F10-L09-0100,G49-L2-10,DTC P0A7E presente en módulo de batería de tracción referente a sobretemperatura física en celda de alta tensión sin existir obstrucción en el conducto de aire.,Degradacion o falla en paquete de bateria de alto voltaje (EV / Hibridos),Degradacion o falla en paquete de bateria de alto voltaje (EV / Hibridos),1,True,0.6043,ELECTRICO,ELECTRICO,1
F10-L09-0102,G49-L2-12,Contactor principal de alta tensión (rele SMR positivo) no enclava por bobina abierta; el bus de alto voltaje permanece en 0 V y el tablero muestra advertencia de tracción.,Degradacion o falla en paquete de bateria de alto voltaje (EV / Hibridos),Fallo en inversor de corriente IGBT o motor electrico (EV),0,True,0.6572,ELECTRICO,ELECTRICO,1
F10-L09-0131,G-09-50-11,Al acelerar a fondo en subida se escucho un chasquido sordo y el EV entro en modo tortuga. La bateria de traccion marca 70% de carga pero no entrega torque a las ruedas.,Fallo en inversor de corriente IGBT o motor electrico (EV),Fallo en inversor de corriente IGBT o motor electrico (EV),1,True,0.6266,ELECTRICO,ELECTRICO,1
F10-L09-0140,G-09-50-20,"Se corto la propulsion en seco en plena marcha urbana; la bateria de alto voltaje marca 360 voltios estables pero las fases U, V, W del motor no reciben senal.",Fallo en inversor de corriente IGBT o motor electrico (EV),Fallo en inversor de corriente IGBT o motor electrico (EV),1,True,0.5424,ELECTRICO,ELECTRICO,1
F10-L09-0142,G-09-50-22,El furgon electrico enciende el testigo READY pero al pisar el pedal de marcha tiembla y desconecta el contactor principal por cortocircuito en el inversor.,Fallo en inversor de corriente IGBT o motor electrico (EV),Fallo en inversor de corriente IGBT o motor electrico (EV),1,True,0.9582,ELECTRICO,ELECTRICO,1
F10-L09-0171,G-09-51-11,"En vehiculo hibrido con refrigeracion por aire en paquete de bateria NiMH, la turbina de enfriamiento trasera funciona a maxima velocidad constante y el tablero advierte reduccion de potencia tras circular 20 minutos en calor.",Foco o falla en sistema de refrigeracion de bateria/inversor (EV),Foco o falla en sistema de refrigeracion de bateria/inversor (EV),1,True,0.9003,ELECTRICO,ELECTRICO,1
F10-L09-0180,G-09-51-20,El ventilador soplador centrifugo de la bateria de alto voltaje hace ruido de roce mecanico con sus aspas y no entrega caudal de aire suficiente hacia los modulos centrales.,Foco o falla en sistema de refrigeracion de bateria/inversor (EV),Foco o falla en sistema de refrigeracion de bateria/inversor (EV),1,True,0.8937,ELECTRICO,ELECTRICO,1
F10-L09-0182,G-09-51-22,"El sistema termico del paquete de bateria de litio no activa la valvula de tres vias del circuito refrigerante, reteniendo calor en el nucleo central de celdas.",Foco o falla en sistema de refrigeracion de bateria/inversor (EV),Degradacion o falla en paquete de bateria de alto voltaje (EV / Hibridos),0,True,0.5709,ELECTRICO,ELECTRICO,1
F10-L09-0211,G-09-52-11,"Pongo contacto, las luces del tablero encienden con buen brillo, pero al girar la llave a start solo se escucha un clac metalico seco y el ciguenal no gira absolutamente nada.",Falla en motor de arranque o solenoide defectuoso (clac seco o carbones gastados),Bateria descargada o bornes sulfatados,0,True,0.6591,ELECTRICO,ELECTRICO,1
F10-L09-0220,G-09-52-20,"Girando la llave a posicion de marcha el tablero no se apaga ni titilan los testigos, pero el motor no gira ni medio milimetro; el solenoide no empuja la horquilla.",Falla en motor de arranque o solenoide defectuoso (clac seco o carbones gastados),Falla en motor de arranque o solenoide defectuoso (clac seco o carbones gastados),1,True,0.5491,ELECTRICO,ELECTRICO,1
F10-L09-0222,G-09-52-22,"Al dar encendido el motor de arranque gira a altas revoluciones en vacio emitiendo un zumbido agudo continuo, sin acoplar el pinon a la corona del volante motor.",Falla en motor de arranque o solenoide defectuoso (clac seco o carbones gastados),Falla en motor de arranque o solenoide defectuoso (clac seco o carbones gastados),1,True,0.9871,ELECTRICO,ELECTRICO,1
F10-L09-0251,G-09-53-11,"El vehiculo funciona impecable todo el dia en ruta, pero al quedar estacionado en la noche por mas de 8 horas, a la manana siguiente la bateria esta en 10.5V y no enciende.",Fuga parasita de corriente en reposo (consumo nocturno de bateria),Fuga parasita de corriente en reposo (consumo nocturno de bateria),1,True,0.7037,ELECTRICO,ELECTRICO,1
F10-L09-0260,G-09-53-20,"Se cambio bateria pensando que estaba rota, pero la bateria nueva se descargo a cero tras 48 horas de reposo; la bateria anterior estaba en buen estado.",Fuga parasita de corriente en reposo (consumo nocturno de bateria),Fuga parasita de corriente en reposo (consumo nocturno de bateria),1,True,0.5512,ELECTRICO,ELECTRICO,1
F10-L09-0262,G-09-53-22,"Con el vehiculo cerrado y bloqueado, el modulo de control de carroceria BCM no reduce su consumo y mantiene la red despierta, agotando la carga cada manana.",Fuga parasita de corriente en reposo (consumo nocturno de bateria),Fuga parasita de corriente en reposo (consumo nocturno de bateria),1,True,0.9561,ELECTRICO,ELECTRICO,1
F10-L10-0011,G-10-54-11,Al encender el boton A/C el ventilador del habitaculo sopla con fuerza pero el aire sale a 28°C; el motor termico no presenta sobrecalentamiento ni variacion de temperatura en tablero.,Falla en compresor de aire acondicionado o fuga de gas R134a,Falla en compresor de aire acondicionado o fuga de gas R134a,1,True,0.763,CLIMATIZACION,CLIMATIZACION,1
F10-L10-0020,G-10-54-20,El termometro colocado en la rejilla central marca 22°C con el A/C al maximo y soplador en velocidad 2; no hay codigos de error de motor ni tirones de combustion.,Falla en compresor de aire acondicionado o fuga de gas R134a,Falla de descarbonizacion e inyeccion directa GDI (acumulacion de carbon en valvulas),0,False,0.6327,CLIMATIZACION,MOTOR,0
F10-L10-0022,G-10-54-22,"Al cargar gas refrigerante el sistema enfrio a 7°C durante dos semanas, pero luego volvio a botar aire tibio; la manguera de alta presion presenta humedad aceitosa en el crimpado.",Falla en compresor de aire acondicionado o fuga de gas R134a,Fuga en mangueras de refrigerante o radiador picado,0,True,0.4523,CLIMATIZACION,MOTOR,0
F10-L10-0051,G-10-55-11,"Al presionar el boton de bloqueo en el control remoto tres puertas aseguran de inmediato, pero la puerta trasera derecha no hace ningun ruido electrico ni baja el pestillo.",Falla electrica del cierre centralizado o actuador de puerta,Falla electrica del cierre centralizado o actuador de puerta,1,True,0.9658,CARROCERIA_NEUMATICA,CARROCERIA_NEUMATICA,1
F10-L10-0060,G-10-55-20,Al cerrar con control remoto las luces direccionales destellan dos veces pero los seguros no reaccionan; con multimetro se comprueba que el rele interno de la BCM no conmuta salida.,Falla electrica del cierre centralizado o actuador de puerta,Falla electrica del cierre centralizado o actuador de puerta,1,True,0.9768,CARROCERIA_NEUMATICA,CARROCERIA_NEUMATICA,1
F10-L10-0062,G-10-55-22,La alarma original no se arma porque el actuador de la puerta trasera izquierda no confirma la posicion de bloqueado a traves de su linea de retorno de masa.,Falla electrica del cierre centralizado o actuador de puerta,Falla electrica del cierre centralizado o actuador de puerta,1,True,0.6108,CARROCERIA_NEUMATICA,CARROCERIA_NEUMATICA,1
F10-L10-0091,G-10-56-11,"El pestillo electrico acciona y suena con fuerza al presionar el mando, pero la puerta rebota contra el parante porque la boca de la chapa golpea desfasada 5 mm abajo del perno cerradero.","Cerradura, chapa o pestillo mecanico de puerta trabado o desalineado",Falla electrica del cierre centralizado o actuador de puerta,0,True,0.5643,CARROCERIA_NEUMATICA,CARROCERIA_NEUMATICA,1
F10-L10-0100,G-10-56-20,"La cerradura de la puerta del copiloto abre y cierra electricamente con el boton, pero la chapa mecanica tiene juego excesivo y la puerta hace ruido de sonajero en caminos de tierra.","Cerradura, chapa o pestillo mecanico de puerta trabado o desalineado",Falla electrica del cierre centralizado o actuador de puerta,0,True,0.589,CARROCERIA_NEUMATICA,CARROCERIA_NEUMATICA,1
F10-L10-0102,G-10-56-22,El pestillo de la puerta del conductor se traba al intentar destrabar manualmente con la varilla interior; se aprecia oxido denso en los ejes de articulacion de la cerradura.,"Cerradura, chapa o pestillo mecanico de puerta trabado o desalineado","Cerradura, chapa o pestillo mecanico de puerta trabado o desalineado",1,True,0.5624,CARROCERIA_NEUMATICA,CARROCERIA_NEUMATICA,1
F10-L10-0131,G-10-57-11,"Al presionar el boton del alzacristales se escucha claramente el giro del motor electrico dentro de la puerta, pero el cristal se fue al fondo de la cavidad debido a rotura de la guaya de acero.",Elevalunas electrico o guaya de alzacristales rota o trabada,Elevalunas electrico o guaya de alzacristales rota o trabada,1,True,0.7848,CARROCERIA_NEUMATICA,CARROCERIA_NEUMATICA,1
F10-L10-0140,G-10-57-20,El motor del alzacristales calienta excesivamente tras tres intentos de subida y se apaga por proteccion bimetalica interna; el riel central carece totalmente de lubricacion y tiene oxido.,Elevalunas electrico o guaya de alzacristales rota o trabada,Elevalunas electrico o guaya de alzacristales rota o trabada,1,True,0.9717,CARROCERIA_NEUMATICA,MOTOR,0
F10-L10-0142,G-10-57-22,El vidrio llega arriba del todo pero emite un traqueteo tipo ametralladora continua sin detener el motor; el engranaje reductor de nylon tiene la corona dentada comida.,Elevalunas electrico o guaya de alzacristales rota o trabada,Elevalunas electrico o guaya de alzacristales rota o trabada,1,True,0.7603,CARROCERIA_NEUMATICA,CARROCERIA_NEUMATICA,1
F10-L10-0171,G-10-58-11,"Con la palanca de mando en velocidad 1 y 2 no hay reaccion; al seleccionar velocidad 3 maxima las plumas barren con fuerza, debido a resistencia o bobinado de baja velocidad abierto.",Limpiaparabrisas o motor pluma quemado,Limpiaparabrisas o motor pluma quemado,1,True,0.9902,CARROCERIA_NEUMATICA,CARROCERIA_NEUMATICA,1
F10-L10-0180,G-10-58-20,Escaneo de modulo de carroceria registra codigo B1130 por fallo en rele de limpiaparabrisas de velocidad baja; el motor opera normalmente si se aplica alimentacion directa con cable puente.,Limpiaparabrisas o motor pluma quemado,Limpiaparabrisas o motor pluma quemado,1,True,0.9889,CARROCERIA_NEUMATICA,CARROCERIA_NEUMATICA,1
F10-L10-0182,G-10-58-22,La velocidad intermitente del limpiaparabrisas dejo de funcionar tras lavar el motor con agua a presion; el rele temporizador integrado en el conector sufrio corrosion por humedad.,Limpiaparabrisas o motor pluma quemado,Limpiaparabrisas o motor pluma quemado,1,True,0.9906,CARROCERIA_NEUMATICA,CARROCERIA_NEUMATICA,1
F10-L11-0011,G-11-59-11,"En tractocamion con frenos de aire puro, al pisar el pedal de freno se escucha escape masivo por el escape de la valvula de pedal (treadle valve), perdiendo 25 psi en 5 segundos sin fuga de liquido hidraulico.",Fugas de aire o fallos en el sistema de frenos neumático (Camiones),Falla en servofreno (booster) o linea de vacio,0,True,0.4781,CARROCERIA_NEUMATICA,FRENOS,0
