id,id_grupo,texto_usuario,clase_objetivo,pred_c1,correct_c1,in_top3_c1,conf_c1,macro_sistema,pred_macro_fix,macro_correct
F10-L05-0066,G22-L3-01,Vehículo ingresa con queja de dificultad severa de encendido tras cargar combustible en la estación de servicio. El motor arranca ahogado con fuerte olor a nafta cruda y cabeceo prolongado de 2 minutos. Escáner registra DTC P0441 (Incorrect Purge Flow). En prueba de banco con bomba de vacío manual (Mityvac) la electroválvula de purga EVAP desenergizada no retiene vacío fugando libremente por asiento trabado con granos de carbón del canister. Al desconectar la manguera hacia el múltiple y sellarla el arranque es instantáneo.,Falla en sistema de control de emisiones evaporativas EVAP (canister o valvula de purga),Falla en sistema de control de emisiones evaporativas EVAP (canister o valvula de purga),1,True,0.8766,MOTOR,MOTOR,1
F10-L05-0075,G22-L3-10,DTC P0456 (Very Small Leak) recurrente en vehículo sedán. Al aplicar prueba de humo de alta densidad con tinte fluorescente UV se detectó pérdida microscópica en el puerto de prueba de servicio Schrader de la línea EVAP en el vano motor por junta tórica de vitón mordida y envejecida.,Falla en sistema de control de emisiones evaporativas EVAP (canister o valvula de purga),Falla en sistema de control de emisiones evaporativas EVAP (canister o valvula de purga),1,True,0.7659,MOTOR,MOTOR,1
F10-L05-0077,G22-L3-12,"DTC P0443 referente al circuito del solenoide de purga EVAP. La prueba osciloscópica en el terminal de control revela ausencia de pico inductivo de colapso de campo magnético (flyback voltage de 0V en lugar de 45V habituales), confirmando diodo interno en cortocircuito dentro de la electroválvula.",Falla en sistema de control de emisiones evaporativas EVAP (canister o valvula de purga),Falla en sistema de control de emisiones evaporativas EVAP (canister o valvula de purga),1,True,0.9517,MOTOR,MOTOR,1
F10-L05-0106,G23-L3-01,"Vehículo ingresa con luz de Check Engine encendida y código DTC P0420 (Catalyst System Efficiency Below Threshold Bank 1). El cliente no percibe pérdida de potencia ni tironeos en ningún régimen de marcha. En escáner automotriz a 2500 rpm en crucero la sonda de oxígeno preconversor B1S1 oscila normalmente entre 0.15V y 0.85V con ciclo rápido de 1.2 Hz, pero la sonda postconversor B1S2 oscila de forma idéntica en fase con amplitud de 0.2V a 0.8V reflejando nula capacidad de retención de oxígeno del convertidor. No existen fugas en el múltiple de escape.",Convertidor catalitico ineficiente u obstruido (DTC P0420 / P0430),Convertidor catalitico ineficiente u obstruido (DTC P0420 / P0430),1,True,0.9761,MOTOR,MOTOR,1
F10-L05-0115,G23-L3-10,El vehículo ingresó tras circular 300 km con bobina de encendido del cilindro 2 fallando (código P0302 previo). Aunque se cambió la bobina nueva el auto quedó sin fuerza en subida. Al inspeccionar el convertidor catalítico con endoscopio se constató que la gasolina cruda del cilindro 2 se quemó dentro del catalizador fundiendo el centro de la colmena cerámica.,Convertidor catalitico ineficiente u obstruido (DTC P0420 / P0430),Convertidor catalitico ineficiente u obstruido (DTC P0420 / P0430),1,True,0.6894,MOTOR,MOTOR,1
F10-L05-0117,G23-L3-12,"Análisis de tiempo de respuesta de monitor de catalizador en PCM: el valor de correlación cruzada entre sensor 1 y sensor 2 alcanza 0.88 (catalizador agotado) cuando en condición óptima debe ser inferior a 0.20. La compresión del motor está en 170 psi y el consumo de aceite es nulo, descartando envenenamiento por fósforo de aceite.",Convertidor catalitico ineficiente u obstruido (DTC P0420 / P0430),Consumo de aceite por desgaste de anillos o retenes,0,True,0.5744,MOTOR,MOTOR,1
F10-L05-0146,G24-L3-01,"Vehículo ingresa con queja de dificultad extrema de arranque en caliente tras 10 a 30 minutos de estar apagado, requiriendo hasta 20 segundos de marcha y expulsando densa humareda negra por el escape. Se conectó manómetro de combustible en el riel registrando 3.2 bar en marcha pero al apagar el motor la presión cae a 0 bar en 8 segundos. Al desconectar la manguera de vacío del regulador de presión se constató goteo constante de combustible líquido por el pezón de vacío hacia el múltiple. Los inyectores fueron probados en banco a 4 bar confirmando estanqueidad absoluta sin goteo.",Falla en regulador de presion de combustible o diafragma roto,Falla en regulador de presion de combustible o diafragma roto,1,True,0.9618,MOTOR,MOTOR,1
F10-L05-0155,G24-L3-10,Arranque muy pesado tras 15 minutos de estacionado. Al desmontar el múltiple de admisión se encontraron 40 ml de gasolina líquida acumulada en el fondo del plenum proveniente del tubo de vacío del regulador. Las bujías de los cilindros 2 y 3 (los más cercanos a la toma de vacío) se hallaron negras de carbón mientras las de los cilindros 1 y 4 quemaban marrón claro.,Falla en regulador de presion de combustible o diafragma roto,Falla en regulador de presion de combustible o diafragma roto,1,True,0.8906,MOTOR,MOTOR,1
F10-L05-0157,G24-L3-12,DTC P0172 constante. Medición osciloscópica de la señal del sensor de oxígeno preconversor: permanece clavada en 0.92V fija (mezcla ultra rica) y no conmuta ni desconectando los inyectores por el combustible líquido que sigue entrando desde el puerto de vacío del regulador averiado.,Falla en regulador de presion de combustible o diafragma roto,Falla en regulador de presion de combustible o diafragma roto,1,True,0.9736,MOTOR,MOTOR,1
F10-L05-0186,G25-L3-01,Vehículo ingresa con marcha en 3 cilindros y vibración severa en ralentí con DTC P0201 (Injector Circuit Open - Cylinder 1) y P0301 (Misfire Cylinder 1). Se realizaron pruebas de encendido con osciloscopio constatando que la bobina COP del cilindro 1 entrega 32 kV con tiempo de quemado de 1.4 ms normal y bujía en buen estado. Se conectó pinza amperimétrica en el cable de control del inyector 1 registrando 0.0 amperios durante el intento de arranque mientras que el inyector 2 consume 1.1 amperios con pico inductivo de 65V. La resistencia interna del solenoide del inyector 1 arrojó circuito abierto infinito en multímetro.,Falla en circuito o solenoide de inyector individual (DTC P0201 - P0208),Falla en circuito o solenoide de inyector individual (DTC P0201 - P0208),1,True,0.9694,MOTOR,MOTOR,1
F10-L05-0195,G25-L3-10,Pérdida súbita de potencia con motor en 3 cilindros tras lavar el vano motor con hidrolavadora con código P0202. Al retirar la ficha del inyector 2 se encontró la cavidad sellada llena de agua con jabón que provocó cortocircuito entre los dos pines y quemó el diodo supresor de transitorios en la placa de la ECU.,Falla en circuito o solenoide de inyector individual (DTC P0201 - P0208),Falla en circuito o solenoide de inyector individual (DTC P0201 - P0208),1,True,0.9624,MOTOR,MOTOR,1
F10-L05-0197,G25-L3-12,Análisis de tiempo de retardo de inyección con osciloscopio: el tiempo entre el flanco de comando de masa y el punto de cierre mecánico (inflexión de corriente) en el inyector 1 es de 3.2 milisegundos (especificación OEM 1.1 a 1.4 ms) debido a degradación del resorte de retorno y magnetización residual del núcleo.,Falla en circuito o solenoide de inyector individual (DTC P0201 - P0208),Falla en circuito o solenoide de inyector individual (DTC P0201 - P0208),1,True,0.2695,MOTOR,CARROCERIA_NEUMATICA,0
F10-L05-0226,G26-L3-01,"Vehículo ingresa con fallo de encendido permanente en el cilindro 3 acompañado de DTC P0303. Se realizaron pruebas de encendido con osciloscopio: la bobina del cilindro 3 genera arco voltaico de 28 kV y el inyector tiene pulso de 2.5 ms con resistencia de 14.5 ohms normal y bujía seca. Se ejecutó la prueba de compresión manométrica en seco: cilindro 1 (165 psi), cilindro 2 (160 psi), cilindro 3 (45 psi) y cilindro 4 (165 psi). Al realizar la prueba húmeda inyectando 10 ml de aceite de motor en el cilindro 3 la presión se mantuvo inalterada en 45 psi, y la prueba de fuga neumática con 90 psi al 80% reveló escape de aire audible por el múltiple de escape, confirmando válvula de escape quemada.",Perdida de compresion en cilindro por valvulas pisadas o anillos desgastados,Perdida de compresion en cilindro por valvulas pisadas o anillos desgastados,1,True,0.9322,MOTOR,MOTOR,1
F10-L05-0235,G26-L3-10,El vehículo ingresó tras recalentamiento severo por rotura de manguera de refrigerante. El motor tiembla y presenta compresión de 50 psi en el cilindro 4. No hay burbujas de combustión en el vaso de expansión ni emulsión mayonesa en la tapa de aceite descartando empaque soplado a galerías; la causa fue deformación de la culata en la zona del asiento de válvula de escape 4.,Perdida de compresion en cilindro por valvulas pisadas o anillos desgastados,Perdida de compresion en cilindro por valvulas pisadas o anillos desgastados,1,True,0.7106,MOTOR,MOTOR,1
F10-L05-0237,G26-L3-12,Prueba de fugas neumática con 100 psi en cilindro 2: se constata 70% de pérdida con salida masiva de aire sibilante a través del múltiple de admisión. Se desmontó el eje de balancines y al quedar ambas levas en reposo la válvula de admisión sigue sin asentar herméticamente por acumulación de carbonilla dura compactada en el chaflán del asiento.,Perdida de compresion en cilindro por valvulas pisadas o anillos desgastados,Falla de descarbonizacion e inyeccion directa GDI (acumulacion de carbon en valvulas),0,True,0.528,MOTOR,MOTOR,1
F10-L06-0026,G27-L3-01,"Vehículo ingresa por chirrido estridente al frenar a velocidades urbanas. Se desmontan ruedas delanteras constatándose que las pastillas exteriores tienen 2.0 mm y las interiores 1.2 mm (límite OEM 3.0 mm). La chapa de aviso acústico está en contacto permanente con el borde exterior del disco de freno provocando el chillido, mientras que el disco mantiene espesor nominal de 24.2 mm sin rebaba excesiva.",Desgaste de pastillas y zapatas de freno,Desgaste de pastillas y zapatas de freno,1,True,0.5528,FRENOS,FRENOS,1
F10-L06-0035,G27-L3-10,"Buenas tardes, cuando freno suave en mi Corolla suena un silbido chillón en la rueda derecha. El mecánico sacó la rueda y me mostró que la chapita de fierro que avisa el desgaste ya estaba pegada al disco raspando la orilla, pero el disco todavía tiene buen grosor.",Desgaste de pastillas y zapatas de freno,Desgaste de pastillas y zapatas de freno,1,True,0.7558,FRENOS,FRENOS,1
F10-L06-0037,G27-L3-12,Frenado esponjoso inicial con necesidad de mayor recorrido de pedal en vehículo con frenos traseros de tambor. Se verificó que la distancia entre zapata y tambor excede los 1.8 mm (especificación 0.4 a 0.6 mm) debido a desgaste del forro a 1.2 mm y trinquete regulador trabado por suciedad de polvillo seco.,Desgaste de pastillas y zapatas de freno,Desgaste de pastillas y zapatas de freno,1,True,0.6133,FRENOS,FRENOS,1
F10-L06-0066,G28-L3-01,"Toyota Hilux ingresa por vibración violenta en el volante y pedal al descender cuestas a 80 km/h aplicando frenos. Se montó reloj comparador con base magnética en la mangueta: el disco delantero derecho acusa un salto lateral (runout) de 0.14 mm (límite OEM 0.04 mm), mientras que el descentramiento de la brida de la maza es de apenas 0.01 mm normal. El espesor del disco es de 26.8 mm (mínimo 26.0 mm), procediéndose a rectificado sobre maza.",Discos de freno alabeados o desgastados,Discos de freno alabeados o desgastados,1,True,0.9045,FRENOS,FRENOS,1
F10-L06-0075,G28-L3-10,"Buenas tardes, tengo una Tucson 2017. Al frenar en autopista el pedal me patea el pie como si el ABS entrara pero el foco del ABS no prende en el tablero. En el taller escanearon y no hay códigos de sensor de rueda; midieron los discos con micrómetro y están ovalados con desgaste desparejo en la cara interna.",Discos de freno alabeados o desgastados,Falla en sensor de velocidad de rueda ABS,0,True,0.6783,FRENOS,FRENOS,1
F10-L06-0077,G28-L3-12,"Rectificado de discos en torno paralelo: se constata espesor inicial de 21.2 mm; para eliminar el alabeo de 0.13 mm y los surcos se requiere maquinar 1.4 mm en total, lo cual dejaría el disco en 19.8 mm por debajo de la cota mínima de 20.4 mm. Se dictamina descarte y sustitución obligatoria por límite de desgaste estructural alcanzado.",Discos de freno alabeados o desgastados,Discos de freno alabeados o desgastados,1,True,0.9732,FRENOS,FRENOS,1
F10-L06-0106,G29-L3-01,"En un Toyota Yaris el cliente reclama que el pedal de freno se puso durísimo y el motor ratea cada vez que frena en los cruces. Se conectó vacuómetro con conector en 'T' entre el múltiple y el booster: el múltiple genera 19 inHg estables en ralentí, pero al pisar el pedal de freno el vacío colapsa instantáneamente a 4 inHg mientras se escucha un silbido continuo por debajo del pedalier. El escáner registra STFT en +25% y DTC P0171 provocado por la entrada masiva de aire no medido a través del diafragma roto del servofreno.",Falla en servofreno (booster) o linea de vacio,Falla en servofreno (booster) o linea de vacio,1,True,0.9912,FRENOS,FRENOS,1
F10-L06-0115,G29-L3-10,"Buenas, en mi camioneta Ford el freno se puso duro y no frena casi nada. En el taller revisaron y la bomba de vacío mecánica que va pegada al motor se amarró y partió la faja chica que la mueve. Las 4 ruedas tienen pastillas con media vida y no hay fuga de líquido.",Falla en servofreno (booster) o linea de vacio,Falla en servofreno (booster) o linea de vacio,1,True,0.6304,FRENOS,FRENOS,1
F10-L06-0117,G29-L3-12,DTC P0555 en vehículo con motor EcoBoost; el sensor de presión del servofreno registra voltaje fijo de 0.2V indicando circuito abierto en línea de 5V de referencia. Al corregir el cableado el sensor mide 28 kPa absolutos confirmando que la asistencia mecánica de vacío está operativa y el pedal responde suavemente.,Falla en servofreno (booster) o linea de vacio,Falla en servofreno (booster) o linea de vacio,1,True,0.9343,FRENOS,FRENOS,1
F10-L06-0146,G30-L3-01,Vehículo ingresa con pedal de frenos esponjoso que desciende progresivamente hasta el tope al mantener 15 bar de presión estática en detención. Se conectaron manómetros en las 4 ruedas comprobándose que al pisar el pedal la presión sube a 40 bar pero cae lentamente a 8 bar sin que exista ninguna gota de líquido de frenos exterior. Al desmontar el cilindro maestro tándem se constató que la copela primaria de caucho EPDM presenta fisuras longitudinales permitiendo bypass de fluido hacia el reservorio.,Fuga hidraulica o aire en el sistema de frenos,Fuga hidraulica o aire en el sistema de frenos,1,True,0.9087,FRENOS,FRENOS,1
F10-L06-0155,G30-L3-10,"Buenas tardes, en mi camioneta Hilux el pedal de freno se siente blando y esponjoso; si bombeo dos veces frena arriba perfecto pero a los 10 segundos vuelve a caerse. En el taller revisaron y el bombín de la rueda trasera derecha tiene el sello roto y estaba llenando la campana de aceite de frenos.",Fuga hidraulica o aire en el sistema de frenos,Fuga hidraulica o aire en el sistema de frenos,1,True,0.9086,FRENOS,FRENOS,1
F10-L06-0157,G30-L3-12,Conector roscado de tubo rígido en la entrada de la pinza delantera izquierda falseado por sobretorque previo; al aplicar 60 bar de presión con el pedal el líquido sale pulverizado en forma de niebla fina provocando caída instantánea de presión en el circuito primario.,Fuga hidraulica o aire en el sistema de frenos,Caliper de freno trabado o mordaza pegada (piston agarrotado),0,True,0.4878,FRENOS,FRENOS,1
F10-L06-0186,G31-L3-01,En un Ford Focus con testigo ABS y ESP encendidos se registra DTC C0035 (Left Front Wheel Speed Sensor Circuit). Se conectó osciloscopio automotriz en los pines 1 y 2 del sensor captando señal en prueba de rodaje a 30 km/h: la onda cuadrada de corriente del sensor activo tipo magnetoresistivo entrega solo 4 mA en nivel bajo y 8 mA en nivel alto (especificación OEM 7 mA bajo y 14 mA alto). Al desmontar el sensor se constató fisura en la carcasa plástica con ingreso de agua y sales que degradaron el circuito integrado de detección.,Falla en sensor de velocidad de rueda ABS,Falla en sensor de velocidad de rueda ABS,1,True,0.718,FRENOS,FRENOS,1
F10-L06-0195,G31-L3-10,"Buenas tardes, en el concesionario me diagnosticaron código C0040. Me dijeron que el módulo ABS está perfecto y que el problema es el sensor de la rueda derecha delantera que se quemó por recalentamiento de frenos cuando bajé la cordillera. Las pastillas se habían cristalizado por exceso de calor.",Falla en sensor de velocidad de rueda ABS,Falla en sensor de velocidad de rueda ABS,1,True,0.9399,FRENOS,FRENOS,1
F10-L06-0197,G31-L3-12,"DTC C0045 y C1201 con inhabilitación de ABS y reparto electrónico EBD; la tensión de alimentación de 12V al sensor trasero izquierdo se cae a 3.2V bajo carga por corrosión sulfatada en el pin 14 del conector intermedio de chasis bajo el asiento trasero, impidiendo la polarización del elemento Hall.",Falla en sensor de velocidad de rueda ABS,Falla en sensor de velocidad de rueda ABS,1,True,0.8466,FRENOS,FRENOS,1
F10-L06-0226,G32-L3-01,"En un Toyota Prius 2018 con 145,000 km se encienden simultáneamente los testigos de ABS, VSC y el símbolo de exclamación de frenos acompañado de DTC C1391 (Abnormal Leak of Accumulator Pressure). Con la herramienta de diagnóstico Techstream se monitorea la presión del acumulador hidráulico: la bomba de presurización arranca cada 6 segundos durante 2.5 segundos para elevar la presión de 12.2 MPa a 15.5 MPa, cayendo inmediatamente sin pisar el pedal. Las pinzas de freno mecánicas no presentan fugas y las pastillas tienen 6 mm; el fallo se debe a fuga interna en la electroválvula de retención del Brake Actuator.",Falla en sistema de frenado regenerativo (EV / Hibridos),Falla en sistema de frenado regenerativo (EV / Hibridos),1,True,0.9484,FRENOS,FRENOS,1
F10-L06-0235,G32-L3-10,"Buenas tardes, tengo un Hyundai Ioniq Híbrido. En ciudad frena con un ruido de roce metálico espantoso y no carga la batería en desaceleración. Lo revisaron en el taller y me dicen que el sistema de frenada regenerativa se desconectó por código C1241 de bajo voltaje y todo el esfuerzo lo están haciendo las pastillas mecánicas que ya se gastaron al fierro.",Falla en sistema de frenado regenerativo (EV / Hibridos),Falla en sistema de frenado regenerativo (EV / Hibridos),1,True,0.9688,FRENOS,FRENOS,1
F10-L06-0237,G32-L3-12,Incompatibilidad de par de frenado en vehículo híbrido tras actualización de software de ECU de control de tracción: el integrador de regeneración solicita 220 Nm al MG2 pero la batería híbrida de níquel-metal hidruro limita la corriente de carga a 18 amperios por sobretemperatura en celda 6 (52°C) disparando DTC C1259 de inhibición del sistema regenerativo.,Falla en sistema de frenado regenerativo (EV / Hibridos),Falla en sistema de frenado regenerativo (EV / Hibridos),1,True,0.5381,FRENOS,ELECTRICO,0
F10-L06-0266,G33-L3-01,Vehículo ingresa con humo blanco y fuerte olor a quemado en la rueda delantera derecha tras circular 20 km en autopista. Se midió la temperatura con termómetro infrarrojo: el disco delantero derecho registra 245°C mientras que el disco izquierdo marca solo 48°C normal. Al elevar el auto en el puente la rueda derecha no gira ni aplicando 50 Nm de torque manual. Se retiró la pinza constatándose que el fuelle guardapolvo del pistón estaba desgarrado y el émbolo cromado presenta óxido y picaduras profundas de 0.3 mm que lo clavaron contra el cuerpo de hierro nodular.,Caliper de freno trabado o mordaza pegada (piston agarrotado),Caliper de freno trabado o mordaza pegada (piston agarrotado),1,True,0.9588,FRENOS,FRENOS,1
F10-L06-0275,G33-L3-10,"Buenas tardes, en mi Tucson la rueda trasera derecha huele a quemado y el disco está azul oscuro. En el taller me dijeron que el caliper se quedó pegado porque la leva del freno de mano mecánico no regresa al resorte por suciedad de óxido y deja la zapata interna apretando el disco en todo momento.",Caliper de freno trabado o mordaza pegada (piston agarrotado),Caliper de freno trabado o mordaza pegada (piston agarrotado),1,True,0.4129,FRENOS,FRENOS,1
F10-L06-0277,G33-L3-12,"El cliente reclama que el vehículo no desciende por gravedad en pendientes del 5% al soltar el pedal de freno. Se constató que las láminas de acero inoxidable anti-ruido (shims) del portacaliper tenían acumulación de óxido debajo de ellas que redujo el canal de deslizamiento de las pastillas a 14.2 mm (orejeta de pastilla mide 14.8 mm), aprisionando mecánicamente la pastilla contra el disco.",Caliper de freno trabado o mordaza pegada (piston agarrotado),Desgaste de pastillas y zapatas de freno,0,True,0.7103,FRENOS,FRENOS,1
F10-L07-0026,G34-L3-01,"Toyota Yaris con 135,000 km presenta patinamiento evidente en tercera y cuarta marcha. Al circular a 50 km/h en 4ta marcha y presionar el acelerador al 100%, el régimen del motor trepa inmediatamente de 1800 rpm a 4200 rpm en 1.5 segundos mientras la velocidad vehicular solo incrementa de 50 a 54 km/h, despidiendo fuerte olor a material de fricción en la cabina. El pedal de embrague no tiene juego libre y corta en el 95% del recorrido superior. Se desmontó la transmisión encontrando el disco de embrague con espesor residual de 5.8 mm (mínimo OEM 6.6 mm) y remaches expuestos rayando la pista del volante bimasa.",Disco de embrague desgastado o patinando,Disco de embrague desgastado o patinando,1,True,0.9523,TRANSMISION,TRANSMISION,1
F10-L07-0035,G34-L3-10,"Buenas tardes maestro, tengo un Kia Rio. Cuando acelero fuerte en autopista las revoluciones suben pero el velocímetro no acompaña. El pedal embraga recién arribita en la punta y no se siente duro ni nada. No hay ruidos cuando piso el embrague a fondo en neutro.",Disco de embrague desgastado o patinando,Disco de embrague desgastado o patinando,1,True,0.8769,TRANSMISION,TRANSMISION,1
F10-L07-0037,G34-L3-12,Prueba de aceleración de 0 a 100 km/h: tiempo registrado de 19.8 segundos (especificación del fabricante 10.5 s) debido a que al cambiar de primera a segunda y de segunda a tercera el embrague demora 2.2 segundos en acoplar firmemente el giro del cigüeñal con el primario de la transmisión.,Disco de embrague desgastado o patinando,Rodajes de transmision manual o eje primario gastados,0,True,0.8272,TRANSMISION,TRANSMISION,1
F10-L07-0066,G35-L3-01,"En un Hyundai Accent mecánico el pedal de embrague se va al piso tras permanecer 20 segundos detenido en un semáforo con la primera marcha seleccionada. Se conectó manómetro de presión hidráulica en la línea de purga del bombín esclavo registrando pico inicial de 35 bar al pisar a fondo, pero la presión decae a razón de 2 bar por segundo hasta 4 bar sin fugas externas visibles en cañerías ni racores. Se desmontó el cilindro maestro de embrague bajo el pedalier comprobándose rayaduras en el cuerpo plástico y copela secundaria invertida permitiendo bypass al depósito.",Falla en bombin o bomba hidraulica de embrague,Falla en bombin o bomba hidraulica de embrague,1,True,0.9861,TRANSMISION,TRANSMISION,1
F10-L07-0075,G35-L3-10,"Buenas tardes, en mi Duster mecánica el pedal de embrague no sube completo, se queda a mitad de camino y tengo que empujarlo con el pie hacia arriba. Me dijeron que el bombín de embrague tiene el resorte vencido y las gomas hinchadas porque le echaron aceite mineral en vez de DOT 4 en un lubricentro.",Falla en bombin o bomba hidraulica de embrague,Falla en bombin o bomba hidraulica de embrague,1,True,0.8695,TRANSMISION,TRANSMISION,1
F10-L07-0077,G35-L3-12,"Falla de desacoplamiento por fisura en el soporte metálico de la bomba maestra de embrague en el cortafuegos (firewall): al pisar el pedal con fuerza el cortafuegos de chapa se flexiona 18 mm hacia adelante en lugar de desplazar el vástago de la bomba, perdiendo el 60% del recorrido efectivo del pistón.",Falla en bombin o bomba hidraulica de embrague,Falla en bombin o bomba hidraulica de embrague,1,True,0.9931,TRANSMISION,TRANSMISION,1
F10-L07-0106,G36-L3-01,"En un Volkswagen Gol con 115,000 km la transmisión manual presenta dificultad progresiva para insertar la segunda y tercera marcha con chasquido de rascado metálico. Se procedió a retirar el tapón de drenaje magnético de la caja: salieron solo 450 ml de lubricante espeso y ennegrecido (capacidad nominal 2.0 litros de SAE 75W-90). El análisis del residuo en el imán evidenció 8 gramos de pasta metálica con esquirlas de bronce provenientes de los anillos sincronizadores y partículas ferrosas. Se constató fuga continua a través del retén del selector de marchas superior que goteaba sobre el túnel de escape.",Falta o degradacion de aceite de caja de cambios,Falta o degradacion de aceite de caja de cambios,1,True,0.9398,TRANSMISION,TRANSMISION,1
F10-L07-0115,G36-L3-10,"Buenas tardes, en mi Kia Cerato la palanca de cambios se puso áspera y chillan los engranajes al meter reversa. En el taller me sacaron el tapón de nivel y estaba 3 dedos más abajo de lo normal porque perdía por el retén del selector. Le completaron el aceite sintético 75W-85 y los cambios volvieron a entrar suaves.",Falta o degradacion de aceite de caja de cambios,Falta o degradacion de aceite de caja de cambios,1,True,0.9525,TRANSMISION,TRANSMISION,1
F10-L07-0117,G36-L3-12,Fuga masiva de fluido de transmisión manual a través de fisura en la carcasa inferior provocada por impacto contra resalto de calzada. El conductor continuó la marcha durante 12 km hasta que la tercera velocidad se trabó mecánicamente por gripado térmico del casquillo separador sobre el eje secundario desprovisto de lubricación.,Falta o degradacion de aceite de caja de cambios,Falta o degradacion de aceite de caja de cambios,1,True,0.973,TRANSMISION,TRANSMISION,1
F10-L07-0146,G37-L3-01,"En un Toyota Corolla con caja mecánica de 5 velocidades se presenta un zumbido continuo que inicia a los 50 km/h y se vuelve ensordecedor a 90 km/h. Con el auto en el elevador y las ruedas motrices rodando a 80 km/h se utilizó estetoscopio electrónico de chasis: el canal del rodamiento de maza izquierda marca 28 dB, el de maza derecha marca 30 dB, pero el sensor montado directamente sobre el apoyo del rodamiento cónico de la corona del diferencial registra 84 dB con picos armónicos. Se desmontó el diferencial encontrándose la pista exterior del rodamiento lateral izquierdo con descascarillado severo (spalling) de 15 mm de extensión.",Rodajes de caja mecanica o diferencial gastados,Rodamiento de maza o rodaje de rueda picado (zumbido de rodadura),0,True,0.422,TRANSMISION,TRANSMISION,1
F10-L07-0155,G37-L3-10,"Buenas tardes, tengo una Duster 4x4. Al andar en autopista zumba fuerte abajo entre los dos asientos delanteros. Para descartar rodamientos de rueda moví el timón en zigzag a 70 km/h y el ruido no varió ni un poquito, sigue constante con la velocidad del carro.",Rodajes de caja mecanica o diferencial gastados,Llantas desbalanceadas o desalineadas,0,True,0.6257,TRANSMISION,SUSPENSION_CHASIS,0
F10-L07-0157,G37-L3-12,Ruido de golpeteo cíclico a baja velocidad al avanzar en primera marcha sin acelerar: se constató que la corona del diferencial tiene un diente partido por fatiga tras impacto previo. El fragmento de acero de 12 mm quedó alojado en el fondo magnético del cárter sin bloquear el giro pero dañando el piñón de ataque.,Rodajes de caja mecanica o diferencial gastados,Rodajes de caja mecanica o diferencial gastados,1,True,0.9156,TRANSMISION,TRANSMISION,1
F10-L07-0186,G38-L3-01,"Volkswagen Golf 1.4 TSI con transmisión DSG DQ200 de 7 velocidades presenta pérdida repentina de tracción y mensaje en cuadro 'Error: caja de cambios'. Con escáner ODIS se lee DTC P17BF (Hydraulic Pump Play Protection) y P189C (Function Restriction due to Insufficient Pressure). En línea de datos en vivo la presión hidráulica de la mecatrónica cae de 60 bar a 35 bar en menos de 2 segundos tras apagarse la electrobomba, arrancando la bomba cíclicamente cada 4 segundos. Se desmontó la mecatrónica constatándose fisura circunferencial en la brida roscada de aluminio donde se acopla el acumulador de presión de nitrógeno.",Sobrecalentamiento o solenoides en caja automatica CVT / DSG,Sobrecalentamiento o solenoides en caja automatica CVT / DSG,1,True,0.519,TRANSMISION,TRANSMISION,1
F10-L07-0195,G38-L3-10,"Buenas tardes, en mi Seat León DSG parpadea la letra D en el tablero y no pasa de 2da marcha. En el taller me diagnosticaron la mecatrónica y me mostraron que el motorcito eléctrico que bombea el aceite hidráulico se quemó por trabajar sin parar porque el acumulador no retenía la presión.",Sobrecalentamiento o solenoides en caja automatica CVT / DSG,Sobrecalentamiento o solenoides en caja automatica CVT / DSG,1,True,0.7116,TRANSMISION,TRANSMISION,1
F10-L07-0197,G38-L3-12,Termometría de radiador auxiliar de aceite de transmisión CVT: delta de temperatura entre entrada y salida de apenas 2°C (temperatura de entrada 112°C y salida 110°C) comprobándose obstrucción parcial del serpentín por lodo metálico de desgaste que impide disipar el calor generado por el variador en régimen de carretera.,Sobrecalentamiento o solenoides en caja automatica CVT / DSG,Sobrecalentamiento o solenoides en caja automatica CVT / DSG,1,True,0.9614,TRANSMISION,TRANSMISION,1
F10-L07-0226,G39-L3-01,"En un Fiat Grand Siena 1.6 con transmisión robotizada Dualogic Plus se activa alarma sonora continua con mensaje en pantalla 'Hacer controlar cambio' al quedar en ralentí en semáforos, pasando la caja espontáneamente a Neutral (N). Con escáner se lee DTC P0845 (Transmission Fluid Pressure Sensor) y P1773 (Hydraulic Circuit Pressure Low). En línea de datos la presión hidráulica decae de 48 bar a 28 bar en apenas 6 segundos sin realizar cambios; al abrir la puerta del chofer la electrobomba arranca durante 18 segundos con sonido forzado. Se comprobó que el acumulador esférico de nitrógeno (pulmón de presión) perdió la precarga de 30 bar y tiene fuga por el diafragma.",Falla en caja robotizada Dualogic / I-Motion / Easytronic (Fiat / VW),Falla en caja robotizada Dualogic / I-Motion / Easytronic (Fiat / VW),1,True,0.9762,TRANSMISION,TRANSMISION,1
F10-L07-0235,G39-L3-10,"Buenas tardes, en mi VW Fox I-Motion los cambios pasan a los golpes como si soltara el embrague de golpe. Lo escanearon y salieron códigos P0840 y P0914. Me dijeron que el robot perdió el aprendizaje de las marchas y que el sensor de presión de la caja está marcando cualquier cosa por falso contacto en la ficha.",Falla en caja robotizada Dualogic / I-Motion / Easytronic (Fiat / VW),Falla en caja robotizada Dualogic / I-Motion / Easytronic (Fiat / VW),1,True,0.9057,TRANSMISION,TRANSMISION,1
