id,id_grupo,clase_objetivo,macro_sistema,nivel_informacion,texto_usuario,tipo_lenguaje,condicion_operacion,sintomas_presentes,sintomas_negados,dtc,requiere_pregunta,es_contrastivo,clase_contrastiva,fuente,observaciones,source_dataset,source_row_id,source_type,specificity_level,synthetic_or_original
F10-L03-0046,G12-L1-06,Falla en sistema de sincronizacion variable de valvulas (VVT / VVT-i / Valvetronic),MOTOR,L1,Aparece un sonido de claqueteo en el piñón de la leva al desacelerar.,TALLER,desaceleracion,claqueteo_pinon_leva,,,SI,NO,,SINTETICO_IA,L1 ruido de piñón desfasador.,dataset_fase10_lote_03.csv,F10-L03-0046,LOTE_ESTRATIFICADO_L1_L2_L3,L1,SINTETICO_IA
F10-L03-0047,G12-L1-07,Falla en sistema de sincronizacion variable de valvulas (VVT / VVT-i / Valvetronic),MOTOR,L1,El escáner me arrojó falla en la sincronización del árbol de levas.,TECNICO,diagnostico,falla_sincronizacion_arbol_levas,,,SI,NO,,SINTETICO_IA,L1 reporte genérico de árbol de levas.,dataset_fase10_lote_03.csv,F10-L03-0047,LOTE_ESTRATIFICADO_L1_L2_L3,L1,SINTETICO_IA
F10-L03-0048,G12-L1-08,Falla en sistema de sincronizacion variable de valvulas (VVT / VVT-i / Valvetronic),MOTOR,L1,Mi auto no tiene fuerza arriba y el testigo del motor parpadea cuando lo apuro.,ERROR_ORTOGRAFICO,aceleracion_fuerte,falta_fuerza_alta|testigo_parpadea,,,SI,NO,,SINTETICO_IA,L1 falta de potencia en alta con error ortográfico.,dataset_fase10_lote_03.csv,F10-L03-0048,LOTE_ESTRATIFICADO_L1_L2_L3,L1,SINTETICO_IA
F10-L03-0049,G12-L1-09,Falla en sistema de sincronizacion variable de valvulas (VVT / VVT-i / Valvetronic),MOTOR,L1,"Buenas, el carro tiembla en mínimo pero en carretera corre suave.",WHATSAPP,ralenti_vs_carretera,tiembla_minimo|corre_suave_carretera,,,SI,NO,,SINTETICO_IA,L1 inestabilidad en mínimo con crucero normal.,dataset_fase10_lote_03.csv,F10-L03-0049,LOTE_ESTRATIFICADO_L1_L2_L3,L1,SINTETICO_IA
F10-L03-0050,G12-L1-10,Falla en sistema de sincronizacion variable de valvulas (VVT / VVT-i / Valvetronic),MOTOR,L1,Desviación intermitente del ángulo del variador de levas con retraso de respuesta.,TECNICO,marcha,desviacion_angulo_variador_levas,,,SI,NO,,SINTETICO_IA,L1 técnico de retardo en variador.,dataset_fase10_lote_03.csv,F10-L03-0050,LOTE_ESTRATIFICADO_L1_L2_L3,L1,SINTETICO_IA
F10-L03-0051,G12-L2-01,Falla en sistema de sincronizacion variable de valvulas (VVT / VVT-i / Valvetronic),MOTOR,L2,"El motor funciona perfecto en frío, pero al calentar y llegar a un semáforo el ralentí oscila entre 500 y 900 rpm y suena un traqueteo en el solenoide VVT.",COTIDIANO,ralenti_caliente,ralenti_oscilante_caliente|traqueteo_solenoide_vvt,falla_en_frio,,NO,SI,Cuerpo de aceleracion o valvula IAC sucia,SINTETICO_IA,L2 VVT atascado en caliente vs IAC.,dataset_fase10_lote_03.csv,F10-L03-0051,LOTE_ESTRATIFICADO_L1_L2_L3,L2,SINTETICO_IA
F10-L03-0052,G12-L2-02,Falla en sistema de sincronizacion variable de valvulas (VVT / VVT-i / Valvetronic),MOTOR,L2,Código P0011 de sincronización avanzada en banco 1; el carro pierde agilidad arriba de 3000 rpm y el solenoide de levas tiene lodo de aceite pegado.,TALLER,alta_rpm,dtc_p0011|solenoide_vvt_con_lodo|perdida_potencia_alta,cadena_suelta,P0011,NO,SI,Faja o cadena de distribucion destensada o con salto de punto,SINTETICO_IA,L2 código P0011 con solenoide sucio vs cadena.,dataset_fase10_lote_03.csv,F10-L03-0052,LOTE_ESTRATIFICADO_L1_L2_L3,L2,SINTETICO_IA
F10-L03-0053,G12-L2-03,Falla en sistema de sincronizacion variable de valvulas (VVT / VVT-i / Valvetronic),MOTOR,L2,"Al pisar a fondo el auto no da el segundo empuje de aceleración y se siente amarrado, consumiendo un 20 por ciento más de gasolina en autopista.",COTIDIANO,aceleracion_fondo,falta_empuje_vvt|consumo_elevado,humo_negro,,NO,SI,Inyectores sucios o filtro de combustible obstruido,SINTETICO_IA,L2 falta de avance de levas en alta vs inyección.,dataset_fase10_lote_03.csv,F10-L03-0053,LOTE_ESTRATIFICADO_L1_L2_L3,L2,SINTETICO_IA
F10-L03-0054,G12-L2-04,Falla en sistema de sincronizacion variable de valvulas (VVT / VVT-i / Valvetronic),MOTOR,L2,El piñón de sincronización variable suena tac-tac-tac fuerte al soltar el pedal del acelerador por pérdida de presión hidráulica interna del engranaje.,TALLER,desaceleracion,pinon_vvt_suena_tac_tac|perdida_presion_interna,biela_golpeando,,NO,SI,Baja presion de aceite o bomba de aceite defectuosa,SINTETICO_IA,L2 ruido de piñón desfasador vs cojinete de biela.,dataset_fase10_lote_03.csv,F10-L03-0054,LOTE_ESTRATIFICADO_L1_L2_L3,L2,SINTETICO_IA
F10-L03-0055,G12-L2-05,Falla en sistema de sincronizacion variable de valvulas (VVT / VVT-i / Valvetronic),MOTOR,L2,"Hola maestro, el escáner bota P0012 por árbol de levas retrasado. La cadena de tiempo está tensa y en sus marcas pero la válvula de aceite del VVT no conmuta.",WHATSAPP,diagnostico,dtc_p0012|cadena_tensa_en_marcas|valvula_vvt_no_conmuta,cadena_fuera_punto,P0012,NO,SI,Faja o cadena de distribucion destensada o con salto de punto,SINTETICO_IA,L2 marcas de distribución OK descartan cadena saltada.,dataset_fase10_lote_03.csv,F10-L03-0055,LOTE_ESTRATIFICADO_L1_L2_L3,L2,SINTETICO_IA
F10-L03-0056,G12-L2-06,Falla en sistema de sincronizacion variable de valvulas (VVT / VVT-i / Valvetronic),MOTOR,L2,"En subidas largas el motor se queda sin avance de válvulas encendiendo el check con DTC P0014, desapareciendo el tironeo cuando se baja a ralentí.",TECNICO,subida_sostenida,dtc_p0014|sin_avance_valvulas|desaparece_en_ralenti,misfire_cilindro,P0014,NO,SI,Falla en bujias o bobinas de encendido (misfire),SINTETICO_IA,L2 VVT escape P0014 bajo esfuerzo vs misfire.,dataset_fase10_lote_03.csv,F10-L03-0056,LOTE_ESTRATIFICADO_L1_L2_L3,L2,SINTETICO_IA
F10-L03-0057,G12-L2-07,Falla en sistema de sincronizacion variable de valvulas (VVT / VVT-i / Valvetronic),MOTOR,L2,"El microfiltro de malla del solenoide VVT ubicado en la culata estaba completamente tapado de sedimentos de aceite viejo, bloqueando el avance.",TALLER,inspeccion_filtro_vvt,filtro_vvt_malla_tapado|bloqueo_avance,falla_electrica_arnes,,NO,NO,,SINTETICO_IA,L2 coladera de solenoide VVT tupida.,dataset_fase10_lote_03.csv,F10-L03-0057,LOTE_ESTRATIFICADO_L1_L2_L3,L2,SINTETICO_IA
F10-L03-0058,G12-L2-08,Falla en sistema de sincronizacion variable de valvulas (VVT / VVT-i / Valvetronic),MOTOR,L2,El carro calienta normal pero tiembla en parado y tira codigo P0011. El aceite tiene su nivel pero es un 20W-50 grueso que no deja cargar al variador.,ERROR_ORTOGRAFICO,ralenti_caliente,dtc_p0011|aceite_muy_grueso_bloquea_vvt,nivel_bajo_aceite,P0011,NO,SI,Baja presion de aceite o bomba de aceite defectuosa,SINTETICO_IA,L2 viscosidad inadecuada bloquea sistema VVT con ortografía informal.,dataset_fase10_lote_03.csv,F10-L03-0058,LOTE_ESTRATIFICADO_L1_L2_L3,L2,SINTETICO_IA
F10-L03-0059,G12-L2-09,Falla en sistema de sincronizacion variable de valvulas (VVT / VVT-i / Valvetronic),MOTOR,L2,Sistema Valvetronic entra en modo degradado de emergencia limitando la velocidad a 60 km/h; el motor eléctrico de la excéntrica tiene resistencia elevada.,TECNICO,modo_emergencia,valvetronic_modo_degradado|motor_excentrica_resistencia_alta,falla_pedal_acelerador,,NO,NO,,SINTETICO_IA,L2 Valvetronic en modo de emergencia.,dataset_fase10_lote_03.csv,F10-L03-0059,LOTE_ESTRATIFICADO_L1_L2_L3,L2,SINTETICO_IA
F10-L03-0060,G12-L2-10,Falla en sistema de sincronizacion variable de valvulas (VVT / VVT-i / Valvetronic),MOTOR,L2,Al desacelerar tras rodar a 80 km/h el motor casi se apaga y cabecea bruscamente porque el árbol de levas se queda pegado en posición avanzada.,COTIDIANO,desaceleracion_brusca,cabeceo_al_desacelerar|arbol_pegado_en_avance,falla_freno_motor,,NO,SI,Cuerpo de aceleracion o valvula IAC sucia,SINTETICO_IA,L2 retorno lento de avance VVT causa ahogo al frenar.,dataset_fase10_lote_03.csv,F10-L03-0060,LOTE_ESTRATIFICADO_L1_L2_L3,L2,SINTETICO_IA
F10-L03-0061,G12-L2-11,Falla en sistema de sincronizacion variable de valvulas (VVT / VVT-i / Valvetronic),MOTOR,L2,"Buenas, cambié de aceite a uno sintético limpio y ahora la aguja de potencia sube con vacíos arriba de 3500 rpm con la luz de motor prendida.",WHATSAPP,alta_rpm,vacios_potencia_3500rpm|testigo_motor,falla_embrague,,NO,NO,,SINTETICO_IA,L2 desfasador VVT no sostiene presión tras cambio de fluido.,dataset_fase10_lote_03.csv,F10-L03-0061,LOTE_ESTRATIFICADO_L1_L2_L3,L2,SINTETICO_IA
F10-L03-0062,G12-L2-12,Falla en sistema de sincronizacion variable de valvulas (VVT / VVT-i / Valvetronic),MOTOR,L2,"El actuador del árbol de levas presenta juego radial interno y fugas de presión de aceite por el retén frontal, provocando golpeteo al regular.",TALLER,ralenti,juego_radial_actuador_vvt|fuga_presion_reten,golpeteo_valvulas,,NO,NO,,SINTETICO_IA,L2 desgaste interno de piñón variador.,dataset_fase10_lote_03.csv,F10-L03-0062,LOTE_ESTRATIFICADO_L1_L2_L3,L2,SINTETICO_IA
F10-L03-0063,G12-L2-13,Falla en sistema de sincronizacion variable de valvulas (VVT / VVT-i / Valvetronic),MOTOR,L2,"Se midió la resistencia del solenoide VVT arrojando 45 ohms cuando la especificación OEM es de 7 a 12 ohms, indicando bobinado recalentado.",TECNICO,prueba_electrica,resistencia_vvt_45_ohms_fuera_rango,falla_computadora,,NO,NO,,SINTETICO_IA,L2 solenoide VVT degradado eléctricamente.,dataset_fase10_lote_03.csv,F10-L03-0063,LOTE_ESTRATIFICADO_L1_L2_L3,L2,SINTETICO_IA
F10-L03-0064,G12-L2-14,Falla en sistema de sincronizacion variable de valvulas (VVT / VVT-i / Valvetronic),MOTOR,L2,El auto pierde pique en pendientes pronunciadas donde antes trepaba en cuarta; la computadora no logra modificar el cruce de válvulas en demanda de carga.,COTIDIANO,subida_carga,falta_pique_subida|sin_modificacion_cruce_valvulas,falla_bomba_gasolina,,NO,SI,Bomba de gasolina quemada o con baja presion,SINTETICO_IA,L2 falta de avance variable en pendiente vs bomba de gasolina.,dataset_fase10_lote_03.csv,F10-L03-0064,LOTE_ESTRATIFICADO_L1_L2_L3,L2,SINTETICO_IA
F10-L03-0065,G12-L2-15,Falla en sistema de sincronizacion variable de valvulas (VVT / VVT-i / Valvetronic),MOTOR,L2,Ralentí muy inestable solo con motor caliente acompañado de DTC P0011; al desconectar la ficha eléctrica del solenoide VVT el motor empareja de inmediato.,TALLER,desconexion_prueba,dtc_p0011|desconexion_vvt_empareja_motor,falla_bujia,P0011,NO,SI,Falla en bujias o bobinas de encendido (misfire),SINTETICO_IA,L2 prueba de desconexión directa descarta misfire.,dataset_fase10_lote_03.csv,F10-L03-0065,LOTE_ESTRATIFICADO_L1_L2_L3,L2,SINTETICO_IA
F10-L03-0066,G12-L3-01,Falla en sistema de sincronizacion variable de valvulas (VVT / VVT-i / Valvetronic),MOTOR,L3,"Escáner en datos en vivo grafica 'Desired Camshaft Position' en 35 grados de avance a 3200 rpm mientras que 'Actual Camshaft Position' se queda estancado en 4 grados. Se registra DTC P0011 permanente. La presión de aceite de motor está en 45 psi correcta y la cadena de tiempo está perfectamente calada, comprobándose solenoide OCV trabado por carbón.",TECNICO,datos_en_vivo_3200rpm,dtc_p0011|desired_35_actual_4_grados|solenoide_ocv_trabado,cadena_saltada|baja_presion_aceite,P0011,NO,SI,Faja o cadena de distribucion destensada o con salto de punto,SINTETICO_IA,L3 telemetría de Target vs Actual en escáner descarta cadena.,dataset_fase10_lote_03.csv,F10-L03-0066,LOTE_ESTRATIFICADO_L1_L2_L3,L3,SINTETICO_IA
F10-L03-0067,G12-L3-02,Falla en sistema de sincronizacion variable de valvulas (VVT / VVT-i / Valvetronic),MOTOR,L3,El vehículo presenta ralentí inestable y cabeceo severo al detenerse tras 20 minutos de autopista con código P0012. Al desmontar la válvula de control de aceite VVT se halló el émbolo interno agarrotado por barniz de aceite degradado. Al suministrar 12V directos en banco de prueba el actuador no se desplaza ni emite clic.,TALLER,banco_prueba_vvt,dtc_p0012|embolo_ocv_agarrotado_barniz|sin_desplazamiento_12v,falla_iac,P0012,NO,SI,Cuerpo de aceleracion o valvula IAC sucia,SINTETICO_IA,L3 prueba en banco de válvula OCV atascada.,dataset_fase10_lote_03.csv,F10-L03-0067,LOTE_ESTRATIFICADO_L1_L2_L3,L3,SINTETICO_IA
F10-L03-0068,G12-L3-03,Falla en sistema de sincronizacion variable de valvulas (VVT / VVT-i / Valvetronic),MOTOR,L3,"En aceleración plena por encima de 4000 rpm el motor pierde rendimiento y emite DTC P0014 en levas de escape. Al medir con osciloscopio la señal PWM de control proveniente de la ECU tiene ciclo de trabajo del 80%, pero el árbol de levas responde con 600 milisegundos de retraso por desgaste interno en las paletas del piñón variador.",TECNICO,alta_rotacion_4000rpm,dtc_p0014|pwm_80_porciento|retraso_600ms_paletas_pinon,falla_computadora,P0014,NO,NO,,SINTETICO_IA,L3 retardo de 600 ms por fuga en paletas de piñón desfasador.,dataset_fase10_lote_03.csv,F10-L03-0068,LOTE_ESTRATIFICADO_L1_L2_L3,L3,SINTETICO_IA
F10-L03-0069,G12-L3-04,Falla en sistema de sincronizacion variable de valvulas (VVT / VVT-i / Valvetronic),MOTOR,L3,"Traqueteo metálico tipo cascabeleo al desacelerar de 3000 a 1000 rpm en caliente. Se desmontó el engranaje del variador VVT de admisión encontrándose el pasador de bloqueo interno desgastado y con holgura en su alojamiento, impidiendo que el engranaje enganche en posición cero al caer las revoluciones.",TALLER,desaceleracion,pasador_bloqueo_vvt_desgastado|cascabeleo_al_desacelerar,ruido_cadena_distribucion,,NO,SI,Faja o cadena de distribucion destensada o con salto de punto,SINTETICO_IA,L3 pasador de traba de engranaje VVT con holgura.,dataset_fase10_lote_03.csv,F10-L03-0069,LOTE_ESTRATIFICADO_L1_L2_L3,L3,SINTETICO_IA
F10-L03-0070,G12-L3-05,Falla en sistema de sincronizacion variable de valvulas (VVT / VVT-i / Valvetronic),MOTOR,L3,"Hola maestro, el auto pierde fuerza arriba y prende el check con código P0016. Se revisaron las marcas mecánicas de calado con regla de fábrica y están exactas al milímetro. Lo que fallaba era el piñón de levas VVT que se trabó internamente y no gira sobre su eje.",WHATSAPP,diagnostico_calado,dtc_p0016|marcas_calado_exactas|pinon_vvt_trabado_eje,cadena_estirada,P0016,NO,SI,Faja o cadena de distribucion destensada o con salto de punto,SINTETICO_IA,L3 calado perfecto descarta cadena y señala piñón VVT.,dataset_fase10_lote_03.csv,F10-L03-0070,LOTE_ESTRATIFICADO_L1_L2_L3,L3,SINTETICO_IA
F10-L03-0071,G12-L3-06,Falla en sistema de sincronizacion variable de valvulas (VVT / VVT-i / Valvetronic),MOTOR,L3,Vehículo alemán con motor Valvetronic presenta código 2A67 y entra en modo de emergencia sin aceleración. El motor de accionamiento del eje excéntrico arroja cortocircuito a masa en su devanado interno y el sensor de ángulo de excéntrica no reconoce la posición de tope mínimo.,TECNICO,modo_emergencia_valvetronic,valvetronic_dtc_2a67|motor_excentrico_corto|sin_tope_minimo,falla_cuerpo_aceleracion,,NO,SI,Cuerpo de aceleracion o valvula IAC sucia,SINTETICO_IA,L3 falla de servomotor excéntrico Valvetronic.,dataset_fase10_lote_03.csv,F10-L03-0071,LOTE_ESTRATIFICADO_L1_L2_L3,L3,SINTETICO_IA
F10-L03-0072,G12-L3-07,Falla en sistema de sincronizacion variable de valvulas (VVT / VVT-i / Valvetronic),MOTOR,L3,El motor tironea a 2800 rpm y el consumo subió a 14 litros cada 100 km. Al retirar el perno pasante del solenoide de distribución variable se encontró el tamiz de malla filtrante roto con partículas de carbón que trabaron la corredera en avance máximo continuo.,TALLER,inspeccion_solenoide,tamiz_vvt_roto|corredera_trabada_avance_maximo,inyectores_goteando,,NO,SI,Inyectores sucios o filtro de combustible obstruido,SINTETICO_IA,L3 tamiz de filtro VVT roto con corredera trabada.,dataset_fase10_lote_03.csv,F10-L03-0072,LOTE_ESTRATIFICADO_L1_L2_L3,L3,SINTETICO_IA
F10-L03-0073,G12-L3-08,Falla en sistema de sincronizacion variable de valvulas (VVT / VVT-i / Valvetronic),MOTOR,L3,Prueba dinámica en carretera: a 100 km/h sostenidos se genera DTC P0011 intermitente. La señal del sensor de árbol de levas es nítida pero el desfase respecto al cigüeñal oscila erráticamente 8 grados por encima del objetivo por fuga de presión a través de los anillos de estanqueidad de la tapa de levas.,TECNICO,carretera_dinamica,dtc_p0011|oscilacion_erratica_8_grados|anillos_estanqueidad_levas,sensor_cmp_defectuoso,P0011,NO,NO,,SINTETICO_IA,L3 fuga en anillos de teflón de lubricación de árbol.,dataset_fase10_lote_03.csv,F10-L03-0073,LOTE_ESTRATIFICADO_L1_L2_L3,L3,SINTETICO_IA
F10-L03-0074,G12-L3-09,Falla en sistema de sincronizacion variable de valvulas (VVT / VVT-i / Valvetronic),MOTOR,L3,El carro pierde potencia en subida y en mínimo tiembla en caliente arrojando P0012. El mecanico le midio la resistencia a la electrovalvula VVT y dio 50 ohmios cuando debe tener 8 ohmios. Al ponerle solenoide nuevo emparejo el motor de una.,ERROR_ORTOGRAFICO,subida_y_ralenti,dtc_p0012|resistencia_vvt_50_ohmios|solenoide_nuevo_soluciona,falla_bujias,P0012,NO,SI,Falla en bujias o bobinas de encendido (misfire),SINTETICO_IA,L3 resistencia 50 ohms en solenoide con ortografía informal.,dataset_fase10_lote_03.csv,F10-L03-0074,LOTE_ESTRATIFICADO_L1_L2_L3,L3,SINTETICO_IA
F10-L03-0075,G12-L3-10,Falla en sistema de sincronizacion variable de valvulas (VVT / VVT-i / Valvetronic),MOTOR,L3,DTC P0026 referente a circuito de válvula solenoide de admisión banco 1. Prueba de osciloscopio en el conector de la válvula muestra señal de control con modulación de ancho de pulso normal pero consumo de corriente de 0 amperios por bobina cortada en el solenoide OCV.,TECNICO,diagnostico_electrico,dtc_p0026|senal_pwm_ok|consumo_0_amperios_bobina_abierta,falla_cableado_ecu,,NO,NO,,SINTETICO_IA,L3 análisis osciloscópico de corriente en OCV.,dataset_fase10_lote_03.csv,F10-L03-0075,LOTE_ESTRATIFICADO_L1_L2_L3,L3,SINTETICO_IA
F10-L03-0076,G12-L3-11,Falla en sistema de sincronizacion variable de valvulas (VVT / VVT-i / Valvetronic),MOTOR,L3,El auto arranca bien y camina suave en frío pero a los 15 minutos de tráfico tiembla como si fallara una bujía y prende el check con P0011. Se cambiaron bobinas y bujías sin cambio alguno; la falla era el variador VVT que al licuarse el aceite se queda trabado en avance.,TALLER,post_cambio_bobinas,dtc_p0011|persiste_tras_bobinas_bujias|variador_trabado_caliente,falla_chispa,P0011,NO,SI,Falla en bujias o bobinas de encendido (misfire),SINTETICO_IA,L3 persistencia tras cambio de bobinas descarta encendido.,dataset_fase10_lote_03.csv,F10-L03-0076,LOTE_ESTRATIFICADO_L1_L2_L3,L3,SINTETICO_IA
F10-L03-0077,G12-L3-12,Falla en sistema de sincronizacion variable de valvulas (VVT / VVT-i / Valvetronic),MOTOR,L3,"Presión de aceite general marca 40 psi pero en el conducto específico de alimentación al piñón VVT cae a 10 psi por obturación del tornillo banjo con filtro integrado en la culata, provocando código P0012 por retardo severo de levas.",TECNICO,medicion_puerto_vvt,dtc_p0012|presion_puerto_vvt_10psi|tornillo_banjo_obstruido,bomba_aceite_defectuosa,P0012,NO,SI,Baja presion de aceite o bomba de aceite defectuosa,SINTETICO_IA,L3 caída de presión localizada en tornillo banjo.,dataset_fase10_lote_03.csv,F10-L03-0077,LOTE_ESTRATIFICADO_L1_L2_L3,L3,SINTETICO_IA
F10-L03-0078,G12-L3-13,Falla en sistema de sincronizacion variable de valvulas (VVT / VVT-i / Valvetronic),MOTOR,L3,En desaceleración rápida el motor cae a 450 rpm y se apaga registrando código P0011. La electroválvula de control no retorna a su posición de reposo debido a rayaduras en el cilindro de la corredera producidas por contaminación metálica en el aceite.,TALLER,desaceleracion_apagado,dtc_p0011|apagado_450rpm|corredera_ocv_rayada,falla_cuerpo_mariposa,P0011,NO,SI,Cuerpo de aceleracion o valvula IAC sucia,SINTETICO_IA,L3 corredera rayada por viruta no retorna a cero.,dataset_fase10_lote_03.csv,F10-L03-0078,LOTE_ESTRATIFICADO_L1_L2_L3,L3,SINTETICO_IA
F10-L03-0079,G12-L3-14,Falla en sistema de sincronizacion variable de valvulas (VVT / VVT-i / Valvetronic),MOTOR,L3,"Hola maestro, el carro no tiene pique en alta y se siente frenado cuando paso de 3000 vueltas. En el taller revisaron la distribución y la cadena está perfecta, pero al medir la válvula VVT no abre el paso de aceite y el árbol se queda sin avance.",WHATSAPP,alta_rotacion,sin_pique_alta_3000rpm|cadena_perfecta|valvula_vvt_no_abre_paso,cadena_saltada,,NO,SI,Faja o cadena de distribucion destensada o con salto de punto,SINTETICO_IA,L3 cadena perfecta descarta distribución y confirma VVT.,dataset_fase10_lote_03.csv,F10-L03-0079,LOTE_ESTRATIFICADO_L1_L2_L3,L3,SINTETICO_IA
F10-L03-0080,G12-L3-15,Falla en sistema de sincronizacion variable de valvulas (VVT / VVT-i / Valvetronic),MOTOR,L3,"Inspección de actuador VVT electromagnético en banco: el núcleo móvil presenta magnetización residual y deformación en el resorte de retroceso, provocando que el tiempo de recuperación de sincronía exceda los 1.2 segundos y active el DTC P0012.",TECNICO,prueba_banco_actuador,dtc_p0012|magnetizacion_residual|tiempo_retorno_excede_1_2s,falla_sensor_posicion,P0012,NO,NO,,SINTETICO_IA,L3 retardo de 1.2 segundos por resorte deformado.,dataset_fase10_lote_03.csv,F10-L03-0080,LOTE_ESTRATIFICADO_L1_L2_L3,L3,SINTETICO_IA
F10-L03-0081,G13-L1-01,Falla de descarbonizacion e inyeccion directa GDI (acumulacion de carbon en valvulas),MOTOR,L1,El motor tiembla bastante durante el primer minuto al encender por las mañanas.,COTIDIANO,primer_minuto_manana,temblor_primer_minuto,,,SI,NO,,SINTETICO_IA,L1 temblor en arranque en frío.,dataset_fase10_lote_03.csv,F10-L03-0081,LOTE_ESTRATIFICADO_L1_L2_L3,L1,SINTETICO_IA
F10-L03-0082,G13-L1-02,Falla de descarbonizacion e inyeccion directa GDI (acumulacion de carbon en valvulas),MOTOR,L1,"Hola, mi carro tiene inyección directa y perdió bastante pique en salida.",WHATSAPP,arranque_salida,inyeccion_directa_sin_pique,,,SI,NO,,SINTETICO_IA,L1 pérdida de pique en motor GDI.,dataset_fase10_lote_03.csv,F10-L03-0082,LOTE_ESTRATIFICADO_L1_L2_L3,L1,SINTETICO_IA
F10-L03-0083,G13-L1-03,Falla de descarbonizacion e inyeccion directa GDI (acumulacion de carbon en valvulas),MOTOR,L1,Siento tirones molestos al acelerar suave cuando el motor aún no calienta.,COTIDIANO,motor_semi_frio,tirones_suaves_en_frio,,,SI,NO,,SINTETICO_IA,L1 tironeo suave en frío.,dataset_fase10_lote_03.csv,F10-L03-0083,LOTE_ESTRATIFICADO_L1_L2_L3,L1,SINTETICO_IA
F10-L03-0084,G13-L1-04,Falla de descarbonizacion e inyeccion directa GDI (acumulacion de carbon en valvulas),MOTOR,L1,El ralentí está muy áspero y cabecea en frío pero al calentar empareja.,TALLER,frio_vs_caliente,ralenti_aspero_frio|empareja_caliente,,,SI,NO,,SINTETICO_IA,L1 aspereza que cede con calor.,dataset_fase10_lote_03.csv,F10-L03-0084,LOTE_ESTRATIFICADO_L1_L2_L3,L1,SINTETICO_IA
F10-L03-0085,G13-L1-05,Falla de descarbonizacion e inyeccion directa GDI (acumulacion de carbon en valvulas),MOTOR,L1,Se prende el Check Engine parpadeando en frío y luego se queda fijo.,COTIDIANO,arranque_frio,check_parpadea_frio,,,SI,NO,,SINTETICO_IA,L1 misfire matutino intermitente.,dataset_fase10_lote_03.csv,F10-L03-0085,LOTE_ESTRATIFICADO_L1_L2_L3,L1,SINTETICO_IA
F10-L03-0086,G13-L1-06,Falla de descarbonizacion e inyeccion directa GDI (acumulacion de carbon en valvulas),MOTOR,L1,Siento como una retención o bache de aire cuando piso el acelerador a fondo.,TALLER,aceleracion_fondo,bache_de_aire_acelerar,,,SI,NO,,SINTETICO_IA,L1 restricción de flujo de admisión.,dataset_fase10_lote_03.csv,F10-L03-0086,LOTE_ESTRATIFICADO_L1_L2_L3,L1,SINTETICO_IA
F10-L03-0087,G13-L1-07,Falla de descarbonizacion e inyeccion directa GDI (acumulacion de carbon en valvulas),MOTOR,L1,Mi auto consume más gasolina y se siente pesado como si estuviera atorado.,COTIDIANO,marcha,consumo_alto|motor_atorado,,,SI,NO,,SINTETICO_IA,L1 motor atorado por flujo estrangulado.,dataset_fase10_lote_03.csv,F10-L03-0087,LOTE_ESTRATIFICADO_L1_L2_L3,L1,SINTETICO_IA
F10-L03-0088,G13-L1-08,Falla de descarbonizacion e inyeccion directa GDI (acumulacion de carbon en valvulas),MOTOR,L1,El carro cabecea feo en frio en las mañanas y bota olor a mala combustion.,ERROR_ORTOGRAFICO,arranque_manana,cabeceo_frio|olor_mala_combustion,,,SI,NO,,SINTETICO_IA,L1 cabeceo en frío con error ortográfico.,dataset_fase10_lote_03.csv,F10-L03-0088,LOTE_ESTRATIFICADO_L1_L2_L3,L1,SINTETICO_IA
F10-L03-0089,G13-L1-09,Falla de descarbonizacion e inyeccion directa GDI (acumulacion de carbon en valvulas),MOTOR,L1,"Buenas, me dijeron en el taller que a los motores turbo directos hay que descarbonizarlos.",WHATSAPP,consulta,consulta_descarbonizacion_gdi,,,SI,NO,,SINTETICO_IA,L1 referencia directa a carbonilla GDI.,dataset_fase10_lote_03.csv,F10-L03-0089,LOTE_ESTRATIFICADO_L1_L2_L3,L1,SINTETICO_IA
F10-L03-0090,G13-L1-10,Falla de descarbonizacion e inyeccion directa GDI (acumulacion de carbon en valvulas),MOTOR,L1,Falla de combustión estratificada en fase de calentamiento con pérdida de flujo volumétrico.,TECNICO,fase_calentamiento,falla_combustion_estratificada,,,SI,NO,,SINTETICO_IA,L1 técnico de combustión estratificada deficiente.,dataset_fase10_lote_03.csv,F10-L03-0090,LOTE_ESTRATIFICADO_L1_L2_L3,L1,SINTETICO_IA
F10-L03-0091,G13-L2-01,Falla de descarbonizacion e inyeccion directa GDI (acumulacion de carbon en valvulas),MOTOR,L2,En las mañanas el motor arranca temblando como si estuviera en tres cilindros durante dos minutos; al calentar se normaliza pero le falta fuerza al acelerar.,COTIDIANO,arranque_frio_manana,temblor_frio_dos_minutos|falta_fuerza_acelerar,falla_en_caliente,,NO,SI,Falla en bujias o bobinas de encendido (misfire),SINTETICO_IA,L2 cold start misfire por carbonilla vs bobinas.,dataset_fase10_lote_03.csv,F10-L03-0091,LOTE_ESTRATIFICADO_L1_L2_L3,L2,SINTETICO_IA
