sintoma,falla,codigo_falla,sistema,severidad
amigo mi auto presenta tengo que hacer mucha fuerza con la pierna para frenar al pasar un rompemuelles,Falla en servofreno (booster) o linea de vacio,FRENO_004,Frenos,alta
amigo mi auto presenta tengo que hacer mucha fuerza con la pierna para frenar en las mañanas,Falla en servofreno (booster) o linea de vacio,FRENO_004,Frenos,alta
hace dos dias noto que tengo que hacer mucha fuerza con la pierna para frenar al pasar un rompemuelles,Falla en servofreno (booster) o linea de vacio,FRENO_004,Frenos,alta
el freno esta hiper duro,Falla en servofreno (booster) o linea de vacio,FRENO_004,Frenos,alta
maestro una consulta el freno esta hiper duro al pasar un rompemuelles,Falla en servofreno (booster) o linea de vacio,FRENO_004,Frenos,alta
sabes que el freno esta hiper duro en la pista,Falla en servofreno (booster) o linea de vacio,FRENO_004,Frenos,alta
buenas tardes mecanico el freno esta hiper duro cuando voy manejando,Falla en servofreno (booster) o linea de vacio,FRENO_004,Frenos,alta
tengo un problema con mi auto el freno esta hiper duro al pasar un rompemuelles,Falla en servofreno (booster) o linea de vacio,FRENO_004,Frenos,alta
amigo mi auto presenta el freno esta hiper duro en carabayllo,Falla en servofreno (booster) o linea de vacio,FRENO_004,Frenos,alta
al salir a trabajar el freno esta hiper duro de la nada,Falla en servofreno (booster) o linea de vacio,FRENO_004,Frenos,alta
el timon y el pedal de freno vibran bastante al frenar a alta velocidad,Discos de freno alabeados o desgastados,FRENO_003,Frenos,media
sabes que el timon y el pedal de freno vibran bastante al frenar a alta velocidad al pasar un rompemuelles,Discos de freno alabeados o desgastados,FRENO_003,Frenos,media
amigo mi auto presenta el timon y el pedal de freno vibran bastante al frenar a alta velocidad en la pista,Discos de freno alabeados o desgastados,FRENO_003,Frenos,media
siento que el timon y el pedal de freno vibran bastante al frenar a alta velocidad cuando voy manejando,Discos de freno alabeados o desgastados,FRENO_003,Frenos,media
tengo un problema con mi auto el timon y el pedal de freno vibran bastante al frenar a alta velocidad en las mañanas,Discos de freno alabeados o desgastados,FRENO_003,Frenos,media
siento que el timon y el pedal de freno vibran bastante al frenar a alta velocidad en la pista,Discos de freno alabeados o desgastados,FRENO_003,Frenos,media
amigo mi auto presenta el timon y el pedal de freno vibran bastante al frenar a alta velocidad al acelerar,Discos de freno alabeados o desgastados,FRENO_003,Frenos,media
resulta que en mi carro el timon y el pedal de freno vibran bastante al frenar a alta velocidad al pasar un rompemuelles,Discos de freno alabeados o desgastados,FRENO_003,Frenos,media
resulta que en mi carro el timon y el pedal de freno vibran bastante al frenar a alta velocidad cuando voy manejando,Discos de freno alabeados o desgastados,FRENO_003,Frenos,media
tiembla el pedal cuando piso el freno despacio,Discos de freno alabeados o desgastados,FRENO_003,Frenos,media
hace dos dias noto que tiembla el pedal cuando piso el freno despacio cuando voy manejando,Discos de freno alabeados o desgastados,FRENO_003,Frenos,media
al salir a trabajar tiembla el pedal cuando piso el freno despacio al acelerar,Discos de freno alabeados o desgastados,FRENO_003,Frenos,media
maestro una consulta tiembla el pedal cuando piso el freno despacio cuando voy manejando,Discos de freno alabeados o desgastados,FRENO_003,Frenos,media
maestro una consulta tiembla el pedal cuando piso el freno despacio en la pista,Discos de freno alabeados o desgastados,FRENO_003,Frenos,media
amigo mi auto presenta tiembla el pedal cuando piso el freno despacio al pasar un rompemuelles,Discos de freno alabeados o desgastados,FRENO_003,Frenos,media
al salir a trabajar tiembla el pedal cuando piso el freno despacio en las mañanas,Discos de freno alabeados o desgastados,FRENO_003,Frenos,media
maestro una consulta tiembla el pedal cuando piso el freno despacio al acelerar,Discos de freno alabeados o desgastados,FRENO_003,Frenos,media
siento que tiembla el pedal cuando piso el freno despacio al pasar un rompemuelles,Discos de freno alabeados o desgastados,FRENO_003,Frenos,media
golpe seco o trancazo en la llanta al pasar por rompemuelles,Amortiguadores reventados o bujes de suspension gastados,SUSPENSION_001,Suspensión y Dirección,media
sabes que golpe seco o trancazo en la llanta al pasar por rompemuelles en carabayllo,Amortiguadores reventados o bujes de suspension gastados,SUSPENSION_001,Suspensión y Dirección,media
al salir a trabajar golpe seco o trancazo en la llanta al pasar por rompemuelles en la pista,Amortiguadores reventados o bujes de suspension gastados,SUSPENSION_001,Suspensión y Dirección,media
maestro una consulta golpe seco o trancazo en la llanta al pasar por rompemuelles en carabayllo,Amortiguadores reventados o bujes de suspension gastados,SUSPENSION_001,Suspensión y Dirección,media
hace dos dias noto que golpe seco o trancazo en la llanta al pasar por rompemuelles en las mañanas,Amortiguadores reventados o bujes de suspension gastados,SUSPENSION_001,Suspensión y Dirección,media
resulta que en mi carro golpe seco o trancazo en la llanta al pasar por rompemuelles de la nada,Amortiguadores reventados o bujes de suspension gastados,SUSPENSION_001,Suspensión y Dirección,media
tengo un problema con mi auto golpe seco o trancazo en la llanta al pasar por rompemuelles en las mañanas,Amortiguadores reventados o bujes de suspension gastados,SUSPENSION_001,Suspensión y Dirección,media
resulta que en mi carro golpe seco o trancazo en la llanta al pasar por rompemuelles en la pista,Amortiguadores reventados o bujes de suspension gastados,SUSPENSION_001,Suspensión y Dirección,media
ruido de cazoleta en huecos,Amortiguadores reventados o bujes de suspension gastados,SUSPENSION_001,Suspensión y Dirección,media
buenas tardes mecanico ruido de cazoleta en huecos al pasar un rompemuelles,Amortiguadores reventados o bujes de suspension gastados,SUSPENSION_001,Suspensión y Dirección,media
buenas tardes mecanico ruido de cazoleta en huecos en la pista,Amortiguadores reventados o bujes de suspension gastados,SUSPENSION_001,Suspensión y Dirección,media
al salir a trabajar ruido de cazoleta en huecos al acelerar,Amortiguadores reventados o bujes de suspension gastados,SUSPENSION_001,Suspensión y Dirección,media
siento que ruido de cazoleta en huecos al pasar un rompemuelles,Amortiguadores reventados o bujes de suspension gastados,SUSPENSION_001,Suspensión y Dirección,media
buenas tardes mecanico ruido de cazoleta en huecos cuando voy manejando,Amortiguadores reventados o bujes de suspension gastados,SUSPENSION_001,Suspensión y Dirección,media
al salir a trabajar ruido de cazoleta en huecos al pasar un rompemuelles,Amortiguadores reventados o bujes de suspension gastados,SUSPENSION_001,Suspensión y Dirección,media
hace dos dias noto que ruido de cazoleta en huecos en carabayllo,Amortiguadores reventados o bujes de suspension gastados,SUSPENSION_001,Suspensión y Dirección,media
resulta que en mi carro ruido de cazoleta en huecos en carabayllo,Amortiguadores reventados o bujes de suspension gastados,SUSPENSION_001,Suspensión y Dirección,media
la suspension golpea feo abajo,Amortiguadores reventados o bujes de suspension gastados,SUSPENSION_001,Suspensión y Dirección,media
sabes que la suspension golpea feo abajo al acelerar,Amortiguadores reventados o bujes de suspension gastados,SUSPENSION_001,Suspensión y Dirección,media
sabes que la suspension golpea feo abajo al pasar un rompemuelles,Amortiguadores reventados o bujes de suspension gastados,SUSPENSION_001,Suspensión y Dirección,media
siento que la suspension golpea feo abajo en carabayllo,Amortiguadores reventados o bujes de suspension gastados,SUSPENSION_001,Suspensión y Dirección,media
tengo un problema con mi auto la suspension golpea feo abajo cuando voy manejando,Amortiguadores reventados o bujes de suspension gastados,SUSPENSION_001,Suspensión y Dirección,media
sabes que la suspension golpea feo abajo en las mañanas,Amortiguadores reventados o bujes de suspension gastados,SUSPENSION_001,Suspensión y Dirección,media
tengo un problema con mi auto la suspension golpea feo abajo en carabayllo,Amortiguadores reventados o bujes de suspension gastados,SUSPENSION_001,Suspensión y Dirección,media
el carro se hamaca demasiado al frenar,Amortiguadores reventados o bujes de suspension gastados,SUSPENSION_001,Suspensión y Dirección,media
sabes que el carro se hamaca demasiado al frenar en la pista,Amortiguadores reventados o bujes de suspension gastados,SUSPENSION_001,Suspensión y Dirección,media
siento que el carro se hamaca demasiado al frenar cuando voy manejando,Amortiguadores reventados o bujes de suspension gastados,SUSPENSION_001,Suspensión y Dirección,media
buenas tardes mecanico el carro se hamaca demasiado al frenar en la pista,Amortiguadores reventados o bujes de suspension gastados,SUSPENSION_001,Suspensión y Dirección,media
siento que el carro se hamaca demasiado al frenar en carabayllo,Amortiguadores reventados o bujes de suspension gastados,SUSPENSION_001,Suspensión y Dirección,media
amigo mi auto presenta el carro se hamaca demasiado al frenar en la pista,Amortiguadores reventados o bujes de suspension gastados,SUSPENSION_001,Suspensión y Dirección,media
tengo un problema con mi auto el carro se hamaca demasiado al frenar en la pista,Amortiguadores reventados o bujes de suspension gastados,SUSPENSION_001,Suspensión y Dirección,media
al salir a trabajar el carro se hamaca demasiado al frenar cuando voy manejando,Amortiguadores reventados o bujes de suspension gastados,SUSPENSION_001,Suspensión y Dirección,media
buenas tardes mecanico el carro se hamaca demasiado al frenar en carabayllo,Amortiguadores reventados o bujes de suspension gastados,SUSPENSION_001,Suspensión y Dirección,media
suena clac clac fuerte al girar todo el timon para doblar,Juntas homocineticas o palieres danados,SUSPENSION_002,Suspensión y Dirección,alta
maestro una consulta suena clac clac fuerte al girar todo el timon para doblar en las mañanas,Juntas homocineticas o palieres danados,SUSPENSION_002,Suspensión y Dirección,alta
buenas tardes mecanico suena clac clac fuerte al girar todo el timon para doblar al acelerar,Juntas homocineticas o palieres danados,SUSPENSION_002,Suspensión y Dirección,alta
hace dos dias noto que suena clac clac fuerte al girar todo el timon para doblar de la nada,Juntas homocineticas o palieres danados,SUSPENSION_002,Suspensión y Dirección,alta
tengo un problema con mi auto suena clac clac fuerte al girar todo el timon para doblar al pasar un rompemuelles,Juntas homocineticas o palieres danados,SUSPENSION_002,Suspensión y Dirección,alta
maestro una consulta suena clac clac fuerte al girar todo el timon para doblar en carabayllo,Juntas homocineticas o palieres danados,SUSPENSION_002,Suspensión y Dirección,alta
resulta que en mi carro suena clac clac fuerte al girar todo el timon para doblar al pasar un rompemuelles,Juntas homocineticas o palieres danados,SUSPENSION_002,Suspensión y Dirección,alta
siento que suena clac clac fuerte al girar todo el timon para doblar en carabayllo,Juntas homocineticas o palieres danados,SUSPENSION_002,Suspensión y Dirección,alta
crujido en la llanta al dar vuelta en U,Juntas homocineticas o palieres danados,SUSPENSION_002,Suspensión y Dirección,alta
resulta que en mi carro crujido en la llanta al dar vuelta en U cuando voy manejando,Juntas homocineticas o palieres danados,SUSPENSION_002,Suspensión y Dirección,alta
tengo un problema con mi auto crujido en la llanta al dar vuelta en U al pasar un rompemuelles,Juntas homocineticas o palieres danados,SUSPENSION_002,Suspensión y Dirección,alta
hace dos dias noto que crujido en la llanta al dar vuelta en U al pasar un rompemuelles,Juntas homocineticas o palieres danados,SUSPENSION_002,Suspensión y Dirección,alta
siento que crujido en la llanta al dar vuelta en U en las mañanas,Juntas homocineticas o palieres danados,SUSPENSION_002,Suspensión y Dirección,alta
tengo un problema con mi auto crujido en la llanta al dar vuelta en U de la nada,Juntas homocineticas o palieres danados,SUSPENSION_002,Suspensión y Dirección,alta
amigo mi auto presenta crujido en la llanta al dar vuelta en U al pasar un rompemuelles,Juntas homocineticas o palieres danados,SUSPENSION_002,Suspensión y Dirección,alta
maestro una consulta crujido en la llanta al dar vuelta en U cuando voy manejando,Juntas homocineticas o palieres danados,SUSPENSION_002,Suspensión y Dirección,alta
resulta que en mi carro crujido en la llanta al dar vuelta en U en las mañanas,Juntas homocineticas o palieres danados,SUSPENSION_002,Suspensión y Dirección,alta
traqueteo en el palier delantero al doblar la esquina,Juntas homocineticas o palieres danados,SUSPENSION_002,Suspensión y Dirección,alta
sabes que traqueteo en el palier delantero al doblar la esquina en las mañanas,Juntas homocineticas o palieres danados,SUSPENSION_002,Suspensión y Dirección,alta
sabes que traqueteo en el palier delantero al doblar la esquina cuando voy manejando,Juntas homocineticas o palieres danados,SUSPENSION_002,Suspensión y Dirección,alta
hace dos dias noto que traqueteo en el palier delantero al doblar la esquina cuando voy manejando,Juntas homocineticas o palieres danados,SUSPENSION_002,Suspensión y Dirección,alta
tengo un problema con mi auto traqueteo en el palier delantero al doblar la esquina en las mañanas,Juntas homocineticas o palieres danados,SUSPENSION_002,Suspensión y Dirección,alta
al salir a trabajar traqueteo en el palier delantero al doblar la esquina en las mañanas,Juntas homocineticas o palieres danados,SUSPENSION_002,Suspensión y Dirección,alta
sabes que traqueteo en el palier delantero al doblar la esquina al acelerar,Juntas homocineticas o palieres danados,SUSPENSION_002,Suspensión y Dirección,alta
maestro una consulta traqueteo en el palier delantero al doblar la esquina de la nada,Juntas homocineticas o palieres danados,SUSPENSION_002,Suspensión y Dirección,alta
el timon tiembla bastante a mas de 80 km/h,Llantas desbalanceadas o desalineadas,SUSPENSION_004,Suspensión y Dirección,baja
maestro una consulta el timon tiembla bastante a mas de 80 km/h cuando voy manejando,Llantas desbalanceadas o desalineadas,SUSPENSION_004,Suspensión y Dirección,baja
resulta que en mi carro el timon tiembla bastante a mas de 80 km/h en la pista,Llantas desbalanceadas o desalineadas,SUSPENSION_004,Suspensión y Dirección,baja
resulta que en mi carro el timon tiembla bastante a mas de 80 km/h en carabayllo,Llantas desbalanceadas o desalineadas,SUSPENSION_004,Suspensión y Dirección,baja
hace dos dias noto que el timon tiembla bastante a mas de 80 km/h cuando voy manejando,Llantas desbalanceadas o desalineadas,SUSPENSION_004,Suspensión y Dirección,baja
amigo mi auto presenta el timon tiembla bastante a mas de 80 km/h de la nada,Llantas desbalanceadas o desalineadas,SUSPENSION_004,Suspensión y Dirección,baja
al salir a trabajar el timon tiembla bastante a mas de 80 km/h en la pista,Llantas desbalanceadas o desalineadas,SUSPENSION_004,Suspensión y Dirección,baja
resulta que en mi carro el timon tiembla bastante a mas de 80 km/h de la nada,Llantas desbalanceadas o desalineadas,SUSPENSION_004,Suspensión y Dirección,baja
direccion vibra en la autopista,Llantas desbalanceadas o desalineadas,SUSPENSION_004,Suspensión y Dirección,baja
maestro una consulta direccion vibra en la autopista en las mañanas,Llantas desbalanceadas o desalineadas,SUSPENSION_004,Suspensión y Dirección,baja
resulta que en mi carro direccion vibra en la autopista en carabayllo,Llantas desbalanceadas o desalineadas,SUSPENSION_004,Suspensión y Dirección,baja
tengo un problema con mi auto direccion vibra en la autopista al pasar un rompemuelles,Llantas desbalanceadas o desalineadas,SUSPENSION_004,Suspensión y Dirección,baja
maestro una consulta direccion vibra en la autopista al acelerar,Llantas desbalanceadas o desalineadas,SUSPENSION_004,Suspensión y Dirección,baja
al salir a trabajar direccion vibra en la autopista de la nada,Llantas desbalanceadas o desalineadas,SUSPENSION_004,Suspensión y Dirección,baja
maestro una consulta direccion vibra en la autopista de la nada,Llantas desbalanceadas o desalineadas,SUSPENSION_004,Suspensión y Dirección,baja
hace dos dias noto que direccion vibra en la autopista en carabayllo,Llantas desbalanceadas o desalineadas,SUSPENSION_004,Suspensión y Dirección,baja
amigo mi auto presenta direccion vibra en la autopista en carabayllo,Llantas desbalanceadas o desalineadas,SUSPENSION_004,Suspensión y Dirección,baja
el carro se jala solo hacia un lado en pista recta,Llantas desbalanceadas o desalineadas,SUSPENSION_004,Suspensión y Dirección,baja
sabes que el carro se jala solo hacia un lado en pista recta en carabayllo,Llantas desbalanceadas o desalineadas,SUSPENSION_004,Suspensión y Dirección,baja
hace dos dias noto que el carro se jala solo hacia un lado en pista recta cuando voy manejando,Llantas desbalanceadas o desalineadas,SUSPENSION_004,Suspensión y Dirección,baja
al salir a trabajar el carro se jala solo hacia un lado en pista recta en las mañanas,Llantas desbalanceadas o desalineadas,SUSPENSION_004,Suspensión y Dirección,baja
buenas tardes mecanico el carro se jala solo hacia un lado en pista recta al pasar un rompemuelles,Llantas desbalanceadas o desalineadas,SUSPENSION_004,Suspensión y Dirección,baja
tengo un problema con mi auto el carro se jala solo hacia un lado en pista recta en las mañanas,Llantas desbalanceadas o desalineadas,SUSPENSION_004,Suspensión y Dirección,baja
al salir a trabajar el carro se jala solo hacia un lado en pista recta al acelerar,Llantas desbalanceadas o desalineadas,SUSPENSION_004,Suspensión y Dirección,baja
amigo mi auto presenta el carro se jala solo hacia un lado en pista recta de la nada,Llantas desbalanceadas o desalineadas,SUSPENSION_004,Suspensión y Dirección,baja
sabes que el carro se jala solo hacia un lado en pista recta al pasar un rompemuelles,Llantas desbalanceadas o desalineadas,SUSPENSION_004,Suspensión y Dirección,baja
timon duro para girar y suena un zumbido al doblar,Cremallera de direccion asistida con holgura o fuga,SUSPENSION_003,Suspensión y Dirección,alta
resulta que en mi carro timon duro para girar y suena un zumbido al doblar de la nada,Cremallera de direccion asistida con holgura o fuga,SUSPENSION_003,Suspensión y Dirección,alta
hace dos dias noto que timon duro para girar y suena un zumbido al doblar cuando voy manejando,Cremallera de direccion asistida con holgura o fuga,SUSPENSION_003,Suspensión y Dirección,alta
tengo un problema con mi auto timon duro para girar y suena un zumbido al doblar en la pista,Cremallera de direccion asistida con holgura o fuga,SUSPENSION_003,Suspensión y Dirección,alta
al salir a trabajar timon duro para girar y suena un zumbido al doblar al acelerar,Cremallera de direccion asistida con holgura o fuga,SUSPENSION_003,Suspensión y Dirección,alta
sabes que timon duro para girar y suena un zumbido al doblar en las mañanas,Cremallera de direccion asistida con holgura o fuga,SUSPENSION_003,Suspensión y Dirección,alta
siento que timon duro para girar y suena un zumbido al doblar en carabayllo,Cremallera de direccion asistida con holgura o fuga,SUSPENSION_003,Suspensión y Dirección,alta
maestro una consulta timon duro para girar y suena un zumbido al doblar en la pista,Cremallera de direccion asistida con holgura o fuga,SUSPENSION_003,Suspensión y Dirección,alta
buenas tardes mecanico timon duro para girar y suena un zumbido al doblar al pasar un rompemuelles,Cremallera de direccion asistida con holgura o fuga,SUSPENSION_003,Suspensión y Dirección,alta
fuga de aceite de direccion en el suelo,Cremallera de direccion asistida con holgura o fuga,SUSPENSION_003,Suspensión y Dirección,alta
maestro una consulta fuga de aceite de direccion en el suelo de la nada,Cremallera de direccion asistida con holgura o fuga,SUSPENSION_003,Suspensión y Dirección,alta
al salir a trabajar fuga de aceite de direccion en el suelo al acelerar,Cremallera de direccion asistida con holgura o fuga,SUSPENSION_003,Suspensión y Dirección,alta
al salir a trabajar fuga de aceite de direccion en el suelo al pasar un rompemuelles,Cremallera de direccion asistida con holgura o fuga,SUSPENSION_003,Suspensión y Dirección,alta
amigo mi auto presenta fuga de aceite de direccion en el suelo en la pista,Cremallera de direccion asistida con holgura o fuga,SUSPENSION_003,Suspensión y Dirección,alta
resulta que en mi carro fuga de aceite de direccion en el suelo cuando voy manejando,Cremallera de direccion asistida con holgura o fuga,SUSPENSION_003,Suspensión y Dirección,alta
amigo mi auto presenta fuga de aceite de direccion en el suelo en las mañanas,Cremallera de direccion asistida con holgura o fuga,SUSPENSION_003,Suspensión y Dirección,alta
sabes que fuga de aceite de direccion en el suelo de la nada,Cremallera de direccion asistida con holgura o fuga,SUSPENSION_003,Suspensión y Dirección,alta
tengo un problema con mi auto fuga de aceite de direccion en el suelo de la nada,Cremallera de direccion asistida con holgura o fuga,SUSPENSION_003,Suspensión y Dirección,alta
la direccion hidraulica esta durisima,Cremallera de direccion asistida con holgura o fuga,SUSPENSION_003,Suspensión y Dirección,alta
al salir a trabajar la direccion hidraulica esta durisima al pasar un rompemuelles,Cremallera de direccion asistida con holgura o fuga,SUSPENSION_003,Suspensión y Dirección,alta
buenas tardes mecanico la direccion hidraulica esta durisima en las mañanas,Cremallera de direccion asistida con holgura o fuga,SUSPENSION_003,Suspensión y Dirección,alta
buenas tardes mecanico la direccion hidraulica esta durisima en la pista,Cremallera de direccion asistida con holgura o fuga,SUSPENSION_003,Suspensión y Dirección,alta
al salir a trabajar la direccion hidraulica esta durisima en carabayllo,Cremallera de direccion asistida con holgura o fuga,SUSPENSION_003,Suspensión y Dirección,alta
siento que la direccion hidraulica esta durisima en carabayllo,Cremallera de direccion asistida con holgura o fuga,SUSPENSION_003,Suspensión y Dirección,alta
al salir a trabajar la direccion hidraulica esta durisima al acelerar,Cremallera de direccion asistida con holgura o fuga,SUSPENSION_003,Suspensión y Dirección,alta
amigo mi auto presenta la direccion hidraulica esta durisima de la nada,Cremallera de direccion asistida con holgura o fuga,SUSPENSION_003,Suspensión y Dirección,alta
hace dos dias noto que la direccion hidraulica esta durisima cuando voy manejando,Cremallera de direccion asistida con holgura o fuga,SUSPENSION_003,Suspensión y Dirección,alta
el motor revoluciona alto pero el carro no avanza con fuerza,Disco de embrague desgastado o patinando,EMBRAGUE_001,Transmisión y Embrague,alta
buenas tardes mecanico el motor revoluciona alto pero el carro no avanza con fuerza en la pista,Disco de embrague desgastado o patinando,EMBRAGUE_001,Transmisión y Embrague,alta
sabes que el motor revoluciona alto pero el carro no avanza con fuerza de la nada,Disco de embrague desgastado o patinando,EMBRAGUE_001,Transmisión y Embrague,alta
siento que el motor revoluciona alto pero el carro no avanza con fuerza en la pista,Disco de embrague desgastado o patinando,EMBRAGUE_001,Transmisión y Embrague,alta
hace dos dias noto que el motor revoluciona alto pero el carro no avanza con fuerza al pasar un rompemuelles,Disco de embrague desgastado o patinando,EMBRAGUE_001,Transmisión y Embrague,alta
hace dos dias noto que el motor revoluciona alto pero el carro no avanza con fuerza de la nada,Disco de embrague desgastado o patinando,EMBRAGUE_001,Transmisión y Embrague,alta
tengo un problema con mi auto el motor revoluciona alto pero el carro no avanza con fuerza al pasar un rompemuelles,Disco de embrague desgastado o patinando,EMBRAGUE_001,Transmisión y Embrague,alta
maestro una consulta el motor revoluciona alto pero el carro no avanza con fuerza al acelerar,Disco de embrague desgastado o patinando,EMBRAGUE_001,Transmisión y Embrague,alta
buenas tardes mecanico el motor revoluciona alto pero el carro no avanza con fuerza en carabayllo,Disco de embrague desgastado o patinando,EMBRAGUE_001,Transmisión y Embrague,alta
el carro se queda sin fuerza en subidas y huele a quemado,Disco de embrague desgastado o patinando,EMBRAGUE_001,Transmisión y Embrague,alta
tengo un problema con mi auto el carro se queda sin fuerza en subidas y huele a quemado al acelerar,Disco de embrague desgastado o patinando,EMBRAGUE_001,Transmisión y Embrague,alta
tengo un problema con mi auto el carro se queda sin fuerza en subidas y huele a quemado en la pista,Disco de embrague desgastado o patinando,EMBRAGUE_001,Transmisión y Embrague,alta
resulta que en mi carro el carro se queda sin fuerza en subidas y huele a quemado en la pista,Disco de embrague desgastado o patinando,EMBRAGUE_001,Transmisión y Embrague,alta
sabes que el carro se queda sin fuerza en subidas y huele a quemado en la pista,Disco de embrague desgastado o patinando,EMBRAGUE_001,Transmisión y Embrague,alta
buenas tardes mecanico el carro se queda sin fuerza en subidas y huele a quemado cuando voy manejando,Disco de embrague desgastado o patinando,EMBRAGUE_001,Transmisión y Embrague,alta
tengo un problema con mi auto el carro se queda sin fuerza en subidas y huele a quemado en carabayllo,Disco de embrague desgastado o patinando,EMBRAGUE_001,Transmisión y Embrague,alta
siento que el carro se queda sin fuerza en subidas y huele a quemado cuando voy manejando,Disco de embrague desgastado o patinando,EMBRAGUE_001,Transmisión y Embrague,alta
el embrague patina al cambiar de marcha,Disco de embrague desgastado o patinando,EMBRAGUE_001,Transmisión y Embrague,alta
al salir a trabajar el embrague patina al cambiar de marcha en carabayllo,Disco de embrague desgastado o patinando,EMBRAGUE_001,Transmisión y Embrague,alta
tengo un problema con mi auto el embrague patina al cambiar de marcha en las mañanas,Disco de embrague desgastado o patinando,EMBRAGUE_001,Transmisión y Embrague,alta
al salir a trabajar el embrague patina al cambiar de marcha al acelerar,Disco de embrague desgastado o patinando,EMBRAGUE_001,Transmisión y Embrague,alta
tengo un problema con mi auto el embrague patina al cambiar de marcha cuando voy manejando,Disco de embrague desgastado o patinando,EMBRAGUE_001,Transmisión y Embrague,alta
al salir a trabajar el embrague patina al cambiar de marcha en las mañanas,Disco de embrague desgastado o patinando,EMBRAGUE_001,Transmisión y Embrague,alta
al salir a trabajar el embrague patina al cambiar de marcha de la nada,Disco de embrague desgastado o patinando,EMBRAGUE_001,Transmisión y Embrague,alta
maestro una consulta el embrague patina al cambiar de marcha cuando voy manejando,Disco de embrague desgastado o patinando,EMBRAGUE_001,Transmisión y Embrague,alta
los cambios rascados o duros de entrar,Falla en bombin o bomba hidraulica de embrague,EMBRAGUE_002,Transmisión y Embrague,alta
amigo mi auto presenta los cambios rascados o duros de entrar de la nada,Falla en bombin o bomba hidraulica de embrague,EMBRAGUE_002,Transmisión y Embrague,alta
buenas tardes mecanico los cambios rascados o duros de entrar en la pista,Falla en bombin o bomba hidraulica de embrague,EMBRAGUE_002,Transmisión y Embrague,alta
resulta que en mi carro los cambios rascados o duros de entrar cuando voy manejando,Falla en bombin o bomba hidraulica de embrague,EMBRAGUE_002,Transmisión y Embrague,alta
maestro una consulta los cambios rascados o duros de entrar en carabayllo,Falla en bombin o bomba hidraulica de embrague,EMBRAGUE_002,Transmisión y Embrague,alta
amigo mi auto presenta los cambios rascados o duros de entrar en carabayllo,Falla en bombin o bomba hidraulica de embrague,EMBRAGUE_002,Transmisión y Embrague,alta
tengo un problema con mi auto los cambios rascados o duros de entrar al acelerar,Falla en bombin o bomba hidraulica de embrague,EMBRAGUE_002,Transmisión y Embrague,alta
sabes que los cambios rascados o duros de entrar al pasar un rompemuelles,Falla en bombin o bomba hidraulica de embrague,EMBRAGUE_002,Transmisión y Embrague,alta
tengo un problema con mi auto los cambios rascados o duros de entrar al pasar un rompemuelles,Falla en bombin o bomba hidraulica de embrague,EMBRAGUE_002,Transmisión y Embrague,alta
el pedal de embrague no regresa bien,Falla en bombin o bomba hidraulica de embrague,EMBRAGUE_002,Transmisión y Embrague,alta
hace dos dias noto que el pedal de embrague no regresa bien cuando voy manejando,Falla en bombin o bomba hidraulica de embrague,EMBRAGUE_002,Transmisión y Embrague,alta
sabes que el pedal de embrague no regresa bien al acelerar,Falla en bombin o bomba hidraulica de embrague,EMBRAGUE_002,Transmisión y Embrague,alta
tengo un problema con mi auto el pedal de embrague no regresa bien de la nada,Falla en bombin o bomba hidraulica de embrague,EMBRAGUE_002,Transmisión y Embrague,alta
amigo mi auto presenta el pedal de embrague no regresa bien al acelerar,Falla en bombin o bomba hidraulica de embrague,EMBRAGUE_002,Transmisión y Embrague,alta
hace dos dias noto que el pedal de embrague no regresa bien al acelerar,Falla en bombin o bomba hidraulica de embrague,EMBRAGUE_002,Transmisión y Embrague,alta
sabes que el pedal de embrague no regresa bien en la pista,Falla en bombin o bomba hidraulica de embrague,EMBRAGUE_002,Transmisión y Embrague,alta
resulta que en mi carro el pedal de embrague no regresa bien al acelerar,Falla en bombin o bomba hidraulica de embrague,EMBRAGUE_002,Transmisión y Embrague,alta
resulta que en mi carro el pedal de embrague no regresa bien en la pista,Falla en bombin o bomba hidraulica de embrague,EMBRAGUE_002,Transmisión y Embrague,alta
cuesta meter primera y retroceso,Falla en bombin o bomba hidraulica de embrague,EMBRAGUE_002,Transmisión y Embrague,alta
hace dos dias noto que cuesta meter primera y retroceso de la nada,Falla en bombin o bomba hidraulica de embrague,EMBRAGUE_002,Transmisión y Embrague,alta
tengo un problema con mi auto cuesta meter primera y retroceso al pasar un rompemuelles,Falla en bombin o bomba hidraulica de embrague,EMBRAGUE_002,Transmisión y Embrague,alta
maestro una consulta cuesta meter primera y retroceso en las mañanas,Falla en bombin o bomba hidraulica de embrague,EMBRAGUE_002,Transmisión y Embrague,alta
buenas tardes mecanico cuesta meter primera y retroceso en la pista,Falla en bombin o bomba hidraulica de embrague,EMBRAGUE_002,Transmisión y Embrague,alta
tengo un problema con mi auto cuesta meter primera y retroceso al acelerar,Falla en bombin o bomba hidraulica de embrague,EMBRAGUE_002,Transmisión y Embrague,alta
sabes que cuesta meter primera y retroceso en las mañanas,Falla en bombin o bomba hidraulica de embrague,EMBRAGUE_002,Transmisión y Embrague,alta
el carro no arranca solo hace un click seco,Bateria descargada o bornes sulfatados,ELECTRICO_002,Sistema Eléctrico y Carga,media
buenas tardes mecanico el carro no arranca solo hace un click seco en la pista,Bateria descargada o bornes sulfatados,ELECTRICO_002,Sistema Eléctrico y Carga,media
