fila_base,familia_sha256,particion
736,fe1c290f99e1973831176c249c4eb5e9e644510db266b149a75ed1f9aa90fa33,desarrollo
737,fe1c290f99e1973831176c249c4eb5e9e644510db266b149a75ed1f9aa90fa33,desarrollo
738,fe1c290f99e1973831176c249c4eb5e9e644510db266b149a75ed1f9aa90fa33,desarrollo
739,58b1a6e6944e0f5eb55fa59f4e8d2b09efb2572577c22d641109481822e14072,desarrollo
740,58b1a6e6944e0f5eb55fa59f4e8d2b09efb2572577c22d641109481822e14072,desarrollo
741,fe1c290f99e1973831176c249c4eb5e9e644510db266b149a75ed1f9aa90fa33,desarrollo
742,fe1c290f99e1973831176c249c4eb5e9e644510db266b149a75ed1f9aa90fa33,desarrollo
743,fe1c290f99e1973831176c249c4eb5e9e644510db266b149a75ed1f9aa90fa33,desarrollo
744,58b1a6e6944e0f5eb55fa59f4e8d2b09efb2572577c22d641109481822e14072,desarrollo
745,be1346586e79a9712b311fb008e14a944f2ce13828df4fb13a473cda14ebf266,desarrollo
746,be1346586e79a9712b311fb008e14a944f2ce13828df4fb13a473cda14ebf266,desarrollo
747,be1346586e79a9712b311fb008e14a944f2ce13828df4fb13a473cda14ebf266,desarrollo
748,be1346586e79a9712b311fb008e14a944f2ce13828df4fb13a473cda14ebf266,desarrollo
749,be1346586e79a9712b311fb008e14a944f2ce13828df4fb13a473cda14ebf266,desarrollo
750,be1346586e79a9712b311fb008e14a944f2ce13828df4fb13a473cda14ebf266,desarrollo
751,be1346586e79a9712b311fb008e14a944f2ce13828df4fb13a473cda14ebf266,desarrollo
752,be1346586e79a9712b311fb008e14a944f2ce13828df4fb13a473cda14ebf266,desarrollo
753,ce3ab99143e9f6635b374768ce37b1eae2f874e6e80293ee06c7b9cbdce3d9f3,desarrollo
754,eb31cb4e054b02ca120a644d982c342151c114c71aeddbf2302531123c7fed14,desarrollo
755,eb31cb4e054b02ca120a644d982c342151c114c71aeddbf2302531123c7fed14,desarrollo
756,eb31cb4e054b02ca120a644d982c342151c114c71aeddbf2302531123c7fed14,desarrollo
757,eb31cb4e054b02ca120a644d982c342151c114c71aeddbf2302531123c7fed14,desarrollo
758,eb31cb4e054b02ca120a644d982c342151c114c71aeddbf2302531123c7fed14,desarrollo
759,eb31cb4e054b02ca120a644d982c342151c114c71aeddbf2302531123c7fed14,desarrollo
760,1a0c27640c14883c08f6437c94f8191fc822052d52d581f064d56ca00f8dbc32,desarrollo
761,eb31cb4e054b02ca120a644d982c342151c114c71aeddbf2302531123c7fed14,desarrollo
762,1f468bd57eaa4b6878f9962e4cbe988652188fd9551900bb6eb947e6091b7833,desarrollo
763,0331b3033ee081c44fab941bb3722612734f0d77aedb91d3a8ca4d879f06431e,desarrollo
764,0331b3033ee081c44fab941bb3722612734f0d77aedb91d3a8ca4d879f06431e,desarrollo
765,0331b3033ee081c44fab941bb3722612734f0d77aedb91d3a8ca4d879f06431e,desarrollo
766,0331b3033ee081c44fab941bb3722612734f0d77aedb91d3a8ca4d879f06431e,desarrollo
767,8b4644acfb3587b77f9b2484e79c15a9f4abaddec60bf4cb423067d2ad4d2b43,desarrollo
768,0331b3033ee081c44fab941bb3722612734f0d77aedb91d3a8ca4d879f06431e,desarrollo
769,8b4644acfb3587b77f9b2484e79c15a9f4abaddec60bf4cb423067d2ad4d2b43,desarrollo
770,0331b3033ee081c44fab941bb3722612734f0d77aedb91d3a8ca4d879f06431e,desarrollo
771,0331b3033ee081c44fab941bb3722612734f0d77aedb91d3a8ca4d879f06431e,desarrollo
772,a0f8679e19405267218969b3fc0093d6d42df144b5ae82560d588992efec19da,holdout
773,2c7a36657f694c724d80f23e959348345f1eda65c0d3c2ce786474ab2d7ced18,desarrollo
774,a0f8679e19405267218969b3fc0093d6d42df144b5ae82560d588992efec19da,holdout
775,2c7a36657f694c724d80f23e959348345f1eda65c0d3c2ce786474ab2d7ced18,desarrollo
776,a0f8679e19405267218969b3fc0093d6d42df144b5ae82560d588992efec19da,holdout
777,a0f8679e19405267218969b3fc0093d6d42df144b5ae82560d588992efec19da,holdout
778,a7c89a246e8cbe021be0f323ae8d13e5afbfde62d3896b8f08729cd4cb67e18e,holdout
779,a0f8679e19405267218969b3fc0093d6d42df144b5ae82560d588992efec19da,holdout
780,a0f8679e19405267218969b3fc0093d6d42df144b5ae82560d588992efec19da,holdout
781,fa4bdc536537a4abc3ca2563f56fe9ed6b581ee75a82d7ae929b8ae1b0fc8ca8,desarrollo
782,fa4bdc536537a4abc3ca2563f56fe9ed6b581ee75a82d7ae929b8ae1b0fc8ca8,desarrollo
783,22ad848b421d9aafac4c34ecd46578738d64ba8f974dbcb27d48f17bdfd6d474,desarrollo
784,fa4bdc536537a4abc3ca2563f56fe9ed6b581ee75a82d7ae929b8ae1b0fc8ca8,desarrollo
785,fa4bdc536537a4abc3ca2563f56fe9ed6b581ee75a82d7ae929b8ae1b0fc8ca8,desarrollo
786,22ad848b421d9aafac4c34ecd46578738d64ba8f974dbcb27d48f17bdfd6d474,desarrollo
787,fa4bdc536537a4abc3ca2563f56fe9ed6b581ee75a82d7ae929b8ae1b0fc8ca8,desarrollo
788,22ad848b421d9aafac4c34ecd46578738d64ba8f974dbcb27d48f17bdfd6d474,desarrollo
789,fa4bdc536537a4abc3ca2563f56fe9ed6b581ee75a82d7ae929b8ae1b0fc8ca8,desarrollo
790,9e83f0805a50fc8861623b1f5fbf4a0f78508193bad8ec10988f9f23d493f7fe,desarrollo
791,9e83f0805a50fc8861623b1f5fbf4a0f78508193bad8ec10988f9f23d493f7fe,desarrollo
792,9e83f0805a50fc8861623b1f5fbf4a0f78508193bad8ec10988f9f23d493f7fe,desarrollo
793,9e83f0805a50fc8861623b1f5fbf4a0f78508193bad8ec10988f9f23d493f7fe,desarrollo
794,bca36e76cbb5ef4248f46081f02f8c7b23f34b7775d9a8edb806523d07adde1c,desarrollo
795,9e83f0805a50fc8861623b1f5fbf4a0f78508193bad8ec10988f9f23d493f7fe,desarrollo
796,821736366af688e2330709f74c91bafaf1fcb6a9a3e7af8cdde34c17f16d6b83,desarrollo
797,9e83f0805a50fc8861623b1f5fbf4a0f78508193bad8ec10988f9f23d493f7fe,desarrollo
798,f5ef283d40eac0fe1d4b54e5c43c551b94bb867b8c47ffa5c84afc4cef090c1e,desarrollo
799,f5ef283d40eac0fe1d4b54e5c43c551b94bb867b8c47ffa5c84afc4cef090c1e,desarrollo
800,f5ef283d40eac0fe1d4b54e5c43c551b94bb867b8c47ffa5c84afc4cef090c1e,desarrollo
801,f5ef283d40eac0fe1d4b54e5c43c551b94bb867b8c47ffa5c84afc4cef090c1e,desarrollo
802,f5ef283d40eac0fe1d4b54e5c43c551b94bb867b8c47ffa5c84afc4cef090c1e,desarrollo
803,f5ef283d40eac0fe1d4b54e5c43c551b94bb867b8c47ffa5c84afc4cef090c1e,desarrollo
804,53a7a309685a0d9b40818f55d979499ad876e62c79ad9846415498c41da66804,holdout
805,f5ef283d40eac0fe1d4b54e5c43c551b94bb867b8c47ffa5c84afc4cef090c1e,desarrollo
806,7329492dff06d079277d89f3af18f70f70dd22d5a15682f00f6cf1fda0f71a80,desarrollo
807,529840943794dd612d950d695cefc78a9d3f3b4bd0bee0c1582fe7249a247df7,desarrollo
808,861f5093bd024ec20316d74102f2407ae43497739d6f399f07eb0d49249240d6,desarrollo
809,7329492dff06d079277d89f3af18f70f70dd22d5a15682f00f6cf1fda0f71a80,desarrollo
810,7329492dff06d079277d89f3af18f70f70dd22d5a15682f00f6cf1fda0f71a80,desarrollo
811,7329492dff06d079277d89f3af18f70f70dd22d5a15682f00f6cf1fda0f71a80,desarrollo
812,7329492dff06d079277d89f3af18f70f70dd22d5a15682f00f6cf1fda0f71a80,desarrollo
813,7329492dff06d079277d89f3af18f70f70dd22d5a15682f00f6cf1fda0f71a80,desarrollo
814,7329492dff06d079277d89f3af18f70f70dd22d5a15682f00f6cf1fda0f71a80,desarrollo
815,0858af500e382b5c29c210ae695fdddcb7c5ce93607647d17415392f551ef6cb,holdout
816,8d6a67db29f581218f9101ea86bcc281705cbfd1c13a183bb258680345b55bb0,holdout
817,0858af500e382b5c29c210ae695fdddcb7c5ce93607647d17415392f551ef6cb,holdout
818,0858af500e382b5c29c210ae695fdddcb7c5ce93607647d17415392f551ef6cb,holdout
819,8d6a67db29f581218f9101ea86bcc281705cbfd1c13a183bb258680345b55bb0,holdout
820,8d6a67db29f581218f9101ea86bcc281705cbfd1c13a183bb258680345b55bb0,holdout
821,0858af500e382b5c29c210ae695fdddcb7c5ce93607647d17415392f551ef6cb,holdout
822,0858af500e382b5c29c210ae695fdddcb7c5ce93607647d17415392f551ef6cb,holdout
823,4c91a2b0081ed706273157e01666bae8f98ee644aedf5253f58803d81996f3b2,desarrollo
824,4c91a2b0081ed706273157e01666bae8f98ee644aedf5253f58803d81996f3b2,desarrollo
825,4c91a2b0081ed706273157e01666bae8f98ee644aedf5253f58803d81996f3b2,desarrollo
826,4c91a2b0081ed706273157e01666bae8f98ee644aedf5253f58803d81996f3b2,desarrollo
827,4c91a2b0081ed706273157e01666bae8f98ee644aedf5253f58803d81996f3b2,desarrollo
828,4c91a2b0081ed706273157e01666bae8f98ee644aedf5253f58803d81996f3b2,desarrollo
829,4c91a2b0081ed706273157e01666bae8f98ee644aedf5253f58803d81996f3b2,desarrollo
830,4c91a2b0081ed706273157e01666bae8f98ee644aedf5253f58803d81996f3b2,desarrollo
831,76572543a5375eb13a223c483cd55cdf05a4176b0d1244fae6cfd72bbb54758e,holdout
832,76572543a5375eb13a223c483cd55cdf05a4176b0d1244fae6cfd72bbb54758e,holdout
833,dc576073f2cb10cd63fa0cca755cb283e020a2b133af8607af1a156693b95d0f,holdout
834,76572543a5375eb13a223c483cd55cdf05a4176b0d1244fae6cfd72bbb54758e,holdout
835,76572543a5375eb13a223c483cd55cdf05a4176b0d1244fae6cfd72bbb54758e,holdout
836,b08bab1ca22d9314fb6da2975c8a05c8c844d3bdc937e27b4da98b5791385d94,holdout
837,76572543a5375eb13a223c483cd55cdf05a4176b0d1244fae6cfd72bbb54758e,holdout
838,76572543a5375eb13a223c483cd55cdf05a4176b0d1244fae6cfd72bbb54758e,holdout
839,76572543a5375eb13a223c483cd55cdf05a4176b0d1244fae6cfd72bbb54758e,holdout
840,5883525255aff6dc0d4dba7e202ed09a90a8c4ca1a3b75d7cb72f1e85dc906d5,desarrollo
841,5883525255aff6dc0d4dba7e202ed09a90a8c4ca1a3b75d7cb72f1e85dc906d5,desarrollo
842,5883525255aff6dc0d4dba7e202ed09a90a8c4ca1a3b75d7cb72f1e85dc906d5,desarrollo
843,5883525255aff6dc0d4dba7e202ed09a90a8c4ca1a3b75d7cb72f1e85dc906d5,desarrollo
844,8c72ac33a0a83b300c77e31423f8735386d82890ccef58be1e3dced050ec8ae7,desarrollo
845,5883525255aff6dc0d4dba7e202ed09a90a8c4ca1a3b75d7cb72f1e85dc906d5,desarrollo
846,5883525255aff6dc0d4dba7e202ed09a90a8c4ca1a3b75d7cb72f1e85dc906d5,desarrollo
847,5883525255aff6dc0d4dba7e202ed09a90a8c4ca1a3b75d7cb72f1e85dc906d5,desarrollo
848,39d1c1858ca0dff03ad9d558fde3a7731451234ad4f8ee59a478eae9cdeed579,desarrollo
849,a35140604f38e0b1e2d336de228960685b669751ac300588596b65effd299b21,desarrollo
850,39d1c1858ca0dff03ad9d558fde3a7731451234ad4f8ee59a478eae9cdeed579,desarrollo
851,39d1c1858ca0dff03ad9d558fde3a7731451234ad4f8ee59a478eae9cdeed579,desarrollo
852,39d1c1858ca0dff03ad9d558fde3a7731451234ad4f8ee59a478eae9cdeed579,desarrollo
853,39d1c1858ca0dff03ad9d558fde3a7731451234ad4f8ee59a478eae9cdeed579,desarrollo
854,c7222121d1ba921b5841daf3817484417b59ef54b58b87c1c717ce0b7cd2e6fb,desarrollo
855,39d1c1858ca0dff03ad9d558fde3a7731451234ad4f8ee59a478eae9cdeed579,desarrollo
856,c7222121d1ba921b5841daf3817484417b59ef54b58b87c1c717ce0b7cd2e6fb,desarrollo
857,0bf0449d76c8e4fc7acbb0d763ed15ef327bfe8a0bb182de4da1f10ac10446d0,holdout
858,0bf0449d76c8e4fc7acbb0d763ed15ef327bfe8a0bb182de4da1f10ac10446d0,holdout
859,0bf0449d76c8e4fc7acbb0d763ed15ef327bfe8a0bb182de4da1f10ac10446d0,holdout
860,0bf0449d76c8e4fc7acbb0d763ed15ef327bfe8a0bb182de4da1f10ac10446d0,holdout
861,0bf0449d76c8e4fc7acbb0d763ed15ef327bfe8a0bb182de4da1f10ac10446d0,holdout
862,0bf0449d76c8e4fc7acbb0d763ed15ef327bfe8a0bb182de4da1f10ac10446d0,holdout
863,def70cd6e251a0d1dc5bacd773724077663ef5280dd2849e20eb52de99aa9e4d,desarrollo
864,0bf0449d76c8e4fc7acbb0d763ed15ef327bfe8a0bb182de4da1f10ac10446d0,holdout
865,a917b55824dcb93024c5a952b2f7e84dfa9a78100ba0fff95d54643694c2a003,desarrollo
866,1bbe74d7217468298253cfbce230c7be9ce36ddfcad2035bbbd6777e5cd02f91,desarrollo
867,a917b55824dcb93024c5a952b2f7e84dfa9a78100ba0fff95d54643694c2a003,desarrollo
868,a917b55824dcb93024c5a952b2f7e84dfa9a78100ba0fff95d54643694c2a003,desarrollo
869,a917b55824dcb93024c5a952b2f7e84dfa9a78100ba0fff95d54643694c2a003,desarrollo
870,a917b55824dcb93024c5a952b2f7e84dfa9a78100ba0fff95d54643694c2a003,desarrollo
871,a917b55824dcb93024c5a952b2f7e84dfa9a78100ba0fff95d54643694c2a003,desarrollo
872,da2b668eb669d98ae222982e0fd331ba55ce1a78ec1a43be69b8d52fc80557a6,holdout
873,a917b55824dcb93024c5a952b2f7e84dfa9a78100ba0fff95d54643694c2a003,desarrollo
874,9dbe1f8c3d7a04f5aeda5e78d9feeb95e562e021b2047dc8e9034de3f11c00fd,desarrollo
875,9dbe1f8c3d7a04f5aeda5e78d9feeb95e562e021b2047dc8e9034de3f11c00fd,desarrollo
876,9dbe1f8c3d7a04f5aeda5e78d9feeb95e562e021b2047dc8e9034de3f11c00fd,desarrollo
877,9dbe1f8c3d7a04f5aeda5e78d9feeb95e562e021b2047dc8e9034de3f11c00fd,desarrollo
878,9dbe1f8c3d7a04f5aeda5e78d9feeb95e562e021b2047dc8e9034de3f11c00fd,desarrollo
879,9dbe1f8c3d7a04f5aeda5e78d9feeb95e562e021b2047dc8e9034de3f11c00fd,desarrollo
880,00e77276a7cc1852dd0d26f7108ee9a7ee63823b1333d94634935370bf105b13,desarrollo
881,9dbe1f8c3d7a04f5aeda5e78d9feeb95e562e021b2047dc8e9034de3f11c00fd,desarrollo
882,9dbe1f8c3d7a04f5aeda5e78d9feeb95e562e021b2047dc8e9034de3f11c00fd,desarrollo
883,00fa48a855cda085eb01f0dfb6d08df38aaae67ac266e54e93f9de4c00b0c0ef,desarrollo
884,e73ca71813fa2787ab9d54dd1d1d1d3d7b4e4bbe1e69e2cf330e85095ab6389e,holdout
885,61917c568a91ccfd4b34ca98322303c8a321aed242a52912f45dff0e4989c0a8,desarrollo
886,00fa48a855cda085eb01f0dfb6d08df38aaae67ac266e54e93f9de4c00b0c0ef,desarrollo
887,00fa48a855cda085eb01f0dfb6d08df38aaae67ac266e54e93f9de4c00b0c0ef,desarrollo
888,00fa48a855cda085eb01f0dfb6d08df38aaae67ac266e54e93f9de4c00b0c0ef,desarrollo
889,00fa48a855cda085eb01f0dfb6d08df38aaae67ac266e54e93f9de4c00b0c0ef,desarrollo
890,00fa48a855cda085eb01f0dfb6d08df38aaae67ac266e54e93f9de4c00b0c0ef,desarrollo
891,b0ce3b5795461aebd43d69583875bc0ace359f1788078305d81db707fd3afb3b,holdout
892,b0ce3b5795461aebd43d69583875bc0ace359f1788078305d81db707fd3afb3b,holdout
893,b0ce3b5795461aebd43d69583875bc0ace359f1788078305d81db707fd3afb3b,holdout
894,b0ce3b5795461aebd43d69583875bc0ace359f1788078305d81db707fd3afb3b,holdout
895,ecd3a29b746fe93cdd27457ceb2db92a0b1712a757dec481b90a8d7baceedaec,desarrollo
896,b0ce3b5795461aebd43d69583875bc0ace359f1788078305d81db707fd3afb3b,holdout
897,b0ce3b5795461aebd43d69583875bc0ace359f1788078305d81db707fd3afb3b,holdout
898,b0ce3b5795461aebd43d69583875bc0ace359f1788078305d81db707fd3afb3b,holdout
899,b0ce3b5795461aebd43d69583875bc0ace359f1788078305d81db707fd3afb3b,holdout
900,ea440c38097a6d44993a3e016dc5fea4c20651da6df460f50f8a9c27d0ebd0f1,desarrollo
901,ea440c38097a6d44993a3e016dc5fea4c20651da6df460f50f8a9c27d0ebd0f1,desarrollo
902,ea440c38097a6d44993a3e016dc5fea4c20651da6df460f50f8a9c27d0ebd0f1,desarrollo
903,b5632bf028d4adf770b76e32b12c7b7aeb4e19bdcdaee8f2d4241dc73be29f58,desarrollo
904,ea440c38097a6d44993a3e016dc5fea4c20651da6df460f50f8a9c27d0ebd0f1,desarrollo
905,ea440c38097a6d44993a3e016dc5fea4c20651da6df460f50f8a9c27d0ebd0f1,desarrollo
906,47ede3de52bff4efa248361c47246a8fcf05e5db740b8bb8a0e5b62633d715f8,holdout
907,ea440c38097a6d44993a3e016dc5fea4c20651da6df460f50f8a9c27d0ebd0f1,desarrollo
908,7ddd33fd96a6a8d3048e509df0d7e874f77d278c017420e5677b8ba633e4e198,desarrollo
909,7ddd33fd96a6a8d3048e509df0d7e874f77d278c017420e5677b8ba633e4e198,desarrollo
910,7ddd33fd96a6a8d3048e509df0d7e874f77d278c017420e5677b8ba633e4e198,desarrollo
911,7ddd33fd96a6a8d3048e509df0d7e874f77d278c017420e5677b8ba633e4e198,desarrollo
912,215aa1dcebfe440dcff3a227d6821e40d6e6d3acbbff62a3b1dca76e71130186,desarrollo
913,7ddd33fd96a6a8d3048e509df0d7e874f77d278c017420e5677b8ba633e4e198,desarrollo
914,7ddd33fd96a6a8d3048e509df0d7e874f77d278c017420e5677b8ba633e4e198,desarrollo
915,7ddd33fd96a6a8d3048e509df0d7e874f77d278c017420e5677b8ba633e4e198,desarrollo
916,e6ea0705fed0e97d83baca446916f9cdbe6e1d0ced13febe094072a34db8d236,desarrollo
917,e6ea0705fed0e97d83baca446916f9cdbe6e1d0ced13febe094072a34db8d236,desarrollo
918,e6ea0705fed0e97d83baca446916f9cdbe6e1d0ced13febe094072a34db8d236,desarrollo
919,e6ea0705fed0e97d83baca446916f9cdbe6e1d0ced13febe094072a34db8d236,desarrollo
920,e6ea0705fed0e97d83baca446916f9cdbe6e1d0ced13febe094072a34db8d236,desarrollo
921,e6ea0705fed0e97d83baca446916f9cdbe6e1d0ced13febe094072a34db8d236,desarrollo
922,e6ea0705fed0e97d83baca446916f9cdbe6e1d0ced13febe094072a34db8d236,desarrollo
923,e6ea0705fed0e97d83baca446916f9cdbe6e1d0ced13febe094072a34db8d236,desarrollo
924,0354774acaddae8b7da59c27f049d3a4843a488c2a575a92b43bcc7cfc8e2928,desarrollo
925,0354774acaddae8b7da59c27f049d3a4843a488c2a575a92b43bcc7cfc8e2928,desarrollo
926,0354774acaddae8b7da59c27f049d3a4843a488c2a575a92b43bcc7cfc8e2928,desarrollo
927,0354774acaddae8b7da59c27f049d3a4843a488c2a575a92b43bcc7cfc8e2928,desarrollo
928,0354774acaddae8b7da59c27f049d3a4843a488c2a575a92b43bcc7cfc8e2928,desarrollo
929,0354774acaddae8b7da59c27f049d3a4843a488c2a575a92b43bcc7cfc8e2928,desarrollo
930,0354774acaddae8b7da59c27f049d3a4843a488c2a575a92b43bcc7cfc8e2928,desarrollo
931,79e049032c676e3e49cc7fe22e3a3601260aef61947a8f62c806413c52a96d85,desarrollo
932,0354774acaddae8b7da59c27f049d3a4843a488c2a575a92b43bcc7cfc8e2928,desarrollo
933,0be25c585554dcb016d9fa22b8dfd94d3d2cdfe9157c9987a94d81f02e286740,desarrollo
934,63da747cc8f8d289890ff7bbe5b2f2572ba716077a501dc565c98871c0f5041b,desarrollo
935,c71d9de3f636436b6cbd50817df478bf41b5234c1e63e361ed9f8e38aab3e8f7,desarrollo
936,f47dca8e98fb94d3bfb2b5a679a6e324647d1f8adc95149c8982c223eb7e9a2c,desarrollo
937,66e64b70785e2dc73c7c62d1484dbf6f6765fe80ef377f350145751e5b4841f2,desarrollo
938,6f1657289c0c9258016c78aafabe6ce489e86a2cf3781ef9d6b032e1d2a5f15d,desarrollo
939,f31a3423a48eb507dcb0b132562b49799b71384c63c7d51e488515c5e0dd816e,desarrollo
940,de463a25e027bdeafc380bb5dd3a1cc50145bd73f57b4e58960ec96c07b5b1c3,desarrollo
941,2f0c27a3da207c6ab3d600bcee0523f8d461edcd263a1704922c10423d0d100a,desarrollo
942,72d6cc84415262c1dbf7c50cc122820365bc8d60812386243c493ae693f29e50,desarrollo
943,f31a3423a48eb507dcb0b132562b49799b71384c63c7d51e488515c5e0dd816e,desarrollo
944,3fd4327fce7181174e2dab306c691869d3e0a04c8ebd75ba610c805aeddb6a04,desarrollo
945,113f5013c7ba7acadfd24d13276ceca96dd970c53ec40b0b86a5a6b249f99bd5,holdout
946,3e49d3fa45810f92594ae4e3c4fdb16a10473e4d43f6aee3fbc219eb374ca962,desarrollo
947,4da312f5a5b6ba4ba35b35f63fb7c442bf87cf856184168ba327f3f359d227b8,desarrollo
948,087945cf1e08e7dcb5ca36d11a2690a569b74442d0a5cac16d29c97cff0db4c1,desarrollo
949,69361aca43c43c31e487be7dae944adf7e781800bba5408be8746d75617aec9e,desarrollo
950,5b2e8e99e648d9ae63b7d40d9d9e45f5244cd21f0152cc603accfa98b7a8157b,desarrollo
951,ff14493d1d6047c3a3f823d559dd3af6016083ea1c4bc8b5a95386e04b35f4ef,desarrollo
952,8bd460cb1c75d4f7aa8103b197d3739eb074b1f27fb846a38f0527a21460ec08,desarrollo
953,0ceca66e14e4181ec8a2b81be164f73c40fbce8d70f2f06727462e469db90f77,desarrollo
954,9225200260210b504e5f5bcb018fdeef4fa09a69d94a76049e662aebc980fb3a,desarrollo
955,66149147c96d38516a27ba28bb16e65c1387f1d952dc0cc3456a0f3ce2be3db5,desarrollo
956,043c84cbd1440da89a2231659b351243f44a903021dd2f5e0f7e7fa614eedefa,desarrollo
957,0ceca66e14e4181ec8a2b81be164f73c40fbce8d70f2f06727462e469db90f77,desarrollo
958,0374a565d7197ea7e7e3afdfbcc2cedb334f97fc32414632af683bd762acbe84,desarrollo
959,654177f8cb2b36fd9eedb09d9569dacaf45a76b52b0caed372d84e763b6fa5ed,desarrollo
960,832c4b264ef941b3ec7864f43463a8748351b8c39cd36af50e0c6840e608e36e,holdout
961,19b9e1588e20db505657a55334455f681b4615e08b64afee4b267022472b468a,desarrollo
962,64e2d822c38e392478feeb2de1e7da67430c4765716db3d04b8b8ef0c2c9dc3e,holdout
963,cf1db89ebbd840586290a66668ff2379e2b15e9b643036e7597e125e130b9bcd,desarrollo
964,832c4b264ef941b3ec7864f43463a8748351b8c39cd36af50e0c6840e608e36e,holdout
965,220b650008909aeaae62e7db61810318556f90d58cfd6d8563ec50d80067c25c,desarrollo
966,c960d2299770d29d90055e17da546a2ffc279fa41f8bb8bf5efc7f76b2b606c6,desarrollo
967,c3158232f58b422012a8ec1d425e3e679e62b6997ff0a3bd8c59401242dbed39,holdout
968,bb5f7afbdb837b62e1f24531a0b3a895117c500436b629b14444b4516d499a17,desarrollo
969,50be1af2611093c620c21cc08ac3e51029b931444c177f09e45b5b94d8cd9955,desarrollo
970,f5c15a8fd82697c88ef5a3241c5f2f4d4bdacc78d102f8f0fc5e8f8201197c3f,desarrollo
971,724696c477e74696d787c148e7da9b2bf6ffcf137872e4098de8c7b51037e1de,desarrollo
972,c7da0788c155de011d1a4bba6189a0d54e7dd86d6002dcd71dfa885587edf0df,desarrollo
973,ab242d37cb2820cef8e310ba25a238eeda20ec55f38f3bd1024853a3a23171f1,desarrollo
974,9861d1bcf061568a300ebab6b390ca707deae98b93e0b404f4f87ccf8ec3f84a,holdout
975,2a99d7b933e85b4ae0076c7aa8c072596979be3d83b33ff5d7cf9bfbfab4a705,desarrollo
976,8f176fed3993b636015ec690fafe07c38850c7af780b97724e73cb8f93d30cff,desarrollo
977,ab242d37cb2820cef8e310ba25a238eeda20ec55f38f3bd1024853a3a23171f1,desarrollo
978,df9523911d4dd622504aee79158b4bc67a3f0bf8947058a3a5ca721c2d50fe02,holdout
979,ab242d37cb2820cef8e310ba25a238eeda20ec55f38f3bd1024853a3a23171f1,desarrollo
980,958ef419f0414f49ec43e94e93ff4ae5e3abba70188df6c6a7b70dbcf670ecb8,desarrollo
981,02bdf74a89c0ad48f2de4340fa1d3d30177cde4cfecd5bdc9cb991d943864370,desarrollo
982,958ef419f0414f49ec43e94e93ff4ae5e3abba70188df6c6a7b70dbcf670ecb8,desarrollo
983,fb1dd2298afc6943e6a0ef32da75b2b5f9cf748ce57afe031b4ff2d152128a1c,desarrollo
984,8d7305334f5556dae748292460667c156aa37d0ab2fe530f91e9416b25c3dce4,desarrollo
985,3f9e903f687b833482b1f432b1de967981b34996f77065bfe7c6456b747a50c7,desarrollo
986,31abb5649a2de43d6daec7018cdfba8dd444d05e81ad7e45cded2951596f101a,desarrollo
987,fcd0470ee2d542ac9d039434ac5ed3d18b147a26e66cfaed63fed5fccd50c85d,desarrollo
988,8e1a7325608387e57848507b784d306cf2f13916e681021ee857303e25558b26,desarrollo
989,99698710e09bc64e73db255eae63e1210597fd8885ac52fdeb7774b072455951,desarrollo
990,13c728bc826c8157f20eaaa45d24c6f3b77915f04d7e1b0eef93edfbaefe0132,holdout
991,589a9aa5bd567d008fe8816b8fe66de658b65812ced2018098b2b27715a8be9d,desarrollo
992,d0738562f65c60b39d67885aca94814c5b575ddf4d74cf0e924540a885a41a91,desarrollo
993,57221224e6b03cc7be91fe46c162bc5cb47b7205b3d43da99d21fc5ffbaf4abf,desarrollo
994,549e9358ef816cf10ef2907f728cc181b327ac40b339fa71af26ea71acfc8bc5,desarrollo
995,3207d63b7fa5c264556dc3c33e56f4ae734782497372b62640559c670a3e9ede,desarrollo
996,0dd6133ec882de05bf92fb479af50b5a4f97d3e8dbdd1f052ff546ad7810e462,desarrollo
997,0deeced501d9a172fdf7122acd62764d8cc632324677a62501c428f05017135a,desarrollo
998,6bafbc136755f641dadbdf3487588dda80c87b96385ff3574fb24cce2f028416,desarrollo
999,9e562f1bc432c7e211ccdd34c897e681f45c3ebba7064eb106a9b29f3fb3a39a,desarrollo
1000,8bbcb1da7626cb935e867422f009de1a0215e9387d97db1f9c2a2d66a7373b16,desarrollo
1001,e73e99ac0954dd99748fc28e1f908e3ed3350c13237d819988a95b70f4634b8d,desarrollo
1002,90c29af6da17969e78cb0db4bece44f21e2cbd803af764fcddce70182908bf10,desarrollo
1003,ca6bad32aa1f87a40b6617225fb8681f534bcbb5f60ca26f7a6cf2a3b1c94b32,desarrollo
1004,68260189c7aba80c1ca536ab0f45069cb9bd989bddfc3a060608f1ba39996e4d,desarrollo
1005,723c3eabff2326868912f404ea578eb0fe7d3a81dd8917bb3070257f49abcb05,desarrollo
1006,731d94fe3096ee3409fe27d3fa62cd6200b91b63c884c0666c9395cac92c9f58,desarrollo
1007,8012d7bdf7ebdf92c74bf05f63989ed994a70ab587f39519df283385a2227362,desarrollo
1008,159828db379d3cd22e647d53a8baa247d7b5451c10c6e503be5a6dfec839e9ae,desarrollo
1009,f233b130c8c99f3b2aa18ffe7f6d474a542a0164e28bfb9165774d7e99e32dcd,desarrollo
1010,4be10962a5c68b1ad4f3869ef4d2f173491eab0e149a8149b9f1a2474c7c435f,holdout
