caso_id,fecha,tipo_registro,estado,origen,vehiculo,sintoma,descripcion_sintoma,sistema_afectado_probable,prediccion_carbot,confianza_carbot,diagnostico_confirmado,prediccion_correcta,cantidad_campos_completos,campos_completos,tiempo_diagnostico_minutos,conversacion_id,diagnostico_id,nivel_evidencia,observacion
VAL-00268,2026-08-03,THESIS_POSTTEST,borrador,TRACKER_CSV_SYNTHETIC_IMPORT,Vehiculo Generico,Frenos duros mensaje webhook concurrente 1,NULL,ELECTRICO,Bateria descargada o arrancador defectuoso,NULL,Bateria descargada o arrancador defectuoso,1,0,1,1,NULL,NULL,NIVEL_C_SOLO_DESARROLLO,Registro sintético importado de tracker_diagnosticos.csv para validación de persistencia
VAL-00269,2026-08-03,THESIS_POSTTEST,borrador,TRACKER_CSV_SYNTHETIC_IMPORT,Vehiculo Generico,Frenos duros mensaje webhook concurrente 5,NULL,ELECTRICO,Bateria descargada o arrancador defectuoso,NULL,Bateria descargada o arrancador defectuoso,1,0,1,1,NULL,NULL,NIVEL_C_SOLO_DESARROLLO,Registro sintético importado de tracker_diagnosticos.csv para validación de persistencia
VAL-00269,2026-08-03,THESIS_POSTTEST,borrador,TRACKER_CSV_SYNTHETIC_IMPORT,Vehiculo Generico,Frenos duros mensaje webhook concurrente 3,NULL,ELECTRICO,Bateria descargada o arrancador defectuoso,NULL,Bateria descargada o arrancador defectuoso,1,0,1,1,NULL,NULL,NIVEL_C_SOLO_DESARROLLO,Registro sintético importado de tracker_diagnosticos.csv para validación de persistencia
VAL-00269,2026-08-03,THESIS_POSTTEST,borrador,TRACKER_CSV_SYNTHETIC_IMPORT,Vehiculo Generico,Frenos duros mensaje webhook concurrente 2,NULL,ELECTRICO,Bateria descargada o arrancador defectuoso,NULL,Bateria descargada o arrancador defectuoso,1,0,1,1,NULL,NULL,NIVEL_C_SOLO_DESARROLLO,Registro sintético importado de tracker_diagnosticos.csv para validación de persistencia
VAL-00272,2026-08-03,THESIS_POSTTEST,borrador,TRACKER_CSV_SYNTHETIC_IMPORT,Vehiculo Generico,Frenos duros mensaje webhook concurrente 7,NULL,ELECTRICO,Bateria descargada o arrancador defectuoso,NULL,Bateria descargada o arrancador defectuoso,1,0,1,1,NULL,NULL,NIVEL_C_SOLO_DESARROLLO,Registro sintético importado de tracker_diagnosticos.csv para validación de persistencia
VAL-00272,2026-08-03,THESIS_POSTTEST,borrador,TRACKER_CSV_SYNTHETIC_IMPORT,Vehiculo Generico,Frenos duros mensaje webhook concurrente 6,NULL,ELECTRICO,Bateria descargada o arrancador defectuoso,NULL,Bateria descargada o arrancador defectuoso,1,0,1,1,NULL,NULL,NIVEL_C_SOLO_DESARROLLO,Registro sintético importado de tracker_diagnosticos.csv para validación de persistencia
VAL-00272,2026-08-03,THESIS_POSTTEST,borrador,TRACKER_CSV_SYNTHETIC_IMPORT,Vehiculo Generico,Frenos duros mensaje webhook concurrente 4,NULL,ELECTRICO,Bateria descargada o arrancador defectuoso,NULL,Bateria descargada o arrancador defectuoso,1,0,1,1,NULL,NULL,NIVEL_C_SOLO_DESARROLLO,Registro sintético importado de tracker_diagnosticos.csv para validación de persistencia
VAL-00274,2026-08-03,THESIS_POSTTEST,borrador,TRACKER_CSV_SYNTHETIC_IMPORT,Vehiculo Generico,Frenos duros mensaje webhook concurrente 8,NULL,ELECTRICO,Bateria descargada o arrancador defectuoso,NULL,Bateria descargada o arrancador defectuoso,1,0,1,1,NULL,NULL,NIVEL_C_SOLO_DESARROLLO,Registro sintético importado de tracker_diagnosticos.csv para validación de persistencia
VAL-00276,2026-08-03,THESIS_POSTTEST,borrador,TRACKER_CSV_SYNTHETIC_IMPORT,Vehiculo Generico,Frenos duros mensaje webhook concurrente 12,NULL,ELECTRICO,Bateria descargada o arrancador defectuoso,NULL,Bateria descargada o arrancador defectuoso,1,0,1,1,NULL,NULL,NIVEL_C_SOLO_DESARROLLO,Registro sintético importado de tracker_diagnosticos.csv para validación de persistencia
VAL-00276,2026-08-03,THESIS_POSTTEST,borrador,TRACKER_CSV_SYNTHETIC_IMPORT,Vehiculo Generico,Frenos duros mensaje webhook concurrente 10,NULL,ELECTRICO,Bateria descargada o arrancador defectuoso,NULL,Bateria descargada o arrancador defectuoso,1,0,1,1,NULL,NULL,NIVEL_C_SOLO_DESARROLLO,Registro sintético importado de tracker_diagnosticos.csv para validación de persistencia
VAL-00276,2026-08-03,THESIS_POSTTEST,borrador,TRACKER_CSV_SYNTHETIC_IMPORT,Vehiculo Generico,Frenos duros mensaje webhook concurrente 9,NULL,ELECTRICO,Bateria descargada o arrancador defectuoso,NULL,Bateria descargada o arrancador defectuoso,1,0,1,1,NULL,NULL,NIVEL_C_SOLO_DESARROLLO,Registro sintético importado de tracker_diagnosticos.csv para validación de persistencia
VAL-00276,2026-08-03,THESIS_POSTTEST,borrador,TRACKER_CSV_SYNTHETIC_IMPORT,Vehiculo Generico,Frenos duros mensaje webhook concurrente 13,NULL,ELECTRICO,Bateria descargada o arrancador defectuoso,NULL,Bateria descargada o arrancador defectuoso,1,0,1,1,NULL,NULL,NIVEL_C_SOLO_DESARROLLO,Registro sintético importado de tracker_diagnosticos.csv para validación de persistencia
VAL-00280,2026-08-03,THESIS_POSTTEST,borrador,TRACKER_CSV_SYNTHETIC_IMPORT,Vehiculo Generico,Frenos duros mensaje webhook concurrente 11,NULL,ELECTRICO,Bateria descargada o arrancador defectuoso,NULL,Bateria descargada o arrancador defectuoso,1,0,1,1,NULL,NULL,NIVEL_C_SOLO_DESARROLLO,Registro sintético importado de tracker_diagnosticos.csv para validación de persistencia
VAL-00280,2026-08-03,THESIS_POSTTEST,borrador,TRACKER_CSV_SYNTHETIC_IMPORT,Vehiculo Generico,Frenos duros mensaje webhook concurrente 15,NULL,ELECTRICO,Bateria descargada o arrancador defectuoso,NULL,Bateria descargada o arrancador defectuoso,1,0,1,1,NULL,NULL,NIVEL_C_SOLO_DESARROLLO,Registro sintético importado de tracker_diagnosticos.csv para validación de persistencia
VAL-00281,2026-08-03,THESIS_POSTTEST,borrador,TRACKER_CSV_SYNTHETIC_IMPORT,Vehiculo Generico,Frenos duros mensaje webhook concurrente 16,NULL,ELECTRICO,Bateria descargada o arrancador defectuoso,NULL,Bateria descargada o arrancador defectuoso,1,0,1,1,NULL,NULL,NIVEL_C_SOLO_DESARROLLO,Registro sintético importado de tracker_diagnosticos.csv para validación de persistencia
VAL-00281,2026-08-03,THESIS_POSTTEST,borrador,TRACKER_CSV_SYNTHETIC_IMPORT,Vehiculo Generico,Frenos duros mensaje webhook concurrente 14,NULL,ELECTRICO,Bateria descargada o arrancador defectuoso,NULL,Bateria descargada o arrancador defectuoso,1,0,1,1,NULL,NULL,NIVEL_C_SOLO_DESARROLLO,Registro sintético importado de tracker_diagnosticos.csv para validación de persistencia
VAL-00281,2026-08-03,THESIS_POSTTEST,borrador,TRACKER_CSV_SYNTHETIC_IMPORT,Vehiculo Generico,Frenos duros mensaje webhook concurrente 20,NULL,ELECTRICO,Bateria descargada o arrancador defectuoso,NULL,Bateria descargada o arrancador defectuoso,1,0,1,1,NULL,NULL,NIVEL_C_SOLO_DESARROLLO,Registro sintético importado de tracker_diagnosticos.csv para validación de persistencia
VAL-00285,2026-08-03,THESIS_POSTTEST,borrador,TRACKER_CSV_SYNTHETIC_IMPORT,Vehiculo Generico,Frenos duros mensaje webhook concurrente 18,NULL,ELECTRICO,Bateria descargada o arrancador defectuoso,NULL,Bateria descargada o arrancador defectuoso,1,0,1,1,NULL,NULL,NIVEL_C_SOLO_DESARROLLO,Registro sintético importado de tracker_diagnosticos.csv para validación de persistencia
VAL-00285,2026-08-03,THESIS_POSTTEST,borrador,TRACKER_CSV_SYNTHETIC_IMPORT,Vehiculo Generico,Frenos duros mensaje webhook concurrente 17,NULL,ELECTRICO,Bateria descargada o arrancador defectuoso,NULL,Bateria descargada o arrancador defectuoso,1,0,1,1,NULL,NULL,NIVEL_C_SOLO_DESARROLLO,Registro sintético importado de tracker_diagnosticos.csv para validación de persistencia
VAL-00287,2026-08-03,THESIS_POSTTEST,borrador,TRACKER_CSV_SYNTHETIC_IMPORT,Vehiculo Generico,Frenos duros mensaje webhook concurrente 19,NULL,ELECTRICO,Bateria descargada o arrancador defectuoso,NULL,Bateria descargada o arrancador defectuoso,1,0,1,1,NULL,NULL,NIVEL_C_SOLO_DESARROLLO,Registro sintético importado de tracker_diagnosticos.csv para validación de persistencia
VAL-00288,2026-08-03,THESIS_POSTTEST,borrador,TRACKER_CSV_SYNTHETIC_IMPORT,Vehiculo Generico,Frenos duros mensaje webhook concurrente 21,NULL,ELECTRICO,Bateria descargada o arrancador defectuoso,NULL,Bateria descargada o arrancador defectuoso,1,0,1,1,NULL,NULL,NIVEL_C_SOLO_DESARROLLO,Registro sintético importado de tracker_diagnosticos.csv para validación de persistencia
VAL-00288,2026-08-03,THESIS_POSTTEST,borrador,TRACKER_CSV_SYNTHETIC_IMPORT,Vehiculo Generico,Frenos duros mensaje webhook concurrente 22,NULL,ELECTRICO,Bateria descargada o arrancador defectuoso,NULL,Bateria descargada o arrancador defectuoso,1,0,1,1,NULL,NULL,NIVEL_C_SOLO_DESARROLLO,Registro sintético importado de tracker_diagnosticos.csv para validación de persistencia
VAL-00289,2026-08-03,THESIS_POSTTEST,borrador,TRACKER_CSV_SYNTHETIC_IMPORT,Vehiculo Generico,Frenos duros mensaje webhook concurrente 23,NULL,ELECTRICO,Bateria descargada o arrancador defectuoso,NULL,Bateria descargada o arrancador defectuoso,1,0,1,1,NULL,NULL,NIVEL_C_SOLO_DESARROLLO,Registro sintético importado de tracker_diagnosticos.csv para validación de persistencia
VAL-00290,2026-08-03,THESIS_POSTTEST,borrador,TRACKER_CSV_SYNTHETIC_IMPORT,Vehiculo Generico,Frenos duros mensaje webhook concurrente 24,NULL,ELECTRICO,Bateria descargada o arrancador defectuoso,NULL,Bateria descargada o arrancador defectuoso,1,0,1,1,NULL,NULL,NIVEL_C_SOLO_DESARROLLO,Registro sintético importado de tracker_diagnosticos.csv para validación de persistencia
VAL-00292,2026-08-03,THESIS_POSTTEST,borrador,TRACKER_CSV_SYNTHETIC_IMPORT,Vehiculo Generico,Frenos duros mensaje webhook concurrente 27,NULL,ELECTRICO,Bateria descargada o arrancador defectuoso,NULL,Bateria descargada o arrancador defectuoso,1,0,1,1,NULL,NULL,NIVEL_C_SOLO_DESARROLLO,Registro sintético importado de tracker_diagnosticos.csv para validación de persistencia
VAL-00292,2026-08-03,THESIS_POSTTEST,borrador,TRACKER_CSV_SYNTHETIC_IMPORT,Vehiculo Generico,Frenos duros mensaje webhook concurrente 25,NULL,ELECTRICO,Bateria descargada o arrancador defectuoso,NULL,Bateria descargada o arrancador defectuoso,1,0,1,1,NULL,NULL,NIVEL_C_SOLO_DESARROLLO,Registro sintético importado de tracker_diagnosticos.csv para validación de persistencia
VAL-00294,2026-08-03,THESIS_POSTTEST,borrador,TRACKER_CSV_SYNTHETIC_IMPORT,Vehiculo Generico,Frenos duros mensaje webhook concurrente 26,NULL,ELECTRICO,Bateria descargada o arrancador defectuoso,NULL,Bateria descargada o arrancador defectuoso,1,0,1,1,NULL,NULL,NIVEL_C_SOLO_DESARROLLO,Registro sintético importado de tracker_diagnosticos.csv para validación de persistencia
VAL-00294,2026-08-03,THESIS_POSTTEST,borrador,TRACKER_CSV_SYNTHETIC_IMPORT,Vehiculo Generico,Frenos duros mensaje webhook concurrente 29,NULL,ELECTRICO,Bateria descargada o arrancador defectuoso,NULL,Bateria descargada o arrancador defectuoso,1,0,1,1,NULL,NULL,NIVEL_C_SOLO_DESARROLLO,Registro sintético importado de tracker_diagnosticos.csv para validación de persistencia
VAL-00295,2026-08-03,THESIS_POSTTEST,borrador,TRACKER_CSV_SYNTHETIC_IMPORT,Vehiculo Generico,Frenos duros mensaje webhook concurrente 28,NULL,ELECTRICO,Bateria descargada o arrancador defectuoso,NULL,Bateria descargada o arrancador defectuoso,1,0,1,1,NULL,NULL,NIVEL_C_SOLO_DESARROLLO,Registro sintético importado de tracker_diagnosticos.csv para validación de persistencia
VAL-00297,2026-08-03,THESIS_POSTTEST,borrador,TRACKER_CSV_SYNTHETIC_IMPORT,Vehiculo Generico,Frenos duros mensaje webhook concurrente 30,NULL,ELECTRICO,Bateria descargada o arrancador defectuoso,NULL,Bateria descargada o arrancador defectuoso,1,0,1,1,NULL,NULL,NIVEL_C_SOLO_DESARROLLO,Registro sintético importado de tracker_diagnosticos.csv para validación de persistencia
VAL-00297,2026-08-03,THESIS_POSTTEST,borrador,TRACKER_CSV_SYNTHETIC_IMPORT,Vehiculo Generico,Frenos duros mensaje webhook concurrente 31,NULL,ELECTRICO,Bateria descargada o arrancador defectuoso,NULL,Bateria descargada o arrancador defectuoso,1,0,1,1,NULL,NULL,NIVEL_C_SOLO_DESARROLLO,Registro sintético importado de tracker_diagnosticos.csv para validación de persistencia
VAL-00299,2026-08-03,THESIS_POSTTEST,borrador,TRACKER_CSV_SYNTHETIC_IMPORT,Vehiculo Generico,Frenos duros mensaje webhook concurrente 34,NULL,ELECTRICO,Bateria descargada o arrancador defectuoso,NULL,Bateria descargada o arrancador defectuoso,1,0,1,1,NULL,NULL,NIVEL_C_SOLO_DESARROLLO,Registro sintético importado de tracker_diagnosticos.csv para validación de persistencia
VAL-00299,2026-08-03,THESIS_POSTTEST,borrador,TRACKER_CSV_SYNTHETIC_IMPORT,Vehiculo Generico,Frenos duros mensaje webhook concurrente 32,NULL,ELECTRICO,Bateria descargada o arrancador defectuoso,NULL,Bateria descargada o arrancador defectuoso,1,0,1,1,NULL,NULL,NIVEL_C_SOLO_DESARROLLO,Registro sintético importado de tracker_diagnosticos.csv para validación de persistencia
VAL-00301,2026-08-03,THESIS_POSTTEST,borrador,TRACKER_CSV_SYNTHETIC_IMPORT,Vehiculo Generico,Frenos duros mensaje webhook concurrente 36,NULL,ELECTRICO,Bateria descargada o arrancador defectuoso,NULL,Bateria descargada o arrancador defectuoso,1,0,1,1,NULL,NULL,NIVEL_C_SOLO_DESARROLLO,Registro sintético importado de tracker_diagnosticos.csv para validación de persistencia
VAL-00301,2026-08-03,THESIS_POSTTEST,borrador,TRACKER_CSV_SYNTHETIC_IMPORT,Vehiculo Generico,Frenos duros mensaje webhook concurrente 35,NULL,ELECTRICO,Bateria descargada o arrancador defectuoso,NULL,Bateria descargada o arrancador defectuoso,1,0,1,1,NULL,NULL,NIVEL_C_SOLO_DESARROLLO,Registro sintético importado de tracker_diagnosticos.csv para validación de persistencia
VAL-00301,2026-08-03,THESIS_POSTTEST,borrador,TRACKER_CSV_SYNTHETIC_IMPORT,Vehiculo Generico,Frenos duros mensaje webhook concurrente 33,NULL,ELECTRICO,Bateria descargada o arrancador defectuoso,NULL,Bateria descargada o arrancador defectuoso,1,0,1,1,NULL,NULL,NIVEL_C_SOLO_DESARROLLO,Registro sintético importado de tracker_diagnosticos.csv para validación de persistencia
