case_id,session_id,turn,user_input,normalized_input,current_issue,stored_positive_symptoms,stored_negative_symptoms,unknown_information,DTC,synthesized_ml_query,macro_prediction,macro_confidence,fault_top1,fault_top2,fault_top3,fault_confidences,rag_query,rag_hits,final_response,latency_ms
CASE_037,f11_case_037,1,"Pierde fuerza al acelerar, no pierde refrigerante ni tiene fugas visibles.",presenta pérdida de potencia.,inicio,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,presenta pérdida de potencia.,MOTOR,0.0000,Consulta fuera del alcance automotriz,NOT_AVAILABLE,NOT_AVAILABLE,0.0000,NOT_AVAILABLE,NOT_AVAILABLE,"🚗 Describe el síntoma, por ejemplo: *vibra al manejar*.",1
CASE_038,f11_case_038,1,"El motor tiembla en ralentí, no prende el check engine ni tiene códigos.","El motor tiembla en ralentí, no prende el check engine ni tiene códigos.",esperando_clarificacion,"el motor tiembla en ralentí, no prende el check engine ni tiene códigos.",NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,"El motor tiembla en ralentí, no prende el check engine ni tiene códigos.",MOTOR,0.0000,Consulta Ambigua / Datos Faltantes,NOT_AVAILABLE,NOT_AVAILABLE,0.0000,NOT_AVAILABLE,NOT_AVAILABLE,"⚠️ Especifique: ¿ocurre al arrancar, acelerar o frenar?",1
CASE_039,f11_case_039,1,"Tengo un zumbido fuerte al rodar, no vibra el timón ni jala para los lados.",presenta ruido anómalo.,inicio,"tengo un zumbido fuerte al rodar, no vibra el timón ni jala para los lados.",NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,presenta ruido anómalo.,MOTOR,0.4361,Faja o cadena de distribucion destensada o con salto de punto,Desgaste de pastillas y zapatas de freno,Limpiaparabrisas o motor pluma quemado,Faja o cadena de distribucion destensada o con salto de punto: 0.4361; Desgaste de pastillas y zapatas de freno: 0.3670; Limpiaparabrisas o motor pluma quemado: 0.1970,presenta ruido anómalo.,PROCEDIMIENTO: DIAGNÓSTICO DE CORRELACIÓN CIGÜEÑAL Y ÁRBOL DE LEVAS (DTC P0016 / P0017),"🛠️ **1. Posible Falla Vehicular y Diagnóstico Diferencial**  * **Hipótesis Principal (43%):** Faja o cadena de distribución destensada o con salto de punto. Puede generar ruidos anómalos en la zona frontal del motor (cascabeleo o zumbido metálico), pérdida de potencia y dificultad en el arranque. * ",1
CASE_040,f11_case_040,1,"Al frenar chilla un poco, pero el pedal no se va al fondo ni está esponjoso.","Al frenar chilla un poco, pero el pedal no se va al fondo ni está esponjoso.",esperando_clarificacion,"al frenar chilla un poco, pero el pedal no se va al fondo ni está esponjoso.",NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,"Al frenar chilla un poco, pero el pedal no se va al fondo ni está esponjoso.",MOTOR,0.0000,Consulta Ambigua / Datos Faltantes,NOT_AVAILABLE,NOT_AVAILABLE,0.0000,NOT_AVAILABLE,NOT_AVAILABLE,"⚠️ Especifique: ¿ocurre al arrancar, acelerar o frenar?",3
CASE_041,f11_case_041,1,"No bota nada de humo por el escape, pero cascabellea al acelerar en tercera.",cuando está al acelerar bajo carga.,inicio,"no bota nada de humo por el escape, pero cascabellea al acelerar en tercera.",NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,cuando está al acelerar bajo carga.,MOTOR,0.5820,Bomba de gasolina quemada o con baja presion,Fuga o baja presion en sistema Common Rail Diesel (Camiones/Pickups),Inyectores sucios o filtro de combustible obstruido,Bomba de gasolina quemada o con baja presion: 0.5820; Fuga o baja presion en sistema Common Rail Diesel (Camiones/Pickups): 0.2720; Inyectores sucios o filtro de combustible obstruido: 0.1460,cuando está al acelerar bajo carga.,PROCEDIMIENTO: DIAGNÓSTICO DE BAJA PRESIÓN EN RIEL DE COMBUSTIBLE (DTC P0087),🛠️ **1. Posible Falla Vehicular y Diagnóstico Diferencial** - **Hipótesis Principal:** Bomba de gasolina quemada o con baja presión (58%). La pérdida de potencia reportada al acelerar bajo carga es el síntoma clásico de un suministro insuficiente de combustible hacia los cilindros. - **Diagnóstico D,1
CASE_042,f11_case_042,1,"La batería no está descargada la medí y tiene 12.7V, pero el motor no gira nada.","La batería no está descargada la medí y tiene 12.7V, pero el motor no gira nada.",esperando_clarificacion,"la batería no está descargada la medí y tiene 12.7v, pero el motor no gira nada.",NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,"La batería no está descargada la medí y tiene 12.7V, pero el motor no gira nada.",MOTOR,0.0000,Consulta Ambigua / Datos Faltantes,NOT_AVAILABLE,NOT_AVAILABLE,0.0000,NOT_AVAILABLE,NOT_AVAILABLE,"⚠️ Especifique: ¿ocurre al arrancar, acelerar o frenar?",2
CASE_043,f11_case_043,1,"El embrague no patina en subida, pero al presionar el pedal se escucha un chillido.",presenta ruido anómalo. cuando está al acelerar bajo carga.,completo,"el embrague no patina en subida, pero al presionar el pedal se escucha un chillido.",NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,presenta ruido anómalo. cuando está al acelerar bajo carga.,MOTOR,0.4856,Bomba de gasolina quemada o con baja presion,Fuga en mangueras de intercooler o turbocompresor danado,Inyectores sucios o filtro de combustible obstruido,Bomba de gasolina quemada o con baja presion: 0.4856; Fuga en mangueras de intercooler o turbocompresor danado: 0.3340; Inyectores sucios o filtro de combustible obstruido: 0.1800,presenta ruido anómalo. cuando está al acelerar bajo carga.,PROCEDIMIENTO: DIAGNÓSTICO DE PRESIÓN DE COMBUSTIBLE Y CAÍDA DE CAUDAL BAJO CARGA (DTC P0087 / TIRONEO AL EXIGIR ACELERACIÓN),"⏳ *Analizando consulta (cola #17)* Hipótesis preliminar ML: *Bomba de gasolina quemada o con baja presion* (48%). Al ser confianza media (<70%), se contrastará con manuales y pruebas de taller. En breve recibirás el resumen; el detalle quedará en el panel.",58
CASE_044,f11_case_044,1,El carro tiembla. No sé qué pueda ser no tengo escáner.,El carro tiembla. No sé qué pueda ser no tengo escáner.,esperando_clarificacion,el carro tiembla. no sé qué pueda ser no tengo escáner.,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,El carro tiembla. No sé qué pueda ser no tengo escáner.,MOTOR,0.0000,Consulta Ambigua / Datos Faltantes,NOT_AVAILABLE,NOT_AVAILABLE,0.0000,NOT_AVAILABLE,NOT_AVAILABLE,"⚠️ Especifique: ¿ocurre al arrancar, acelerar o frenar?",1
CASE_045,f11_case_045,1,Pierde potencia en alta. No he revisado el filtro de gasolina todavía.,Pierde potencia en alta. No he revisado el filtro de gasolina todavía.,esperando_clarificacion,pierde potencia en alta. no he revisado el filtro de gasolina todavía.,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,Pierde potencia en alta. No he revisado el filtro de gasolina todavía.,MOTOR,0.0000,Consulta Ambigua / Datos Faltantes,NOT_AVAILABLE,NOT_AVAILABLE,0.0000,NOT_AVAILABLE,NOT_AVAILABLE,"⚠️ Especifique: ¿ocurre al arrancar, acelerar o frenar?",2
CASE_046,f11_case_046,1,Hace un ruido en la suspensión. Todavía no lo he subido al elevador.,hace un ruido en la suspensión. todavía no lo he subido al elevador.,completo,hace un ruido en la suspensión. todavía no lo he subido al elevador.,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,hace un ruido en la suspensión. todavía no lo he subido al elevador.,SUSPENSION_CHASIS,0.8801,Amortiguadores reventados o bujes de suspension gastados,Rodamiento de maza o rodaje de rueda picado (zumbido de rodadura),Faja o cadena de distribucion destensada o con salto de punto,Amortiguadores reventados o bujes de suspension gastados: 0.8801; Rodamiento de maza o rodaje de rueda picado (zumbido de rodadura): 0.0780; Faja o cadena de distribucion destensada o con salto de punto: 0.0420,hace un ruido en la suspensión. todavía no lo he subido al elevador.,"PROCEDIMIENTO: DIAGNÓSTICO DE DESGASTE DE BUJES DE TRAPECIO, BARRAS ESTABILIZADORAS Y AMORTIGUADORES (GOLPETEO EN TROCHA / REBOTE)",⏳ *Analizando consulta (cola #18)* Hipótesis preliminar ML: *Amortiguadores reventados o bujes de suspension gastados* (88%). En breve recibirás el resumen; el detalle quedará en el panel.,48
CASE_047,f11_case_047,1,El motor no arranca. No estoy seguro de cuándo le cambiaron bujías.,presenta motor no arranca.,inicio,el motor no arranca. no estoy seguro de cuándo le cambiaron bujías.,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,presenta motor no arranca.,ELECTRICO,0.5702,Bateria descargada o bornes sulfatados,Inyectores sucios o filtro de combustible obstruido,Falla en bujias o bobinas de encendido (misfire),Bateria descargada o bornes sulfatados: 0.5702; Inyectores sucios o filtro de combustible obstruido: 0.2790; Falla en bujias o bobinas de encendido (misfire): 0.1500,presenta motor no arranca.,PROCEDIMIENTO: DIAGNÓSTICO DE BAJO VOLTAJE DEL SISTEMA ELÉCTRICO Y ALTERNADOR (DTC P0562),"🛠️ **1. Posible Falla Vehicular y Diagnóstico Diferencial** - **Hipótesis Principal:** Batería descargada o bornes sulfatados (57%). - **Diagnóstico Diferencial:**    Para determinar la causa raíz del problema de arranque, es necesario contrastar la **Hipótesis Principal (Batería descargada o bornes",1
CASE_048,f11_case_048,1,No sé si el testigo del motor prendió porque el tablero está opaco.,no sé si el testigo del motor prendió porque el tablero está opaco.,completo,no sé si el testigo del motor prendió porque el tablero está opaco.,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,no sé si el testigo del motor prendió porque el tablero está opaco.,MOTOR,0.5729,Baja presion de aceite o bomba de aceite defectuosa,Falla en filtro de particulas DPF / FAP y sistema AdBlue DEF (Diesel Euro 5/6),Falla en termostato o motoventilador de radiador,Baja presion de aceite o bomba de aceite defectuosa: 0.5729; Falla en filtro de particulas DPF / FAP y sistema AdBlue DEF (Diesel Euro 5/6): 0.2780; Falla en termostato o motoventilador de radiador: 0.1490,no sé si el testigo del motor prendió porque el tablero está opaco.,PROCEDIMIENTO: DIAGNÓSTICO Y REGENERACIÓN DE FILTRO DE PARTÍCULAS DPF / FAP Y SISTEMA DE UREA ADBLUE DEF (DTC P2002 / P20EE),"⏳ *Analizando consulta (cola #19)* Hipótesis preliminar ML: *Baja presion de aceite o bomba de aceite defectuosa* (57%). Al ser confianza media (<70%), se contrastará con manuales y pruebas de taller. En breve recibirás el resumen; el detalle quedará en el panel.",43
CASE_049,f11_case_049,1,Se apaga de repente. No sé si la bomba suena al poner contacto.,presenta apagado de motor.,esperando_autopregunta,se apaga de repente. no sé si la bomba suena al poner contacto.,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,presenta apagado de motor.,MOTOR,0.2178,Cuerpo de aceleracion o valvula IAC sucia,Falla en bujias o bobinas de encendido (misfire),Limpiaparabrisas o motor pluma quemado,Cuerpo de aceleracion o valvula IAC sucia: 0.2178; Falla en bujias o bobinas de encendido (misfire): 0.1938; Limpiaparabrisas o motor pluma quemado: 0.1918,NOT_AVAILABLE,NOT_AVAILABLE,🤖 🔍 Para confirmar el diagnóstico entre las principales hipótesis técnicas:  • 1️⃣ Las revoluciones (RPM) suben y bajan solas o se apaga al desacelerar o llegar a semáforos (Cuerpo de aceleración / IAC) — 22% • 2️⃣ Jalonea o cabecea con pérdida de fuerza al acelerar en subida o carga (Bujías o bobin,44
CASE_050,f11_case_050,1,Tironea en baja y el escáner me arroja DTC P0300 y P0301.,"presenta funcionamiento irregular / misfire. código de escáner P0300, P0301.",completo,"tironea en baja y el escáner me arroja dtc codigo p0300 de falla de encendido multiple misfire en cilindros, revisar bujias o bobinas y p0301.",NOT_AVAILABLE,NOT_AVAILABLE,P0300; P0301,"presenta funcionamiento irregular / misfire. código de escáner P0300, P0301.",MOTOR,0.8530,Falla en bujias o bobinas de encendido (misfire),Falla de descarbonizacion e inyeccion directa GDI (acumulacion de carbon en valvulas),Cuerpo de aceleracion o valvula IAC sucia,Falla en bujias o bobinas de encendido (misfire): 0.8530; Falla de descarbonizacion e inyeccion directa GDI (acumulacion de carbon en valvulas): 0.0960; Cuerpo de aceleracion o valvula IAC sucia: 0.0510,"presenta funcionamiento irregular / misfire. código de escáner P0300, P0301.",PROCEDIMIENTO: CAMBIO DE BUJÍAS DE ENCENDIDO Y DIAGNÓSTICO DE MISFIRE (DTC P0300 / P0301),⏳ *Analizando consulta (cola #20)* Hipótesis preliminar ML: *Falla en bujias o bobinas de encendido (misfire)* (85%). En breve recibirás el resumen; el detalle quedará en el panel.,44
CASE_051,f11_case_051,1,Tengo encendido el check engine con código P0420 eficiencia de catalizador.,Tengo encendido el check engine con código P0420 eficiencia de catalizador.,esperando_clarificacion,tengo encendido el check engine con código p0420 eficiencia de catalizador.,NOT_AVAILABLE,NOT_AVAILABLE,P0420,Tengo encendido el check engine con código P0420 eficiencia de catalizador.,MOTOR,0.0000,Consulta Ambigua / Datos Faltantes,NOT_AVAILABLE,NOT_AVAILABLE,0.0000,NOT_AVAILABLE,NOT_AVAILABLE,"⚠️ Especifique: ¿ocurre al arrancar, acelerar o frenar?",1
CASE_052,f11_case_052,1,El motor falla un cilindro y arroja DTC P0201 circuito de inyector abierto.,El motor falla un cilindro y arroja DTC P0201 circuito de inyector abierto.,esperando_clarificacion,el motor falla un cilindro y arroja dtc p0201 circuito de inyector abierto.,NOT_AVAILABLE,NOT_AVAILABLE,P0201,El motor falla un cilindro y arroja DTC P0201 circuito de inyector abierto.,MOTOR,0.0000,Consulta Ambigua / Datos Faltantes,NOT_AVAILABLE,NOT_AVAILABLE,0.0000,NOT_AVAILABLE,NOT_AVAILABLE,"⚠️ Especifique: ¿ocurre al arrancar, acelerar o frenar?",1
CASE_053,f11_case_053,1,Se encendió la luz ABS en el tablero y el scanner marca código C0035.,Se encendió la luz ABS en el tablero y el scanner marca código C0035.,esperando_clarificacion,se encendió la luz abs en el tablero y el scanner marca código c0035.,NOT_AVAILABLE,NOT_AVAILABLE,C0035,Se encendió la luz ABS en el tablero y el scanner marca código C0035.,MOTOR,0.0000,Consulta Ambigua / Datos Faltantes,NOT_AVAILABLE,NOT_AVAILABLE,0.0000,NOT_AVAILABLE,NOT_AVAILABLE,"⚠️ Especifique: ¿ocurre al arrancar, acelerar o frenar?",1
CASE_054,f11_case_054,1,Consumo excesivo de combustible y escáner marca P0171 sistema demasiado pobre banco 1.,presenta alto consumo de combustible. código de escáner P0171.,completo,consumo excesivo de combustible y escáner marca p0171 sistema demasiado pobre banco 1.,NOT_AVAILABLE,NOT_AVAILABLE,P0171,presenta alto consumo de combustible. código de escáner P0171.,MOTOR,0.8479,Falla en sensor de oxigeno o mezcla rica,Falla en sistema Flex / Bi-combustible (Alcohol/Etanol),Falla en modulo de bomba de gasolina FSCM / PEM (Ford / Chevrolet),Falla en sensor de oxigeno o mezcla rica: 0.8479; Falla en sistema Flex / Bi-combustible (Alcohol/Etanol): 0.0990; Falla en modulo de bomba de gasolina FSCM / PEM (Ford / Chevrolet): 0.0530,presenta alto consumo de combustible. código de escáner P0171.,PROCEDIMIENTO: DIAGNÓSTICO DE MEZCLA POBRE / RICA Y ANÁLISIS DE DATOS EN VIVO STFT & LTFT (DTC P0171 / P0172),⏳ *Analizando consulta (cola #21)* Hipótesis preliminar ML: *Falla en sensor de oxigeno o mezcla rica* (84%). En breve recibirás el resumen; el detalle quedará en el panel.,54
CASE_055,f11_case_055,1,La temperatura no sube en carretera y marca código P0128 termostato.,cuando está en carretera a velocidad. código de escáner P0128.,completo,la temperatura no sube en carretera y marca código p0128 termostato.,NOT_AVAILABLE,NOT_AVAILABLE,P0128,cuando está en carretera a velocidad. código de escáner P0128.,MOTOR,0.6462,Falla en termostato o motoventilador de radiador,Falla en sensor de oxigeno o mezcla rica,Fuga o baja presion en sistema Common Rail Diesel (Camiones/Pickups),Falla en termostato o motoventilador de radiador: 0.6462; Falla en sensor de oxigeno o mezcla rica: 0.2300; Fuga o baja presion en sistema Common Rail Diesel (Camiones/Pickups): 0.1240,cuando está en carretera a velocidad. código de escáner P0128.,PROCEDIMIENTO: DIAGNÓSTICO DE TERMOSTATO Y PURGA ASISTIDA DEL SISTEMA DE REFRIGERACIÓN (DTC P0128 / RECALENTAMIENTO EN SUBIDA),"⏳ *Analizando consulta (cola #22)* Hipótesis preliminar ML: *Falla en termostato o motoventilador de radiador* (64%). Al ser confianza media (<70%), se contrastará con manuales y pruebas de taller. En breve recibirás el resumen; el detalle quedará en el panel.",60
CASE_056,f11_case_056,1,Tarda mucho en encender y arroja DTC P0340 sensor de posición del árbol de levas CMP.,Tarda mucho en encender y arroja DTC P0340 sensor de posición del árbol de levas CMP.,esperando_clarificacion,tarda mucho en encender y arroja dtc p0340 sensor de posición del árbol de levas cmp.,NOT_AVAILABLE,NOT_AVAILABLE,P0340,Tarda mucho en encender y arroja DTC P0340 sensor de posición del árbol de levas CMP.,MOTOR,0.0000,Consulta Ambigua / Datos Faltantes,NOT_AVAILABLE,NOT_AVAILABLE,0.0000,NOT_AVAILABLE,NOT_AVAILABLE,"⚠️ Especifique: ¿ocurre al arrancar, acelerar o frenar?",1
CASE_057,f11_case_057,1,Luz de check encendida con código P0442 fuga pequeña en el sistema EVAP.,Luz de check encendida con código P0442 fuga pequeña en el sistema EVAP.,esperando_clarificacion,luz de check encendida con código p0442 fuga pequeña en el sistema evap.,NOT_AVAILABLE,NOT_AVAILABLE,P0442,Luz de check encendida con código P0442 fuga pequeña en el sistema EVAP.,MOTOR,0.0000,Consulta Ambigua / Datos Faltantes,NOT_AVAILABLE,NOT_AVAILABLE,0.0000,NOT_AVAILABLE,NOT_AVAILABLE,"⚠️ Especifique: ¿ocurre al arrancar, acelerar o frenar?",1
CASE_058,f11_case_058,1,"El carro no da nada de marcha al girar la llave, se queda mudo, pero el scanner viejo tenía grabado un código P0420.",cuando está al doblar la dirección. código de escáner P0420.,completo,"el carro no da nada de motor de arranque al girar la llave, se queda mudo, pero el scanner viejo tenía grabado un código p0420.",NOT_AVAILABLE,NOT_AVAILABLE,P0420,cuando está al doblar la dirección. código de escáner P0420.,MOTOR,0.9053,Convertidor catalitico ineficiente u obstruido (DTC P0420 / P0430),Cremallera de direccion asistida con holgura o fuga,Juntas homocineticas o palieres danados,Convertidor catalitico ineficiente u obstruido (DTC P0420 / P0430): 0.9053; Cremallera de direccion asistida con holgura o fuga: 0.0620; Juntas homocineticas o palieres danados: 0.0330,cuando está al doblar la dirección. código de escáner P0420.,PROCEDIMIENTO: DIAGNÓSTICO DE CONTRAPRESIÓN DE ESCAPE Y CATALIZADOR TAPONADO (DTC P0420 / P0430 / AUTO AMARRADO EN PISTA),⏳ *Analizando consulta (cola #23)* Hipótesis preliminar ML: *Convertidor catalitico ineficiente u obstruido (DTC P0420 / P0430)* (90%). En breve recibirás el resumen; el detalle quedará en el panel.,51
CASE_059,f11_case_059,1,"El pedal de freno vibra feo y chilla al frenar a 100 km/h, pero el scanner arroja P0130 sensor de oxigeno.",presenta vibración. cuando está al frenar. código de escáner P0130.,completo,"el pedal de freno vibra feo y chilla al frenar a 100 km/h, pero el scanner arroja p0130 sensor de oxigeno.",NOT_AVAILABLE,NOT_AVAILABLE,P0130,presenta vibración. cuando está al frenar. código de escáner P0130.,FRENOS,0.5539,Discos de freno alabeados o desgastados,Falla en bujias o bobinas de encendido (misfire),Desgaste de pastillas y zapatas de freno,Discos de freno alabeados o desgastados: 0.5539; Falla en bujias o bobinas de encendido (misfire): 0.2900; Desgaste de pastillas y zapatas de freno: 0.1560,presenta vibración. cuando está al frenar. código de escáner P0130.,PROCEDIMIENTO: DIAGNÓSTICO METROLÓGICO DEL ALABEO DE DISCOS DE FRENO Y VARIACIÓN DE ESPESOR DTV (VIBRACIÓN EN PEDAL / VOLANTE AL FRENAR),"⏳ *Analizando consulta (cola #24)* Hipótesis preliminar ML: *Discos de freno alabeados o desgastados* (55%). Al ser confianza media (<70%), se contrastará con manuales y pruebas de taller. En breve recibirás el resumen; el detalle quedará en el panel.",50
CASE_060,f11_case_060,1,"Bota humo azul espeso y consume aceite, pero el scanner dice P0300.",presenta funcionamiento irregular / misfire. código de escáner P0300.,completo,"bota humo azul por consumo de aceite espeso y consume aceite, pero el scanner dice codigo p0300 de falla de encendido multiple misfire en cilindros, revisar bujias o bobinas.",NOT_AVAILABLE,NOT_AVAILABLE,P0300,presenta funcionamiento irregular / misfire. código de escáner P0300.,MOTOR,0.7000,Falla en bujias o bobinas de encendido (misfire),Cuerpo de aceleracion o valvula IAC sucia,Falla de descarbonizacion e inyeccion directa GDI (acumulacion de carbon en valvulas),Falla en bujias o bobinas de encendido (misfire): 0.7000; Cuerpo de aceleracion o valvula IAC sucia: 0.1950; Falla de descarbonizacion e inyeccion directa GDI (acumulacion de carbon en valvulas): 0.1050,presenta funcionamiento irregular / misfire. código de escáner P0300.,PROCEDIMIENTO: CAMBIO DE BUJÍAS DE ENCENDIDO Y DIAGNÓSTICO DE MISFIRE (DTC P0300 / P0301),⏳ *Analizando consulta (cola #25)* Hipótesis preliminar ML: *Falla en bujias o bobinas de encendido (misfire)* (70%). En breve recibirás el resumen; el detalle quedará en el panel.,41
CASE_061,f11_case_061,1,"No entran los cambios mecánicos pedal al piso, y el cliente dice que tiene código de ABS.","no entran los cambios mecánicos pedal al piso, y el cliente dice que tiene código de abs.",completo,"no entran los cambios mecánicos pedal al piso, y el cliente dice que tiene código de abs.",NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,"no entran los cambios mecánicos pedal al piso, y el cliente dice que tiene código de abs.",FRENOS,0.5458,Falla en sensor de velocidad de rueda ABS,Falla en bombin o bomba hidraulica de embrague,Falla en caja robotizada Dualogic / I-Motion / Easytronic (Fiat / VW),Falla en sensor de velocidad de rueda ABS: 0.5458; Falla en bombin o bomba hidraulica de embrague: 0.2950; Falla en caja robotizada Dualogic / I-Motion / Easytronic (Fiat / VW): 0.1590,"no entran los cambios mecánicos pedal al piso, y el cliente dice que tiene código de abs.",PROCEDIMIENTO: DIAGNÓSTICO Y REEMPLAZO DE SENSOR DE VELOCIDAD ABS Y CILINDRO MAESTRO (DTC C0035 / C0221),"⏳ *Analizando consulta (cola #26)* Hipótesis preliminar ML: *Falla en sensor de velocidad de rueda ABS* (54%). Al ser confianza media (<70%), se contrastará con manuales y pruebas de taller. En breve recibirás el resumen; el detalle quedará en el panel.",46
CASE_062,f11_case_062,1,"Se calienta al tope en subida botando vapor, pero el scanner no tiene ningún DTC guardado.",presenta sobrecalentamiento. cuando está al acelerar bajo carga.,completo,"se calienta al tope en subida botando vapor, pero el scanner no tiene ningún dtc guardado.",NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,presenta sobrecalentamiento. cuando está al acelerar bajo carga.,MOTOR,0.5973,Bomba de gasolina quemada o con baja presion,Fuga o baja presion en sistema Common Rail Diesel (Camiones/Pickups),Fuga en mangueras de intercooler o turbocompresor danado,Bomba de gasolina quemada o con baja presion: 0.5973; Fuga o baja presion en sistema Common Rail Diesel (Camiones/Pickups): 0.2620; Fuga en mangueras de intercooler o turbocompresor danado: 0.1410,presenta sobrecalentamiento. cuando está al acelerar bajo carga.,PROCEDIMIENTO: DIAGNÓSTICO DE BAJA PRESIÓN EN RIEL DE COMBUSTIBLE (DTC P0087),"⏳ *Analizando consulta (cola #27)* Hipótesis preliminar ML: *Bomba de gasolina quemada o con baja presion* (59%). Al ser confianza media (<70%), se contrastará con manuales y pruebas de taller. En breve recibirás el resumen; el detalle quedará en el panel.",46
CASE_063,f11_case_063,1,"Maestro, el carro me está rateando feo en baja y se apaga en los semáforos.",presenta apagado de motor.,esperando_autopregunta,"maestro, el carro me está rateando feo en baja y se apaga en los semáforos.",NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,presenta apagado de motor.,MOTOR,0.2178,Cuerpo de aceleracion o valvula IAC sucia,Falla en bujias o bobinas de encendido (misfire),Limpiaparabrisas o motor pluma quemado,Cuerpo de aceleracion o valvula IAC sucia: 0.2178; Falla en bujias o bobinas de encendido (misfire): 0.1938; Limpiaparabrisas o motor pluma quemado: 0.1918,NOT_AVAILABLE,NOT_AVAILABLE,🤖 🔍 Para confirmar el diagnóstico entre las principales hipótesis técnicas:  • 1️⃣ Las revoluciones (RPM) suben y bajan solas o se apaga al desacelerar o llegar a semáforos (Cuerpo de aceleración / IAC) — 22% • 2️⃣ Jalonea o cabecea con pérdida de fuerza al acelerar en subida o carga (Bujías o bobin,39
CASE_064,f11_case_064,1,En plena subida el motor cascabelea como si tuviera canicas adentro.,en plena subida el motor preignicion o falla de bujias por cascabeleo como si tuviera canicas adentro.,completo,en plena subida el motor preignicion o falla de bujias por cascabeleo como si tuviera canicas adentro.,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,en plena subida el motor preignicion o falla de bujias por cascabeleo como si tuviera canicas adentro.,MOTOR,0.9004,Falla en bujias o bobinas de encendido (misfire),Falla de descarbonizacion e inyeccion directa GDI (acumulacion de carbon en valvulas),Fuga en mangueras de intercooler o turbocompresor danado,Falla en bujias o bobinas de encendido (misfire): 0.9004; Falla de descarbonizacion e inyeccion directa GDI (acumulacion de carbon en valvulas): 0.0650; Fuga en mangueras de intercooler o turbocompresor danado: 0.0350,en plena subida el motor preignicion o falla de bujias por cascabeleo como si tuviera canicas adentr,PROCEDIMIENTO: DIAGNOSTICO DE SISTEMA COMMON RAIL DIESEL Y BOMBA DE ALTA PRESION (COMBUSTIBLE_005),⏳ *Analizando consulta (cola #28)* Hipótesis preliminar ML: *Falla en bujias o bobinas de encendido (misfire)* (90%). En breve recibirás el resumen; el detalle quedará en el panel.,43
CASE_065,f11_case_065,1,"Piso el acelerador y el carro se chupa de golpe, no responde.",presenta ruido anómalo. cuando está al acelerar bajo carga.,inicio,"piso el acelerador y el carro pierde potencia y perdida de fuerza al acelerar al acelerar de golpe, no responde.",NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,presenta ruido anómalo. cuando está al acelerar bajo carga.,MOTOR,0.4856,Bomba de gasolina quemada o con baja presion,Fuga en mangueras de intercooler o turbocompresor danado,Inyectores sucios o filtro de combustible obstruido,Bomba de gasolina quemada o con baja presion: 0.4856; Fuga en mangueras de intercooler o turbocompresor danado: 0.3340; Inyectores sucios o filtro de combustible obstruido: 0.1800,presenta ruido anómalo. cuando está al acelerar bajo carga.,PROCEDIMIENTO: DIAGNÓSTICO DE PRESIÓN DE COMBUSTIBLE Y CAÍDA DE CAUDAL BAJO CARGA (DTC P0087 / TIRONEO AL EXIGIR ACELERACIÓN),"⏳ *Analizando consulta (cola #17)* Hipótesis preliminar ML: *Bomba de gasolina quemada o con baja presion* (48%). Al ser confianza media (<70%), se contrastará con manuales y pruebas de taller. En breve recibirás el resumen; el detalle quedará en el panel.",1
CASE_066,f11_case_066,1,El carro no jala nada en tercera va desinflado.,presenta pérdida de potencia.,inicio,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,presenta pérdida de potencia.,MOTOR,0.0000,Consulta fuera del alcance automotriz,NOT_AVAILABLE,NOT_AVAILABLE,0.0000,NOT_AVAILABLE,NOT_AVAILABLE,"🚗 Describe el síntoma, por ejemplo: *vibra al manejar*.",2
