case_id,session_id,turn,user_input,normalized_input,current_issue,stored_positive_symptoms,stored_negative_symptoms,unknown_information,DTC,synthesized_ml_query,macro_prediction,macro_confidence,fault_top1,fault_top2,fault_top3,fault_confidences,rag_query,rag_hits,final_response,latency_ms
CASE_040,f11_v2_case_040,1,"Al frenar chilla un poco, pero el pedal no se va al fondo ni está esponjoso.","al frenar chilla un poco, pero el pedal no se va al fondo ni está esponjoso.",completo,condicion_operacion:al frenar,,,NO_DTC,"al frenar chilla un poco, pero el pedal no se va al fondo ni está esponjoso.",FRENOS,0.5891,Desgaste de pastillas y zapatas de freno,Fuga hidraulica o aire en el sistema de frenos,Discos de freno alabeados o desgastados,Top1=0.589 | Top2=0.267 | Top3=0.144,"al frenar chilla un poco, pero el pedal no se va al fondo ni está esponjoso.",PROCEDIMIENTO: INSPECCIÓN DE ESPESOR Y SUSTITUCIÓN DE PASTILLAS Y ZAPATAS DE FRENO (CHILLIDO / C0035),🛠️ **1. Posible Falla Vehicular y Diagnóstico Diferencial**  * **Hipótesis Principal:** Desgaste de pastillas y zapatas de freno (58%). El síntoma de chillido agudo metálico al frenar apunta directamente al roce del avisador mecánico de desgaste contra el disco. El hecho de que el pedal no se vaya a,3480
CASE_041,f11_v2_case_041,1,"No bota nada de humo por el escape, pero cascabellea al acelerar en tercera.","no bota nada de humo por el escape, pero cascabellea al acelerar en tercera.",completo,condicion_operacion:al acelerar bajo carga,,,NO_DTC,"no bota nada de humo por el escape, pero cascabellea al acelerar en tercera.",MOTOR,0.7819,Consumo de aceite por desgaste de anillos o retenes,Empaque de culata soplado o danado,Fuga en mangueras de intercooler o turbocompresor danado,Top1=0.782 | Top2=0.142 | Top3=0.076,"no bota nada de humo por el escape, pero cascabellea al acelerar en tercera.","PROCEDIMIENTO: DIAGNÓSTICO METROLÓGICO DE CONSUMO DE ACEITE, ENDOSCOPÍA Y SUSTITUCIÓN DE RETENES DE VÁLVULA","🛠️ **1. Posible Falla Vehicular y Diagnóstico Diferencial**  * **Hipótesis Principal:** Consumo de aceite por desgaste de anillos o retenes (78%). * **Diagnóstico Diferencial:**    Aunque el usuario reporta que *""no bota nada de humo por el escape, pero cascabellea al acelerar en tercera""*, el análi",3759
CASE_042,f11_v2_case_042,1,"La batería no está descargada la medí y tiene 12.7V, pero el motor no gira nada.","la batería no está descargada la medí y tiene 12.7v, pero el motor no gira nada.",completo,medicion:12.7v,,,NO_DTC,"la batería no está descargada la medí y tiene 12.7v, pero el motor no gira nada.",ELECTRICO,0.7325,Falla en motor de arranque o solenoide defectuoso (clac seco o carbones gastados),Bateria descargada o bornes sulfatados,Fuga parasita de corriente en reposo (consumo nocturno de bateria),Top1=0.733 | Top2=0.174 | Top3=0.094,"la batería no está descargada la medí y tiene 12.7v, pero el motor no gira nada.","PROCEDIMIENTO: COMPROBACIÓN DE CAÍDA DE TENSIÓN EN TERMINALES 30/50, CONTACTOS DE SOLENOIDE Y LONGITUD DE CARBONES EN MOTOR DE ARRANQUE","🛠️ **1. Posible Falla Vehicular y Diagnóstico Diferencial** - **Hipótesis Principal (73%):** Falla en el motor de arranque o solenoide defectuoso (contactos de fuerza fogueados, carbones gastados o solenoide con bobina abierta/en cortocircuito). - **Diagnóstico Diferencial:**    - *Frente a la Hipót",3580
CASE_043,f11_v2_case_043,1,"El embrague no patina en subida, pero al presionar el pedal se escucha un chillido.",presenta ruido anómalo. al acelerar bajo carga.,completo,condicion_operacion:al acelerar bajo carga; sintoma_ruido_anómalo:ruido anómalo,sintoma_patinado_de_transmisión___embrague:patinado de transmisión / embrague,,NO_DTC,presenta ruido anómalo. al acelerar bajo carga.,MOTOR,0.6255,Bomba de gasolina quemada o con baja presion,Inyectores sucios o filtro de combustible obstruido,Fuga en mangueras de intercooler o turbocompresor danado,Top1=0.625 | Top2=0.243 | Top3=0.131,presenta ruido anómalo. al acelerar bajo carga.,PROCEDIMIENTO: DIAGNÓSTICO DE PRESIÓN DE COMBUSTIBLE Y CAÍDA DE CAUDAL BAJO CARGA (DTC P0087 / TIRONEO AL EXIGIR ACELERACIÓN),"🛠️ **1. Posible Falla Vehicular y Diagnóstico Diferencial** - **Hipótesis Principal:** Bomba de gasolina quemada o con baja presión (62%). - **Diagnóstico Diferencial:**    - *Hipótesis Principal (Bomba de gasolina):* Provoca caída severa de presión y caudal al acelerar bajo carga, generando tirones",3182
CASE_044,f11_v2_case_044,1,El carro tiembla. No sé qué pueda ser no tengo escáner.,El carro tiembla. No sé qué pueda ser no tengo escáner.,esperando_clarificacion,sintoma_vibración:vibración,,,NO_DTC,El carro tiembla. No sé qué pueda ser no tengo escáner.,MOTOR,0.0000,Consulta Ambigua / Datos Faltantes,N/A,N/A,Conf=0.000,NOT_AVAILABLE,NOT_AVAILABLE,"⚠️ Especifique: ¿ocurre al arrancar, acelerar o frenar?",1
CASE_045,f11_v2_case_045,1,Pierde potencia en alta. No he revisado el filtro de gasolina todavía.,pierde potencia en alta. no he revisado el filtro de gasolina todavía.,esperando_autopregunta,combustible:Gasolina,,,NO_DTC,pierde potencia en alta. no he revisado el filtro de gasolina todavía.,MOTOR,0.4563,Bomba de gasolina quemada o con baja presion,Inyectores sucios o filtro de combustible obstruido,Falla en filtro de particulas DPF / FAP y sistema AdBlue DEF (Diesel Euro 5/6),Top1=0.456 | Top2=0.430 | Top3=0.095,NOT_AVAILABLE,NOT_AVAILABLE,"🤖 🔍 Para confirmar el diagnóstico entre las principales hipótesis técnicas:  • 1️⃣ Falta de potencia en alta, se ahoga en subida o zumba fuerte el tanque de combustible (Bomba de combustible) — 46% • 2️⃣ El motor tose, tironea a cualquier velocidad o le cuesta responder al acelerador (Inyectores / F",38
CASE_046,f11_v2_case_046,1,Hace un ruido en la suspensión. Todavía no lo he subido al elevador.,hace un ruido en la suspensión. todavía no lo he subido al elevador.,completo,,,,NO_DTC,hace un ruido en la suspensión. todavía no lo he subido al elevador.,SUSPENSION_CHASIS,0.8801,Amortiguadores reventados o bujes de suspension gastados,Rodamiento de maza o rodaje de rueda picado (zumbido de rodadura),Faja o cadena de distribucion destensada o con salto de punto,Top1=0.880 | Top2=0.078 | Top3=0.042,hace un ruido en la suspensión. todavía no lo he subido al elevador.,"PROCEDIMIENTO: DIAGNÓSTICO DE DESGASTE DE BUJES DE TRAPECIO, BARRAS ESTABILIZADORAS Y AMORTIGUADORES (GOLPETEO EN TROCHA / REBOTE)",PERFIL DEL VEHÍCULO DECLARADO: Vehículo: Genérico | Placa: N/A  🛠️ **1. Posible Falla Vehicular y Diagnóstico Diferencial** - **Hipótesis Principal:** Amortiguadores reventados o bujes de suspensión gastados (88%). - **Diagnóstico Diferencial:**    - *Hipótesis Principal (Amortiguadores / Bujes - 88,3684
CASE_047,f11_v2_case_047,1,El motor no arranca. No estoy seguro de cuándo le cambiaron bujías.,presenta motor no arranca.,inicio,motor_arranca:NO; sintoma_motor_no_arranca:motor no arranca,,,NO_DTC,presenta motor no arranca.,ELECTRICO,0.5702,Bateria descargada o bornes sulfatados,Inyectores sucios o filtro de combustible obstruido,Falla en bujias o bobinas de encendido (misfire),Top1=0.570 | Top2=0.279 | Top3=0.150,presenta motor no arranca.,PROCEDIMIENTO: DIAGNÓSTICO DE BAJO VOLTAJE DEL SISTEMA ELÉCTRICO Y ALTERNADOR (DTC P0562),"🛠️ **1. Posible Falla Vehicular y Diagnóstico Diferencial** - **Hipótesis Principal:** Batería descargada o bornes sulfatados (57%). - **Diagnóstico Diferencial:**    - *Hipótesis Principal (Batería/Bornes - 57%):* Se manifiesta con un motor que no gira o gira muy lento al accionar la llave, acompañ",1
CASE_048,f11_v2_case_048,1,No sé si el testigo del motor prendió porque el tablero está opaco.,no sé si el testigo del motor prendió porque el tablero está opaco.,completo,,,,NO_DTC,no sé si el testigo del motor prendió porque el tablero está opaco.,MOTOR,0.5729,Baja presion de aceite o bomba de aceite defectuosa,Falla en filtro de particulas DPF / FAP y sistema AdBlue DEF (Diesel Euro 5/6),Falla en termostato o motoventilador de radiador,Top1=0.573 | Top2=0.278 | Top3=0.149,no sé si el testigo del motor prendió porque el tablero está opaco.,PROCEDIMIENTO: DIAGNÓSTICO Y REGENERACIÓN DE FILTRO DE PARTÍCULAS DPF / FAP Y SISTEMA DE UREA ADBLUE DEF (DTC P2002 / P20EE),PERFIL DEL VEHÍCULO DECLARADO: Vehículo: Genérico | Placa: N/A  🛠️ **1. Posible Falla Vehicular y Diagnóstico Diferencial** - **Hipótesis Principal:** Baja presión de aceite o bomba de aceite defectuosa (57%). - **Diagnóstico Diferencial:**    - *Hipótesis Principal (Baja presión de aceite / bomba d,3616
CASE_049,f11_v2_case_049,1,Se apaga de repente. No sé si la bomba suena al poner contacto.,presenta apagado de motor.,esperando_autopregunta,sintoma_apagado_de_motor:apagado de motor,,,NO_DTC,presenta apagado de motor.,MOTOR,0.2178,Cuerpo de aceleracion o valvula IAC sucia,Falla en bujias o bobinas de encendido (misfire),Limpiaparabrisas o motor pluma quemado,Top1=0.218 | Top2=0.194 | Top3=0.192,NOT_AVAILABLE,NOT_AVAILABLE,🤖 🔍 Para confirmar el diagnóstico entre las principales hipótesis técnicas:  • 1️⃣ Las revoluciones (RPM) suben y bajan solas o se apaga al desacelerar o llegar a semáforos (Cuerpo de aceleración / IAC) — 22% • 2️⃣ Jalonea o cabecea con pérdida de fuerza al acelerar en subida o carga (Bujías o bobin,40
CASE_050,f11_v2_case_050,1,Tironea en baja y el escáner me arroja DTC P0300 y P0301.,"presenta funcionamiento irregular / misfire. código de escáner P0300, P0301.",completo,dtc_P0300:P0300; dtc_P0301:P0301; sintoma_funcionamiento_irregular___misfire:funcionamiento irregular / misfire,,,"P0300, P0301","presenta funcionamiento irregular / misfire. código de escáner P0300, P0301.",MOTOR,0.8530,Falla en bujias o bobinas de encendido (misfire),Falla de descarbonizacion e inyeccion directa GDI (acumulacion de carbon en valvulas),Cuerpo de aceleracion o valvula IAC sucia,Top1=0.853 | Top2=0.096 | Top3=0.051,"presenta funcionamiento irregular / misfire. código de escáner P0300, P0301.",PROCEDIMIENTO: CAMBIO DE BUJÍAS DE ENCENDIDO Y DIAGNÓSTICO DE MISFIRE (DTC P0300 / P0301),"PERFIL DEL VEHÍCULO DECLARADO: Vehículo: Genérico | Placa: N/A  🛠️ **1. Posible Falla Vehicular y Diagnóstico Diferencial** - **Hipótesis Principal:** Falla en bujías o bobinas de encendido (misfire) (85%), respaldada directamente por los códigos DTC P0300 (misfire múltiple) y P0301 (misfire específ",3449
CASE_051,f11_v2_case_051,1,Tengo encendido el check engine con código P0420 eficiencia de catalizador.,tengo encendido el check engine con código p0420 eficiencia de catalizador.,completo,dtc_P0420:P0420,,,P0420,tengo encendido el check engine con código p0420 eficiencia de catalizador.,MOTOR,0.8440,Convertidor catalitico ineficiente u obstruido (DTC P0420 / P0430),Falla en sensor de oxigeno o mezcla rica,Falla en bujias o bobinas de encendido (misfire),Top1=0.844 | Top2=0.101 | Top3=0.055,tengo encendido el check engine con código p0420 eficiencia de catalizador.,PROCEDIMIENTO: DIAGNÓSTICO DE CONTRAPRESIÓN DE ESCAPE Y CATALIZADOR TAPONADO (DTC P0420 / P0430 / AUTO AMARRADO EN PISTA),🛠️ **1. Posible Falla Vehicular (Modo Degradado ML+RAG):** • **Diagnóstico Sugerido (ML):** Convertidor catalitico ineficiente u obstruido (DTC P0420 / P0430) • **Certeza del Modelo:** 84% ⚠️ *Nota:* Se requiere inspección física obligatoria: la confianza ML es insuficiente o el procedimiento RAG aú,292
CASE_052,f11_v2_case_052,1,El motor falla un cilindro y arroja DTC P0201 circuito de inyector abierto.,el motor falla un cilindro y arroja dtc p0201 circuito de inyector abierto.,completo,dtc_P0201:P0201,,,P0201,el motor falla un cilindro y arroja dtc p0201 circuito de inyector abierto.,MOTOR,0.8667,Falla en circuito o solenoide de inyector individual (DTC P0201 - P0208),Falla en bujias o bobinas de encendido (misfire),Inyectores sucios o filtro de combustible obstruido,Top1=0.867 | Top2=0.087 | Top3=0.047,el motor falla un cilindro y arroja dtc p0201 circuito de inyector abierto.,"PROCEDIMIENTO: COMPROBACIÓN DE CIRCUITO ELÉCTRICO, RESISTENCIA Y PULSO DE INYECTORES DE GASOLINA (DTC P0201 A P0208)",🛠️ **1. Posible Falla Vehicular (Modo Degradado ML+RAG):** • **Diagnóstico Sugerido (ML):** Falla en circuito o solenoide de inyector individual (DTC P0201 - P0208) • **Certeza del Modelo:** 86% ⚠️ *Nota:* Se requiere inspección física obligatoria: la confianza ML es insuficiente o el procedimiento ,673
CASE_053,f11_v2_case_053,1,Se encendió la luz ABS en el tablero y el scanner marca código C0035.,se encendió la luz abs en el tablero y el scanner marca código c0035.,completo,dtc_C0035:C0035,,,C0035,se encendió la luz abs en el tablero y el scanner marca código c0035.,FRENOS,0.9928,Falla en sensor de velocidad de rueda ABS,Falla en sistema de control de emisiones evaporativas EVAP (canister o valvula de purga),Alternador defectuoso o placa de diodos quemada,Top1=0.993 | Top2=0.033 | Top3=0.017,se encendió la luz abs en el tablero y el scanner marca código c0035.,PROCEDIMIENTO: DIAGNÓSTICO Y REEMPLAZO DE SENSOR DE VELOCIDAD ABS Y CILINDRO MAESTRO (DTC C0035 / C0221),🛠️ **1. Posible Falla Vehicular (Modo Degradado ML+RAG):** • **Diagnóstico Sugerido (ML):** Falla en sensor de velocidad de rueda ABS • **Certeza del Modelo:** 99% ⚠️ *Nota:* Se requiere inspección física obligatoria: la confianza ML es insuficiente o el procedimiento RAG aún no tiene fuente OEM val,482
CASE_054,f11_v2_case_054,1,Consumo excesivo de combustible y escáner marca P0171 sistema demasiado pobre banco 1.,presenta alto consumo de combustible. código de escáner P0171.,completo,dtc_P0171:P0171; sintoma_alto_consumo_de_combustible:alto consumo de combustible,,,P0171,presenta alto consumo de combustible. código de escáner P0171.,MOTOR,0.8479,Falla en sensor de oxigeno o mezcla rica,Falla en sistema Flex / Bi-combustible (Alcohol/Etanol),Falla en modulo de bomba de gasolina FSCM / PEM (Ford / Chevrolet),Top1=0.848 | Top2=0.099 | Top3=0.053,presenta alto consumo de combustible. código de escáner P0171.,PROCEDIMIENTO: DIAGNÓSTICO DE MEZCLA POBRE / RICA Y ANÁLISIS DE DATOS EN VIVO STFT & LTFT (DTC P0171 / P0172),🛠️ **1. Posible Falla Vehicular (Modo Degradado ML+RAG):** • **Diagnóstico Sugerido (ML):** Falla en sensor de oxigeno o mezcla rica • **Certeza del Modelo:** 84% ⚠️ *Nota:* Se requiere inspección física obligatoria: la confianza ML es insuficiente o el procedimiento RAG aún no tiene fuente OEM vali,824
CASE_055,f11_v2_case_055,1,La temperatura no sube en carretera y marca código P0128 termostato.,la temperatura no sube en carretera y marca código p0128 termostato.,completo,dtc_P0128:P0128; condicion_operacion:en carretera a velocidad; antecedente_motor_en_marcha:SI,,,P0128,la temperatura no sube en carretera y marca código p0128 termostato.,MOTOR,0.9991,Falla en termostato o motoventilador de radiador,Inyectores sucios o filtro de combustible obstruido,Cuerpo de aceleracion o valvula IAC sucia,Top1=0.999 | Top2=0.033 | Top3=0.017,la temperatura no sube en carretera y marca código p0128 termostato.,PROCEDIMIENTO: DIAGNÓSTICO DE TERMOSTATO Y PURGA ASISTIDA DEL SISTEMA DE REFRIGERACIÓN (DTC P0128 / RECALENTAMIENTO EN SUBIDA),"### PERFIL DEL VEHÍCULO DECLARADO: Vehículo: Genérico | Placa: N/A  ---  🛠️ **1. Posible Falla Vehicular y Diagnóstico Diferencial**  *   **Hipótesis Principal (99%):** Falla en el termostato (quedado abierto prematuramente o atascado) o anomalía en el motoventilador del radiador, lo que provoca que",3527
CASE_056,f11_v2_case_056,1,Tarda mucho en encender y arroja DTC P0340 sensor de posición del árbol de levas CMP.,tarda mucho en encender y arroja dtc p0340 sensor de posición del árbol de levas cmp.,completo,dtc_P0340:P0340,,,P0340,tarda mucho en encender y arroja dtc p0340 sensor de posición del árbol de levas cmp.,MOTOR,0.8778,Falla en sensor de posicion de cigueñal (CKP) o arbol de levas (CMP),Falla en sistema de sincronizacion variable de valvulas (VVT / VVT-i / Valvetronic),Faja o cadena de distribucion destensada o con salto de punto,Top1=0.878 | Top2=0.079 | Top3=0.043,tarda mucho en encender y arroja dtc p0340 sensor de posición del árbol de levas cmp.,PROCEDIMIENTO: DIAGNÓSTICO Y REEMPLAZO DE SENSOR DE POSICIÓN DE CIGÜEÑAL CKP Y LEVAS CMP (DTC P0335 / P0340),"🛠️ **1. Posible Falla Vehicular y Diagnóstico Diferencial** - **Hipótesis Principal (87%):** Falla en el circuito o sensor de posición del árbol de levas (CMP) asociado al código DTC P0340, lo que genera problemas de sincronización de inyección/chispa provocando demora en el arranque. - **Diagnóstic",3210
CASE_057,f11_v2_case_057,1,Luz de check encendida con código P0442 fuga pequeña en el sistema EVAP.,luz de check encendida con código p0442 fuga pequeña en el sistema evap.,completo,dtc_P0442:P0442,,,P0442,luz de check encendida con código p0442 fuga pequeña en el sistema evap.,MOTOR,0.9938,Falla en sistema de control de emisiones evaporativas EVAP (canister o valvula de purga),Falla en sensor de oxigeno o mezcla rica,Falla en sistema de frenado regenerativo (EV / Hibridos),Top1=0.994 | Top2=0.033 | Top3=0.017,luz de check encendida con código p0442 fuga pequeña en el sistema evap.,PROCEDIMIENTO: PRUEBA DE ESTANQUEIDAD POR PRESIÓN/HUMO Y CONTROL DE VÁLVULA DE PURGA EVAP (DTC P0440 / P0442 / P0455),"🛠️ **1. Posible Falla Vehicular y Diagnóstico Diferencial**  * **Hipótesis Principal (99%):** Falla en el sistema de control de emisiones evaporativas EVAP (fuga pequeña en el circuito, tapa de combustible defectuosa, mangueras/racores fisurados o válvula de purga/ventilación con defecto de estanque",4044
CASE_058,f11_v2_case_058,1,"El carro no da nada de marcha al girar la llave, se queda mudo, pero el scanner viejo tenía grabado un código P0420.","el carro no da nada de motor de arranque al girar la llave, se queda mudo, pero el scanner viejo tenía grabado un código p0420.",completo,dtc_P0420:P0420; condicion_operacion:al doblar la dirección; evento:giro_llave,,,P0420,"el carro no da nada de motor de arranque al girar la llave, se queda mudo, pero el scanner viejo tenía grabado un código p0420.",ELECTRICO,0.5550,Falla en motor de arranque o solenoide defectuoso (clac seco o carbones gastados),Bateria descargada o bornes sulfatados,Bomba de gasolina quemada o con baja presion,Top1=0.555 | Top2=0.289 | Top3=0.156,"el carro no da nada de motor de arranque al girar la llave, se queda mudo, pero el scanner viejo ten","PROCEDIMIENTO: COMPROBACIÓN DE CAÍDA DE TENSIÓN EN TERMINALES 30/50, CONTACTOS DE SOLENOIDE Y LONGITUD DE CARBONES EN MOTOR DE ARRANQUE",🛠️ **1. Posible Falla Vehicular y Diagnóstico Diferencial**  *   **Hipótesis Principal:** Falla en motor de arranque o solenoide defectuoso (clac seco o carbones gastados) (55%). *   **Diagnóstico Diferencial:**      *   *Hipótesis Principal (Motor de arranque / solenoide - 55%):* Se manifiesta cuan,3904
CASE_059,f11_v2_case_059,1,"El pedal de freno vibra feo y chilla al frenar a 100 km/h, pero el scanner arroja P0130 sensor de oxigeno.",presenta vibración. al frenar. código de escáner P0130.,completo,dtc_P0130:P0130; condicion_operacion:al frenar; sintoma_vibración:vibración,,,P0130,presenta vibración. al frenar. código de escáner P0130.,FRENOS,0.7078,Discos de freno alabeados o desgastados,Desgaste de pastillas y zapatas de freno,Falla en bujias o bobinas de encendido (misfire),Top1=0.708 | Top2=0.190 | Top3=0.102,presenta vibración. al frenar. código de escáner P0130.,PROCEDIMIENTO: DIAGNÓSTICO METROLÓGICO DEL ALABEO DE DISCOS DE FRENO Y VARIACIÓN DE ESPESOR DTV (VIBRACIÓN EN PEDAL / VOLANTE AL FRENAR),🛠️ **1. Posible Falla Vehicular y Diagnóstico Diferencial**  * **Hipótesis Principal:** Discos de freno alabeados o desgastados (70%). * **Diagnóstico Diferencial:**    - *Hipótesis Principal (Discos de freno alabeados o desgastados - 70%):* Se manifiesta con vibración o pulsación en el pedal de fre,3693
CASE_060,f11_v2_case_060,1,"Bota humo azul espeso y consume aceite, pero el scanner dice P0300.",presenta funcionamiento irregular / misfire. código de escáner P0300.,completo,dtc_P0300:P0300; sintoma_funcionamiento_irregular___misfire:funcionamiento irregular / misfire,,,P0300,presenta funcionamiento irregular / misfire. código de escáner P0300.,MOTOR,0.7000,Falla en bujias o bobinas de encendido (misfire),Cuerpo de aceleracion o valvula IAC sucia,Falla de descarbonizacion e inyeccion directa GDI (acumulacion de carbon en valvulas),Top1=0.700 | Top2=0.195 | Top3=0.105,presenta funcionamiento irregular / misfire. código de escáner P0300.,PROCEDIMIENTO: CAMBIO DE BUJÍAS DE ENCENDIDO Y DIAGNÓSTICO DE MISFIRE (DTC P0300 / P0301),🛠️ **1. Posible Falla Vehicular y Diagnóstico Diferencial** *   **Hipótesis Principal:** Falla en bujías o bobinas de encendido (misfire) (70%). *   **Diagnóstico Diferencial:** Es necesario contrastar la hipótesis principal con las alternativas del sistema para evitar sustituciones innecesarias de ,3352
CASE_061,f11_v2_case_061,1,"No entran los cambios mecánicos pedal al piso, y el cliente dice que tiene código de ABS.","no entran los cambios mecánicos pedal al piso, y el cliente dice que tiene código de abs.",completo,,,,NO_DTC,"no entran los cambios mecánicos pedal al piso, y el cliente dice que tiene código de abs.",FRENOS,0.5458,Falla en sensor de velocidad de rueda ABS,Falla en bombin o bomba hidraulica de embrague,Falla en caja robotizada Dualogic / I-Motion / Easytronic (Fiat / VW),Top1=0.546 | Top2=0.295 | Top3=0.159,"no entran los cambios mecánicos pedal al piso, y el cliente dice que tiene código de abs.",PROCEDIMIENTO: DIAGNÓSTICO Y REEMPLAZO DE SENSOR DE VELOCIDAD ABS Y CILINDRO MAESTRO (DTC C0035 / C0221),"🛑 **ADVERTENCIA CRÍTICA DE SEGURIDAD: NO CONDUCIR EL VEHÍCULO** Existe riesgo inminente de pérdida total del sistema de frenos por falla hidráulica severa. Por su seguridad, inmovilice el vehículo de inmediato y solicite traslado en grúa para inspección profesional. Bajo ninguna circunstancia intent",4702
CASE_062,f11_v2_case_062,1,"Se calienta al tope en subida botando vapor, pero el scanner no tiene ningún DTC guardado.",presenta sobrecalentamiento. al acelerar bajo carga.,completo,condicion_operacion:al acelerar bajo carga; sintoma_sobrecalentamiento:sobrecalentamiento,,,NO_DTC,presenta sobrecalentamiento. al acelerar bajo carga.,MOTOR,0.5029,Bomba de gasolina quemada o con baja presion,Fuga en mangueras de intercooler o turbocompresor danado,Fuga o baja presion en sistema Common Rail Diesel (Camiones/Pickups),Top1=0.503 | Top2=0.323 | Top3=0.174,presenta sobrecalentamiento. al acelerar bajo carga.,PROCEDIMIENTO: DIAGNÓSTICO DE BAJA PRESIÓN EN RIEL DE COMBUSTIBLE (DTC P0087),"🛠️ **1. Posible Falla Vehicular y Diagnóstico Diferencial**  * **Hipótesis Principal:** Bomba de gasolina quemada o con baja presión (50%). * **Diagnóstico Diferencial:**    - La **Hipótesis Principal** apunta a un fallo en el suministro de combustible (bomba de gasolina), lo cual provoca una caída ",3598
CASE_063,f11_v2_case_063,1,"Maestro, el carro me está rateando feo en baja y se apaga en los semáforos.",presenta apagado de motor.,esperando_autopregunta,sintoma_apagado_de_motor:apagado de motor,,,NO_DTC,presenta apagado de motor.,MOTOR,0.2178,Cuerpo de aceleracion o valvula IAC sucia,Falla en bujias o bobinas de encendido (misfire),Limpiaparabrisas o motor pluma quemado,Top1=0.218 | Top2=0.194 | Top3=0.192,NOT_AVAILABLE,NOT_AVAILABLE,🤖 🔍 Para confirmar el diagnóstico entre las principales hipótesis técnicas:  • 1️⃣ Las revoluciones (RPM) suben y bajan solas o se apaga al desacelerar o llegar a semáforos (Cuerpo de aceleración / IAC) — 22% • 2️⃣ Jalonea o cabecea con pérdida de fuerza al acelerar en subida o carga (Bujías o bobin,43
CASE_064,f11_v2_case_064,1,En plena subida el motor cascabelea como si tuviera canicas adentro.,en plena subida el motor preignicion o falla de bujias por cascabeleo como si tuviera canicas adentro.,completo,,,,NO_DTC,en plena subida el motor preignicion o falla de bujias por cascabeleo como si tuviera canicas adentro.,MOTOR,0.9004,Falla en bujias o bobinas de encendido (misfire),Falla de descarbonizacion e inyeccion directa GDI (acumulacion de carbon en valvulas),Fuga en mangueras de intercooler o turbocompresor danado,Top1=0.900 | Top2=0.065 | Top3=0.035,en plena subida el motor preignicion o falla de bujias por cascabeleo como si tuviera canicas adentr,PROCEDIMIENTO: DIAGNOSTICO DE SISTEMA COMMON RAIL DIESEL Y BOMBA DE ALTA PRESION (COMBUSTIBLE_005),"PERFIL DEL VEHÍCULO DECLARADO: Vehículo: Genérico | Placa: N/A  🛠️ **1. Posible Falla Vehicular y Diagnóstico Diferencial** - **Hipótesis Principal:** Falla en bujías o bobinas de encendido (misfire) (90%). El síntoma de ""cascabeleo como si tuviera canicas adentro"" bajo carga (en plena subida) es un",3573
CASE_065,f11_v2_case_065,1,"Piso el acelerador y el carro se chupa de golpe, no responde.",presenta ruido anómalo. al acelerar bajo carga.,inicio,condicion_operacion:al acelerar bajo carga; sintoma_ruido_anómalo:ruido anómalo,,,NO_DTC,presenta ruido anómalo. al acelerar bajo carga.,MOTOR,0.6255,Bomba de gasolina quemada o con baja presion,Inyectores sucios o filtro de combustible obstruido,Fuga en mangueras de intercooler o turbocompresor danado,Top1=0.625 | Top2=0.243 | Top3=0.131,presenta ruido anómalo. al acelerar bajo carga.,PROCEDIMIENTO: DIAGNÓSTICO DE PRESIÓN DE COMBUSTIBLE Y CAÍDA DE CAUDAL BAJO CARGA (DTC P0087 / TIRONEO AL EXIGIR ACELERACIÓN),"🛠️ **1. Posible Falla Vehicular y Diagnóstico Diferencial** - **Hipótesis Principal:** Bomba de gasolina quemada o con baja presión (62%). - **Diagnóstico Diferencial:**    - *Hipótesis Principal (Bomba de gasolina):* Provoca caída severa de presión y caudal al acelerar bajo carga, generando tirones",1
CASE_066,f11_v2_case_066,1,El carro no jala nada en tercera va desinflado.,presenta pérdida de potencia.,esperando_autopregunta,sintoma_pérdida_de_potencia:pérdida de potencia,,,NO_DTC,presenta pérdida de potencia.,MOTOR,0.4402,Falla en bujias o bobinas de encendido (misfire),Consumo de aceite por desgaste de anillos o retenes,Inyectores sucios o filtro de combustible obstruido,Top1=0.440 | Top2=0.319 | Top3=0.123,NOT_AVAILABLE,NOT_AVAILABLE,🤖 🔍 Para confirmar el diagnóstico entre las principales hipótesis técnicas:  • 1️⃣ Jalonea o cabecea con pérdida de fuerza al acelerar en subida o carga (Bujías o bobinas de encendido) — 44% • 2️⃣ Bota humo azulado por el escape al acelerar y baja el nivel de aceite motor (Anillos / Retenes) — 32% •,37
