review_id,text,make,model,model_year,component_reported,candidate_label,content_type,text_quality,label_final,reviewer,review_status,confidence,observations
NHTSA-REV-044,"vehicle has been to the dealership many times for issues with the engine and burning oil, we have brought it in to chevy wallace dealer for all this and have paperwork for all this, however torque convertor has been replaced 2x in one year due to faulty parts. the dealeership finally told us that the afm lifters cause the engine to go and needed a engine [VIN_REDACTED]. my wife has been so upset over this matter because she loved the truck. all this has been inspected by dealer so many times and we kept geting the run around. we had multiple check engine lights and misfire codes. then the last straw was when the engine had a horrible knocking noise which we have on video.now that she traded the truck in because dealer said it was not covered under warranty because it lapsed by 1 month we had to get a different vheicle due to knowbody helping us and now were screwed with a insane payment. we have been dealing with this for a few years and no help from chevy even with a extended warranty that covered it all. i am not asking for the world but chevy has to be responible for something. my wife really needs help with this we lost a damn nice truck and want some kind of compinsation for it",CHEVROLET,SILVERADO 1500,2019,ENGINE,MOTOR,symptom_detail_candidate,high_symptom_detail,,,pending_mechanical_review,,
NHTSA-REV-045,"The vehicle developed a recurring cylinder #4 misfire with a flashing check-engine light, rough running, and reduced performance. Diagnostic code P0304 repeatedly returned. Replacing the #4 spark plug temporarily restored normal operation, but the misfire returned after a few hundred miles. The #4 plug was wet/oily, and fresh oil was found pooled in the #4 intake port while the other ports were dry. All eight spark plugs, ignition coils, and plug wires were replaced, along with the #4 fuel injector and both #4 valve-stem seals, but the misfire persisted. A valvetrain/lifter tick later became audible near 3,000 RPM. The failure has now been confirmed as a valvetrain failure that severely damaged/destroyed cylinder #4 and requires complete engine [VIN_REDACTED]. The vehicle is available for inspection upon request. This defect creates a serious risk of severe misfire, loss of engine performance, or complete engine failure while driving.",GMC,YUKON,2015,ENGINE,MOTOR,general_complaint_candidate,general_symptom_description,,,pending_mechanical_review,,
NHTSA-REV-046,"We have to add 1-2 quarts of oil every 600 miles. Our check engine light came on 02/2026 for carbon buildup. We had it cleaned, had timing chain replaced, piston rings, oil valves, manifold. Cost us $5300. The car ran fine before the light came on and all of a sudden it started making grinding noises and idling rough. We change the oil every 3,000 miles and the car burns through oil constantly. Our car stalled [ADDRESS_REDACTED]’s causing emotional and financial distress. There are multiple lawsuits pending for this but something needs done. This is exhausting.",VOLKSWAGEN,TIGUAN,2018,ENGINE,MOTOR,general_complaint_candidate,general_symptom_description,,,pending_mechanical_review,,
NHTSA-REV-047,Vehicle shuts of sporadically when idling and requires restart by pressing ignition button.,VOLKSWAGEN,ATLAS,2022,FUEL/PROPULSION SYSTEM,MOTOR,general_complaint_candidate,general_symptom_description,,,pending_mechanical_review,,
NHTSA-REV-048,Engine failure. Tahoe lost all power on the interstate going 70mph. Was able to get it to the side of the road and restart it. Engine started knocking and became undriveable.,CHEVROLET,TAHOE,2024,ENGINE,MOTOR,general_complaint_candidate,general_symptom_description,,,pending_mechanical_review,,
NHTSA-REV-049,"The contact owns a 2023 GMC Sierra 1500. The contact stated that while driving 70 MPH, the engine seized, causing the vehicle to stall and lose motive power in the middle of the interstate. The vehicle was unable to restart and was towed by OnStar service. The vehicle was towed to the dealer, where it was diagnosed with engine failure. The contact was informed that the engine needed to be replaced. The vehicle was scheduled to be repaired by the dealer. The manufacturer was made aware of the failure by the dealer.",GMC,SIERRA 1500,2023,ENGINE,MOTOR,symptom_detail_candidate,high_symptom_detail,,,pending_mechanical_review,,
NHTSA-REV-050,"Truck for about the 6th time in 2 weeks, shut its self off while driving and slams into park. This has happened before and had to be towed to dodge because it wouldn’t restart. I told them what happened and they informed me it was low on fuel, that’s why it did it. But I was doing 60mph on a interstate and lost all power",RAM,1500,2022,ENGINE,MOTOR,general_complaint_candidate,general_symptom_description,,,pending_mechanical_review,,
NHTSA-REV-051,"The contact owns a 2011 Ford F-350. The contact stated while reversing, the vehicle failed to accelerate as intended while depressing the accelerator pedal. The contact stated that the vehicle stalled and failed to restart. There was no warning light illuminated. The contact stated that an independent mechanic arrived at the residence however, the vehicle failed to restart. The vehicle was towed to an independent mechanic. The contact was informed that the high-pressure fuel pump had failed, and the fuel system needed to be replaced. The vehicle was not repaired. The manufacturer was notified of the failure but denied assistance in covering the cost of the repair. The failure mileage was approximately 200,000.",FORD,F-350,2011,"FUEL SYSTEM, DIESEL",MOTOR_DIESEL_DPF,symptom_detail_candidate,high_symptom_detail,,,pending_mechanical_review,,
NHTSA-REV-052,"The contact owns a 2020 Ford F-250 SD. The contact stated that the vehicle was repaired under NHTSA Campaign Number: 24V957000 (Fuel System, Diesel); however, while driving 40 MPH approximately two months later, the vehicle was running rough and stalled. The check engine warning light was illuminated. The contact pulled over to the side of the road. The vehicle was towed to a dealer, where it was diagnosed with a high-pressure fuel pump failure, causing the fuel system to become contaminated. The dealer determined that the fuel system needed to be replaced. The dealer submitted a diagnostic report to the manufacturer. The contact notified the manufacturer of the failure, and a case was filed. The vehicle was not repaired and was pending the manufacturer's decision regarding the coverage of the repair. The failure mileage was approximately 103,000.",FORD,F-250 SD,2020,"FUEL SYSTEM, DIESEL",MOTOR_DIESEL_DPF,symptom_detail_candidate,high_symptom_detail,,,pending_mechanical_review,,
NHTSA-REV-053,"The contact owns a 2020 Ford F-450. The contact stated that after starting the vehicle, the engine ran for several minutes before the vehicle independently shut off. No warning lights were illuminated. The contact attempted to restart the vehicle however, the vehicle failed to start. The vehicle was towed to the residence. The local dealer was contacted; however, the vehicle was not diagnosed or repaired. The contact referenced NHTSA Campaign Number: 24V957000 (FUEL SYSTEM, DIESEL) as probable cause for the failure. The manufacturer was not notified of the failure. The approximate failure mileage was 184,000.",FORD,F-450,2020,"FUEL SYSTEM, DIESEL",MOTOR_DIESEL_DPF,general_complaint_candidate,general_symptom_description,,,pending_mechanical_review,,
NHTSA-REV-054,"The contact owns a 2015 Jeep Grand Cherokee. The contact stated that while driving 25 MPH, the message ""Low Fuel Pressure"" was displayed, and the vehicle stalled in the middle of the road. The vehicle failed to restart and was pushed to the side of the road with the assistance of the spouse. The vehicle was towed to the dealer, where it remained for 10 days before being diagnosed with a high-pressure fuel pump failure. The dealer determined that the high-pressure fuel pump and an unknown pump needed to be replaced. The contact associated the failure with NHTSA Campaign Number: 22V406000 (Fuel System, Diesel); which was performed on the vehicle two years before the failure. The vehicle was not repaired. The manufacturer was made aware of the failure and denied assistance. The failure mileage was approximately 170,000.",JEEP,GRAND CHEROKEE,2015,"FUEL SYSTEM, DIESEL",MOTOR_DIESEL_DPF,general_complaint_candidate,general_symptom_description,,,pending_mechanical_review,,
NHTSA-REV-055,"The contact owns a 2020 FORD F-350. The contact stated while driving at an undisclosed speed, he had a loss of motive power and check engine warning light was illuminated when driving, almost causing an accident due to not being able to accelerate. The vehicle was taken to a dealer where it was diagnosed to have metal shavings in the combustion system. The contact received notification of NHTSA Campaign Number: 24V957000 (FUEL SYSTEM, DIESEL); however, the SSSC (Special Service Center assistance request) was declined by Ford agency (SSSC), due to the issue not having metal shavings although the dealer technician stated there were shavings. The vehicle was not repaired. The manufacturer was not notified of the failure. The failure mileage was 126,136.",FORD,F-350 SD,2020,"FUEL SYSTEM, DIESEL",MOTOR_DIESEL_DPF,symptom_detail_candidate,high_symptom_detail,,,pending_mechanical_review,,
NHTSA-REV-056,"The contact's husband owns a 2022 Ford F-350 SD. The contact stated that while depressing the accelerator pedal, the vehicle lost motive power with the check engine warning light displayed on the instrument panel. The vehicle was taken to the dealer where a diagnostic test was performed, and the contact was informed that the high-pressure fuel pump (HPFP) needed to be replaced. The contact initially assumed that the vehicle would be covered under warranty; however, the warranty did not cover the repair. The contact was then referred to the manufacturer for assistance. The manufacturer referred the contact to the NHTSA Hotline to report the failure. The vehicle was repaired out of pocket. The failure mileage was approximately 140,000.",FORD,F-350 SD,2022,"FUEL SYSTEM, DIESEL",MOTOR_DIESEL_DPF,symptom_detail_candidate,high_symptom_detail,,,pending_mechanical_review,,
NHTSA-REV-057,"The contact owned a 2023 Ford F-250 Super Duty. The contact stated that while driving at 35 MPH, the engine seized. The contact was able to coast to the side of the road. The contact exited the vehicle and noticed flames were emitting from under the hood and wheel well. No warning lights were illuminated. The contact did not sustain any injuries. The police and fire department were called to the scene. The fire department extinguished the flames. The contact suspected that the fire started near the fuel pump. The vehicle was towed to a tow yard. The contact attempted to tow the vehicle out of the towing yard, and the towing company refused to release the vehicle to the contact. The manufacturer was notified of the fire and informed the contact that the vehicle was in their possession and was at an unknown location. The insurance company was notified about the fire. The contact stated that it was unclear if the vehicle was insured. The failure mileage was 44,000.",FORD,F-250 SD,2023,"FUEL SYSTEM, DIESEL",MOTOR_DIESEL_DPF,general_complaint_candidate,general_symptom_description,,,pending_mechanical_review,,
NHTSA-REV-058,"Parts Not Available Complaint: The contact owns a 2021 Ford F-550. The contact received notification of NHTSA Campaign Number: 24V957000 (FUEL SYSTEM, DIESEL) however upon having the vehicle diagnosed by a local dealer where the following code was displayed ""P2291"" The contact was advised that because of the code displayed that the remedy would not be performed. The vehicle was taken to a second dealer where the contact was advised that because the code had been wiped by the previous dealer that the remedy would not be performed. The contact emphasized that they do not feel safe driving the vehicle without the remedy being completed. The contact had not experienced a failure. The manufacturer was made aware.",FORD,F-550 SD,2021,"FUEL SYSTEM, DIESEL",MOTOR_DIESEL_DPF,general_complaint_candidate,general_symptom_description,,,pending_mechanical_review,,
NHTSA-REV-059,Fuel pump keeps on failing I replaced it 3 time.,HYUNDAI,ELANTRA,2020,"FUEL SYSTEM, DIESEL:DELIVERY:FUEL PUMP",MOTOR_DIESEL_DPF,general_complaint_candidate,general_symptom_description,,,pending_mechanical_review,,
NHTSA-REV-060,"The contact owns a 2019 Honda Odyssey. The contact stated that the vehicle was purchased with a Salvage Title. The contact was informed by the seller that there was an unknown diagnostic trouble code for a misfire. The contact was informed that the failure was due to a failure with a fuel injector. No warning light was illuminated. The vehicle was not taken to the dealer or an independent mechanic. The vehicle was pending repair from the prior owner. The manufacturer was not notified of the failure. The failure mileage was approximately 74,000.",HONDA,ODYSSEY,2019,"FUEL SYSTEM, DIESEL:FUEL INJECTION SYSTEM:INJECTORS",MOTOR_DIESEL_DPF,symptom_detail_candidate,high_symptom_detail,,,pending_mechanical_review,,
NHTSA-REV-061,"WHILE GETTING ON INTERSTATE MY 2017 EXPEDITION EL 4X4 WAS SHIFTING AND COMING UP TO HIGHWAY SPEED , WHEN IT SEEMED TO RUN ROUGH AND FELT LIKE IT MISSED A SHIFT. I LET OFF GAS PEDAL, ENGINE ROUGHNESS TEMPORARILY WENT AWAY. NOW I'M GETTING CLOSER TO GETTING ON HIGHWAY , APPLIED GAS AGAIN AND ENGINE GOT ROUGH RUNNING AGAIN AND TOOL SYMBOL APPEARED ON DASH . I LOST ALL ACCELERATION AND POWER TO WHEELS WHILE TRYING TO ENTER AN INTERSTATE. VERY DANGEROUS AND LIFE THREATENING IF I DID NOT HAVE A LONG SHOULDER TO PULL OFF ON. PULLED OVER STOPPED ENGINE. LET SIT FOR 5 OR SO MINS. STARTED UP AND TOOL SYMBOL WAS GONE. GOT ON HIGHWAY UP TO SPEED THIS TIME THEN SAME THING HAPPENED AGAIN. ROUGH RUNNING , LOST ALL POWER TO WHEELS, TOOL SYMBOL APPEARED AGAIN BUT GOT THE CHECK ENGINE LIGHT THIS TIME. LUCKILY I WAS PASSING AN EXIT AND HAD TIME TO GET OFF INTERSTATE 77 BEFORE I GOT RUN OVER FROM BEHIND. STOPPED N RESTARTED. GOT TRUCK TO MY MECHANIC AND THEY PULLED A THROTTLE BODY CODE ON THE TRUCK. I HAD THEM RESET CODE TO SEE IF IT HAPPENS AGAIN BECAUSE I HAVE AN ALLY EXTENDED WARRANTY WHICH WE'LL SEE HOW USING THAT GOES. I AM DRIVING TRUCK WITH LESS ISSUES TRYING TO GET CODE TO APPEAR AGAIN TO TAKE TO DEALER FOR A FIX. HAVE GOTTEN THE TOOL LIGHT TO COME ON 2X BUT NO CHECK ENGINE YET.",FORD,EXPEDITION,2017,VEHICLE SPEED CONTROL:THROTTLE:ACTUATOR/STEPPER MOTOR,REVISAR_MANUALMENTE,symptom_detail_candidate,high_symptom_detail,,,pending_mechanical_review,,
NHTSA-REV-062,"TL* THE CONTACT OWNS A 2016 TRIUMPH TROPHY. THE CONTACT STATED THAT AFTER STOPPING THE MOTORCYCLE AND ATTEMPTING TO GET OFF OF THE MOTORCYCLE, THE MAIN STAND COLLAPSED. THE CONTACT INDICATED THAT AFTER THE FAILURE OCCURRED, THE MOTORCYCLE ONLY THING HOLDING UP THE MOTORCYCLE WAS THE KICK STAND. THE CAUSE OF FAILURE WAS NOT DETERMINED. ADDITIONALLY, AFTER RESTARTING MOTORCYCLE, THE CHECK ENGINE LIGHT ILLUMINATED. THE MANUFACTURER AND LOCAL DEALER SPIRIT INDIAN MOTORCYCLE OF SAN JOSE LOCATED AT [ADDRESS_REDACTED][POSTAL_CODE_REDACTED] WERE NOTIFIED OF THE FAILURE. THE FAILURE MILEAGE WAS 12,000.",TRIUMPH,TROPHY SE A1,2016,STRUCTURE:MOTORCYCLE:KICKSTAND/CENTER STAND,REVISAR_MANUALMENTE,general_complaint_candidate,general_symptom_description,,,pending_mechanical_review,,
NHTSA-REV-063,"TL* THE CONTACT OWNS A 2012 TOYOTA RAV4. THE CONTACT STATED WHILE THE VEHICLE WAS RECEIVING ROUTINE MAINTENANCE AT FRED ANDERSON TOYOTA ([ADDRESS_REDACTED][POSTAL_CODE_REDACTED], ([PHONE_REDACTED]) THE CONTACT WAS INFORMED THAT THERE WAS A CRACK IN THE WINDSHIELD WIPER RESERVOIR. THE CONTACT WAS INFORMED THAT THE WINDSHIELD WIPER MOTOR PUMP WAS DEFECTIVE AND NEEDED TO BE REPAIRED. THE VEHICLE WAS NOT REPAIRED. THE LOW WINDSHIELD WASHER FLUID WARNING LIGHT WAS ILLUMINATED. THE MANUFACTURER WAS NOT CONTACTED. THE FAILURE MILEAGE WAS 150,000.",TOYOTA,RAV4,2012,VISIBILITY:REAR WINDOW WIPER/WASHER:MOTOR,REVISAR_MANUALMENTE,symptom_detail_candidate,high_symptom_detail,,,pending_mechanical_review,,
NHTSA-REV-064,"I WAS DRIVING ON A SMALL HIGHWAY (2 TIMES) AND A NEIGHBORHOOD STREET (1 TIME) GOING 25 MPH ([ADDRESS_REDACTED]) OR MORE WHEN ALL OF THE SUDDEN I WAS UNABLE TO ACCELERATE. MY CAR SEEMED TO SHIFT INTO A DIFFERENT DRIVE WITH THE WAY IT FELT AND SOME SHAKING. I WOULD PUSH THE PEDAL TO THE FLOOR AND NOTHING WOULD HAPPEN. I HAD TO COAST INTO A PARKING LOT TWICE OFF OF A BUSY ROAD WITH MY CHILDREN IN THE CAR. WHEN THE CAR WAS TURNED OFF AND THEN BACK ON IT WAS AS IF NOTHING EVER HAPPENED AND RAN FINE SO THAT I COULD DRIVE HOME. I HAD A MECHANIC DO A DIAGNOSTIC AND NO CODES FOR THIS INCIDENT WHERE STORED OR PRESENT. THE THIRD TIME IT HAPPENED I DID NOT SHUT THE CAR OFF UNTIL SOMEONE COULD COME AND RUN A DIAGNOSTIC WHICH READ THE CODE P2112, THROTTLE ACTUATOR, CONTROL SYSTEM STUCK? REPLACED THE THROTTLE BODY. THIS LAST TIME IT HAPPENED, I HAD TO CROSS TWO LANES OF BUSY MORNING WORK TRAFFIC IN ORDER TO GET TO A PARKING LOT.",FORD,EXPEDITION,2016,VEHICLE SPEED CONTROL:THROTTLE:ACTUATOR/STEPPER MOTOR,REVISAR_MANUALMENTE,symptom_detail_candidate,high_symptom_detail,,,pending_mechanical_review,,
NHTSA-REV-065,"WHEN PULLING OUT INTO HEAVY TRAFFIC ON A DIVIDED FOUR LANE ROAD, THE VEHICLE SUDDENLY LOST POWER AND WENT INTO LIMP MODE ALMOST CAUSING A SERIOUS ACCIDENT. THE CHECK ENGINE LIGHT CAME ON AND THE CODE WAS LATER TO BE DETERMINED P2112 THROTTLE ACTUATOR A CONTROL SYSTEM STUCK CLOSED. AFTER RESEARCHING THE ISSUE IT WAS APPARENT THAT THE FORD 3.5 ECOBOOST MOTOR HAS QUITE A HISTORY OF THESE TYPE FAILURES. OFTEN DRIVER SAFETY IS COMPROMISED AS THE VEHICLE SUDDENLY AND WITHOUT WARNING WILL LOSE POWER JUST WHEN YOU NEED IT. THE FIX IS TO INSTALL A NEW THROTTLE BODY WITH ELECTRONIC ACTUATOR.",FORD,EXPEDITION,2015,VEHICLE SPEED CONTROL:THROTTLE:ACTUATOR/STEPPER MOTOR,REVISAR_MANUALMENTE,general_complaint_candidate,general_symptom_description,,,pending_mechanical_review,,
NHTSA-REV-066,Helmet strap retention hardware has rusted badly in under 20 wearings. Strength is compromised. This is the hardware the buckles the helmet and attaches the straps to the shell.,FLY RACING,MOTORCYCLE HELMET,9999,EQUIPMENT:MOTORCYCLE:HELMETS,REVISAR_MANUALMENTE,general_complaint_candidate,general_symptom_description,,,pending_mechanical_review,,
NHTSA-REV-067,"The contact's parents own a 2015 Ford Escape. The contact stated while driving at an undisclosed speed the vehicle stalled with the service engine warning light illuminated. The vehicle was slow to restart. The contact stated that when the accelerator pedal was depressed, the vehicle hesitated to respond. The vehicle was taken to an independent mechanic who retrieved Diagnostic Trouble Code: P2112 (Throttle Actuator Stuck Closed). The vehicle was taken to the local dealer but was not diagnosed or repaired. The manufacturer was not notified of the failure. The manufacturer was not contacted. The failure mileage was approximately 117,000.",FORD,ESCAPE,2015,VEHICLE SPEED CONTROL:THROTTLE:ACTUATOR/STEPPER MOTOR,REVISAR_MANUALMENTE,symptom_detail_candidate,high_symptom_detail,,,pending_mechanical_review,,
NHTSA-REV-068,"The contact owns a 2026 Harley-Davidson FLHC. The contact stated that while the motorcycle was parked with the kickstand extended, the kickstand failed, causing the motorcycle to fall over shortly after being purchased brand new. The motorcycle was taken to the dealer but could not be diagnosed. The motorcycle was not repaired. The manufacturer was not notified of the failure. The failure mileage was 114.",HARLEY-DAVIDSON,FLHC,2026,STRUCTURE:MOTORCYCLE:KICKSTAND/CENTER STAND,REVISAR_MANUALMENTE,general_complaint_candidate,general_symptom_description,,,pending_mechanical_review,,
NHTSA-REV-069,"The contact owns a 2018 Honda Pilot. The contact stated that there was no windshield washer fluid coming from the nozzle while attempting to clean the windshield. The contact stated that while driving approximately 25 MPH, the contact heard an abnormal sound coming from the vehicle with the windshield washer fluid warning light illuminated. While attempting to replenish the washer fluid reservoir the windshield washer fluid was spilling. The contact took the vehicle to a dealer where he was informed that the windshield washer motor system needed to be replaced; however, the parts to repair the system were on backorder. The manufacturer had yet to be notified of the failure. The vehicle had yet to be repaired. The failure mileage was approximately 40,000.",HONDA,PILOT,2018,VISIBILITY:WINDSHIELD WIPER/WASHER:MOTOR,REVISAR_MANUALMENTE,symptom_detail_candidate,high_symptom_detail,,,pending_mechanical_review,,
NHTSA-REV-070,"On July 4th, 2026 we were driving home in a storm. The windshield wipers failed while in the automatic setting, completely shutting off, creating a safety hazard. We pulled to the side of the road and restarted the vehicle. Afther the reboot they had resarted, but agian failed within ten minutes. We pulled over again giving the car more time to cool/reset and contacted BMWs internal SOS service. They could not hear due to the rain coming down on the car. Eventually we were able to proceed home with the wipers on a low setting. We took the vehicle to the dealership. They were unable to reproduce the defect, calling it an anomally in one video. The BMW techs are the only one to have inspected the vehicle. As for warnings, there were none. It was just a system failure mid-storm with no proceeded or forwarned error codes.",BMW,I4,2024,VISIBILITY:WINDSHIELD WIPER/WASHER:MOTOR,REVISAR_MANUALMENTE,general_complaint_candidate,general_symptom_description,,,pending_mechanical_review,,
NHTSA-REV-071,"Goodyear Wrangler TrailRunner AT, Size LT275/65/ R20 Load Range E DOT #1RJ0TJB1V2322 While driving on the highway (approx. 65-70 MPH) the center tread of the rear driver-side tired suddenly and completely delaminated/separated from the casing without warning. The only warning was a second of vibrations right before the failure. The tire-maintained inflation pressure during and after the tread separated, proving the structural integrity of the casing waws intact and that this was not caused by a puncture, blowout or road hazard. It was a catastrophic chemical adhesion bond failure between the tread rubber and the steel belt package. My safety and the safety of other motorists on the highway were put at extreme risk. When the steel-belted tread separated at high speed, it acted as a spinning whip, causing a violent vibration and severe handling instability that nearly caused a loss of vehicle control. The flailing treat slapped the vehicle body repeaedly before ripping completely free, causing extensive structural and cosmetic damage to the truck. It tore off the fender flares entirel, severely gouged and dented the painted metal tailgate, broke the passenger-side taillight, damaging the passenger cab door. The debris shedding onto the highway created an immediate, severe hazard for vehicle traveling behind me. The vehilve and the failed tire casing are currently preserved and available for immediate inspection. A local tire service center examined the tire and confirmed the structural casing was uncompromised and holding air, pointing heavily to an internal factory/ manufacturing defect. We also have pictures of the truck, along with pictures of the tire still on the rim.",CHEVROLET,SILVERADO 2500,2022,TIRES,SUSPENSION_CHASIS,general_complaint_candidate,general_symptom_description,,,pending_mechanical_review,,
NHTSA-REV-072,"Within 30k miles, Front passinger control arm bushings required [VIN_REDACTED] due to bushing failure resulting in uneven tire ware. By 35k miles, the front driver lower control arm also had the same issue effecting steering and uneven tire ware.",SUBARU,FORESTER,2017,SUSPENSION,SUSPENSION_CHASIS,general_complaint_candidate,general_symptom_description,,,pending_mechanical_review,,
NHTSA-REV-073,"My 2023 Tesla Model Y suffered a critical factory safety defect: under-torqued front suspension lateral link bolts, causing dangerous clunking noises under Autopilot. The official Tesla Invoice verified the defect and noted it was re-torqued to spec. Crucially, a close friend owning an identical 2023 Model Y in [XXX] experienced the exact same suspension noise. Upon inspecting his car, the Littleton facility attempted to exploit his lack of information by issuing a deceptive out-of-pocket diagnosis estimate of $240.00 instead of honoring the active bumper-to-bumper warranty. Tesla only backed down and waived the fee to $0.00 after being confronted with my personal repair invoice as leverage. This proves Tesla is actively executing predatory billing and hiding a systemic batch safety hazard from uninformed consumers. Regulatory investigators can verify this pattern by auditing the Littleton Service Center's internal torque check logs and warranty waiver histories for 2023 Model Y vehicles. Furthermore, after touchless app-pickup on XXX, Tesla staff omitted any key card communication. Two weeks later, after discovering my physical key cards were missing, I initiated a brand-new service request to inquire, and agent Tony admitted they were left at the front desk, exposing that Advisor Luis Rodriguez falsified records on XXX by logging that the vehicle was retrieved on XXX. This constitutes bad-faith warranty denial, record alteration, and predatory consumer deception. I formally reported this severe failure directly to Tesla Global Compliance on XXX, but have received absolutely zero response to date. Full PDF report of my personal logs provided.",TESLA,MODEL Y,2023,SUSPENSION,SUSPENSION_CHASIS,symptom_detail_candidate,high_symptom_detail,,,pending_mechanical_review,,
NHTSA-REV-074,"XXXX purchased BFS weather peak tires from Costco Tire Center in [XXX]. Tires have 70,000 mile [XXX]. Took my Honda Odyssey Touring into get and oil change and have the tires rotated: Honda of [XXX] stated they could not rotate the tires because it was not safe to do so. LF tire and RF tire measure at 3/32 back measure at 4/32. They said it would not be safe to rotate the tires do to the depth of the tread on the front tires. I took the tires back to Costco to have a warranty claim filed and to get them replace. 70,000 mile tires on lasting 34010 miles. Tires 70,000 Miles tread wear breakdown. My Van had 35,746 miles on it when I got the tires. Then at 69,756 the 15 point inspection deemed the tires requiring immediate attention and in need of [VIN_REDACTED] after only 34,010 miles.",UNKNOWN,UNKNOWN,9999,TIRES:TREAD/BELT,SUSPENSION_CHASIS,general_complaint_candidate,general_symptom_description,,,pending_mechanical_review,,
NHTSA-REV-075,"Both of my upper ball joints wore out and one broke as I was driving down the road at 65 miles an hour pulling me into the on coming lane of traffic, there was no warning of this. I had both upper and lower ball joint replace. If there had been another vehicle coming in the on coming lane we would have had a head on collision. At an earlier date the motor in this same truck had a fallen lifter which cause my motor to loss power, I was able to take it to the local GM dealer and they fixed it, there was no warning this was happening either. I am worried I will have a catastrophic engine failure and GM will not cover this. I have looked up my",GMC,SIERRA 1500,2021,SUSPENSION,SUSPENSION_CHASIS,general_complaint_candidate,general_symptom_description,,,pending_mechanical_review,,
NHTSA-REV-076,"I purchased two Lexani LX-Twenty Performance tires, both 285/30R20 99W, for my 2017 Chevrolet Camaro ZL1 Convertible on April 19, 2026. On June 9, 2026, while driving down Highway 21 in Sparta, WI, I noticed my vehicle begin to shake. I was traveling at approximately 60mph when I began slowing down and heard a loud pop then my TPMS system indicated my front passenger tire was at 0 PSI. I pulled over on the shoulder of the road and upon further inspection discovered the inside wall of the tire had separated.",LEXANI,LX-TWENTY,9999,TIRES:SIDEWALL,SUSPENSION_CHASIS,general_complaint_candidate,general_symptom_description,,,pending_mechanical_review,,
NHTSA-REV-077,Catastrophic spindle weld failure on custom trailer axle Invoice D12802 manufactured by Pacific Trailers. On June 23 [ADDRESS_REDACTED]2 the spindle weld sheared off completely at the axle tube joint. Secondary damage occurred to the tire fender and brake assembly. Physical inspection shows lack of weld penetration and fusion. Manufacturer ignored formal notices.,UNKNOWN,UNKNOWN,9999,SUSPENSION:REAR:AXLE:SPINDLE,SUSPENSION_CHASIS,general_complaint_candidate,general_symptom_description,,,pending_mechanical_review,,
NHTSA-REV-078,My vehicle is making a squeaky sound/noise when breaking and getting louder. I took it in for service and they couldn’t seem to find the issue. It’s coming from the front end of the vehicle,GMC,TERRAIN,2026,SUSPENSION,SUSPENSION_CHASIS,symptom_detail_candidate,high_symptom_detail,,,pending_mechanical_review,,
NHTSA-REV-079,"All four factory-installed Nexen tires on my brand-new 2025 Hyundai Tucson are experiencing severe, premature dry-rotting, weather cracking, and deep splitting along both the sidewalls and within the tread grooves at just 16,000 miles. The DOT code is 2224, meaning the rubber is barely two years old. The vehicle's safety is severely compromised because widespread, deep dry rot on relatively new rubber creates an immediate risk of catastrophic tread separation or a blowout at highway speeds. This issue was brought to an authorized service provider, who documented the extensive cracking but rejected a standard treadwear claim because the tires still have deep tread depth remaining. Nexen Corporate (Claim #260805I13) subsequently denied a workmanship claim, falsely blaming ""environmental exposure"" despite the vehicle and tires being roughly one year old. The tires have not been inspected by police or insurance, but the components are fully available for inspection upon request. There were no warning lights or symptoms prior to visually identifying the severe cracking. (All tire sizes: 235-65-17)",NEXEN,N5000,9999,TIRES:TREAD/BELT,SUSPENSION_CHASIS,general_complaint_candidate,general_symptom_description,,,pending_mechanical_review,,
NHTSA-REV-080,"The center hanger was bent inwards along with the lower plate of the frame being tilted inward. This bowed out the vertical frame web and left the shackle tilted at an angle. The RV was taken to a dealer and they sent info to Grand Design for warranty approval. 53 days after the dealer inspected our rig, Grand Design finally told us they were denying warranty coverage due to this same dealer repairing the frame at the front nose (but not doing anything around the suspension area). I was told by Grand Design and the RV dealer (after I had moved the rig about 125 miles) that I shouldn't move the rig without it being repaired. I did have my insurance inspect it, but they wouldn't cover it as it was not collision caused. We were stranded at the campground where we were and were fortunate to be able to extend 30 days. I finally found a mobile welding shop to come out to repair the damaged frame. I was told that this was definitely a roll risk due to the possibility of the bent hanger giving out. This caused my wife and I much mental anguish.",GRAND DESIGN,SOLITUDE,2022,SUSPENSION,SUSPENSION_CHASIS,general_complaint_candidate,general_symptom_description,,,pending_mechanical_review,,
