id_grupo,tamano,clase_objetivo,n_clases_distintas,split_asignado,ejemplo_texto
G-ORIG-1492,1,Falla en termostato o motoventilador de radiador,1,TRAIN,termostato pegado cerrado que hace hervir el refrigerante y subir la temperatura
G-ORIG-1493,1,Falla en termostato o motoventilador de radiador,1,TRAIN,motoventilador de radiador no enciende en trafico y el indicador sube a la zona roja
G-ORIG-1494,1,Falla en termostato o motoventilador de radiador,1,TRAIN,temperatura de motor al maximo por electroventilador quemado que no gira en caliente
G-ORIG-1495,1,Falla en termostato o motoventilador de radiador,1,TRAIN,termostato trabado dejando la manguera inferior de radiador fria y el motor hirviendo
G-ORIG-1496,1,Falla en termostato o motoventilador de radiador,1,TRAIN,rele de motoventilador defectuoso impidiendo que active la segunda velocidad
G-ORIG-1497,1,Falla en termostato o motoventilador de radiador,1,TRAIN,recalentamiento de motor al detenerse en semaforos por ventilador de radiador dañado
G-ORIG-1498,1,Falla en termostato o motoventilador de radiador,1,DEV,termostato no abre y el agua hierve saliendo por el vaso de expansion
G-ORIG-1499,1,Falla en termostato o motoventilador de radiador,1,TRAIN,sensor de temperatura activa tarde el motoventilador provocando calentamiento
G-ORIG-1500,1,Falla en termostato o motoventilador de radiador,1,TRAIN,motor recalienta en caliente por termostato atascado en su alojamiento de aluminio
G-ORIG-1501,1,Falla en termostato o motoventilador de radiador,1,TRAIN,ventilador de radiador con carbones gastados que gira muy lento sin enfriar
G-ORIG-1502,1,Fuga en mangueras de refrigerante o radiador picado,1,TRAIN,fuga de refrigerante por manguera de radiador picada dejando charco verde brillante
G-ORIG-1503,1,Fuga en mangueras de refrigerante o radiador picado,1,TRAIN,radiador de motor picado con fuga de liquido anticongelante por los paneles de aluminio
G-ORIG-1504,1,Fuga en mangueras de refrigerante o radiador picado,1,TRAIN,manguera superior de radiador rota y rajada expulsando chorro de agua caliente
G-ORIG-1505,1,Fuga en mangueras de refrigerante o radiador picado,1,TRAIN,fuga de liquido refrigerante por abrazadera suelta o manguera de calefaccion reventada
G-ORIG-1506,1,Fuga en mangueras de refrigerante o radiador picado,1,TRAIN,tanque plastico lateral de radiador fisurado con fuga continua de refrigerante
G-ORIG-1507,1,Fuga en mangueras de refrigerante o radiador picado,1,TRAIN,tapa de radiador no retiene presion y bota refrigerante por el tubo de rebose
G-ORIG-1508,1,Fuga en mangueras de refrigerante o radiador picado,1,DEV,charco de refrigerante verde o rosado bajo el vano motor por manguera picada
G-ORIG-1509,1,Fuga en mangueras de refrigerante o radiador picado,1,TRAIN,radiador goteando liquido anticongelante en las uniones de las celdas de enfriamiento
G-ORIG-1510,1,Fuga en mangueras de refrigerante o radiador picado,1,TRAIN,manguera inferior de radiador perforada dejando sin agua el circuito de motor
G-ORIG-1511,1,Fuga en mangueras de refrigerante o radiador picado,1,TRAIN,fuga visible de refrigerante por la pipa de agua termostatica y juntas de manguera
G-ORIG-1512,1,Limpiaparabrisas o motor pluma quemado,1,TRAIN,limpiaparabrisas no funciona y el motor pluma quemado no barre el agua del vidrio
G-ORIG-1513,1,Limpiaparabrisas o motor pluma quemado,1,TRAIN,las plumas del limpiaparabrisas se quedaron trabadas a mitad del recorrido
G-ORIG-1514,1,Limpiaparabrisas o motor pluma quemado,1,TRAIN,motorreductor de limpiaparabrisas quemado con olor a plastico y varillaje trabado
G-ORIG-1515,1,Limpiaparabrisas o motor pluma quemado,1,TRAIN,los brazos de plumas del limpiaparabrisas no se mueven al accionar la palanca
G-ORIG-1516,1,Limpiaparabrisas o motor pluma quemado,1,TRAIN,fusible del limpiaparabrisas se quema al activar por motor pluma en cortocircuito
G-ORIG-1517,1,Limpiaparabrisas o motor pluma quemado,1,TRAIN,escobillas de limpiaparabrisas congeladas en el parabrisas con motor averiado
G-ORIG-1518,1,Limpiaparabrisas o motor pluma quemado,1,TRAIN,varillaje de limpiaparabrisas desenganchado y motor pluma quemado sin fuerza
G-ORIG-1519,1,Limpiaparabrisas o motor pluma quemado,1,TRAIN,plumas del limpiaparabrisas barren de forma erratica y se clavan a medio parabrisas
G-ORIG-1520,1,Limpiaparabrisas o motor pluma quemado,1,TRAIN,motor de pluma de parabrisas sin fuerza que se detiene al barrer lluvia densa
G-ORIG-1521,1,Limpiaparabrisas o motor pluma quemado,1,TRAIN,limpiaparabrisas delantero no acciona en ninguna velocidad por motor quemado
G-ORIG-1522,1,Falla en bombin o bomba hidraulica de embrague,1,DEV,bombin de embrague con fuga hidraulica y el pedal se queda pegado en la alfombra
G-ORIG-1523,1,Falla en bombin o bomba hidraulica de embrague,1,TRAIN,bomba maestra de embrague pierde presion hidraulica y no desacopla el disco
G-ORIG-1524,1,Falla en bombin o bomba hidraulica de embrague,1,TRAIN,bombin esclavo de embrague perdiendo liquido de freno bajo la campana
G-ORIG-1525,1,Falla en bombin o bomba hidraulica de embrague,1,TRAIN,el pedal de embrague se hunde al fondo sin resistencia por bombin danado
G-ORIG-1526,1,Falla en bombin o bomba hidraulica de embrague,1,TRAIN,cilindro maestro de embrague con embolos gastados y pedal flojo en el piso
G-ORIG-1527,1,Falla en bombin o bomba hidraulica de embrague,1,DEV,fuga de liquido por el bombin de embrague dejando el pedal abajo sin retorno
G-ORIG-1528,1,Falla en bombin o bomba hidraulica de embrague,1,DEV,aire en la linea hidraulica del bombin de embrague con pedal blando
G-ORIG-1529,1,Falla en bombin o bomba hidraulica de embrague,1,TRAIN,bomba hidraulica de clutch pasa liquido internamente sin empujar la horquilla
G-ORIG-1530,1,Falla en bombin o bomba hidraulica de embrague,1,TRAIN,bombin secundario trancado impidiendo liberar el embrague en marcha
G-ORIG-1531,1,Falla en bombin o bomba hidraulica de embrague,1,DEV,pedal de embrague no retorna y se queda trabado abajo por bombin roto
G-ORIG-1532,1,Falta o degradacion de aceite de caja de cambios,1,TRAIN,falta de valvulina en caja de cambios manual con cambios duros y rasposos
G-ORIG-1533,1,Falta o degradacion de aceite de caja de cambios,1,TRAIN,nivel bajo de aceite de transmision mecanica produciendo friccion en piñones
G-ORIG-1534,1,Falta o degradacion de aceite de caja de cambios,1,TRAIN,valvulina 75W90 quemada y degradada en caja de cambios con virutas de bronce
G-ORIG-1535,1,Falta o degradacion de aceite de caja de cambios,1,TRAIN,fuga de aceite de transmision por reten de palier dejando la caja seca
G-ORIG-1536,1,Falta o degradacion de aceite de caja de cambios,1,TRAIN,cambios de marcha raspan al meter segunda por aceite de caja degradado
G-ORIG-1537,1,Falta o degradacion de aceite de caja de cambios,1,DEV,valvulina vencida y espumosa provocando calentamiento en la caja de cambios
G-ORIG-1538,1,Falta o degradacion de aceite de caja de cambios,1,DEV,caja de cambios manual ruidosa y dura por falta de lubricante de transmision
G-ORIG-1539,1,Falta o degradacion de aceite de caja de cambios,1,TRAIN,perdida de valvulina por tapon de drenaje flojo en la transmision manual
G-ORIG-1540,1,Falta o degradacion de aceite de caja de cambios,1,DEV,sincronizadores de caja mecanica duros por valvulina degradada y sucia
G-ORIG-1541,1,Falta o degradacion de aceite de caja de cambios,1,TRAIN,rechinido de engranajes en caja manual por operar con bajo nivel de valvulina
G-ORIG-1542,1,Alternador defectuoso o placa de diodos quemada,1,TRAIN,"Anoche venía manejando y noté que los faros y las luces del tablero bajaban de intensidad y titilaban, la radio se reiniciaba sola y hoy el carro no prendió nada"
G-ORIG-1543,1,Alternador defectuoso o placa de diodos quemada,1,TRAIN,"Venía manejando de noche y los faros titilaban, la radio se apagaba y encendía sola, y al día siguiente la batería amaneció muerta"
G-ORIG-1544,1,Alternador defectuoso o placa de diodos quemada,1,TRAIN,"Al ir conduciendo en pista las luces del tablero parpadeaban y las agujas cayeron a cero por un segundo, luego al apagarlo ya no dio arranque"
G-ORIG-1545,1,Alternador defectuoso o placa de diodos quemada,1,TRAIN,"En carretera noté que la radio se reiniciaba sola y los faros alumbraban poco, hoy en la mañana quise prender y ni las luces del tablero encendieron"
G-ORIG-1546,1,Alternador defectuoso o placa de diodos quemada,1,DEV,"Las luces titilaban en marcha y la aguja del velocímetro caía de golpe, después de estacionarlo se quedó sin corriente por completo"
G-ORIG-1547,1,Alternador defectuoso o placa de diodos quemada,1,TRAIN,"El alternador empezó a zumbar y los faros bajaban de intensidad mientras aceleraba, al apagar el motor no volvió a encender"
G-ORIG-1548,1,Alternador defectuoso o placa de diodos quemada,1,TRAIN,"Iba manejando y titilaban los faros con la radio apagándose a cada rato, en la mañana el carro amaneció muerto sin batería"
G-ORIG-1549,1,Alternador defectuoso o placa de diodos quemada,1,TRAIN,"El testigo de batería parpadeó mientras manejaba, las agujas oscilaron y al día siguiente no prendió ni una luz del tablero"
G-ORIG-1550,1,Alternador defectuoso o placa de diodos quemada,1,DEV,"Placa de diodos del alternador quemada, hace que la radio se reinicie y baje la tensión de luces en marcha hasta agotar la batería"
G-ORIG-1551,1,Alternador defectuoso o placa de diodos quemada,1,TRAIN,"Diodos rectificadores en cortocircuito meten corriente alterna, radio se resetea y luces bajan en marcha"
G-ORIG-1552,1,Alternador defectuoso o placa de diodos quemada,1,TRAIN,El alternador dejó de cargar en ruta y se consumió toda la batería hasta que los faros casi se apagaron y hoy amaneció muerto
G-ORIG-1553,1,Alternador defectuoso o placa de diodos quemada,1,TRAIN,"Faros titilan y bajan de potencia al rodar de noche, el velocímetro cayó a cero un instante y hoy amaneció sin energía"
G-ORIG-1554,1,Bateria descargada o bornes sulfatados,1,TRAIN,"El carro estuvo parado 4 días y hoy quise prender y no hace nada, la batería se descargó en reposo"
G-ORIG-1555,1,Bateria descargada o bornes sulfatados,1,TRAIN,"Amaneció sin batería, los bornes tienen sarro blanco acumulado y al pasar corriente arrancó al toque"
G-ORIG-1556,1,Bateria descargada o bornes sulfatados,1,TRAIN,Dejé la luz de cabina encendida toda la noche y en la mañana el carro no prende ni da contacto
G-ORIG-1557,1,Bateria descargada o bornes sulfatados,1,TRAIN,"Batería no retiene la carga después de varias horas estacionado, requiere puente de batería todas las mañanas"
G-ORIG-1558,1,Bateria descargada o bornes sulfatados,1,TRAIN,"Bornes sulfatados con sarro y terminal flojo, hace falso contacto en reposo pero el alternador carga a 14.2V"
G-ORIG-1559,1,Alternador defectuoso o placa de diodos quemada,1,TRAIN,"Maestro, anoche venía por la Panamericana con los faros prendidos y comenzaron a parpadear como árbol de navidad, la radio se reiniciaba a cada rato y al llegar a mi cochera lo apagué y ya no dio nada de arranque"
G-ORIG-1560,1,Alternador defectuoso o placa de diodos quemada,1,TRAIN,"Amigo una consulta, cuando voy manejando de noche noto que al acelerar los faros bajan y suben de intensidad solos, la pantalla del tablero parpadea y hoy en la mañana el carro amaneció completamente muerto sin batería"
G-ORIG-1561,1,Alternador defectuoso o placa de diodos quemada,1,TRAIN,"Buenas tardes mecánico, mi auto presenta un zumbido agudo en el motor que sube con las revoluciones, los faros alumbran bien bajito en ralentí y la aguja del tacómetro se cae a cero por segundos"
G-ORIG-1562,1,Alternador defectuoso o placa de diodos quemada,1,TRAIN,"Iba en carretera y de repente el radio se apagó y volvió a prender solo, los testigos del tablero titilaron y a los diez minutos el carro empezó a perder fuerza eléctrica hasta que se apagó rodando"
G-ORIG-1563,1,Alternador defectuoso o placa de diodos quemada,1,TRAIN,"Resulta que anoche los faros bajaban de fuerza al frenar en cada semáforo, el tablero parpadeaba y la radio se bloqueó, hoy quise encenderlo y no da ni contacto"
G-ORIG-1564,1,Alternador defectuoso o placa de diodos quemada,1,TRAIN,"Tengo un problema con mi vehículo, venía rodando y sentí un olor como a cable caliente o barniz quemado, las luces bajaron un montón y el velocímetro marcaba cero en plena marcha"
G-ORIG-1565,1,Alternador defectuoso o placa de diodos quemada,1,DEV,"Amigo mi carro empezó a fallar de noche, las luces del tablero titilaban suavemente y la radio se reseteaba sola, al día siguiente amaneció sin nada de corriente y tuve que pedir auxilio"
G-ORIG-1566,1,Alternador defectuoso o placa de diodos quemada,1,DEV,"Sabes que cuando prendo el aire acondicionado y las luces altas en marcha, el carro se chupa eléctricamente, la radio se apaga y el testigo de la batería empieza a parpadear en el tablero"
G-ORIG-1567,1,Alternador defectuoso o placa de diodos quemada,1,TRAIN,"El alternador empezó a chillar y en la pista los faros alumbraban amarillento y titilaban, al estacionarlo quise volver a prender y ya no dio ni un sonido el motor de arranque"
G-ORIG-1568,1,Alternador defectuoso o placa de diodos quemada,1,TRAIN,"Manejando en tráfico pesado noté que la aguja de temperatura y velocímetro bajaban de golpe a cero y regresaban, la radio se reseteaba y los faros alumbraban con poca fuerza"
G-ORIG-1569,1,Alternador defectuoso o placa de diodos quemada,1,TRAIN,"Placa de diodos en cortocircuito: genera ruido de corriente alterna en los parlantes de la radio, parpadeo constante de faros al acelerar y descarga total de batería al dejarlo parqueado"
G-ORIG-1570,1,Alternador defectuoso o placa de diodos quemada,1,TRAIN,"Amigo el testigo rojo de la batería se prendió tenue en el tablero mientras manejaba, las luces perdieron brillo y a los pocos kilómetros el auto se apagó y no volvió a dar marcha"
G-ORIG-1571,1,Alternador defectuoso o placa de diodos quemada,1,TRAIN,"Venía manejando y noté que los limpiaparabrisas andaban lentísimos, las luces del tablero parpadeaban y la radio se apagó, ahora ni las luces de emergencia prenden"
G-ORIG-1572,1,Alternador defectuoso o placa de diodos quemada,1,TRAIN,"El carro me dejó botado en la avenida: venía funcionando bien pero las luces del tablero empezaron a parpadear, la radio se reinició dos veces y de pronto el motor se detuvo por falta de corriente"
G-ORIG-1573,1,Alternador defectuoso o placa de diodos quemada,1,TRAIN,"Falla de alternador que no manda carga: en el multímetro marca 11.8V con el motor encendido a 2000 RPM y al acelerar cae más el voltaje, descargando la batería en marcha"
G-ORIG-1574,1,Alternador defectuoso o placa de diodos quemada,1,TRAIN,"Buenas, anoche los faros parpadeaban y la luz del techo titilaba al andar, hoy temprano metí la llave y no prende ni la luz del testigo de la puerta"
G-ORIG-1575,1,Alternador defectuoso o placa de diodos quemada,1,DEV,"Se me apagó el auto rodando a 60 km/h: primero la radio se reinició, luego los faros alumbraron muy tenue y al pisar embrague el motor se murió sin corriente"
G-ORIG-1576,1,Alternador defectuoso o placa de diodos quemada,1,TRAIN,"Cuando voy en carretera de noche noto fluctuación de voltaje en los faros principales y el tablero, titilan bastante y al apagar el carro ya no tiene fuerza para mover el arranque"
G-ORIG-1577,1,Alternador defectuoso o placa de diodos quemada,1,DEV,"Mi vehículo presenta parpadeo de faros al desacelerar y la pantalla táctil se reinicia sola en marcha, después de dejarlo parqueado toda la noche amanece sin nada de carga"
G-ORIG-1578,1,Alternador defectuoso o placa de diodos quemada,1,TRAIN,"Zumbido eléctrico en la zona de fajas y las luces titilan al acelerar en vacío, la batería es nueva de hace un mes pero amanece muerta porque el alternador no la carga en ruta"
G-ORIG-1579,1,Alternador defectuoso o placa de diodos quemada,1,TRAIN,"Anoche venía por la pista y el velocímetro caía a cero un segundo y volvía a subir, la radio se reseteó y los faros titilaban, hoy en la mañana no da contacto ni para abrir los pestillos"
G-ORIG-1580,1,Alternador defectuoso o placa de diodos quemada,1,TRAIN,"Tengo un problema, cuando voy en marcha con faros prendidos se siente que la corriente baja y sube, la radio se apaga unos segundos y al estacionar el carro murió eléctricamente"
G-ORIG-1581,1,Alternador defectuoso o placa de diodos quemada,1,TRAIN,"Diodos quemados en el alternador: meten interferencia electromagnética que vuelve loca la radio, resetea el reloj del tablero y hace titilar las luces bajas y altas en movimiento"
G-ORIG-1582,1,Alternador defectuoso o placa de diodos quemada,1,TRAIN,"Amigo una consulta, el carro rodando empezó a perder intensidad de luces en el tablero, la radio se apagó de la nada y al parar en la gasolinera ya no arrancó más"
G-ORIG-1583,1,Alternador defectuoso o placa de diodos quemada,1,TRAIN,"Venía manejando anoche y sentí que los faros bajaron casi a la mitad de su brillo de golpe y titilaban, la música se cortó y hoy el carro está completamente sin energía"
G-ORIG-1584,1,Alternador defectuoso o placa de diodos quemada,1,TRAIN,"Testigo de batería parpadea al acelerar fuerte en autopista, los faros parpadean y la radio se apaga y prende sola, el alternador está calentando demasiado al tacto"
G-ORIG-1585,1,Alternador defectuoso o placa de diodos quemada,1,TRAIN,"El carro se chupa de corriente en movimiento: faros titilan, agujas del tablero tiemblan y la radio se resetea sola hasta que la batería se vacía por completo"
G-ORIG-1586,1,Alternador defectuoso o placa de diodos quemada,1,TRAIN,"Manejando de noche los faros titilaban como si hubiera un falso contacto en marcha, la radio se apagó y al llegar a casa lo apagué y no encendió ni la luz de cabina"
G-ORIG-1587,1,Alternador defectuoso o placa de diodos quemada,1,TRAIN,Placa rectificadora con diodo abierto: voltaje de carga no pasa de 12.4V acelerando con consumidores y provoca que la radio se reinicie y los faros bajen su intensidad
G-ORIG-1588,1,Alternador defectuoso o placa de diodos quemada,1,DEV,"Iba rodando en mi taxi y noté que los faros alumbraban amarillos y titilaban, la radio se apagaba y prendía sola y a las dos cuadras el motor se apagó y no dio arranque"
G-ORIG-1589,1,Alternador defectuoso o placa de diodos quemada,1,TRAIN,"Mi auto pierde corriente en plena marcha: luces del odómetro titilan, las agujas caen por un segundo y luego de apagarlo la batería amanece en cero voltios"
G-ORIG-1590,1,Alternador defectuoso o placa de diodos quemada,1,TRAIN,"Amigo anoche venía con la lluvia y los limpiaparabrisas iban super lentos, las luces del tablero titilaban y la radio se reiniciaba, hoy el auto no hace nada al girar la llave"
G-ORIG-1591,1,Alternador defectuoso o placa de diodos quemada,1,DEV,"Falla de alternador que descarga la batería rodando: el mecánico midió 12.1V con motor prendido y faros altos, el alternador tiene los carbones gastados y la placa sulfatada"
G-ORIG-1592,1,Alternador defectuoso o placa de diodos quemada,1,DEV,"El carro venía cabeceando eléctricamente: radio se apagaba sola, los faros titilaban y las agujas del tacómetro caían, al apagarlo se quedó sin batería por completo"
G-ORIG-1593,1,Alternador defectuoso o placa de diodos quemada,1,TRAIN,"Noté que al andar a 80 km/h la luz de batería titilaba tenue, los faros bajaban de intensidad y la radio se cortaba, al día siguiente amaneció sin batería"
G-ORIG-1594,1,Bateria descargada o bornes sulfatados,1,TRAIN,"Maestro, dejé el auto estacionado 5 días porque estuve de viaje y hoy que quise encenderlo no hace nada de nada, ni las luces del tablero prenden"
G-ORIG-1595,1,Bateria descargada o bornes sulfatados,1,TRAIN,"Amigo una consulta, ayer mi hijo dejó la luz de lectura del techo prendida toda la noche y hoy la batería amaneció totalmente descargada sin dar arranque"
G-ORIG-1596,1,Bateria descargada o bornes sulfatados,1,TRAIN,"Buenas tardes, mi carro arranca perfecto cuando está caliente, pero cuando duerme toda la noche en la mañana amanece pesadísimo y solo hace clac clac"
G-ORIG-1597,1,Bateria descargada o bornes sulfatados,1,DEV,El carro estuvo guardado en la cochera desde el fin de semana y hoy al meter la llave apenas prendió la luz del aceite y se apagó todo al intentar dar arranque
G-ORIG-1598,1,Bateria descargada o bornes sulfatados,1,DEV,"Tengo los bornes de la batería llenos de sarro verde y polvo blanco, al mover el cable hace falso contacto y a veces no enciende el tablero en las mañanas"
G-ORIG-1599,1,Bateria descargada o bornes sulfatados,1,TRAIN,"La batería ya tiene más de 3 años de uso y ya no retiene carga, cada mañana tengo que pedirle a un vecino que me pase corriente con cables para arrancar"
G-ORIG-1600,1,Bateria descargada o bornes sulfatados,1,DEV,Dejé el carro parqueado con la radio prendida una hora con el motor apagado y cuando quise prender ya se había consumido toda la batería
G-ORIG-1601,1,Bateria descargada o bornes sulfatados,1,DEV,"Amigo mi auto amanece descargado los lunes si no lo uso el domingo, pero el alternador carga perfecto a 14.3V cuando el motor está en marcha"
G-ORIG-1602,1,Bateria descargada o bornes sulfatados,1,TRAIN,"Al girar la llave para dar arranque solo suena un clac en el motor y todas las luces del tablero se bajan a cero, la batería no tiene fuerza de arranque en frío"
G-ORIG-1603,1,Bateria descargada o bornes sulfatados,1,TRAIN,"El vaso de la batería está comunicado o seco de líquido, mido con el multímetro en reposo con motor apagado y apenas marca 10.4V"
G-ORIG-1604,1,Bateria descargada o bornes sulfatados,1,TRAIN,"Bornes flojos y sulfatados en la batería: al mover el borne negativo con la mano vuelve la corriente al tablero, pero al dar arranque se corta todo"
G-ORIG-1605,1,Bateria descargada o bornes sulfatados,1,DEV,Dejé la llave en contacto en posición de accesorios durante dos horas sin encender el motor y la batería se descargó por completo
G-ORIG-1606,1,Bateria descargada o bornes sulfatados,1,TRAIN,"Batería agotada por tiempo de vida: no mantiene los 12.6V en reposo, a las pocas horas de apagado cae a 11.5V y ya no mueve el motor de arranque"
G-ORIG-1607,1,Bateria descargada o bornes sulfatados,1,TRAIN,El auto estuvo parado en el taller una semana sin prender y la alarma descargó la batería lentamente hasta dejarla en cero
G-ORIG-1608,1,Bateria descargada o bornes sulfatados,1,DEV,"En las mañanas frías el arranque gira sumamente pesado y lento, como que le falta fuerza a la batería, pero una vez que calienta arranca bien el resto del día"
G-ORIG-1609,1,Bateria descargada o bornes sulfatados,1,TRAIN,"Compré una batería de poco amperaje para mi camioneta y no tiene suficiente CCA de arranque en frío, sufre para prender en las mañanas"
G-ORIG-1610,1,Bateria descargada o bornes sulfatados,1,TRAIN,La luz de la guantera se quedó encendida porque el interruptor de plástico se rompió y me vació la batería durante la noche
G-ORIG-1611,1,Bateria descargada o bornes sulfatados,1,TRAIN,"Batería hinchada en los costados y con sulfato en el poste positivo, no retiene carga y al poner el cargador hierve el ácido de inmediato"
G-ORIG-1612,1,Bateria descargada o bornes sulfatados,1,DEV,"El carro amanece sin corriente si duerme a la intemperie por el frío, le pasamos corriente con otra batería y arranca al toque sin fallar en ruta"
G-ORIG-1613,1,Bateria descargada o bornes sulfatados,1,TRAIN,Bornes sulfatados con una costra gruesa de ácido: no deja pasar la corriente hacia el arrancador aunque la batería esté cargada
G-ORIG-1614,1,Falla en bujias o bobinas de encendido (misfire),1,TRAIN,"Maestro, el auto tiembla feo en ralentí como en tres cilindros y al acelerar en segunda tironea bastante, la luz del Check Engine parpadea"
G-ORIG-1615,1,Falla en bujias o bobinas de encendido (misfire),1,TRAIN,"Amigo, una de las bobinas de encendido está fallando, cuando el motor calienta empieza a cabecear y pierde fuerza en las subidas"
G-ORIG-1616,1,Falla en bujias o bobinas de encendido (misfire),1,TRAIN,"Siento olor a gasolina cruda por el tubo de escape y el motor vibra mucho en las paradas, el escáner arrojó código de falla de encendido en cilindro 3"
G-ORIG-1617,1,Falla en bujias o bobinas de encendido (misfire),1,TRAIN,"Al exigir el acelerador en carretera el carro da tirones secos y cabecea, ya le cambié bujías pero sigue la falla en la bobina del cilindro 1"
G-ORIG-1618,1,Falla en bujias o bobinas de encendido (misfire),1,DEV,Bobina de encendido con fuga de chispa: el capuchón de jebe está rajado y salta la chispa hacia la culata produciendo cascabeleo y tironeo
G-ORIG-1619,1,"Cerradura, chapa o pestillo mecanico de puerta trabado o desalineado",1,DEV,"El pestillo eléctrico de la puerta del conductor no sube ni baja con el mando a distancia, se escucha que intenta pero se queda trabado"
G-ORIG-1620,1,"Cerradura, chapa o pestillo mecanico de puerta trabado o desalineado",1,TRAIN,"El alzacristales del lado derecho suena como que la guaya se enredó y la ventana no sube, se quedó a medio camino"
G-ORIG-1621,1,"Cerradura, chapa o pestillo mecanico de puerta trabado o desalineado",1,TRAIN,"La chapa centralizada de la puerta trasera no responde, hay que abrirla manualmente desde adentro con la palanca"
G-ORIG-1622,1,Fuga en mangueras de refrigerante o radiador picado,1,TRAIN,"Maestro, encontré un charco de líquido verde fosforescente debajo del motor en la mañana y el tanque de expansión está seco"
G-ORIG-1623,1,Fuga en mangueras de refrigerante o radiador picado,1,TRAIN,"Amigo, sale un olor dulce a refrigerante caliente cuando paro en los semáforos y veo que la manguera superior del radiador está hinchada"
G-ORIG-1624,1,Fuga en mangueras de refrigerante o radiador picado,1,TRAIN,El radiador tiene una fisura en el tanque de plástico superior y bota vapor blanco con presión al calentar en subidas
G-ORIG-1625,1,Fuga en mangueras de refrigerante o radiador picado,1,DEV,"Tengo que rellenar agua cada tres días porque baja el nivel del depósito, revisé abajo y hay una gota constante en la abrazadera inferior del radiador"
G-ORIG-1626,1,Fuga en mangueras de refrigerante o radiador picado,1,TRAIN,"Manguera del radiador cuarteada y con sudado aceitoso cerca al termostato, al acelerar chisguetea refrigerante con fuerza"
G-ORIG-1627,1,Fuga en mangueras de refrigerante o radiador picado,1,TRAIN,Se recalentó el carro en la autopista y al abrir el capó vi que el radiador estaba picado botando chorritos finos de vapor por el panal
G-ORIG-1628,1,Fuga en mangueras de refrigerante o radiador picado,1,TRAIN,"La abrazadera metálica de la manguera inferior se pudrió y se soltó en marcha, botando todo el refrigerante al suelo de golpe"
G-ORIG-1629,1,Fuga en mangueras de refrigerante o radiador picado,1,TRAIN,Pérdida de refrigerante invisible: el líquido gotea sobre el múltiple de escape caliente y se evapora al instante dejando costra blanca
G-ORIG-1630,1,Falla en modulo de bomba de gasolina FSCM / PEM (Ford / Chevrolet),1,TRAIN,"El auto se apaga de golpe en carretera como si le cortaran la corriente de combustible, luego de enfriar 15 minutos vuelve a encender normal"
G-ORIG-1631,1,Falla en modulo de bomba de gasolina FSCM / PEM (Ford / Chevrolet),1,TRAIN,Código P069E y U0109 en escáner: el módulo FSCM de control de la bomba de gasolina recalienta bajo el asiento y corta el pulso de presión
G-ORIG-1632,1,Falla en modulo de bomba de gasolina FSCM / PEM (Ford / Chevrolet),1,TRAIN,"Mi Ford se jalonea en alta velocidad y se corta la inyección de repente, el mecánico revisó la bomba y el fallo está en el módulo electrónico PEM"
G-ORIG-1633,1,Falla en modulo de bomba de gasolina FSCM / PEM (Ford / Chevrolet),1,DEV,Falla intermitente de encendido: a veces la bomba de gasolina no zumba al abrir contacto porque el módulo FSCM no recibe voltaje de activación
G-ORIG-1634,1,Falla en modulo de bomba de gasolina FSCM / PEM (Ford / Chevrolet),1,DEV,"El carro se detiene en marcha después de rodar media hora, no hay presión en el riel pero al puentear directo la bomba sí funciona: módulo PEM defectuoso"
G-ORIG-1635,1,Falla en modulo de bomba de gasolina FSCM / PEM (Ford / Chevrolet),1,TRAIN,Tironeos violentos al acelerar en calor por módulo de bomba de gasolina FSCM recalentado en el chasis
G-ORIG-1636,1,Falla en modulo de bomba de gasolina FSCM / PEM (Ford / Chevrolet),1,TRAIN,Chevrolet Cruze se apaga en ralentí con código de pérdida de comunicación con el módulo de control de combustible de la bomba
G-ORIG-1637,1,Falla en modulo de bomba de gasolina FSCM / PEM (Ford / Chevrolet),1,TRAIN,Módulo PEM con soldaduras frías internas: al pasar baches vibra y apaga la bomba de nafta momentáneamente
G-ORIG-1638,1,Falla en filtro de particulas DPF / FAP y sistema AdBlue DEF (Diesel Euro 5/6),1,TRAIN,Luz de advertencia del filtro de partículas DPF encendida fija en el tablero con pérdida notoria de fuerza y humo picante
G-ORIG-1639,1,Falla en filtro de particulas DPF / FAP y sistema AdBlue DEF (Diesel Euro 5/6),1,TRAIN,Mensaje en pantalla de arranque no permitido en 800 km por bajo nivel o cristalización de urea líquida en sistema AdBlue DEF
G-ORIG-1640,1,Falla en filtro de particulas DPF / FAP y sistema AdBlue DEF (Diesel Euro 5/6),1,TRAIN,Camioneta diesel entró en modo degradado Limp Mode sin pasar de 2000 RPM por colmatación severa de hollín en el DPF (DTC P2463)
G-ORIG-1641,1,Falla en filtro de particulas DPF / FAP y sistema AdBlue DEF (Diesel Euro 5/6),1,TRAIN,"El escáner arroja código DTC P2002 de eficiencia del filtro de partículas por debajo del umbral, intento regeneración y se cancela sola"
G-ORIG-1642,1,Falla en filtro de particulas DPF / FAP y sistema AdBlue DEF (Diesel Euro 5/6),1,DEV,"Inyector de AdBlue tupido con sarro blanco cristalizado, arroja código de falla en el sistema de reducción catalítica SCR"
G-ORIG-1643,1,Falla en filtro de particulas DPF / FAP y sistema AdBlue DEF (Diesel Euro 5/6),1,TRAIN,"Sensor de presión diferencial de gases DPF marcando valores descalibrados, la ECU cree que el filtro está tapado y limita la potencia"
