source,source_record_id,license,language,manufacturer,model,year,engine,fuel_type,vehicle_type,dtc,system,component,symptom,cause,diagnostic_procedure,repair_procedure,sensor,pid,unit,value,fault_state,carbot_class_candidate,mapping_confidence,recommended_use,provenance
obdex,obdex_P0259,CC0 1.0,en,SAE_Universal,,,,NO_ESPECIFICADO,,P0259,powertrain,"metering_actuator_b, actuator_wiring",Injection Pump Fuel Metering Control B High (Cam/Rotor/Injector),Wiring shorted to battery,'Injection Pump Fuel Metering Control B High (Cam/Rotor/Injector): the control module has detected this fault condition. This affects fueling of the associated cylinders.',,,,,,faulty,Falla en sensor de temperatura del refrigerante (ECT),0.85,RAG,"obdex, dtc_database_wal33d"
obdex,obdex_P025A,CC0 1.0,en,SAE_Universal,,,,NO_ESPECIFICADO,,P025A,powertrain,"fuel_pump_module_a, module_wiring",Fuel Pump Module A Control Circuit/Open,Wiring break | 'Pin pushed back out of connector body' | 'Cracked solder joint inside the module or sensor',Open circuit at fuel pump module A control. Pump control unit cannot be commanded.,,,,,,faulty,Bomba de combustible defectuosa o baja presion,0.85,RAG,"obdex, dtc_database_wal33d"
obdex,obdex_P025B,CC0 1.0,en,SAE_Universal,,,,NO_ESPECIFICADO,,P025B,powertrain,fuel_pump_module_a,Fuel Pump Module A Control Circuit Range/Performance,Module internal fault | 'Sensor element aged beyond calibration window' | 'Sensor mounting loose - signal damping',"'Fuel pump module A does not respond as expected. Wiring faults of this kind typically come from chafing, water ingress at connector seals, or pin push-back — a wiggle test on the harness while the code is active often confirms the location.'",,,,,,faulty,Bomba de combustible defectuosa o baja presion,0.85,RAG,"obdex, dtc_database_wal33d"
obdex,obdex_P025C,CC0 1.0,en,SAE_Universal,,,,NO_ESPECIFICADO,,P025C,powertrain,"fuel_pump_module_a, module_wiring",Fuel Pump Module A Control Circuit Low,Wiring shorted to ground | 'Connector pins corroded - high contact resistance' | 'Harness chafing through insulation',"'Fuel pump module A control voltage below expected range. Wiring faults of this kind typically come from chafing, water ingress at connector seals, or pin push-back — a wiggle test on the harness while the code is active often confirms the location.'",,,,,,faulty,Bomba de combustible defectuosa o baja presion,0.85,RAG,"obdex, dtc_database_wal33d"
obdex,obdex_P025D,CC0 1.0,en,SAE_Universal,,,,NO_ESPECIFICADO,,P025D,powertrain,"fuel_pump_module_a, module_wiring",Fuel Pump Module A Control Circuit High,Wiring shorted to battery | 'Connector pins corroded - high contact resistance' | 'Supply wire pinched against B+ source',"'Fuel pump module A control voltage above expected range. Wiring faults of this kind typically come from chafing, water ingress at connector seals, or pin push-back — a wiggle test on the harness while the code is active often confirms the location.'",,,,,,faulty,Bomba de combustible defectuosa o baja presion,0.85,RAG,"obdex, dtc_database_wal33d"
obdex,obdex_P025E,CC0 1.0,en,SAE_Universal,,,,NO_ESPECIFICADO,,P025E,powertrain,"boost_pressure_sensor, sensor_wiring",Turbocharger/Supercharger Boost Sensor A Intermittent/Erratic,Connector loose or corroded | 'Connector with intermittent contact under vibration' | 'Harness routed against vibrating component',"'Intermittent signal from boost pressure sensor A. Boost control tracks commanded vs. actual manifold pressure; persistent deviation means wastegate, vanes, hose or actuator are not delivering the requested pressure.'",,,,,,faulty,Falla en sensor de temperatura del refrigerante (ECT),0.85,RAG,"obdex, dtc_database_wal33d"
obdex,obdex_P025F,CC0 1.0,en,SAE_Universal,,,,NO_ESPECIFICADO,,P025F,powertrain,"boost_pressure_sensor_b, sensor_wiring",Turbocharger/Supercharger Boost Sensor B Intermittent/Erratic,Connector loose or corroded | 'Connector with intermittent contact under vibration' | 'Harness routed against vibrating component',"'Intermittent signal from boost pressure sensor B. Boost control tracks commanded vs. actual manifold pressure; persistent deviation means wastegate, vanes, hose or actuator are not delivering the requested pressure.'",,,,,,faulty,Falla en sensor de temperatura del refrigerante (ECT),0.85,RAG,"obdex, dtc_database_wal33d"
obdex,obdex_P0260,CC0 1.0,en,SAE_Universal,,,,NO_ESPECIFICADO,,P0260,powertrain,"injector, injector_wiring, ecm",Cylinder 1 Injector Circuit Performance,Injector winding open or shorted | Wiring or connector damaged | ECM injector driver damaged,"The injector drive circuit for cylinder 1 does not respond as expected. Pulse width or current feedback differs from the commanded value, indicating a wiring, driver or solenoid problem.",,,,,,faulty,Falla en sensor de temperatura del refrigerante (ECT),0.85,RAG,"obdex, dtc_database_wal33d"
obdex,obdex_P0261,CC0 1.0,en,SAE_Universal,,,,NO_ESPECIFICADO,,P0261,powertrain,"fuel_injector, injector_wiring, ecu_injector_driver",Cylinder 1 Injector Circuit Low,Injector winding failed open | Wiring or connector fault | 'Connector pins corroded - high contact resistance','Cylinder 1 Injector Circuit Low: the signal voltage is below the expected range. This affects fueling of the associated cylinders.',,,,,,faulty,Falla en inyectores de combustible (obstruccion o fuga),0.85,RAG,"obdex, dtc_database_wal33d"
obdex,obdex_P0262,CC0 1.0,en,SAE_Universal,,,,NO_ESPECIFICADO,,P0262,powertrain,"fuel_injector, injector_wiring",Cylinder 1 Injector Circuit High,Injector circuit shorted to supply | Wiring or connector fault | 'Connector pins corroded - high contact resistance','Cylinder 1 Injector Circuit High: the signal voltage is above the expected range. This affects fueling of the associated cylinders.',,,,,,faulty,Falla en sensor de temperatura del refrigerante (ECT),0.85,RAG,"obdex, dtc_database_wal33d"
obdex,obdex_P0263,CC0 1.0,en,SAE_Universal,,,,NO_ESPECIFICADO,,P0263,powertrain,"fuel_injector, cylinder_compression, intake_valve",Cylinder 1 Contribution/Balance Fault,Injector clogged or worn | Low compression on cylinder | Localized intake leak,The ECU compares each cylinder's contribution to crankshaft speed (rough run analysis) and determined cylinder 1 contributes less or more than the average. This points to a mechanical or fuel delivery problem rather than a pure ignition fault.,,,,,,faulty,Falla en inyectores de combustible (obstruccion o fuga),0.85,RAG,"obdex, dtc_database_wal33d"
obdex,obdex_P0264,CC0 1.0,en,SAE_Universal,,,,NO_ESPECIFICADO,,P0264,powertrain,"fuel_injector, injector_wiring",Cylinder 2 Injector Circuit Low,Injector winding failed open | Wiring or connector fault | 'Connector pins corroded - high contact resistance','Cylinder 2 Injector Circuit Low: the signal voltage is below the expected range. This affects fueling of the associated cylinders.',,,,,,faulty,Falla en sensor de temperatura del refrigerante (ECT),0.85,RAG,"obdex, dtc_database_wal33d"
obdex,obdex_P0265,CC0 1.0,en,SAE_Universal,,,,NO_ESPECIFICADO,,P0265,powertrain,"fuel_injector, injector_wiring",Cylinder 2 Injector Circuit High,Injector circuit shorted to supply | Wiring or connector fault | 'Connector pins corroded - high contact resistance','Cylinder 2 Injector Circuit High: the signal voltage is above the expected range. This affects fueling of the associated cylinders.',,,,,,faulty,Falla en sensor de temperatura del refrigerante (ECT),0.85,RAG,"obdex, dtc_database_wal33d"
obdex,obdex_P0266,CC0 1.0,en,SAE_Universal,,,,NO_ESPECIFICADO,,P0266,powertrain,"fuel_injector, cylinder_compression",Cylinder 2 Contribution/Balance Fault,Injector clogged or worn | Low compression on cylinder,'The ECU compares each cylinder''s contribution to crankshaft speed (rough run analysis) and determined cylinder 2 contributes less or more than the average. This points to a mechanical or fuel delivery problem rather than a pure ignition fault.',,,,,,faulty,Falla en inyectores de combustible (obstruccion o fuga),0.85,RAG,"obdex, dtc_database_wal33d"
obdex,obdex_P0267,CC0 1.0,en,SAE_Universal,,,,NO_ESPECIFICADO,,P0267,powertrain,"fuel_injector, injector_wiring",Cylinder 3 Injector Circuit Low,Injector winding failed open | Wiring or connector fault | 'Connector pins corroded - high contact resistance','Cylinder 3 Injector Circuit Low: the signal voltage is below the expected range. This affects fueling of the associated cylinders.',,,,,,faulty,Falla en sensor de temperatura del refrigerante (ECT),0.85,RAG,"obdex, dtc_database_wal33d"
obdex,obdex_P0268,CC0 1.0,en,SAE_Universal,,,,NO_ESPECIFICADO,,P0268,powertrain,"fuel_injector, injector_wiring",Cylinder 3 Injector Circuit High,Injector circuit shorted to supply | Wiring or connector fault | 'Connector pins corroded - high contact resistance','Cylinder 3 Injector Circuit High: the signal voltage is above the expected range. This affects fueling of the associated cylinders.',,,,,,faulty,Falla en sensor de temperatura del refrigerante (ECT),0.85,RAG,"obdex, dtc_database_wal33d"
obdex,obdex_P0269,CC0 1.0,en,SAE_Universal,,,,NO_ESPECIFICADO,,P0269,powertrain,"fuel_injector, cylinder_compression",Cylinder 3 Contribution/Balance Fault,Injector clogged or worn | Low compression on cylinder,'The ECU compares each cylinder''s contribution to crankshaft speed (rough run analysis) and determined cylinder 3 contributes less or more than the average. This points to a mechanical or fuel delivery problem rather than a pure ignition fault.',,,,,,faulty,Falla en inyectores de combustible (obstruccion o fuga),0.85,RAG,"obdex, dtc_database_wal33d"
obdex,obdex_P026A,CC0 1.0,en,SAE_Universal,,,,NO_ESPECIFICADO,,P026A,powertrain,"intercooler, cac_coolant_pump",Charge Air Cooler Efficiency Below Threshold,Intercooler airflow blocked or core damaged,Charge air cooler efficiency dropped below diagnostic threshold — intake air not cooled enough after compression. Risk of knock and loss of power.,,,,,,faulty,,0.0,RAG,"obdex, dtc_database_wal33d"
obdex,obdex_P026B,CC0 1.0,en,SAE_Universal,,,,NO_ESPECIFICADO,,P026B,powertrain,"fuel_injectors, timing_chain",Injection Timing Performance,Injector response drifted,Generic injection timing performance fault — actual timing deviates from target.,,,,,,faulty,Falla en sensor de temperatura del refrigerante (ECT),0.85,RAG,"obdex, dtc_database_wal33d"
obdex,obdex_P026C,CC0 1.0,en,SAE_Universal,,,,NO_ESPECIFICADO,,P026C,powertrain,fuel_injectors,Fuel Injection Quantity A Lower Than Expected,Injector clogged,Fuel injection quantity A is lower than the commanded amount. Often clogged or worn injector.,,,,,,faulty,Falla en inyectores de combustible (obstruccion o fuga),0.85,RAG,"obdex, dtc_database_wal33d"
obdex,obdex_P026D,CC0 1.0,en,SAE_Universal,,,,NO_ESPECIFICADO,,P026D,powertrain,fuel_injectors,Fuel Injection Quantity A Higher Than Expected,Injector leaking or stuck open,Fuel injection quantity A is higher than commanded — often a leaking injector or stuck-open nozzle.,,,,,,faulty,Falla en inyectores de combustible (obstruccion o fuga),0.85,RAG,"obdex, dtc_database_wal33d"
obdex,obdex_P026E,CC0 1.0,en,SAE_Universal,,,,NO_ESPECIFICADO,,P026E,powertrain,cac_coolant_pump_a,Charge Air Cooler Coolant Pump A Performance,Pump worn or clogged,CAC coolant pump A does not deliver expected flow when commanded.,,,,,,faulty,Falla en sensor de temperatura del refrigerante (ECT),0.85,RAG,"obdex, dtc_database_wal33d"
obdex,obdex_P026F,CC0 1.0,en,SAE_Universal,,,,NO_ESPECIFICADO,,P026F,powertrain,thermostat,Coolant Thermostat Performance,Thermostat stuck,Thermostat does not regulate coolant temperature in the expected range. Often stuck open (slow warmup) or stuck closed (overheat).,,,,,,faulty,Falla en sensor de temperatura del refrigerante (ECT),0.85,RAG,"obdex, dtc_database_wal33d"
obdex,obdex_P0270,CC0 1.0,en,SAE_Universal,,,,NO_ESPECIFICADO,,P0270,powertrain,"fuel_injector, injector_wiring",Cylinder 4 Injector Circuit Low,Injector winding failed open | Wiring or connector fault | 'Connector pins corroded - high contact resistance','Cylinder 4 Injector Circuit Low: the signal voltage is below the expected range. This affects fueling of the associated cylinders.',,,,,,faulty,Falla en sensor de temperatura del refrigerante (ECT),0.85,RAG,"obdex, dtc_database_wal33d"
obdex,obdex_P0271,CC0 1.0,en,SAE_Universal,,,,NO_ESPECIFICADO,,P0271,powertrain,"fuel_injector, injector_wiring",Cylinder 4 Injector Circuit High,Injector circuit shorted to supply | Wiring or connector fault | 'Connector pins corroded - high contact resistance','Cylinder 4 Injector Circuit High: the signal voltage is above the expected range. This affects fueling of the associated cylinders.',,,,,,faulty,Falla en sensor de temperatura del refrigerante (ECT),0.85,RAG,"obdex, dtc_database_wal33d"
obdex,obdex_P0272,CC0 1.0,en,SAE_Universal,,,,NO_ESPECIFICADO,,P0272,powertrain,"fuel_injector, cylinder_compression",Cylinder 4 Contribution/Balance Fault,Injector clogged or worn | Low compression on cylinder,'The ECU compares each cylinder''s contribution to crankshaft speed (rough run analysis) and determined cylinder 4 contributes less or more than the average. This points to a mechanical or fuel delivery problem rather than a pure ignition fault.',,,,,,faulty,Falla en inyectores de combustible (obstruccion o fuga),0.85,RAG,"obdex, dtc_database_wal33d"
obdex,obdex_P0273,CC0 1.0,en,SAE_Universal,,,,NO_ESPECIFICADO,,P0273,powertrain,"fuel_injector, ignition_coil, spark_plug, compression",Cylinder 2 Contribution/Balance,Injector flow low | Low compression cylinder 2,The ECU compares torque contribution of cylinder 2 against other cylinders by analyzing crankshaft angular velocity. Persistent low contribution triggers this code.,,,,,,faulty,Sensor de posicion del ciguenal (CKP) defectuoso,0.85,RAG,"obdex, dtc_database_wal33d"
obdex,obdex_P0274,CC0 1.0,en,SAE_Universal,,,,NO_ESPECIFICADO,,P0274,powertrain,"injector_cyl5, injector_wiring",Cylinder 5 Injector A Circuit High,Wiring shorted to battery | 'Connector pins corroded - high contact resistance' | 'Supply wire pinched against B+ source',"'Cylinder 5 injector A control voltage above expected range — short to power or open ground. A flow-deviating injector throws off cylinder balance — adjacent cylinders run leaner/richer to compensate, often masking the root cause until the trim limit is hit.'",,,,,,faulty,Falla en sensor de temperatura del refrigerante (ECT),0.85,RAG,"obdex, dtc_database_wal33d"
obdex,obdex_P0275,CC0 1.0,en,SAE_Universal,,,,GASOLINA,,P0275,powertrain,"injector_cyl5, ignition_coil_cyl5",Cylinder 5 Contribution/Balance,Injector or ignition coil weak on cylinder 5,"Cylinder 5 contributes less power to the engine than the other cylinders. Compression, ignition, or injection issue.",,,,,,faulty,Falla en bujias o bobinas de encendido (fallo de encendido),0.85,RAG,"obdex, dtc_database_wal33d"
obdex,obdex_P0276,CC0 1.0,en,SAE_Universal,,,,NO_ESPECIFICADO,,P0276,powertrain,"injector_cyl6, injector_wiring",Cylinder 6 Injector A Circuit Low,Wiring shorted to ground | 'Connector pins corroded - high contact resistance' | 'Harness chafing through insulation',"'Cylinder 6 injector A control voltage below expected range — short to ground. A flow-deviating injector throws off cylinder balance — adjacent cylinders run leaner/richer to compensate, often masking the root cause until the trim limit is hit.'",,,,,,faulty,Falla en sensor de temperatura del refrigerante (ECT),0.85,RAG,"obdex, dtc_database_wal33d"
obdex,obdex_P0277,CC0 1.0,en,SAE_Universal,,,,NO_ESPECIFICADO,,P0277,powertrain,"injector_cyl6, injector_wiring",Cylinder 6 Injector A Circuit High,Wiring shorted to battery | 'Connector pins corroded - high contact resistance' | 'Supply wire pinched against B+ source',"'Cylinder 6 injector A control voltage above expected range. A flow-deviating injector throws off cylinder balance — adjacent cylinders run leaner/richer to compensate, often masking the root cause until the trim limit is hit.'",,,,,,faulty,Falla en sensor de temperatura del refrigerante (ECT),0.85,RAG,"obdex, dtc_database_wal33d"
obdex,obdex_P0278,CC0 1.0,en,SAE_Universal,,,,GASOLINA,,P0278,powertrain,"injector_cyl6, ignition_coil_cyl6",Cylinder 6 Contribution/Balance,Injector or ignition coil weak on cylinder 6,Cylinder 6 contributes less power than expected.,,,,,,faulty,Falla en bujias o bobinas de encendido (fallo de encendido),0.85,RAG,"obdex, dtc_database_wal33d"
obdex,obdex_P0279,CC0 1.0,en,SAE_Universal,,,,NO_ESPECIFICADO,,P0279,powertrain,"injector_cyl7, injector_wiring",Cylinder 7 Injector A Circuit Low,Wiring shorted to ground | 'Connector pins corroded - high contact resistance' | 'Harness chafing through insulation',"'Cylinder 7 injector A control voltage below expected range. A flow-deviating injector throws off cylinder balance — adjacent cylinders run leaner/richer to compensate, often masking the root cause until the trim limit is hit.'",,,,,,faulty,Falla en sensor de temperatura del refrigerante (ECT),0.85,RAG,"obdex, dtc_database_wal33d"
obdex,obdex_P027A,CC0 1.0,en,SAE_Universal,,,,NO_ESPECIFICADO,,P027A,powertrain,"fuel_pump_module_b, module_wiring",Fuel Pump Module B Control Circuit/Open,Wiring break | 'Pin pushed back out of connector body' | 'Cracked solder joint inside the module or sensor',Open circuit at fuel pump module B (second pump module on dual-tank or high-output fuel systems).,,,,,,faulty,Bomba de combustible defectuosa o baja presion,0.85,RAG,"obdex, dtc_database_wal33d"
obdex,obdex_P027B,CC0 1.0,en,SAE_Universal,,,,NO_ESPECIFICADO,,P027B,powertrain,fuel_pump_module_b,Fuel Pump Module B Control Circuit Range/Performance,Module B internal fault | 'Sensor element aged beyond calibration window' | 'Sensor mounting loose - signal damping',"'Fuel pump module B does not respond as expected. Wiring faults of this kind typically come from chafing, water ingress at connector seals, or pin push-back — a wiggle test on the harness while the code is active often confirms the location.'",,,,,,faulty,Bomba de combustible defectuosa o baja presion,0.85,RAG,"obdex, dtc_database_wal33d"
obdex,obdex_P027C,CC0 1.0,en,SAE_Universal,,,,NO_ESPECIFICADO,,P027C,powertrain,"fuel_pump_module_b, module_wiring",Fuel Pump Module B Control Circuit Low,Wiring shorted to ground | 'Connector pins corroded - high contact resistance' | 'Harness chafing through insulation',"'Fuel pump module B control voltage below expected range. Wiring faults of this kind typically come from chafing, water ingress at connector seals, or pin push-back — a wiggle test on the harness while the code is active often confirms the location.'",,,,,,faulty,Bomba de combustible defectuosa o baja presion,0.85,RAG,"obdex, dtc_database_wal33d"
obdex,obdex_P027D,CC0 1.0,en,SAE_Universal,,,,NO_ESPECIFICADO,,P027D,powertrain,"fuel_pump_module_b, module_wiring",Fuel Pump Module B Control Circuit High,Wiring shorted to battery | 'Connector pins corroded - high contact resistance' | 'Supply wire pinched against B+ source',"'Fuel pump module B control voltage above expected range. Wiring faults of this kind typically come from chafing, water ingress at connector seals, or pin push-back — a wiggle test on the harness while the code is active often confirms the location.'",,,,,,faulty,Bomba de combustible defectuosa o baja presion,0.85,RAG,"obdex, dtc_database_wal33d"
obdex,obdex_P027E,CC0 1.0,en,SAE_Universal,,,,NO_ESPECIFICADO,,P027E,powertrain,"fuel_injectors, high_pressure_fuel_pump",Cold Start Fuel Injection Quantity A Lower Than Expected,Injector clogged,During cold start the injection quantity A is below the commanded amount. Hard starting in cold conditions.,,,,,,faulty,Falla en inyectores de combustible (obstruccion o fuga),0.85,RAG,"obdex, dtc_database_wal33d"
obdex,obdex_P027F,CC0 1.0,en,SAE_Universal,,,,NO_ESPECIFICADO,,P027F,powertrain,fuel_injectors,Cold Start Fuel Injection Quantity A Higher Than Expected,Injector leaking,"During cold start injection quantity A is above commanded — over-fueling, possible flooding.",,,,,,faulty,Falla en inyectores de combustible (obstruccion o fuga),0.85,RAG,"obdex, dtc_database_wal33d"
obdex,obdex_P0280,CC0 1.0,en,SAE_Universal,,,,NO_ESPECIFICADO,,P0280,powertrain,"injector_cyl7, injector_wiring",Cylinder 7 Injector A Circuit High,Wiring shorted to battery | 'Connector pins corroded - high contact resistance' | 'Supply wire pinched against B+ source',"'Cylinder 7 injector A control voltage above expected range. A flow-deviating injector throws off cylinder balance — adjacent cylinders run leaner/richer to compensate, often masking the root cause until the trim limit is hit.'",,,,,,faulty,Falla en sensor de temperatura del refrigerante (ECT),0.85,RAG,"obdex, dtc_database_wal33d"
obdex,obdex_P0281,CC0 1.0,en,SAE_Universal,,,,GASOLINA,,P0281,powertrain,"injector_cyl7, ignition_coil_cyl7",Cylinder 7 Contribution/Balance,Injector or ignition coil weak on cylinder 7,Cylinder 7 contributes less power than expected.,,,,,,faulty,Falla en bujias o bobinas de encendido (fallo de encendido),0.85,RAG,"obdex, dtc_database_wal33d"
obdex,obdex_P0282,CC0 1.0,en,SAE_Universal,,,,NO_ESPECIFICADO,,P0282,powertrain,"injector_cyl8, injector_wiring",Cylinder 8 Injector A Circuit Low,Wiring shorted to ground | 'Connector pins corroded - high contact resistance' | 'Harness chafing through insulation',"'Cylinder 8 injector A control voltage below expected range. A flow-deviating injector throws off cylinder balance — adjacent cylinders run leaner/richer to compensate, often masking the root cause until the trim limit is hit.'",,,,,,faulty,Falla en sensor de temperatura del refrigerante (ECT),0.85,RAG,"obdex, dtc_database_wal33d"
obdex,obdex_P0283,CC0 1.0,en,SAE_Universal,,,,NO_ESPECIFICADO,,P0283,powertrain,"injector_cyl8, injector_wiring",Cylinder 8 Injector A Circuit High,Wiring shorted to battery | 'Connector pins corroded - high contact resistance' | 'Supply wire pinched against B+ source',"'Cylinder 8 injector A control voltage above expected range. A flow-deviating injector throws off cylinder balance — adjacent cylinders run leaner/richer to compensate, often masking the root cause until the trim limit is hit.'",,,,,,faulty,Falla en sensor de temperatura del refrigerante (ECT),0.85,RAG,"obdex, dtc_database_wal33d"
obdex,obdex_P0284,CC0 1.0,en,SAE_Universal,,,,GASOLINA,,P0284,powertrain,"injector_cyl8, ignition_coil_cyl8",Cylinder 8 Contribution/Balance,Injector or ignition coil weak on cylinder 8,Cylinder 8 contributes less power than expected.,,,,,,faulty,Falla en bujias o bobinas de encendido (fallo de encendido),0.85,RAG,"obdex, dtc_database_wal33d"
obdex,obdex_P0285,CC0 1.0,en,SAE_Universal,,,,NO_ESPECIFICADO,,P0285,powertrain,"injector_cyl9, injector_wiring",Cylinder 9 Injector A Circuit Low,Wiring shorted to ground | 'Connector pins corroded - high contact resistance' | 'Harness chafing through insulation',"'Cylinder 9 injector A control voltage below expected range. A flow-deviating injector throws off cylinder balance — adjacent cylinders run leaner/richer to compensate, often masking the root cause until the trim limit is hit.'",,,,,,faulty,Falla en sensor de temperatura del refrigerante (ECT),0.85,RAG,"obdex, dtc_database_wal33d"
obdex,obdex_P0286,CC0 1.0,en,SAE_Universal,,,,NO_ESPECIFICADO,,P0286,powertrain,"injector_cyl9, injector_wiring",Cylinder 9 Injector A Circuit High,Wiring shorted to battery | 'Connector pins corroded - high contact resistance' | 'Supply wire pinched against B+ source',"'Cylinder 9 injector A control voltage above expected range. A flow-deviating injector throws off cylinder balance — adjacent cylinders run leaner/richer to compensate, often masking the root cause until the trim limit is hit.'",,,,,,faulty,Falla en sensor de temperatura del refrigerante (ECT),0.85,RAG,"obdex, dtc_database_wal33d"
obdex,obdex_P0287,CC0 1.0,en,SAE_Universal,,,,GASOLINA,,P0287,powertrain,"injector_cyl9, ignition_coil_cyl9",Cylinder 9 Contribution/Balance,Injector or ignition coil weak on cylinder 9,Cylinder 9 contributes less power than expected.,,,,,,faulty,Falla en bujias o bobinas de encendido (fallo de encendido),0.85,RAG,"obdex, dtc_database_wal33d"
obdex,obdex_P0288,CC0 1.0,en,SAE_Universal,,,,NO_ESPECIFICADO,,P0288,powertrain,"injector_cyl10, injector_wiring",Cylinder 10 Injector A Circuit Low,Wiring shorted to ground | 'Connector pins corroded - high contact resistance' | 'Harness chafing through insulation',"'Cylinder 10 injector A control voltage below expected range. A flow-deviating injector throws off cylinder balance — adjacent cylinders run leaner/richer to compensate, often masking the root cause until the trim limit is hit.'",,,,,,faulty,Falla en sensor de temperatura del refrigerante (ECT),0.85,RAG,"obdex, dtc_database_wal33d"
obdex,obdex_P0289,CC0 1.0,en,SAE_Universal,,,,NO_ESPECIFICADO,,P0289,powertrain,"injector_cyl10, injector_wiring",Cylinder 10 Injector A Circuit High,Wiring shorted to battery | 'Connector pins corroded - high contact resistance' | 'Supply wire pinched against B+ source',"'Cylinder 10 injector A control voltage above expected range. A flow-deviating injector throws off cylinder balance — adjacent cylinders run leaner/richer to compensate, often masking the root cause until the trim limit is hit.'",,,,,,faulty,Falla en sensor de temperatura del refrigerante (ECT),0.85,RAG,"obdex, dtc_database_wal33d"
obdex,obdex_P028A,CC0 1.0,en,SAE_Universal,,,,NO_ESPECIFICADO,,P028A,powertrain,"cac_cooling_fan, fan_wiring",Charge Air Cooler Cooling Fan Control Circuit/Open,Wiring break | 'Pin pushed back out of connector body' | 'Cracked solder joint inside the module or sensor',Open circuit at the charge air cooler cooling fan (electric fan helping to cool the intercooler).,,,,,,faulty,Falla en sensor de temperatura del refrigerante (ECT),0.85,RAG,"obdex, dtc_database_wal33d"
obdex,obdex_P028B,CC0 1.0,en,SAE_Universal,,,,NO_ESPECIFICADO,,P028B,powertrain,cac_cooling_fan,Charge Air Cooler Cooling Fan Performance/Stuck Off,Fan motor seized | 'Carbon or debris buildup preventing free movement' | 'Component wear with age - mechanical play',CAC cooling fan does not run when commanded.,,,,,,faulty,Falla en termostato o motoventilador de radiador,0.85,RAG,"obdex, dtc_database_wal33d"
obdex,obdex_P028C,CC0 1.0,en,SAE_Universal,,,,NO_ESPECIFICADO,,P028C,powertrain,"cac_cooling_fan, fan_relay",Charge Air Cooler Cooling Fan Stuck On,Fan relay stuck closed | 'Carbon or debris buildup preventing free movement' | 'Component wear with age - mechanical play',CAC cooling fan runs continuously regardless of commanded state.,,,,,,faulty,Falla en termostato o motoventilador de radiador,0.85,RAG,"obdex, dtc_database_wal33d"
obdex,obdex_P028D,CC0 1.0,en,SAE_Universal,,,,NO_ESPECIFICADO,,P028D,powertrain,"cac_cooling_fan, fan_wiring",Charge Air Cooler Cooling Fan Control Circuit Low,Wiring shorted to ground | 'Connector pins corroded - high contact resistance' | 'Harness chafing through insulation',"'CAC cooling fan control voltage below expected range. Wiring faults of this kind typically come from chafing, water ingress at connector seals, or pin push-back — a wiggle test on the harness while the code is active often confirms the location.'",,,,,,faulty,Falla en sensor de temperatura del refrigerante (ECT),0.85,RAG,"obdex, dtc_database_wal33d"
obdex,obdex_P028E,CC0 1.0,en,SAE_Universal,,,,NO_ESPECIFICADO,,P028E,powertrain,"cac_cooling_fan, fan_wiring",Charge Air Cooler Cooling Fan Control Circuit High,Wiring shorted to battery | 'Connector pins corroded - high contact resistance' | 'Supply wire pinched against B+ source',"'CAC cooling fan control voltage above expected range. Wiring faults of this kind typically come from chafing, water ingress at connector seals, or pin push-back — a wiggle test on the harness while the code is active often confirms the location.'",,,,,,faulty,Falla en sensor de temperatura del refrigerante (ECT),0.85,RAG,"obdex, dtc_database_wal33d"
obdex,obdex_P028F,CC0 1.0,en,SAE_Universal,,,,NO_ESPECIFICADO,,P028F,powertrain,"fan_driver, cac_cooling_fan",Charge Air Cooler Cooling Fan Control Circuit Driver Performance,Driver stage failed,Driver stage of CAC cooling fan control reports performance fault.,,,,,,faulty,Falla en termostato o motoventilador de radiador,0.85,RAG,"obdex, dtc_database_wal33d"
obdex,obdex_P0290,CC0 1.0,en,SAE_Universal,,,,GASOLINA,,P0290,powertrain,"injector_cyl10, ignition_coil_cyl10",Cylinder 10 Contribution/Balance,Injector or ignition coil weak on cylinder 10,Cylinder 10 contributes less power than expected.,,,,,,faulty,Falla en bujias o bobinas de encendido (fallo de encendido),0.85,RAG,"obdex, dtc_database_wal33d"
obdex,obdex_P0291,CC0 1.0,en,SAE_Universal,,,,NO_ESPECIFICADO,,P0291,powertrain,"injector_cyl11, injector_wiring",Cylinder 11 Injector A Circuit Low,Wiring shorted to ground | 'Connector pins corroded - high contact resistance' | 'Harness chafing through insulation',"'Cylinder 11 injector A control voltage below expected range. A flow-deviating injector throws off cylinder balance — adjacent cylinders run leaner/richer to compensate, often masking the root cause until the trim limit is hit.'",,,,,,faulty,Falla en sensor de temperatura del refrigerante (ECT),0.85,RAG,"obdex, dtc_database_wal33d"
obdex,obdex_P0292,CC0 1.0,en,SAE_Universal,,,,NO_ESPECIFICADO,,P0292,powertrain,"injector_cyl11, injector_wiring",Cylinder 11 Injector A Circuit High,Wiring shorted to battery | 'Connector pins corroded - high contact resistance' | 'Supply wire pinched against B+ source',"'Cylinder 11 injector A control voltage above expected range. A flow-deviating injector throws off cylinder balance — adjacent cylinders run leaner/richer to compensate, often masking the root cause until the trim limit is hit.'",,,,,,faulty,Falla en sensor de temperatura del refrigerante (ECT),0.85,RAG,"obdex, dtc_database_wal33d"
