id_candidato,sintoma,condicion,causa_candidata,revision_inicial,pregunta_aclaracion,urgencia_fuente,sistema_fuente,codigo_canonico_propuesto,falla_canonica_propuesta,sistema_canonico,estado_mapeo,decision_revision,validado_por_mecanico,apto_entrenamiento,uso_recomendado_actual,fuente,url_fuente,seccion_fuente,fecha_consulta,licencia_fuente,sha256_texto_fuente,observaciones_revision
GEM-0043,el auto pierde fuerza,al acelerar o subir pendientes,filtro de combustible obstruido,"Revisar filtro de aire, respuesta al acelerar y codigos OBD2.","¿Pierde fuerza al acelerar, en subida o en ambos casos?",MEDIA_ALTA,"Motor, combustible y transmision",COMBUSTIBLE_001,Inyectores sucios o filtro de combustible obstruido,Inyección de Combustible,MAPEO_PROPUESTO,PENDIENTE_MECANICO,NO,NO,CANDIDATO_RAG_Y_REVISION,"Fallas comunes del auto: guia para diagnosticar sintomas, causas y que revisar",https://gemacar.com/blog/fallas-comunes-auto/,Perdida de potencia,2026-09-02,NO_DECLARADA,88cb512affaf6573b6d81bb1a5e172192c0c1e9c761255bbba78c6ab591669d6,
GEM-0044,el auto pierde fuerza,al acelerar o subir pendientes,bujias desgastadas,"Revisar filtro de aire, respuesta al acelerar y codigos OBD2.","¿Pierde fuerza al acelerar, en subida o en ambos casos?",MEDIA_ALTA,"Motor, combustible y transmision",MOTOR_001,Falla en bujias o bobinas de encendido (misfire),Motor,MAPEO_PROPUESTO,PENDIENTE_MECANICO,NO,NO,CANDIDATO_RAG_Y_REVISION,"Fallas comunes del auto: guia para diagnosticar sintomas, causas y que revisar",https://gemacar.com/blog/fallas-comunes-auto/,Perdida de potencia,2026-09-02,NO_DECLARADA,88cb512affaf6573b6d81bb1a5e172192c0c1e9c761255bbba78c6ab591669d6,
GEM-0045,el auto pierde fuerza,al acelerar o subir pendientes,bobinas defectuosas,"Revisar filtro de aire, respuesta al acelerar y codigos OBD2.","¿Pierde fuerza al acelerar, en subida o en ambos casos?",MEDIA_ALTA,"Motor, combustible y transmision",MOTOR_001,Falla en bujias o bobinas de encendido (misfire),Motor,MAPEO_PROPUESTO,PENDIENTE_MECANICO,NO,NO,CANDIDATO_RAG_Y_REVISION,"Fallas comunes del auto: guia para diagnosticar sintomas, causas y que revisar",https://gemacar.com/blog/fallas-comunes-auto/,Perdida de potencia,2026-09-02,NO_DECLARADA,88cb512affaf6573b6d81bb1a5e172192c0c1e9c761255bbba78c6ab591669d6,
GEM-0046,el auto pierde fuerza,al acelerar o subir pendientes,inyectores sucios,"Revisar filtro de aire, respuesta al acelerar y codigos OBD2.","¿Pierde fuerza al acelerar, en subida o en ambos casos?",MEDIA_ALTA,"Motor, combustible y transmision",COMBUSTIBLE_001,Inyectores sucios o filtro de combustible obstruido,Inyección de Combustible,MAPEO_PROPUESTO,PENDIENTE_MECANICO,NO,NO,CANDIDATO_RAG_Y_REVISION,"Fallas comunes del auto: guia para diagnosticar sintomas, causas y que revisar",https://gemacar.com/blog/fallas-comunes-auto/,Perdida de potencia,2026-09-02,NO_DECLARADA,88cb512affaf6573b6d81bb1a5e172192c0c1e9c761255bbba78c6ab591669d6,
GEM-0047,el auto pierde fuerza,al acelerar o subir pendientes,sensor MAF o MAP defectuoso,"Revisar filtro de aire, respuesta al acelerar y codigos OBD2.","¿Pierde fuerza al acelerar, en subida o en ambos casos?",MEDIA_ALTA,"Motor, combustible y transmision",,,,SIN_CLASE_CANONICA,PENDIENTE_MECANICO,NO,NO,CANDIDATO_RAG_Y_REVISION,"Fallas comunes del auto: guia para diagnosticar sintomas, causas y que revisar",https://gemacar.com/blog/fallas-comunes-auto/,Perdida de potencia,2026-09-02,NO_DECLARADA,88cb512affaf6573b6d81bb1a5e172192c0c1e9c761255bbba78c6ab591669d6,
GEM-0048,el auto pierde fuerza,al acelerar o subir pendientes,catalizador obstruido,"Revisar filtro de aire, respuesta al acelerar y codigos OBD2.","¿Pierde fuerza al acelerar, en subida o en ambos casos?",MEDIA_ALTA,"Motor, combustible y transmision",,,,SIN_CLASE_CANONICA,PENDIENTE_MECANICO,NO,NO,CANDIDATO_RAG_Y_REVISION,"Fallas comunes del auto: guia para diagnosticar sintomas, causas y que revisar",https://gemacar.com/blog/fallas-comunes-auto/,Perdida de potencia,2026-09-02,NO_DECLARADA,88cb512affaf6573b6d81bb1a5e172192c0c1e9c761255bbba78c6ab591669d6,
GEM-0049,el auto pierde fuerza,al acelerar o subir pendientes,problema de transmision,"Revisar filtro de aire, respuesta al acelerar y codigos OBD2.","¿Pierde fuerza al acelerar, en subida o en ambos casos?",MEDIA_ALTA,"Motor, combustible y transmision",,,,REQUIERE_REVISION_AMBIGUEDAD,PENDIENTE_MECANICO,NO,NO,CANDIDATO_RAG_Y_REVISION,"Fallas comunes del auto: guia para diagnosticar sintomas, causas y que revisar",https://gemacar.com/blog/fallas-comunes-auto/,Perdida de potencia,2026-09-02,NO_DECLARADA,88cb512affaf6573b6d81bb1a5e172192c0c1e9c761255bbba78c6ab591669d6,
GEM-0050,el auto pierde fuerza,al acelerar o subir pendientes,combustible de mala calidad,"Revisar filtro de aire, respuesta al acelerar y codigos OBD2.","¿Pierde fuerza al acelerar, en subida o en ambos casos?",MEDIA_ALTA,"Motor, combustible y transmision",,,,REQUIERE_DESCARTE,PENDIENTE_MECANICO,NO,NO,CANDIDATO_RAG_Y_REVISION,"Fallas comunes del auto: guia para diagnosticar sintomas, causas y que revisar",https://gemacar.com/blog/fallas-comunes-auto/,Perdida de potencia,2026-09-02,NO_DECLARADA,88cb512affaf6573b6d81bb1a5e172192c0c1e9c761255bbba78c6ab591669d6,
GEM-0051,el auto consume demasiado combustible,comparado con su consumo habitual,filtro de aire sucio,Comparar consumo y revisar mantenimiento y presion de neumaticos.,"¿Aumento el consumo junto con tirones, humo o perdida de fuerza?",MEDIA,"Combustible, motor y rodaje",,,,SIN_CLASE_CANONICA,PENDIENTE_MECANICO,NO,NO,CANDIDATO_RAG_Y_REVISION,"Fallas comunes del auto: guia para diagnosticar sintomas, causas y que revisar",https://gemacar.com/blog/fallas-comunes-auto/,Consumo excesivo,2026-09-02,NO_DECLARADA,88cb512affaf6573b6d81bb1a5e172192c0c1e9c761255bbba78c6ab591669d6,
GEM-0052,el auto consume demasiado combustible,comparado con su consumo habitual,bujias en mal estado,Comparar consumo y revisar mantenimiento y presion de neumaticos.,"¿Aumento el consumo junto con tirones, humo o perdida de fuerza?",MEDIA,"Combustible, motor y rodaje",MOTOR_001,Falla en bujias o bobinas de encendido (misfire),Motor,MAPEO_PROPUESTO,PENDIENTE_MECANICO,NO,NO,CANDIDATO_RAG_Y_REVISION,"Fallas comunes del auto: guia para diagnosticar sintomas, causas y que revisar",https://gemacar.com/blog/fallas-comunes-auto/,Consumo excesivo,2026-09-02,NO_DECLARADA,88cb512affaf6573b6d81bb1a5e172192c0c1e9c761255bbba78c6ab591669d6,
GEM-0053,el auto consume demasiado combustible,comparado con su consumo habitual,sensor de oxigeno defectuoso,Comparar consumo y revisar mantenimiento y presion de neumaticos.,"¿Aumento el consumo junto con tirones, humo o perdida de fuerza?",MEDIA,"Combustible, motor y rodaje",COMBUSTIBLE_004,Falla en sensor de oxigeno o mezcla rica,Inyección de Combustible,MAPEO_PROPUESTO,PENDIENTE_MECANICO,NO,NO,CANDIDATO_RAG_Y_REVISION,"Fallas comunes del auto: guia para diagnosticar sintomas, causas y que revisar",https://gemacar.com/blog/fallas-comunes-auto/,Consumo excesivo,2026-09-02,NO_DECLARADA,88cb512affaf6573b6d81bb1a5e172192c0c1e9c761255bbba78c6ab591669d6,
GEM-0054,el auto consume demasiado combustible,comparado con su consumo habitual,inyectores sucios,Comparar consumo y revisar mantenimiento y presion de neumaticos.,"¿Aumento el consumo junto con tirones, humo o perdida de fuerza?",MEDIA,"Combustible, motor y rodaje",COMBUSTIBLE_001,Inyectores sucios o filtro de combustible obstruido,Inyección de Combustible,MAPEO_PROPUESTO,PENDIENTE_MECANICO,NO,NO,CANDIDATO_RAG_Y_REVISION,"Fallas comunes del auto: guia para diagnosticar sintomas, causas y que revisar",https://gemacar.com/blog/fallas-comunes-auto/,Consumo excesivo,2026-09-02,NO_DECLARADA,88cb512affaf6573b6d81bb1a5e172192c0c1e9c761255bbba78c6ab591669d6,
GEM-0055,el auto consume demasiado combustible,comparado con su consumo habitual,presion baja de neumaticos,Comparar consumo y revisar mantenimiento y presion de neumaticos.,"¿Aumento el consumo junto con tirones, humo o perdida de fuerza?",MEDIA,"Combustible, motor y rodaje",,,,REQUIERE_DESCARTE,PENDIENTE_MECANICO,NO,NO,CANDIDATO_RAG_Y_REVISION,"Fallas comunes del auto: guia para diagnosticar sintomas, causas y que revisar",https://gemacar.com/blog/fallas-comunes-auto/,Consumo excesivo,2026-09-02,NO_DECLARADA,88cb512affaf6573b6d81bb1a5e172192c0c1e9c761255bbba78c6ab591669d6,
GEM-0056,el auto consume demasiado combustible,comparado con su consumo habitual,aceite incorrecto,Comparar consumo y revisar mantenimiento y presion de neumaticos.,"¿Aumento el consumo junto con tirones, humo o perdida de fuerza?",MEDIA,"Combustible, motor y rodaje",,,,REQUIERE_DESCARTE,PENDIENTE_MECANICO,NO,NO,CANDIDATO_RAG_Y_REVISION,"Fallas comunes del auto: guia para diagnosticar sintomas, causas y que revisar",https://gemacar.com/blog/fallas-comunes-auto/,Consumo excesivo,2026-09-02,NO_DECLARADA,88cb512affaf6573b6d81bb1a5e172192c0c1e9c761255bbba78c6ab591669d6,
GEM-0057,el auto consume demasiado combustible,comparado con su consumo habitual,frenos pegados,Comparar consumo y revisar mantenimiento y presion de neumaticos.,"¿Aumento el consumo junto con tirones, humo o perdida de fuerza?",MEDIA,"Combustible, motor y rodaje",,,,SIN_CLASE_CANONICA,PENDIENTE_MECANICO,NO,NO,CANDIDATO_RAG_Y_REVISION,"Fallas comunes del auto: guia para diagnosticar sintomas, causas y que revisar",https://gemacar.com/blog/fallas-comunes-auto/,Consumo excesivo,2026-09-02,NO_DECLARADA,88cb512affaf6573b6d81bb1a5e172192c0c1e9c761255bbba78c6ab591669d6,
GEM-0058,el auto consume demasiado combustible,comparado con su consumo habitual,manejo agresivo,Comparar consumo y revisar mantenimiento y presion de neumaticos.,"¿Aumento el consumo junto con tirones, humo o perdida de fuerza?",MEDIA,"Combustible, motor y rodaje",,,,REQUIERE_DESCARTE,PENDIENTE_MECANICO,NO,NO,CANDIDATO_RAG_Y_REVISION,"Fallas comunes del auto: guia para diagnosticar sintomas, causas y que revisar",https://gemacar.com/blog/fallas-comunes-auto/,Consumo excesivo,2026-09-02,NO_DECLARADA,88cb512affaf6573b6d81bb1a5e172192c0c1e9c761255bbba78c6ab591669d6,
GEM-0059,el auto consume demasiado combustible,comparado con su consumo habitual,exceso de peso,Comparar consumo y revisar mantenimiento y presion de neumaticos.,"¿Aumento el consumo junto con tirones, humo o perdida de fuerza?",MEDIA,"Combustible, motor y rodaje",,,,REQUIERE_DESCARTE,PENDIENTE_MECANICO,NO,NO,CANDIDATO_RAG_Y_REVISION,"Fallas comunes del auto: guia para diagnosticar sintomas, causas y que revisar",https://gemacar.com/blog/fallas-comunes-auto/,Consumo excesivo,2026-09-02,NO_DECLARADA,88cb512affaf6573b6d81bb1a5e172192c0c1e9c761255bbba78c6ab591669d6,
GEM-0060,sale humo blanco por el escape,de forma persistente con el motor caliente,refrigerante entrando al motor,Comprobar perdida de refrigerante y temperatura.,¿El humo desaparece al calentar o sigue siendo denso?,ALTA,Motor y refrigeracion,MOTOR_003,Empaque de culata soplado o danado,Motor,MAPEO_PROPUESTO,PENDIENTE_MECANICO,NO,NO,CANDIDATO_RAG_Y_REVISION,"Fallas comunes del auto: guia para diagnosticar sintomas, causas y que revisar",https://gemacar.com/blog/fallas-comunes-auto/,Humo blanco,2026-09-02,NO_DECLARADA,88cb512affaf6573b6d81bb1a5e172192c0c1e9c761255bbba78c6ab591669d6,
GEM-0061,sale humo blanco por el escape,de forma persistente con el motor caliente,empaque de culata dañado,Comprobar perdida de refrigerante y temperatura.,¿El humo desaparece al calentar o sigue siendo denso?,ALTA,Motor y refrigeracion,MOTOR_003,Empaque de culata soplado o danado,Motor,MAPEO_PROPUESTO,PENDIENTE_MECANICO,NO,NO,CANDIDATO_RAG_Y_REVISION,"Fallas comunes del auto: guia para diagnosticar sintomas, causas y que revisar",https://gemacar.com/blog/fallas-comunes-auto/,Humo blanco,2026-09-02,NO_DECLARADA,88cb512affaf6573b6d81bb1a5e172192c0c1e9c761255bbba78c6ab591669d6,
GEM-0062,sale vapor blanco leve por el escape,solo al encender en frio y desaparece,condensacion normal,Observar si desaparece al alcanzar temperatura normal.,¿Desaparece pocos minutos despues del arranque?,BAJA,Escape,,,,DESCARTAR_NO_FALLA,PENDIENTE_MECANICO,NO,NO,CANDIDATO_RAG_Y_REVISION,"Fallas comunes del auto: guia para diagnosticar sintomas, causas y que revisar",https://gemacar.com/blog/fallas-comunes-auto/,Vapor blanco en frio,2026-09-02,NO_DECLARADA,88cb512affaf6573b6d81bb1a5e172192c0c1e9c761255bbba78c6ab591669d6,
GEM-0063,sale humo azul por el escape,al acelerar o de forma constante,aceite quemado por desgaste o sellos,Revisar nivel y consumo de aceite.,¿Baja el nivel de aceite entre servicios?,MEDIA_ALTA,Motor,MOTOR_002,Consumo de aceite por desgaste de anillos o retenes,Motor,MAPEO_PROPUESTO,PENDIENTE_MECANICO,NO,NO,CANDIDATO_RAG_Y_REVISION,"Fallas comunes del auto: guia para diagnosticar sintomas, causas y que revisar",https://gemacar.com/blog/fallas-comunes-auto/,Humo azul,2026-09-02,NO_DECLARADA,88cb512affaf6573b6d81bb1a5e172192c0c1e9c761255bbba78c6ab591669d6,
GEM-0064,sale humo negro por el escape,al acelerar o bajo carga,mezcla rica de combustible,"Revisar mezcla, filtro de aire, inyectores y sensores.",¿El humo aparece al acelerar y aumento el consumo?,MEDIA_ALTA,Combustible y motor,COMBUSTIBLE_004,Falla en sensor de oxigeno o mezcla rica,Inyección de Combustible,MAPEO_PROPUESTO,PENDIENTE_MECANICO,NO,NO,CANDIDATO_RAG_Y_REVISION,"Fallas comunes del auto: guia para diagnosticar sintomas, causas y que revisar",https://gemacar.com/blog/fallas-comunes-auto/,Humo negro,2026-09-02,NO_DECLARADA,88cb512affaf6573b6d81bb1a5e172192c0c1e9c761255bbba78c6ab591669d6,
GEM-0065,sale humo negro por el escape,al acelerar o bajo carga,filtro de aire muy sucio,"Revisar mezcla, filtro de aire, inyectores y sensores.",¿El humo aparece al acelerar y aumento el consumo?,MEDIA_ALTA,Combustible y motor,,,,SIN_CLASE_CANONICA,PENDIENTE_MECANICO,NO,NO,CANDIDATO_RAG_Y_REVISION,"Fallas comunes del auto: guia para diagnosticar sintomas, causas y que revisar",https://gemacar.com/blog/fallas-comunes-auto/,Humo negro,2026-09-02,NO_DECLARADA,88cb512affaf6573b6d81bb1a5e172192c0c1e9c761255bbba78c6ab591669d6,
GEM-0066,sale humo negro por el escape,al acelerar o bajo carga,inyectores defectuosos,"Revisar mezcla, filtro de aire, inyectores y sensores.",¿El humo aparece al acelerar y aumento el consumo?,MEDIA_ALTA,Combustible y motor,COMBUSTIBLE_001,Inyectores sucios o filtro de combustible obstruido,Inyección de Combustible,REQUIERE_REVISION_AMBIGUEDAD,PENDIENTE_MECANICO,NO,NO,CANDIDATO_RAG_Y_REVISION,"Fallas comunes del auto: guia para diagnosticar sintomas, causas y que revisar",https://gemacar.com/blog/fallas-comunes-auto/,Humo negro,2026-09-02,NO_DECLARADA,88cb512affaf6573b6d81bb1a5e172192c0c1e9c761255bbba78c6ab591669d6,
GEM-0067,sale humo negro por el escape,al acelerar o bajo carga,sensor de mezcla defectuoso,"Revisar mezcla, filtro de aire, inyectores y sensores.",¿El humo aparece al acelerar y aumento el consumo?,MEDIA_ALTA,Combustible y motor,COMBUSTIBLE_004,Falla en sensor de oxigeno o mezcla rica,Inyección de Combustible,MAPEO_PROPUESTO,PENDIENTE_MECANICO,NO,NO,CANDIDATO_RAG_Y_REVISION,"Fallas comunes del auto: guia para diagnosticar sintomas, causas y que revisar",https://gemacar.com/blog/fallas-comunes-auto/,Humo negro,2026-09-02,NO_DECLARADA,88cb512affaf6573b6d81bb1a5e172192c0c1e9c761255bbba78c6ab591669d6,
GEM-0068,se escucha un ruido nuevo en el auto,"al frenar, pasar baches, rodar, girar o acelerar",pastillas de freno gastadas,"Identificar origen, tipo de ruido y momento en que aparece.","¿Suena al frenar, girar, acelerar o pasar un bache?",MEDIA_ALTA,"Frenos, suspension, direccion y motor",FRENO_001,Desgaste de pastillas y zapatas de freno,Frenos,MAPEO_PROPUESTO,PENDIENTE_MECANICO,NO,NO,CANDIDATO_RAG_Y_REVISION,"Fallas comunes del auto: guia para diagnosticar sintomas, causas y que revisar",https://gemacar.com/blog/fallas-comunes-auto/,Ruidos al conducir,2026-09-02,NO_DECLARADA,88cb512affaf6573b6d81bb1a5e172192c0c1e9c761255bbba78c6ab591669d6,
GEM-0069,se escucha un ruido nuevo en el auto,"al frenar, pasar baches, rodar, girar o acelerar",bujes o suspension desgastados,"Identificar origen, tipo de ruido y momento en que aparece.","¿Suena al frenar, girar, acelerar o pasar un bache?",MEDIA_ALTA,"Frenos, suspension, direccion y motor",SUSPENSION_001,Amortiguadores reventados o bujes de suspension gastados,Suspensión y Dirección,MAPEO_PROPUESTO,PENDIENTE_MECANICO,NO,NO,CANDIDATO_RAG_Y_REVISION,"Fallas comunes del auto: guia para diagnosticar sintomas, causas y que revisar",https://gemacar.com/blog/fallas-comunes-auto/,Ruidos al conducir,2026-09-02,NO_DECLARADA,88cb512affaf6573b6d81bb1a5e172192c0c1e9c761255bbba78c6ab591669d6,
GEM-0070,se escucha un ruido nuevo en el auto,"al frenar, pasar baches, rodar, girar o acelerar",rodamiento o neumatico defectuoso,"Identificar origen, tipo de ruido y momento en que aparece.","¿Suena al frenar, girar, acelerar o pasar un bache?",MEDIA_ALTA,"Frenos, suspension, direccion y motor",,,,SIN_CLASE_CANONICA,PENDIENTE_MECANICO,NO,NO,CANDIDATO_RAG_Y_REVISION,"Fallas comunes del auto: guia para diagnosticar sintomas, causas y que revisar",https://gemacar.com/blog/fallas-comunes-auto/,Ruidos al conducir,2026-09-02,NO_DECLARADA,88cb512affaf6573b6d81bb1a5e172192c0c1e9c761255bbba78c6ab591669d6,
GEM-0071,se escucha un ruido nuevo en el auto,"al frenar, pasar baches, rodar, girar o acelerar",correa floja o desgastada,"Identificar origen, tipo de ruido y momento en que aparece.","¿Suena al frenar, girar, acelerar o pasar un bache?",MEDIA_ALTA,"Frenos, suspension, direccion y motor",,,,SIN_CLASE_CANONICA,PENDIENTE_MECANICO,NO,NO,CANDIDATO_RAG_Y_REVISION,"Fallas comunes del auto: guia para diagnosticar sintomas, causas y que revisar",https://gemacar.com/blog/fallas-comunes-auto/,Ruidos al conducir,2026-09-02,NO_DECLARADA,88cb512affaf6573b6d81bb1a5e172192c0c1e9c761255bbba78c6ab591669d6,
GEM-0072,se escucha un ruido nuevo en el auto,"al frenar, pasar baches, rodar, girar o acelerar",bajo aceite o daño interno de motor,"Identificar origen, tipo de ruido y momento en que aparece.","¿Suena al frenar, girar, acelerar o pasar un bache?",MEDIA_ALTA,"Frenos, suspension, direccion y motor",MOTOR_004,Baja presion de aceite o bomba de aceite defectuosa,Motor,REQUIERE_REVISION_AMBIGUEDAD,PENDIENTE_MECANICO,NO,NO,CANDIDATO_RAG_Y_REVISION,"Fallas comunes del auto: guia para diagnosticar sintomas, causas y que revisar",https://gemacar.com/blog/fallas-comunes-auto/,Ruidos al conducir,2026-09-02,NO_DECLARADA,88cb512affaf6573b6d81bb1a5e172192c0c1e9c761255bbba78c6ab591669d6,
GEM-0073,se escucha un ruido nuevo en el auto,"al frenar, pasar baches, rodar, girar o acelerar","direccion, junta homocinetica o suspension","Identificar origen, tipo de ruido y momento en que aparece.","¿Suena al frenar, girar, acelerar o pasar un bache?",MEDIA_ALTA,"Frenos, suspension, direccion y motor",,,,REQUIERE_REVISION_AMBIGUEDAD,PENDIENTE_MECANICO,NO,NO,CANDIDATO_RAG_Y_REVISION,"Fallas comunes del auto: guia para diagnosticar sintomas, causas y que revisar",https://gemacar.com/blog/fallas-comunes-auto/,Ruidos al conducir,2026-09-02,NO_DECLARADA,88cb512affaf6573b6d81bb1a5e172192c0c1e9c761255bbba78c6ab591669d6,
GEM-0074,el auto vibra al manejar,a una velocidad determinada,neumaticos desbalanceados,"Revisar balanceo, alineacion, neumaticos y rines.","¿Vibra a cierta velocidad, al frenar o tambien detenido?",MEDIA,Suspension y rodaje,SUSPENSION_004,Llantas desbalanceadas o desalineadas,Suspensión y Dirección,MAPEO_PROPUESTO,PENDIENTE_MECANICO,NO,NO,CANDIDATO_RAG_Y_REVISION,"Fallas comunes del auto: guia para diagnosticar sintomas, causas y que revisar",https://gemacar.com/blog/fallas-comunes-auto/,Vibracion a velocidad,2026-09-02,NO_DECLARADA,88cb512affaf6573b6d81bb1a5e172192c0c1e9c761255bbba78c6ab591669d6,
GEM-0075,el auto vibra al manejar,a una velocidad determinada,rin doblado,"Revisar balanceo, alineacion, neumaticos y rines.","¿Vibra a cierta velocidad, al frenar o tambien detenido?",MEDIA,Suspension y rodaje,,,,SIN_CLASE_CANONICA,PENDIENTE_MECANICO,NO,NO,CANDIDATO_RAG_Y_REVISION,"Fallas comunes del auto: guia para diagnosticar sintomas, causas y que revisar",https://gemacar.com/blog/fallas-comunes-auto/,Vibracion a velocidad,2026-09-02,NO_DECLARADA,88cb512affaf6573b6d81bb1a5e172192c0c1e9c761255bbba78c6ab591669d6,
GEM-0076,el auto vibra al manejar,a una velocidad determinada,neumatico deformado,"Revisar balanceo, alineacion, neumaticos y rines.","¿Vibra a cierta velocidad, al frenar o tambien detenido?",MEDIA,Suspension y rodaje,SUSPENSION_004,Llantas desbalanceadas o desalineadas,Suspensión y Dirección,REQUIERE_REVISION_AMBIGUEDAD,PENDIENTE_MECANICO,NO,NO,CANDIDATO_RAG_Y_REVISION,"Fallas comunes del auto: guia para diagnosticar sintomas, causas y que revisar",https://gemacar.com/blog/fallas-comunes-auto/,Vibracion a velocidad,2026-09-02,NO_DECLARADA,88cb512affaf6573b6d81bb1a5e172192c0c1e9c761255bbba78c6ab591669d6,
GEM-0077,el auto vibra al manejar,a una velocidad determinada,falta de alineacion,"Revisar balanceo, alineacion, neumaticos y rines.","¿Vibra a cierta velocidad, al frenar o tambien detenido?",MEDIA,Suspension y rodaje,SUSPENSION_004,Llantas desbalanceadas o desalineadas,Suspensión y Dirección,MAPEO_PROPUESTO,PENDIENTE_MECANICO,NO,NO,CANDIDATO_RAG_Y_REVISION,"Fallas comunes del auto: guia para diagnosticar sintomas, causas y que revisar",https://gemacar.com/blog/fallas-comunes-auto/,Vibracion a velocidad,2026-09-02,NO_DECLARADA,88cb512affaf6573b6d81bb1a5e172192c0c1e9c761255bbba78c6ab591669d6,
GEM-0078,el auto o el pedal vibra al frenar,durante el frenado,discos de freno deformados,Inspeccionar discos y componentes del sistema de frenos.,¿La vibracion aparece solo al pisar el freno?,MEDIA_ALTA,Frenos,FRENO_003,Discos de freno alabeados o desgastados,Frenos,MAPEO_PROPUESTO,PENDIENTE_MECANICO,NO,NO,CANDIDATO_RAG_Y_REVISION,"Fallas comunes del auto: guia para diagnosticar sintomas, causas y que revisar",https://gemacar.com/blog/fallas-comunes-auto/,Vibracion al frenar,2026-09-02,NO_DECLARADA,88cb512affaf6573b6d81bb1a5e172192c0c1e9c761255bbba78c6ab591669d6,
GEM-0079,el motor vibra estando detenido,en minimo o ralenti,soporte de motor dañado,Revisar soportes y descartar falla de combustion.,¿Vibra detenido y cambia al acelerar?,MEDIA,Motor y soportes,,,,SIN_CLASE_CANONICA,PENDIENTE_MECANICO,NO,NO,CANDIDATO_RAG_Y_REVISION,"Fallas comunes del auto: guia para diagnosticar sintomas, causas y que revisar",https://gemacar.com/blog/fallas-comunes-auto/,Vibracion en minimo,2026-09-02,NO_DECLARADA,88cb512affaf6573b6d81bb1a5e172192c0c1e9c761255bbba78c6ab591669d6,
GEM-0080,el motor vibra estando detenido,en minimo o ralenti,falla de combustion,Revisar soportes y descartar falla de combustion.,¿Vibra detenido y cambia al acelerar?,MEDIA,Motor y soportes,MOTOR_001,Falla en bujias o bobinas de encendido (misfire),Motor,REQUIERE_REVISION_AMBIGUEDAD,PENDIENTE_MECANICO,NO,NO,CANDIDATO_RAG_Y_REVISION,"Fallas comunes del auto: guia para diagnosticar sintomas, causas y que revisar",https://gemacar.com/blog/fallas-comunes-auto/,Vibracion en minimo,2026-09-02,NO_DECLARADA,88cb512affaf6573b6d81bb1a5e172192c0c1e9c761255bbba78c6ab591669d6,
GEM-0081,el vehiculo vibra durante la marcha,al acelerar o cambiar de carga,junta homocinetica o palier desgastado,"Revisar ejes, juntas homocineticas y suspension.","¿Se siente en el volante, asiento o en todo el vehiculo?",MEDIA_ALTA,Suspension y transmision,SUSPENSION_002,Juntas homocineticas o palieres danados,Suspensión y Dirección,MAPEO_PROPUESTO,PENDIENTE_MECANICO,NO,NO,CANDIDATO_RAG_Y_REVISION,"Fallas comunes del auto: guia para diagnosticar sintomas, causas y que revisar",https://gemacar.com/blog/fallas-comunes-auto/,Vibracion en marcha,2026-09-02,NO_DECLARADA,88cb512affaf6573b6d81bb1a5e172192c0c1e9c761255bbba78c6ab591669d6,
GEM-0082,el vehiculo vibra durante la marcha,al acelerar o cambiar de carga,componente de suspension desgastado,"Revisar ejes, juntas homocineticas y suspension.","¿Se siente en el volante, asiento o en todo el vehiculo?",MEDIA_ALTA,Suspension y transmision,SUSPENSION_001,Amortiguadores reventados o bujes de suspension gastados,Suspensión y Dirección,MAPEO_PROPUESTO,PENDIENTE_MECANICO,NO,NO,CANDIDATO_RAG_Y_REVISION,"Fallas comunes del auto: guia para diagnosticar sintomas, causas y que revisar",https://gemacar.com/blog/fallas-comunes-auto/,Vibracion en marcha,2026-09-02,NO_DECLARADA,88cb512affaf6573b6d81bb1a5e172192c0c1e9c761255bbba78c6ab591669d6,
GEM-0083,hay una fuga de liquido debajo del auto,despues de estacionar,fuga de aceite de motor,"Identificar color, ubicacion y variacion del nivel.",¿De que color es el liquido y debajo de que zona aparece?,MEDIA_ALTA,"Motor, frenos, refrigeracion y transmision",,,,SIN_CLASE_CANONICA,PENDIENTE_MECANICO,NO,NO,CANDIDATO_RAG_Y_REVISION,"Fallas comunes del auto: guia para diagnosticar sintomas, causas y que revisar",https://gemacar.com/blog/fallas-comunes-auto/,Fuga de liquido,2026-09-02,NO_DECLARADA,88cb512affaf6573b6d81bb1a5e172192c0c1e9c761255bbba78c6ab591669d6,
GEM-0084,hay una fuga de liquido debajo del auto,despues de estacionar,fuga de refrigerante,"Identificar color, ubicacion y variacion del nivel.",¿De que color es el liquido y debajo de que zona aparece?,MEDIA_ALTA,"Motor, frenos, refrigeracion y transmision",REFRIGERACION_002,Fuga en mangueras de refrigerante o radiador picado,Refrigeración,MAPEO_PROPUESTO,PENDIENTE_MECANICO,NO,NO,CANDIDATO_RAG_Y_REVISION,"Fallas comunes del auto: guia para diagnosticar sintomas, causas y que revisar",https://gemacar.com/blog/fallas-comunes-auto/,Fuga de liquido,2026-09-02,NO_DECLARADA,88cb512affaf6573b6d81bb1a5e172192c0c1e9c761255bbba78c6ab591669d6,
