"sintoma","tipo_vehiculo","codigo_obd","falla","codigo_falla","origen","estado_validacion"
"Falta de flujo de aire en admision por valvulas carbonizadas en inyeccion directa","Sedan Nissan Sentra 2018","SIN_OBD","Falla en sistema de sincronizacion variable de valvulas (VVT / VVT-i / Valvetronic)","MOTOR_007","SINTETICO","NO_VALIDADO"
"Tirones en frio en motor GDI que requiere limpieza de valvulas con cascara de nuez","SUV Changan CS35 2020","SIN_OBD","Falla en sistema de sincronizacion variable de valvulas (VVT / VVT-i / Valvetronic)","MOTOR_007","SINTETICO","NO_VALIDADO"
"Carbonilla en toberas y asientos de valvulas de admision en sistema GDI","Hatchback VW Gol 2015","SIN_OBD","Falla en sistema de sincronizacion variable de valvulas (VVT / VVT-i / Valvetronic)","MOTOR_007","SINTETICO","NO_VALIDADO"
"Misfire aleatorio en motor de inyeccion directa por valvulas pegajosas de carbon","Pickup Toyota Hilux 2018","SIN_OBD","Falla en sistema de sincronizacion variable de valvulas (VVT / VVT-i / Valvetronic)","MOTOR_007","SINTETICO","NO_VALIDADO"
"Perdida severa de par motor en bajas revoluciones por admision GDI tupida","Camion Isuzu Forward 2019","SIN_OBD","Falla en sistema de sincronizacion variable de valvulas (VVT / VVT-i / Valvetronic)","MOTOR_007","SINTETICO","NO_VALIDADO"
"Acumulacion densa de carbon en las valvulas de admision de inyeccion directa","Camion Volvo FH 2018","SIN_OBD","Falla en sistema de sincronizacion variable de valvulas (VVT / VVT-i / Valvetronic)","MOTOR_007","SINTETICO","NO_VALIDADO"
"Falla de correa dentada bañada en aceite en motor Ford Dragon GM Turbo","Sedan Honda Civic 2016","SIN_OBD","Falla de correa dentada banada en aceite (Motor Ford 1.0 Dragon / GM Turbo)","MOTOR_008","SINTETICO","NO_VALIDADO"
"Correa de distribucion humeda en aceite desgranandose y tapando la chupa de aceite","SUV Nissan X-Trail 2017","SIN_OBD","Falla de correa dentada banada en aceite (Motor Ford 1.0 Dragon / GM Turbo)","MOTOR_008","SINTETICO","NO_VALIDADO"
"Desprendimiento de goma de correa en aceite que obstruye el colador de bomba","Sedan Mazda 3 2018","SIN_OBD","Falla de correa dentada banada en aceite (Motor Ford 1.0 Dragon / GM Turbo)","MOTOR_008","SINTETICO","NO_VALIDADO"
"Baja presion de aceite por restos de correa bañada en aceite en el carter","Sedan Toyota Yaris 2018","SIN_OBD","Falla de correa dentada banada en aceite (Motor Ford 1.0 Dragon / GM Turbo)","MOTOR_008","SINTETICO","NO_VALIDADO"
"Correa wet belt desgastada por aceite inadecuado perdiendo los dientes","Hatchback Kia Rio 2017","SIN_OBD","Falla de correa dentada banada en aceite (Motor Ford 1.0 Dragon / GM Turbo)","MOTOR_008","SINTETICO","NO_VALIDADO"
"Falla catastrofica inminente por degradacion de correa bañada en aceite Dragon","Sedan Nissan Versa 2019","SIN_OBD","Falla de correa dentada banada en aceite (Motor Ford 1.0 Dragon / GM Turbo)","MOTOR_008","SINTETICO","NO_VALIDADO"
"Trozos de caucho de correa humeda flotando en el carter y tapando el filtro","Sedan Hyundai Accent 2018","SIN_OBD","Falla de correa dentada banada en aceite (Motor Ford 1.0 Dragon / GM Turbo)","MOTOR_008","SINTETICO","NO_VALIDADO"
"Falla de sincronizacion por estiramiento de correa dentada sumergida en aceite","SUV Hyundai Tucson 2016","SIN_OBD","Falla de correa dentada banada en aceite (Motor Ford 1.0 Dragon / GM Turbo)","MOTOR_008","SINTETICO","NO_VALIDADO"
"Averia en distribucion de correa en aceite que obstruye la bomba de vacio","Sedan Chevrolet Sail 2016","SIN_OBD","Falla de correa dentada banada en aceite (Motor Ford 1.0 Dragon / GM Turbo)","MOTOR_008","SINTETICO","NO_VALIDADO"
"Colador de carter totalmente colmatado de residuos de correa bañada en aceite","Sedan Toyota Corolla 2015","SIN_OBD","Falla de correa dentada banada en aceite (Motor Ford 1.0 Dragon / GM Turbo)","MOTOR_008","SINTETICO","NO_VALIDADO"
"Inyectores sucios y filtro de combustible obstruido con jaloneo en subidas","Hatchback Suzuki Swift 2018","SIN_OBD","Inyectores sucios o filtro de combustible obstruido","COMBUSTIBLE_001","SINTETICO","NO_VALIDADO"
"Filtro de gasolina tapado e inyectores con mala pulverizacion al acelerar","Sedan Kia Cerato 2017","SIN_OBD","Inyectores sucios o filtro de combustible obstruido","COMBUSTIBLE_001","SINTETICO","NO_VALIDADO"
"Tirones al acelerar a fondo por inyectores sucios y filtro de combustible sucio","Sedan Nissan Sentra 2018","SIN_OBD","Inyectores sucios o filtro de combustible obstruido","COMBUSTIBLE_001","SINTETICO","NO_VALIDADO"
"Inyectores tupidos de sedimentos y filtro de combustible que no deja pasar caudal","SUV Changan CS35 2020","SIN_OBD","Inyectores sucios o filtro de combustible obstruido","COMBUSTIBLE_001","SINTETICO","NO_VALIDADO"
"Perdida de fuerza en alta por filtro de gasolina taponado e inyectores sucios","Hatchback VW Gol 2015","SIN_OBD","Inyectores sucios o filtro de combustible obstruido","COMBUSTIBLE_001","SINTETICO","NO_VALIDADO"
"Inyectores con goteo y filtro de combustible saturado de impurezas","Pickup Toyota Hilux 2018","SIN_OBD","Inyectores sucios o filtro de combustible obstruido","COMBUSTIBLE_001","SINTETICO","NO_VALIDADO"
"Motor cabecea al acelerar fuerte por inyectores tapados y filtro de combustible","Camion Isuzu Forward 2019","SIN_OBD","Inyectores sucios o filtro de combustible obstruido","COMBUSTIBLE_001","SINTETICO","NO_VALIDADO"
"Falta de combustible en los cilindros por microfiltros de inyectores sucios","Camion Volvo FH 2018","SIN_OBD","Inyectores sucios o filtro de combustible obstruido","COMBUSTIBLE_001","SINTETICO","NO_VALIDADO"
"Inyectores con bajo caudal cc/min y filtro de gasolina totalmente tapado","Sedan Honda Civic 2016","SIN_OBD","Inyectores sucios o filtro de combustible obstruido","COMBUSTIBLE_001","SINTETICO","NO_VALIDADO"
"Jaloneos continuos por suciedad acumulada en inyectores y filtro de gasolina","SUV Nissan X-Trail 2017","SIN_OBD","Inyectores sucios o filtro de combustible obstruido","COMBUSTIBLE_001","SINTETICO","NO_VALIDADO"
"Bomba de gasolina quemada o con baja presion que no arranca en caliente","Sedan Mazda 3 2018","SIN_OBD","Bomba de gasolina quemada o con baja presion","COMBUSTIBLE_002","SINTETICO","NO_VALIDADO"
"Bomba de combustible electrica perdiendo presion en el riel a menos de 2 bar","Sedan Toyota Yaris 2018","SIN_OBD","Bomba de gasolina quemada o con baja presion","COMBUSTIBLE_002","SINTETICO","NO_VALIDADO"
"El carro demora en encender por bomba de gasolina sin retencion de presion","Hatchback Kia Rio 2017","SIN_OBD","Bomba de gasolina quemada o con baja presion","COMBUSTIBLE_002","SINTETICO","NO_VALIDADO"
"Bomba de gasolina en el tanque se calienta y corta el suministro de combustible","Sedan Nissan Versa 2019","SIN_OBD","Bomba de gasolina quemada o con baja presion","COMBUSTIBLE_002","SINTETICO","NO_VALIDADO"
"Falta de presion de combustible en el riel por bomba de gasolina defectuosa","Sedan Hyundai Accent 2018","SIN_OBD","Bomba de gasolina quemada o con baja presion","COMBUSTIBLE_002","SINTETICO","NO_VALIDADO"
"Bomba de gasolina sumergida no zumba al poner contacto y el motor no arranca","SUV Hyundai Tucson 2016","SIN_OBD","Bomba de gasolina quemada o con baja presion","COMBUSTIBLE_002","SINTETICO","NO_VALIDADO"
"Perdida repentina de alimentacion de gasolina por pila de bomba quemada","Sedan Chevrolet Sail 2016","SIN_OBD","Bomba de gasolina quemada o con baja presion","COMBUSTIBLE_002","SINTETICO","NO_VALIDADO"
"Presion de bomba de gasolina cae a cero al acelerar apagando el motor","Sedan Toyota Corolla 2015","SIN_OBD","Bomba de gasolina quemada o con baja presion","COMBUSTIBLE_002","SINTETICO","NO_VALIDADO"
"Regulador o bomba de gasolina con baja presion que ahoga el arranque","Hatchback Suzuki Swift 2018","SIN_OBD","Bomba de gasolina quemada o con baja presion","COMBUSTIBLE_002","SINTETICO","NO_VALIDADO"
"Pila de bomba de combustible sin presion suficiente para alimentar los inyectores","Sedan Kia Cerato 2017","SIN_OBD","Bomba de gasolina quemada o con baja presion","COMBUSTIBLE_002","SINTETICO","NO_VALIDADO"
"Cuerpo de aceleracion sucio y valvula IAC con ralenti inestable oscilante","Sedan Nissan Sentra 2018","SIN_OBD","Cuerpo de aceleracion o valvula IAC sucia","COMBUSTIBLE_003","SINTETICO","NO_VALIDADO"
"El motor se apaga al frenar en el semaforo por cuerpo de aceleracion sucio","SUV Changan CS35 2020","SIN_OBD","Cuerpo de aceleracion o valvula IAC sucia","COMBUSTIBLE_003","SINTETICO","NO_VALIDADO"
"Valvula IAC trabada y cuerpo de mariposa pegajoso que apaga el minimo","Hatchback VW Gol 2015","SIN_OBD","Cuerpo de aceleracion o valvula IAC sucia","COMBUSTIBLE_003","SINTETICO","NO_VALIDADO"
"Revoluciones suben y bajan solas por cuerpo de aceleracion electronico sucio","Pickup Toyota Hilux 2018","SIN_OBD","Cuerpo de aceleracion o valvula IAC sucia","COMBUSTIBLE_003","SINTETICO","NO_VALIDADO"
"Carbonilla en la mariposa de aceleracion y valvula IAC que altera el ralenti","Camion Isuzu Forward 2019","SIN_OBD","Cuerpo de aceleracion o valvula IAC sucia","COMBUSTIBLE_003","SINTETICO","NO_VALIDADO"
"Motor no sostiene el minimo y se apaga al soltar el pedal por valvula IAC sucia","Camion Volvo FH 2018","SIN_OBD","Cuerpo de aceleracion o valvula IAC sucia","COMBUSTIBLE_003","SINTETICO","NO_VALIDADO"
"Cuerpo de mariposa descalibrado y sucio de aceite con ralenti muy bajo","Sedan Honda Civic 2016","SIN_OBD","Cuerpo de aceleracion o valvula IAC sucia","COMBUSTIBLE_003","SINTETICO","NO_VALIDADO"
"Valvula IAC pegada con suciedad que ahoga el motor al encender el aire","SUV Nissan X-Trail 2017","SIN_OBD","Cuerpo de aceleracion o valvula IAC sucia","COMBUSTIBLE_003","SINTETICO","NO_VALIDADO"
"Oscilacion de RPM entre 600 y 1400 por cuerpo de aceleracion sucio","Sedan Mazda 3 2018","SIN_OBD","Cuerpo de aceleracion o valvula IAC sucia","COMBUSTIBLE_003","SINTETICO","NO_VALIDADO"
"Mariposa de aceleracion motorizada trabada por carbonilla en los bordes","Sedan Toyota Yaris 2018","SIN_OBD","Cuerpo de aceleracion o valvula IAC sucia","COMBUSTIBLE_003","SINTETICO","NO_VALIDADO"
"Falla en sensor de oxigeno o mezcla rica con humo negro y alto consumo","Hatchback Kia Rio 2017","SIN_OBD","Falla en sensor de oxigeno o mezcla rica","COMBUSTIBLE_004","SINTETICO","NO_VALIDADO"
"Sensor lambda de oxigeno con señal pegada en rica aumentando el gasto de gasolina","Sedan Nissan Versa 2019","SIN_OBD","Falla en sensor de oxigeno o mezcla rica","COMBUSTIBLE_004","SINTETICO","NO_VALIDADO"
"Humo negro por el tubo de escape y bujias negras por sensor de oxigeno dañado","Sedan Hyundai Accent 2018","SIN_OBD","Falla en sensor de oxigeno o mezcla rica","COMBUSTIBLE_004","SINTETICO","NO_VALIDADO"
"Sensor de oxigeno banco 1 sin respuesta rapida provocando mezcla muy rica","SUV Hyundai Tucson 2016","SIN_OBD","Falla en sensor de oxigeno o mezcla rica","COMBUSTIBLE_004","SINTETICO","NO_VALIDADO"
"Exceso de consumo de combustible y olor a gasolina cruda por sensor lambda roto","Sedan Chevrolet Sail 2016","SIN_OBD","Falla en sensor de oxigeno o mezcla rica","COMBUSTIBLE_004","SINTETICO","NO_VALIDADO"
"Resistencia calefactora de sensor de oxigeno quemada con testigo de motor","Sedan Toyota Corolla 2015","SIN_OBD","Falla en sensor de oxigeno o mezcla rica","COMBUSTIBLE_004","SINTETICO","NO_VALIDADO"
"Sensor de oxigeno enviando voltaje alto continuo que ahoga la combustion","Hatchback Suzuki Swift 2018","SIN_OBD","Falla en sensor de oxigeno o mezcla rica","COMBUSTIBLE_004","SINTETICO","NO_VALIDADO"
"Mezcla de combustible excesivamente rica por lectura erratica de sensor de oxigeno","Sedan Kia Cerato 2017","SIN_OBD","Falla en sensor de oxigeno o mezcla rica","COMBUSTIBLE_004","SINTETICO","NO_VALIDADO"
"Codigo P0130 en sensor de oxigeno delantero con bujias llenas de hollin","Sedan Nissan Sentra 2018","SIN_OBD","Falla en sensor de oxigeno o mezcla rica","COMBUSTIBLE_004","SINTETICO","NO_VALIDADO"
"Falla en sonda lambda previa a catalizador que descontrola la inyeccion de nafta","SUV Changan CS35 2020","SIN_OBD","Falla en sensor de oxigeno o mezcla rica","COMBUSTIBLE_004","SINTETICO","NO_VALIDADO"
"Fuga o baja presion en sistema Common Rail Diesel camiones y pickups","Hatchback VW Gol 2015","SIN_OBD","Fuga o baja presion en sistema Common Rail Diesel (Camiones/Pickups)","COMBUSTIBLE_005","SINTETICO","NO_VALIDADO"
"Riel de inyeccion Common Rail Diesel pierde presion y el motor se apaga en carga","Pickup Toyota Hilux 2018","SIN_OBD","Fuga o baja presion en sistema Common Rail Diesel (Camiones/Pickups)","COMBUSTIBLE_005","SINTETICO","NO_VALIDADO"
"Inyectores Common Rail con fuga por retorno excesivo que impiden el arranque","Camion Isuzu Forward 2019","SIN_OBD","Fuga o baja presion en sistema Common Rail Diesel (Camiones/Pickups)","COMBUSTIBLE_005","SINTETICO","NO_VALIDADO"
"Valvula reguladora SCV de bomba Common Rail pegada con tirones en diesel","Camion Volvo FH 2018","SIN_OBD","Fuga o baja presion en sistema Common Rail Diesel (Camiones/Pickups)","COMBUSTIBLE_005","SINTETICO","NO_VALIDADO"
"Sensor de presion del riel Common Rail marcando baja presion de combustible","Sedan Honda Civic 2016","SIN_OBD","Fuga o baja presion en sistema Common Rail Diesel (Camiones/Pickups)","COMBUSTIBLE_005","SINTETICO","NO_VALIDADO"
"Bomba de alta presion Common Rail Diesel no levanta los 1600 bar de arranque","SUV Nissan X-Trail 2017","SIN_OBD","Fuga o baja presion en sistema Common Rail Diesel (Camiones/Pickups)","COMBUSTIBLE_005","SINTETICO","NO_VALIDADO"
"Fuga de petroleo en cañerias metalicas de alta presion del riel Common Rail","Sedan Mazda 3 2018","SIN_OBD","Fuga o baja presion en sistema Common Rail Diesel (Camiones/Pickups)","COMBUSTIBLE_005","SINTETICO","NO_VALIDADO"
"Motor diesel Common Rail se apaga al acelerar a fondo por caida de presion en riel","Sedan Toyota Yaris 2018","SIN_OBD","Fuga o baja presion en sistema Common Rail Diesel (Camiones/Pickups)","COMBUSTIBLE_005","SINTETICO","NO_VALIDADO"
"Inyector piezoelectrico Common Rail con tobera trancada y golpeteo diesel","Hatchback Kia Rio 2017","SIN_OBD","Fuga o baja presion en sistema Common Rail Diesel (Camiones/Pickups)","COMBUSTIBLE_005","SINTETICO","NO_VALIDADO"
"Falta de presion en rampa Common Rail por valvula limitadora de presion abierta","Sedan Nissan Versa 2019","SIN_OBD","Fuga o baja presion en sistema Common Rail Diesel (Camiones/Pickups)","COMBUSTIBLE_005","SINTETICO","NO_VALIDADO"
"Falla en modulo de bomba de gasolina FSCM PEM en Ford y Chevrolet","Sedan Hyundai Accent 2018","SIN_OBD","Falla en modulo de bomba de gasolina FSCM / PEM (Ford / Chevrolet)","COMBUSTIBLE_006","SINTETICO","NO_VALIDADO"
"Modulo controlador FSCM de bomba de combustible se calienta y corta corriente","SUV Hyundai Tucson 2016","SIN_OBD","Falla en modulo de bomba de gasolina FSCM / PEM (Ford / Chevrolet)","COMBUSTIBLE_006","SINTETICO","NO_VALIDADO"
"Modulo PEM de bomba de gasolina sin comunicacion dejando el auto sin encender","Sedan Chevrolet Sail 2016","SIN_OBD","Falla en modulo de bomba de gasolina FSCM / PEM (Ford / Chevrolet)","COMBUSTIBLE_006","SINTETICO","NO_VALIDADO"
"Falta de modulacion PWM hacia la bomba de gasolina por modulo FSCM averiado","Sedan Toyota Corolla 2015","SIN_OBD","Falla en modulo de bomba de gasolina FSCM / PEM (Ford / Chevrolet)","COMBUSTIBLE_006","SINTETICO","NO_VALIDADO"
"Modulo de control de bomba de combustible FSCM con sulfatacion en conector","Hatchback Suzuki Swift 2018","SIN_OBD","Falla en modulo de bomba de gasolina FSCM / PEM (Ford / Chevrolet)","COMBUSTIBLE_006","SINTETICO","NO_VALIDADO"
"Corte intermitente de alimentacion de combustible por modulo FSCM defectuoso","Sedan Kia Cerato 2017","SIN_OBD","Falla en modulo de bomba de gasolina FSCM / PEM (Ford / Chevrolet)","COMBUSTIBLE_006","SINTETICO","NO_VALIDADO"
"Bomba de combustible no recibe señal de velocidad por modulo PEM dañado","Sedan Nissan Sentra 2018","SIN_OBD","Falla en modulo de bomba de gasolina FSCM / PEM (Ford / Chevrolet)","COMBUSTIBLE_006","SINTETICO","NO_VALIDADO"
"Fallo de arranque aleatorio originado por placa electronica de modulo FSCM","SUV Changan CS35 2020","SIN_OBD","Falla en modulo de bomba de gasolina FSCM / PEM (Ford / Chevrolet)","COMBUSTIBLE_006","SINTETICO","NO_VALIDADO"
"Modulo FSCM de gestion de bomba de nafta con corto interno bajo el asiento","Hatchback VW Gol 2015","SIN_OBD","Falla en modulo de bomba de gasolina FSCM / PEM (Ford / Chevrolet)","COMBUSTIBLE_006","SINTETICO","NO_VALIDADO"
"Perdida de presion en rampa por falla en el driver electronico de modulo PEM","Pickup Toyota Hilux 2018","SIN_OBD","Falla en modulo de bomba de gasolina FSCM / PEM (Ford / Chevrolet)","COMBUSTIBLE_006","SINTETICO","NO_VALIDADO"
"Falla en sistema Flex Bi-combustible alcohol etanol con arranque dificil","Camion Isuzu Forward 2019","SIN_OBD","Falla en sistema Flex / Bi-combustible (Alcohol/Etanol)","COMBUSTIBLE_007","SINTETICO","NO_VALIDADO"
"Sensor de composicion de etanol o algoritmo Flex descalibrado con mezcla pobre","Camion Volvo FH 2018","SIN_OBD","Falla en sistema Flex / Bi-combustible (Alcohol/Etanol)","COMBUSTIBLE_007","SINTETICO","NO_VALIDADO"
"Dificultad severa de arranque en frio por porcentaje erroneo de alcohol etanol","Sedan Honda Civic 2016","SIN_OBD","Falla en sistema Flex / Bi-combustible (Alcohol/Etanol)","COMBUSTIBLE_007","SINTETICO","NO_VALIDADO"
"Sistema Flex fuel inyecta parametros de etanol usando gasolina pura ahogando","SUV Nissan X-Trail 2017","SIN_OBD","Falla en sistema Flex / Bi-combustible (Alcohol/Etanol)","COMBUSTIBLE_007","SINTETICO","NO_VALIDADO"
"Sensor de porcentaje de etanol en linea de combustible con lectura erronea","Sedan Mazda 3 2018","SIN_OBD","Falla en sistema Flex / Bi-combustible (Alcohol/Etanol)","COMBUSTIBLE_007","SINTETICO","NO_VALIDADO"
"Motor flex tiembla en las mañanas por falta de calentamiento de alcohol","Sedan Toyota Yaris 2018","SIN_OBD","Falla en sistema Flex / Bi-combustible (Alcohol/Etanol)","COMBUSTIBLE_007","SINTETICO","NO_VALIDADO"
"Mapa de inyeccion Flex descalibrado tras cargar combustible etanol mixto","Hatchback Kia Rio 2017","SIN_OBD","Falla en sistema Flex / Bi-combustible (Alcohol/Etanol)","COMBUSTIBLE_007","SINTETICO","NO_VALIDADO"
"Falla de adaptacion de combustible Flex Bi-fuel provocando tirones y ahogos","Sedan Nissan Versa 2019","SIN_OBD","Falla en sistema Flex / Bi-combustible (Alcohol/Etanol)","COMBUSTIBLE_007","SINTETICO","NO_VALIDADO"
"Inyectores de sistema Flex con caudal inadecuado para la mezcla de alcohol","Sedan Hyundai Accent 2018","SIN_OBD","Falla en sistema Flex / Bi-combustible (Alcohol/Etanol)","COMBUSTIBLE_007","SINTETICO","NO_VALIDADO"
"Consumo disparado y marcha erratica por calculo incorrecto de relacion Flex","SUV Hyundai Tucson 2016","SIN_OBD","Falla en sistema Flex / Bi-combustible (Alcohol/Etanol)","COMBUSTIBLE_007","SINTETICO","NO_VALIDADO"
"Disco de embrague desgastado y patinando con olor a quemado en subidas","Sedan Chevrolet Sail 2016","SIN_OBD","Disco de embrague desgastado o patinando","EMBRAGUE_001","SINTETICO","NO_VALIDADO"
"Embrague patina al acelerar en tercera marcha y las revoluciones suben solas","Sedan Toyota Corolla 2015","SIN_OBD","Disco de embrague desgastado o patinando","EMBRAGUE_001","SINTETICO","NO_VALIDADO"
"Desgaste de forros de disco de embrague y plato de presion perdiendo traccion","Hatchback Suzuki Swift 2018","SIN_OBD","Disco de embrague desgastado o patinando","EMBRAGUE_001","SINTETICO","NO_VALIDADO"
"El motor se acelera pero el auto no avanza con rapidez por embrague patinado","Sedan Kia Cerato 2017","SIN_OBD","Disco de embrague desgastado o patinando","EMBRAGUE_001","SINTETICO","NO_VALIDADO"
"Prensa de embrague desgastada y disco gastado hasta los remaches metalicos","Sedan Nissan Sentra 2018","SIN_OBD","Disco de embrague desgastado o patinando","EMBRAGUE_001","SINTETICO","NO_VALIDADO"
"Olor penetrante a embrague quemado al arrancar en pendientes pronunciadas","SUV Changan CS35 2020","SIN_OBD","Disco de embrague desgastado o patinando","EMBRAGUE_001","SINTETICO","NO_VALIDADO"
"Collarin de embrague ruidoso y disco patinando al soltar el pedal en primera","Hatchback VW Gol 2015","SIN_OBD","Disco de embrague desgastado o patinando","EMBRAGUE_001","SINTETICO","NO_VALIDADO"
"Perdida de fuerza en el tren motriz causada por embrague desgastado al limite","Pickup Toyota Hilux 2018","SIN_OBD","Disco de embrague desgastado o patinando","EMBRAGUE_001","SINTETICO","NO_VALIDADO"
"Disco de embrague cristalizado que patina al exigir torque al motor","Camion Isuzu Forward 2019","SIN_OBD","Disco de embrague desgastado o patinando","EMBRAGUE_001","SINTETICO","NO_VALIDADO"
"Patina el clutch de embrague al meter cambios fuertes sin transferir la potencia","Camion Volvo FH 2018","SIN_OBD","Disco de embrague desgastado o patinando","EMBRAGUE_001","SINTETICO","NO_VALIDADO"
"Falla en bombin o bomba hidraulica de embrague con pedal que se queda en el fondo","Sedan Honda Civic 2016","SIN_OBD","Falla en bombin o bomba hidraulica de embrague","EMBRAGUE_002","SINTETICO","NO_VALIDADO"
"Bomba maestra de embrague perdiendo presion con dificultad para meter cambios","SUV Nissan X-Trail 2017","SIN_OBD","Falla en bombin o bomba hidraulica de embrague","EMBRAGUE_002","SINTETICO","NO_VALIDADO"
"Bombin secundario de embrague con fuga de liquido hidraulico en la caja","Sedan Mazda 3 2018","SIN_OBD","Falla en bombin o bomba hidraulica de embrague","EMBRAGUE_002","SINTETICO","NO_VALIDADO"
"El pedal de embrague no retorna y se queda pegado abajo por bombin dañado","Sedan Toyota Yaris 2018","SIN_OBD","Falla en bombin o bomba hidraulica de embrague","EMBRAGUE_002","SINTETICO","NO_VALIDADO"
"Imposible engranar primera y retroceso por falta de desacople en bombin hidraulico","Hatchback Kia Rio 2017","SIN_OBD","Falla en bombin o bomba hidraulica de embrague","EMBRAGUE_002","SINTETICO","NO_VALIDADO"
"Fuga de liquido en el cilindro esclavo de embrague perdiendo accionamiento","Sedan Nissan Versa 2019","SIN_OBD","Falla en bombin o bomba hidraulica de embrague","EMBRAGUE_002","SINTETICO","NO_VALIDADO"
"Pedal de embrague esponjoso que no corta el cambio por aire en el bombin","Sedan Hyundai Accent 2018","SIN_OBD","Falla en bombin o bomba hidraulica de embrague","EMBRAGUE_002","SINTETICO","NO_VALIDADO"
"Bomba de embrague pasa liquido internamente y no empuja la horquilla","SUV Hyundai Tucson 2016","SIN_OBD","Falla en bombin o bomba hidraulica de embrague","EMBRAGUE_002","SINTETICO","NO_VALIDADO"
"Gotera de liquido de freno en el bombin de embrague bajo la campana de caja","Sedan Chevrolet Sail 2016","SIN_OBD","Falla en bombin o bomba hidraulica de embrague","EMBRAGUE_002","SINTETICO","NO_VALIDADO"
"Dificultad para desacoplar el embrague por embolos gastados en bomba hidraulica","Sedan Toyota Corolla 2015","SIN_OBD","Falla en bombin o bomba hidraulica de embrague","EMBRAGUE_002","SINTETICO","NO_VALIDADO"
"Sobrecalentamiento o falla en solenoides de caja automatica CVT y DSG","Hatchback Suzuki Swift 2018","SIN_OBD","Sobrecalentamiento o solenoides en caja automatica CVT / DSG","TRANSMISION_001","SINTETICO","NO_VALIDADO"
"Caja automatica patina entre cambios y da golpes bruscos al pasar marchas","Sedan Kia Cerato 2017","SIN_OBD","Sobrecalentamiento o solenoides en caja automatica CVT / DSG","TRANSMISION_001","SINTETICO","NO_VALIDADO"
"Caja CVT no acelera y se queda trabada en modo de proteccion por temperatura","Sedan Nissan Sentra 2018","SIN_OBD","Sobrecalentamiento o solenoides en caja automatica CVT / DSG","TRANSMISION_001","SINTETICO","NO_VALIDADO"
"Solenoides de presion de caja automatica pegados con tirones severos","SUV Changan CS35 2020","SIN_OBD","Sobrecalentamiento o solenoides en caja automatica CVT / DSG","TRANSMISION_001","SINTETICO","NO_VALIDADO"
"Transmision automatica DSG demora en acoplar primera con fuerte sacudida","Hatchback VW Gol 2015","SIN_OBD","Sobrecalentamiento o solenoides en caja automatica CVT / DSG","TRANSMISION_001","SINTETICO","NO_VALIDADO"
"Caja automatica no cambia de velocidad y se queda bloqueada en tercera marcha","Pickup Toyota Hilux 2018","SIN_OBD","Sobrecalentamiento o solenoides en caja automatica CVT / DSG","TRANSMISION_001","SINTETICO","NO_VALIDADO"
"Sobrecalentamiento de fluido ATF en caja automatica con aviso en tablero","Camion Isuzu Forward 2019","SIN_OBD","Sobrecalentamiento o solenoides en caja automatica CVT / DSG","TRANSMISION_001","SINTETICO","NO_VALIDADO"
"Deslizamiento en poleas de caja CVT con zumbido agudo en carretera","Camion Volvo FH 2018","SIN_OBD","Sobrecalentamiento o solenoides en caja automatica CVT / DSG","TRANSMISION_001","SINTETICO","NO_VALIDADO"
"Golpeteo seco al poner reversa o directa en transmision automatica secuencial","Sedan Honda Civic 2016","SIN_OBD","Sobrecalentamiento o solenoides en caja automatica CVT / DSG","TRANSMISION_001","SINTETICO","NO_VALIDADO"
"Cuerpo de valvulas de caja automatica trancado provocando cambios tardios","SUV Nissan X-Trail 2017","SIN_OBD","Sobrecalentamiento o solenoides en caja automatica CVT / DSG","TRANSMISION_001","SINTETICO","NO_VALIDADO"
"Rodajes de caja mecanica o diferencial gastados con zumbido de engranajes","Sedan Mazda 3 2018","SIN_OBD","Rodajes de caja mecanica o diferencial gastados","TRANSMISION_002","SINTETICO","NO_VALIDADO"
"Zumbido constante en caja de cambios manual que aumenta con la velocidad","Sedan Toyota Yaris 2018","SIN_OBD","Rodajes de caja mecanica o diferencial gastados","TRANSMISION_002","SINTETICO","NO_VALIDADO"
"Rodamiento de eje primario de caja mecanica roncando al soltar el embrague","Hatchback Kia Rio 2017","SIN_OBD","Rodajes de caja mecanica o diferencial gastados","TRANSMISION_002","SINTETICO","NO_VALIDADO"
"Diferencial con desgaste en piñon y corona que zumba fuertemente al acelerar","Sedan Nissan Versa 2019","SIN_OBD","Rodajes de caja mecanica o diferencial gastados","TRANSMISION_002","SINTETICO","NO_VALIDADO"
"Rodajes de transmision manual picados produciendo friccion y ruido sordo","Sedan Hyundai Accent 2018","SIN_OBD","Rodajes de caja mecanica o diferencial gastados","TRANSMISION_002","SINTETICO","NO_VALIDADO"
"Zumbido metalico dentro de la caja de cambios que desaparece al pisar clutch","SUV Hyundai Tucson 2016","SIN_OBD","Rodajes de caja mecanica o diferencial gastados","TRANSMISION_002","SINTETICO","NO_VALIDADO"
"Desgaste en rodamientos conicos del diferencial con juego en los palieres","Sedan Chevrolet Sail 2016","SIN_OBD","Rodajes de caja mecanica o diferencial gastados","TRANSMISION_002","SINTETICO","NO_VALIDADO"
"Ruido de avion en transmision manual originado por rodajes picados","Sedan Toyota Corolla 2015","SIN_OBD","Rodajes de caja mecanica o diferencial gastados","TRANSMISION_002","SINTETICO","NO_VALIDADO"
