id,sintoma,falla,codigo_falla,sistema,subcomponente,requiere_escaner,prueba_sugerida,codigo_dtc,origen_dato,grupo_origen,estado_revision,validado_mecanico
264,"Estando en ralentí detenido en semáforo, parpadea la aceitera roja en el tablero, con aceite perdiendo viscosidad.",Baja presion de aceite o bomba de aceite defectuosa,MOTOR_004,Motor,Bomba de aceite / Coladera,NO,Instalación de manómetro hidráulico en el puerto del bulbo de aceite y desmontaje del cárter,N/A,sintetico_aumentado,AUG-004-01-00-03,solo_experimento,NO
265,"Mire: Parpadea la aceitera roja en el tablero estando en ralentí detenido en semáforo, sobre todo pero apenas piso un poquito el acelerador la luz se apaga.",Baja presion de aceite o bomba de aceite defectuosa,MOTOR_004,Motor,Bomba de aceite / Coladera,NO,Instalación de manómetro hidráulico en el puerto del bulbo de aceite y desmontaje del cárter,N/A,sintetico_aumentado,AUG-004-01-00-00,solo_experimento,NO
266,"Estando en ralentí detenido en semáforo, se prende el testigo de presión de aceite en mínimo, y el nivel de aceite en la varilla está completamente lleno.",Baja presion de aceite o bomba de aceite defectuosa,MOTOR_004,Motor,Bomba de aceite / Coladera,NO,Instalación de manómetro hidráulico en el puerto del bulbo de aceite y desmontaje del cárter,N/A,sintetico_aumentado,AUG-004-01-01-01,solo_experimento,NO
267,"Mire: Se prende el testigo de presión de aceite en mínimo estando en ralentí detenido en semáforo, sobre todo y el nivel de aceite en la varilla está completamente lleno.",Baja presion de aceite o bomba de aceite defectuosa,MOTOR_004,Motor,Bomba de aceite / Coladera,NO,Instalación de manómetro hidráulico en el puerto del bulbo de aceite y desmontaje del cárter,N/A,sintetico_aumentado,AUG-004-01-01-01,solo_experimento,NO
268,"Maestro, parpadea la aceitera roja en el tablero estando en ralentí detenido en semáforo. Pasa que aumentando el ruido metálico si se mantiene en ralentí.",Baja presion de aceite o bomba de aceite defectuosa,MOTOR_004,Motor,Bomba de aceite / Coladera,NO,Instalación de manómetro hidráulico en el puerto del bulbo de aceite y desmontaje del cárter,N/A,sintetico_aumentado,AUG-004-01-00-02,solo_experimento,NO
269,"Estando en ralentí detenido en semáforo, suena un zumbido seco en la parte baja del motor, y el nivel de aceite en la varilla está completamente lleno.",Baja presion de aceite o bomba de aceite defectuosa,MOTOR_004,Motor,Bomba de aceite / Coladera,NO,Instalación de manómetro hidráulico en el puerto del bulbo de aceite y desmontaje del cárter,N/A,sintetico_aumentado,AUG-004-01-02-01,solo_experimento,NO
270,"Mire: Se prende el testigo de presión de aceite en mínimo al calentar bien el motor en tráfico, sobre todo pero apenas piso un poquito el acelerador la luz se apaga.",Baja presion de aceite o bomba de aceite defectuosa,MOTOR_004,Motor,Bomba de aceite / Coladera,NO,Instalación de manómetro hidráulico en el puerto del bulbo de aceite y desmontaje del cárter,N/A,sintetico_aumentado,AUG-004-00-01-00,solo_experimento,NO
271,"Maestro, suena un zumbido seco en la parte baja del motor estando en ralentí detenido en semáforo. Pasa que pero apenas piso un poquito el acelerador la luz se apaga.",Baja presion de aceite o bomba de aceite defectuosa,MOTOR_004,Motor,Bomba de aceite / Coladera,NO,Instalación de manómetro hidráulico en el puerto del bulbo de aceite y desmontaje del cárter,N/A,sintetico_aumentado,AUG-004-01-02-00,solo_experimento,NO
272,Revisión técnica: al caer las rpm a menos de 900 se nota que parpadea la aceitera roja en el tablero y además y el nivel de aceite en la varilla está completamente lleno.,Baja presion de aceite o bomba de aceite defectuosa,MOTOR_004,Motor,Bomba de aceite / Coladera,NO,Instalación de manómetro hidráulico en el puerto del bulbo de aceite y desmontaje del cárter,N/A,sintetico_aumentado,AUG-004-02-00-01,solo_experimento,NO
273,Revisión técnica: al calentar bien el motor en tráfico se nota que parpadea la aceitera roja en el tablero y además con aceite perdiendo viscosidad.,Baja presion de aceite o bomba de aceite defectuosa,MOTOR_004,Motor,Bomba de aceite / Coladera,NO,Instalación de manómetro hidráulico en el puerto del bulbo de aceite y desmontaje del cárter,N/A,sintetico_aumentado,AUG-004-00-00-03,solo_experimento,NO
274,"Al probar el auto: al caer las rpm a menos de 900, parpadea la aceitera roja en el tablero; el cliente indica que con aceite perdiendo viscosidad.",Baja presion de aceite o bomba de aceite defectuosa,MOTOR_004,Motor,Bomba de aceite / Coladera,NO,Instalación de manómetro hidráulico en el puerto del bulbo de aceite y desmontaje del cárter,N/A,sintetico_aumentado,AUG-004-02-00-03,solo_experimento,NO
275,Revisión técnica: estando en ralentí detenido en semáforo se nota que parpadea la aceitera roja en el tablero y además aumentando el ruido metálico si se mantiene en ralentí.,Baja presion de aceite o bomba de aceite defectuosa,MOTOR_004,Motor,Bomba de aceite / Coladera,NO,Instalación de manómetro hidráulico en el puerto del bulbo de aceite y desmontaje del cárter,N/A,sintetico_aumentado,AUG-004-01-00-02,solo_experimento,NO
276,Revisión técnica: al calentar bien el motor en tráfico se nota que parpadea la aceitera roja en el tablero y además con aceite perdiendo viscosidad.,Baja presion de aceite o bomba de aceite defectuosa,MOTOR_004,Motor,Bomba de aceite / Coladera,NO,Instalación de manómetro hidráulico en el puerto del bulbo de aceite y desmontaje del cárter,N/A,sintetico_aumentado,AUG-004-00-00-03,solo_experimento,NO
277,Revisión técnica: con motor caliente en mínimo se nota que parpadea la aceitera roja en el tablero y además con aceite perdiendo viscosidad.,Baja presion de aceite o bomba de aceite defectuosa,MOTOR_004,Motor,Bomba de aceite / Coladera,NO,Instalación de manómetro hidráulico en el puerto del bulbo de aceite y desmontaje del cárter,N/A,sintetico_aumentado,AUG-004-03-00-03,solo_experimento,NO
278,"Al probar el auto: al calentar bien el motor en tráfico, parpadea la aceitera roja en el tablero; el cliente indica que aumentando el ruido metálico si se mantiene en ralentí.",Baja presion de aceite o bomba de aceite defectuosa,MOTOR_004,Motor,Bomba de aceite / Coladera,NO,Instalación de manómetro hidráulico en el puerto del bulbo de aceite y desmontaje del cárter,N/A,sintetico_aumentado,AUG-004-00-00-02,solo_experimento,NO
279,"Mire: Parpadea la aceitera roja en el tablero estando en ralentí detenido en semáforo, sobre todo y el nivel de aceite en la varilla está completamente lleno.",Baja presion de aceite o bomba de aceite defectuosa,MOTOR_004,Motor,Bomba de aceite / Coladera,NO,Instalación de manómetro hidráulico en el puerto del bulbo de aceite y desmontaje del cárter,N/A,sintetico_aumentado,AUG-004-01-00-01,solo_experimento,NO
280,Revisión técnica: al caer las rpm a menos de 900 se nota que golpetea la bancada en ralentí y además aumentando el ruido metálico si se mantiene en ralentí.,Baja presion de aceite o bomba de aceite defectuosa,MOTOR_004,Motor,Bomba de aceite / Coladera,NO,Instalación de manómetro hidráulico en el puerto del bulbo de aceite y desmontaje del cárter,N/A,sintetico_aumentado,AUG-004-02-03-02,solo_experimento,NO
281,"Al probar el auto: tras sonar un latigazo en el motor, el motor perdió casi toda la fuerza y tiembla disparejo; el cliente indica que y prendió el testigo de check engine fijo.",Faja o cadena de distribucion destensada o con salto de punto,MOTOR_005,Motor,Faja o cadena de tiempo,SI,Comprobación de marcas de distribución y osciloscopio correlacionando señales CKP y CMP,P0016,sintetico_aumentado,AUG-005-03-00-00,solo_experimento,NO
282,"Maestro, arranca desfasado y tose de un momento a otro al acelerar. Pasa que con desfase de levas respecto a cigüeñal.",Faja o cadena de distribucion destensada o con salto de punto,MOTOR_005,Motor,Faja o cadena de tiempo,SI,Comprobación de marcas de distribución y osciloscopio correlacionando señales CKP y CMP,P0016,sintetico_aumentado,AUG-005-01-03-03,solo_experimento,NO
283,Revisión técnica: tras sonar un latigazo en el motor se nota que el motor cabecea fuerte y suena fuera de punto y además con desfase de levas respecto a cigüeñal.,Faja o cadena de distribucion destensada o con salto de punto,MOTOR_005,Motor,Faja o cadena de tiempo,SI,Comprobación de marcas de distribución y osciloscopio correlacionando señales CKP y CMP,P0016,sintetico_aumentado,AUG-005-03-02-03,solo_experimento,NO
284,Revisión técnica: tras sonar un latigazo en el motor se nota que el motor perdió casi toda la fuerza y tiembla disparejo y además sin aceleración en pendientes.,Faja o cadena de distribucion destensada o con salto de punto,MOTOR_005,Motor,Faja o cadena de tiempo,SI,Comprobación de marcas de distribución y osciloscopio correlacionando señales CKP y CMP,P0016,sintetico_aumentado,AUG-005-03-00-02,solo_experimento,NO
285,"Maestro, el motor cabecea fuerte y suena fuera de punto al encender después de un tirón. Pasa que sin aceleración en pendientes.",Faja o cadena de distribucion destensada o con salto de punto,MOTOR_005,Motor,Faja o cadena de tiempo,SI,Comprobación de marcas de distribución y osciloscopio correlacionando señales CKP y CMP,P0016,sintetico_aumentado,AUG-005-02-02-02,solo_experimento,NO
286,"Tras sonar un latigazo en el motor, el motor perdió casi toda la fuerza y tiembla disparejo, y prendió el testigo de check engine fijo.",Faja o cadena de distribucion destensada o con salto de punto,MOTOR_005,Motor,Faja o cadena de tiempo,SI,Comprobación de marcas de distribución y osciloscopio correlacionando señales CKP y CMP,P0016,sintetico_aumentado,AUG-005-03-00-00,solo_experimento,NO
287,"Mire: Arranca desfasado y tose luego de cambiar de marcha bruscamente, sobre todo y prendió el testigo de check engine fijo.",Faja o cadena de distribucion destensada o con salto de punto,MOTOR_005,Motor,Faja o cadena de tiempo,SI,Comprobación de marcas de distribución y osciloscopio correlacionando señales CKP y CMP,P0016,sintetico_aumentado,AUG-005-00-03-00,solo_experimento,NO
288,"De un momento a otro al acelerar, el motor perdió casi toda la fuerza y tiembla disparejo, sin aceleración en pendientes.",Faja o cadena de distribucion destensada o con salto de punto,MOTOR_005,Motor,Faja o cadena de tiempo,SI,Comprobación de marcas de distribución y osciloscopio correlacionando señales CKP y CMP,P0016,sintetico_aumentado,AUG-005-01-00-02,solo_experimento,NO
289,"Tras sonar un latigazo en el motor, el motor cabecea fuerte y suena fuera de punto, con desfase de levas respecto a cigüeñal.",Faja o cadena de distribucion destensada o con salto de punto,MOTOR_005,Motor,Faja o cadena de tiempo,SI,Comprobación de marcas de distribución y osciloscopio correlacionando señales CKP y CMP,P0016,sintetico_aumentado,AUG-005-03-02-03,solo_experimento,NO
290,"Al encender después de un tirón, el motor cabecea fuerte y suena fuera de punto, sin aceleración en pendientes.",Faja o cadena de distribucion destensada o con salto de punto,MOTOR_005,Motor,Faja o cadena de tiempo,SI,Comprobación de marcas de distribución y osciloscopio correlacionando señales CKP y CMP,P0016,sintetico_aumentado,AUG-005-02-02-02,solo_experimento,NO
291,"Maestro, cuesta mucho arrancar y petardea por la admisión o escape de un momento a otro al acelerar. Pasa que con desfase de levas respecto a cigüeñal.",Faja o cadena de distribucion destensada o con salto de punto,MOTOR_005,Motor,Faja o cadena de tiempo,SI,Comprobación de marcas de distribución y osciloscopio correlacionando señales CKP y CMP,P0016,sintetico_aumentado,AUG-005-01-01-03,solo_experimento,NO
292,"Luego de cambiar de marcha bruscamente, el motor cabecea fuerte y suena fuera de punto, sin aceleración en pendientes.",Faja o cadena de distribucion destensada o con salto de punto,MOTOR_005,Motor,Faja o cadena de tiempo,SI,Comprobación de marcas de distribución y osciloscopio correlacionando señales CKP y CMP,P0016,sintetico_aumentado,AUG-005-00-02-02,solo_experimento,NO
293,"Al probar el auto: al encender después de un tirón, cuesta mucho arrancar y petardea por la admisión o escape; el cliente indica que con desfase de levas respecto a cigüeñal.",Faja o cadena de distribucion destensada o con salto de punto,MOTOR_005,Motor,Faja o cadena de tiempo,SI,Comprobación de marcas de distribución y osciloscopio correlacionando señales CKP y CMP,P0016,sintetico_aumentado,AUG-005-02-01-03,solo_experimento,NO
294,"Maestro, el motor cabecea fuerte y suena fuera de punto luego de cambiar de marcha bruscamente. Pasa que y prendió el testigo de check engine fijo.",Faja o cadena de distribucion destensada o con salto de punto,MOTOR_005,Motor,Faja o cadena de tiempo,SI,Comprobación de marcas de distribución y osciloscopio correlacionando señales CKP y CMP,P0016,sintetico_aumentado,AUG-005-00-02-00,solo_experimento,NO
295,"Mire: El motor cabecea fuerte y suena fuera de punto al encender después de un tirón, sobre todo sin aceleración en pendientes.",Faja o cadena de distribucion destensada o con salto de punto,MOTOR_005,Motor,Faja o cadena de tiempo,SI,Comprobación de marcas de distribución y osciloscopio correlacionando señales CKP y CMP,P0016,sintetico_aumentado,AUG-005-02-02-02,solo_experimento,NO
296,"Al probar el auto: luego de cambiar de marcha bruscamente, cuesta mucho arrancar y petardea por la admisión o escape; el cliente indica que con el escape sonando como ahogado y desfasado.",Faja o cadena de distribucion destensada o con salto de punto,MOTOR_005,Motor,Faja o cadena de tiempo,SI,Comprobación de marcas de distribución y osciloscopio correlacionando señales CKP y CMP,P0016,sintetico_aumentado,AUG-005-00-01-01,solo_experimento,NO
297,"Tras sonar un latigazo en el motor, el motor perdió casi toda la fuerza y tiembla disparejo, con el escape sonando como ahogado y desfasado.",Faja o cadena de distribucion destensada o con salto de punto,MOTOR_005,Motor,Faja o cadena de tiempo,SI,Comprobación de marcas de distribución y osciloscopio correlacionando señales CKP y CMP,P0016,sintetico_aumentado,AUG-005-03-00-01,solo_experimento,NO
298,Revisión técnica: luego de cambiar de marcha bruscamente se nota que cuesta mucho arrancar y petardea por la admisión o escape y además con desfase de levas respecto a cigüeñal.,Faja o cadena de distribucion destensada o con salto de punto,MOTOR_005,Motor,Faja o cadena de tiempo,SI,Comprobación de marcas de distribución y osciloscopio correlacionando señales CKP y CMP,P0016,sintetico_aumentado,AUG-005-00-01-03,solo_experimento,NO
299,"Mire: El motor cabecea fuerte y suena fuera de punto tras sonar un latigazo en el motor, sobre todo con el escape sonando como ahogado y desfasado.",Faja o cadena de distribucion destensada o con salto de punto,MOTOR_005,Motor,Faja o cadena de tiempo,SI,Comprobación de marcas de distribución y osciloscopio correlacionando señales CKP y CMP,P0016,sintetico_aumentado,AUG-005-03-02-01,solo_experimento,NO
300,"Al encender después de un tirón, el motor cabecea fuerte y suena fuera de punto, y prendió el testigo de check engine fijo.",Faja o cadena de distribucion destensada o con salto de punto,MOTOR_005,Motor,Faja o cadena de tiempo,SI,Comprobación de marcas de distribución y osciloscopio correlacionando señales CKP y CMP,P0016,sintetico_aumentado,AUG-005-02-02-00,solo_experimento,NO
301,"De un momento a otro al acelerar, cuesta mucho arrancar y petardea por la admisión o escape, y prendió el testigo de check engine fijo.",Faja o cadena de distribucion destensada o con salto de punto,MOTOR_005,Motor,Faja o cadena de tiempo,SI,Comprobación de marcas de distribución y osciloscopio correlacionando señales CKP y CMP,P0016,sintetico_aumentado,AUG-005-01-01-00,solo_experimento,NO
302,Revisión técnica: al encender después de un tirón se nota que arranca desfasado y tose y además con desfase de levas respecto a cigüeñal.,Faja o cadena de distribucion destensada o con salto de punto,MOTOR_005,Motor,Faja o cadena de tiempo,SI,Comprobación de marcas de distribución y osciloscopio correlacionando señales CKP y CMP,P0016,sintetico_aumentado,AUG-005-02-03-03,solo_experimento,NO
303,"Maestro, arranca desfasado y tose tras sonar un latigazo en el motor. Pasa que sin aceleración en pendientes.",Faja o cadena de distribucion destensada o con salto de punto,MOTOR_005,Motor,Faja o cadena de tiempo,SI,Comprobación de marcas de distribución y osciloscopio correlacionando señales CKP y CMP,P0016,sintetico_aumentado,AUG-005-03-03-02,solo_experimento,NO
304,"Luego de cambiar de marcha bruscamente, el motor cabecea fuerte y suena fuera de punto, con desfase de levas respecto a cigüeñal.",Faja o cadena de distribucion destensada o con salto de punto,MOTOR_005,Motor,Faja o cadena de tiempo,SI,Comprobación de marcas de distribución y osciloscopio correlacionando señales CKP y CMP,P0016,sintetico_aumentado,AUG-005-00-02-03,solo_experimento,NO
305,"Al encender después de un tirón, arranca desfasado y tose, sin aceleración en pendientes.",Faja o cadena de distribucion destensada o con salto de punto,MOTOR_005,Motor,Faja o cadena de tiempo,SI,Comprobación de marcas de distribución y osciloscopio correlacionando señales CKP y CMP,P0016,sintetico_aumentado,AUG-005-02-03-02,solo_experimento,NO
306,"De un momento a otro al acelerar, arranca desfasado y tose, y prendió el testigo de check engine fijo.",Faja o cadena de distribucion destensada o con salto de punto,MOTOR_005,Motor,Faja o cadena de tiempo,SI,Comprobación de marcas de distribución y osciloscopio correlacionando señales CKP y CMP,P0016,sintetico_aumentado,AUG-005-01-03-00,solo_experimento,NO
307,"Maestro, el motor cabecea fuerte y suena fuera de punto de un momento a otro al acelerar. Pasa que con el escape sonando como ahogado y desfasado.",Faja o cadena de distribucion destensada o con salto de punto,MOTOR_005,Motor,Faja o cadena de tiempo,SI,Comprobación de marcas de distribución y osciloscopio correlacionando señales CKP y CMP,P0016,sintetico_aumentado,AUG-005-01-02-01,solo_experimento,NO
308,"Al encender después de un tirón, el motor cabecea fuerte y suena fuera de punto, sin aceleración en pendientes.",Faja o cadena de distribucion destensada o con salto de punto,MOTOR_005,Motor,Faja o cadena de tiempo,SI,Comprobación de marcas de distribución y osciloscopio correlacionando señales CKP y CMP,P0016,sintetico_aumentado,AUG-005-02-02-02,solo_experimento,NO
309,"Maestro, arranca desfasado y tose luego de cambiar de marcha bruscamente. Pasa que con desfase de levas respecto a cigüeñal.",Faja o cadena de distribucion destensada o con salto de punto,MOTOR_005,Motor,Faja o cadena de tiempo,SI,Comprobación de marcas de distribución y osciloscopio correlacionando señales CKP y CMP,P0016,sintetico_aumentado,AUG-005-00-03-03,solo_experimento,NO
310,"Al probar el auto: de un momento a otro al acelerar, arranca desfasado y tose; el cliente indica que con el escape sonando como ahogado y desfasado.",Faja o cadena de distribucion destensada o con salto de punto,MOTOR_005,Motor,Faja o cadena de tiempo,SI,Comprobación de marcas de distribución y osciloscopio correlacionando señales CKP y CMP,P0016,sintetico_aumentado,AUG-005-01-03-01,solo_experimento,NO
311,"Al encender después de un tirón, el motor perdió casi toda la fuerza y tiembla disparejo, con desfase de levas respecto a cigüeñal.",Faja o cadena de distribucion destensada o con salto de punto,MOTOR_005,Motor,Faja o cadena de tiempo,SI,Comprobación de marcas de distribución y osciloscopio correlacionando señales CKP y CMP,P0016,sintetico_aumentado,AUG-005-02-00-03,solo_experimento,NO
312,"Tras sonar un latigazo en el motor, el motor perdió casi toda la fuerza y tiembla disparejo, con desfase de levas respecto a cigüeñal.",Faja o cadena de distribucion destensada o con salto de punto,MOTOR_005,Motor,Faja o cadena de tiempo,SI,Comprobación de marcas de distribución y osciloscopio correlacionando señales CKP y CMP,P0016,sintetico_aumentado,AUG-005-03-00-03,solo_experimento,NO
313,Revisión técnica: al encender después de un tirón se nota que arranca desfasado y tose y además con desfase de levas respecto a cigüeñal.,Faja o cadena de distribucion destensada o con salto de punto,MOTOR_005,Motor,Faja o cadena de tiempo,SI,Comprobación de marcas de distribución y osciloscopio correlacionando señales CKP y CMP,P0016,sintetico_aumentado,AUG-005-02-03-03,solo_experimento,NO
314,"Al encender después de un tirón, el motor perdió casi toda la fuerza y tiembla disparejo, con desfase de levas respecto a cigüeñal.",Faja o cadena de distribucion destensada o con salto de punto,MOTOR_005,Motor,Faja o cadena de tiempo,SI,Comprobación de marcas de distribución y osciloscopio correlacionando señales CKP y CMP,P0016,sintetico_aumentado,AUG-005-02-00-03,solo_experimento,NO
315,"Mire: Cuesta mucho arrancar y petardea por la admisión o escape al encender después de un tirón, sobre todo con desfase de levas respecto a cigüeñal.",Faja o cadena de distribucion destensada o con salto de punto,MOTOR_005,Motor,Faja o cadena de tiempo,SI,Comprobación de marcas de distribución y osciloscopio correlacionando señales CKP y CMP,P0016,sintetico_aumentado,AUG-005-02-01-03,solo_experimento,NO
316,"Maestro, arranca desfasado y tose luego de cambiar de marcha bruscamente. Pasa que y prendió el testigo de check engine fijo.",Faja o cadena de distribucion destensada o con salto de punto,MOTOR_005,Motor,Faja o cadena de tiempo,SI,Comprobación de marcas de distribución y osciloscopio correlacionando señales CKP y CMP,P0016,sintetico_aumentado,AUG-005-00-03-00,solo_experimento,NO
317,Revisión técnica: tras sonar un latigazo en el motor se nota que arranca desfasado y tose y además y prendió el testigo de check engine fijo.,Faja o cadena de distribucion destensada o con salto de punto,MOTOR_005,Motor,Faja o cadena de tiempo,SI,Comprobación de marcas de distribución y osciloscopio correlacionando señales CKP y CMP,P0016,sintetico_aumentado,AUG-005-03-03-00,solo_experimento,NO
318,"Mire: El motor cabecea fuerte y suena fuera de punto al encender después de un tirón, sobre todo con el escape sonando como ahogado y desfasado.",Faja o cadena de distribucion destensada o con salto de punto,MOTOR_005,Motor,Faja o cadena de tiempo,SI,Comprobación de marcas de distribución y osciloscopio correlacionando señales CKP y CMP,P0016,sintetico_aumentado,AUG-005-02-02-01,solo_experimento,NO
319,"Al probar el auto: de un momento a otro al acelerar, el motor perdió casi toda la fuerza y tiembla disparejo; el cliente indica que y prendió el testigo de check engine fijo.",Faja o cadena de distribucion destensada o con salto de punto,MOTOR_005,Motor,Faja o cadena de tiempo,SI,Comprobación de marcas de distribución y osciloscopio correlacionando señales CKP y CMP,P0016,sintetico_aumentado,AUG-005-01-00-00,solo_experimento,NO
320,"Maestro, el motor cabecea fuerte y suena fuera de punto de un momento a otro al acelerar. Pasa que sin aceleración en pendientes.",Faja o cadena de distribucion destensada o con salto de punto,MOTOR_005,Motor,Faja o cadena de tiempo,SI,Comprobación de marcas de distribución y osciloscopio correlacionando señales CKP y CMP,P0016,sintetico_aumentado,AUG-005-01-02-02,solo_experimento,NO
321,"Mire: El motor perdió casi toda la fuerza y tiembla disparejo de un momento a otro al acelerar, sobre todo con el escape sonando como ahogado y desfasado.",Faja o cadena de distribucion destensada o con salto de punto,MOTOR_005,Motor,Faja o cadena de tiempo,SI,Comprobación de marcas de distribución y osciloscopio correlacionando señales CKP y CMP,P0016,sintetico_aumentado,AUG-005-01-00-01,solo_experimento,NO
322,"De un momento a otro al acelerar, cuesta mucho arrancar y petardea por la admisión o escape, con el escape sonando como ahogado y desfasado.",Faja o cadena de distribucion destensada o con salto de punto,MOTOR_005,Motor,Faja o cadena de tiempo,SI,Comprobación de marcas de distribución y osciloscopio correlacionando señales CKP y CMP,P0016,sintetico_aumentado,AUG-005-01-01-01,solo_experimento,NO
323,"Al probar el auto: de un momento a otro al acelerar, arranca desfasado y tose; el cliente indica que con desfase de levas respecto a cigüeñal.",Faja o cadena de distribucion destensada o con salto de punto,MOTOR_005,Motor,Faja o cadena de tiempo,SI,Comprobación de marcas de distribución y osciloscopio correlacionando señales CKP y CMP,P0016,sintetico_aumentado,AUG-005-01-03-03,solo_experimento,NO
324,"Maestro, el motor cabecea fuerte y suena fuera de punto tras sonar un latigazo en el motor. Pasa que sin aceleración en pendientes.",Faja o cadena de distribucion destensada o con salto de punto,MOTOR_005,Motor,Faja o cadena de tiempo,SI,Comprobación de marcas de distribución y osciloscopio correlacionando señales CKP y CMP,P0016,sintetico_aumentado,AUG-005-03-02-02,solo_experimento,NO
325,Revisión técnica: tras sonar un latigazo en el motor se nota que el motor perdió casi toda la fuerza y tiembla disparejo y además con desfase de levas respecto a cigüeñal.,Faja o cadena de distribucion destensada o con salto de punto,MOTOR_005,Motor,Faja o cadena de tiempo,SI,Comprobación de marcas de distribución y osciloscopio correlacionando señales CKP y CMP,P0016,sintetico_aumentado,AUG-005-03-00-03,solo_experimento,NO
326,"Mire: El motor cabecea fuerte y suena fuera de punto al encender después de un tirón, sobre todo y prendió el testigo de check engine fijo.",Faja o cadena de distribucion destensada o con salto de punto,MOTOR_005,Motor,Faja o cadena de tiempo,SI,Comprobación de marcas de distribución y osciloscopio correlacionando señales CKP y CMP,P0016,sintetico_aumentado,AUG-005-02-02-00,solo_experimento,NO
327,Revisión técnica: luego de cambiar de marcha bruscamente se nota que el motor cabecea fuerte y suena fuera de punto y además con desfase de levas respecto a cigüeñal.,Faja o cadena de distribucion destensada o con salto de punto,MOTOR_005,Motor,Faja o cadena de tiempo,SI,Comprobación de marcas de distribución y osciloscopio correlacionando señales CKP y CMP,P0016,sintetico_aumentado,AUG-005-00-02-03,solo_experimento,NO
328,"Mire: El motor perdió casi toda la fuerza y tiembla disparejo luego de cambiar de marcha bruscamente, sobre todo sin aceleración en pendientes.",Faja o cadena de distribucion destensada o con salto de punto,MOTOR_005,Motor,Faja o cadena de tiempo,SI,Comprobación de marcas de distribución y osciloscopio correlacionando señales CKP y CMP,P0016,sintetico_aumentado,AUG-005-00-00-02,solo_experimento,NO
329,Revisión técnica: luego de cambiar de marcha bruscamente se nota que el motor perdió casi toda la fuerza y tiembla disparejo y además con desfase de levas respecto a cigüeñal.,Faja o cadena de distribucion destensada o con salto de punto,MOTOR_005,Motor,Faja o cadena de tiempo,SI,Comprobación de marcas de distribución y osciloscopio correlacionando señales CKP y CMP,P0016,sintetico_aumentado,AUG-005-00-00-03,solo_experimento,NO
330,"Mire: Arranca desfasado y tose luego de cambiar de marcha bruscamente, sobre todo con el escape sonando como ahogado y desfasado.",Faja o cadena de distribucion destensada o con salto de punto,MOTOR_005,Motor,Faja o cadena de tiempo,SI,Comprobación de marcas de distribución y osciloscopio correlacionando señales CKP y CMP,P0016,sintetico_aumentado,AUG-005-00-03-01,solo_experimento,NO
331,Revisión técnica: tras sonar un latigazo en el motor se nota que cuesta mucho arrancar y petardea por la admisión o escape y además y prendió el testigo de check engine fijo.,Faja o cadena de distribucion destensada o con salto de punto,MOTOR_005,Motor,Faja o cadena de tiempo,SI,Comprobación de marcas de distribución y osciloscopio correlacionando señales CKP y CMP,P0016,sintetico_aumentado,AUG-005-03-01-00,solo_experimento,NO
332,"Al probar el auto: luego de cambiar de marcha bruscamente, el motor cabecea fuerte y suena fuera de punto; el cliente indica que y prendió el testigo de check engine fijo.",Faja o cadena de distribucion destensada o con salto de punto,MOTOR_005,Motor,Faja o cadena de tiempo,SI,Comprobación de marcas de distribución y osciloscopio correlacionando señales CKP y CMP,P0016,sintetico_aumentado,AUG-005-00-02-00,solo_experimento,NO
333,Revisión técnica: de un momento a otro al acelerar se nota que el motor perdió casi toda la fuerza y tiembla disparejo y además con el escape sonando como ahogado y desfasado.,Faja o cadena de distribucion destensada o con salto de punto,MOTOR_005,Motor,Faja o cadena de tiempo,SI,Comprobación de marcas de distribución y osciloscopio correlacionando señales CKP y CMP,P0016,sintetico_aumentado,AUG-005-01-00-01,solo_experimento,NO
334,"Mire: Cuesta mucho arrancar y petardea por la admisión o escape tras sonar un latigazo en el motor, sobre todo sin aceleración en pendientes.",Faja o cadena de distribucion destensada o con salto de punto,MOTOR_005,Motor,Faja o cadena de tiempo,SI,Comprobación de marcas de distribución y osciloscopio correlacionando señales CKP y CMP,P0016,sintetico_aumentado,AUG-005-03-01-02,solo_experimento,NO
335,"Mire: Arranca desfasado y tose al encender después de un tirón, sobre todo con desfase de levas respecto a cigüeñal.",Faja o cadena de distribucion destensada o con salto de punto,MOTOR_005,Motor,Faja o cadena de tiempo,SI,Comprobación de marcas de distribución y osciloscopio correlacionando señales CKP y CMP,P0016,sintetico_aumentado,AUG-005-02-03-03,solo_experimento,NO
336,"Mire: El motor cabecea fuerte y suena fuera de punto luego de cambiar de marcha bruscamente, sobre todo y prendió el testigo de check engine fijo.",Faja o cadena de distribucion destensada o con salto de punto,MOTOR_005,Motor,Faja o cadena de tiempo,SI,Comprobación de marcas de distribución y osciloscopio correlacionando señales CKP y CMP,P0016,sintetico_aumentado,AUG-005-00-02-00,solo_experimento,NO
337,"Mire: Arranca desfasado y tose luego de cambiar de marcha bruscamente, sobre todo sin aceleración en pendientes.",Faja o cadena de distribucion destensada o con salto de punto,MOTOR_005,Motor,Faja o cadena de tiempo,SI,Comprobación de marcas de distribución y osciloscopio correlacionando señales CKP y CMP,P0016,sintetico_aumentado,AUG-005-00-03-02,solo_experimento,NO
