id,clase_objetivo,macro_sistema,nivel_informacion,estado_auditoria,motivos,sim_intra_max,sim_inter_max,inter_ref_origen,dtc,es_contrastivo,clase_contrastiva
F10-L04-0011,Falla de correa dentada banada en aceite (Motor Ford 1.0 Dragon / GM Turbo),MOTOR,L2,APROBADO,CONFORME,0.1823,0.2736,TRAIN,,SI,Baja presion de aceite o bomba de aceite defectuosa
F10-L04-0012,Falla de correa dentada banada en aceite (Motor Ford 1.0 Dragon / GM Turbo),MOTOR,L2,APROBADO,CONFORME,0.1414,0.1591,TRAIN,,SI,Baja presion de aceite o bomba de aceite defectuosa
F10-L04-0013,Falla de correa dentada banada en aceite (Motor Ford 1.0 Dragon / GM Turbo),MOTOR,L2,APROBADO,CONFORME,0.1371,0.1208,TRAIN,P0524,SI,Baja presion de aceite o bomba de aceite defectuosa
F10-L04-0014,Falla de correa dentada banada en aceite (Motor Ford 1.0 Dragon / GM Turbo),MOTOR,L2,APROBADO,CONFORME,0.2055,0.1117,TEST_100,,SI,Baja presion de aceite o bomba de aceite defectuosa
F10-L04-0015,Falla de correa dentada banada en aceite (Motor Ford 1.0 Dragon / GM Turbo),MOTOR,L2,APROBADO,CONFORME,0.1918,0.2567,TRAIN,P0016,SI,Faja o cadena de distribucion destensada o con salto de punto
F10-L04-0016,Falla de correa dentada banada en aceite (Motor Ford 1.0 Dragon / GM Turbo),MOTOR,L2,APROBADO,CONFORME,0.1336,0.1546,TRAIN,,NO,
F10-L04-0017,Falla de correa dentada banada en aceite (Motor Ford 1.0 Dragon / GM Turbo),MOTOR,L2,APROBADO,CONFORME,0.1767,0.2561,G1,,SI,Baja presion de aceite o bomba de aceite defectuosa
F10-L04-0018,Falla de correa dentada banada en aceite (Motor Ford 1.0 Dragon / GM Turbo),MOTOR,L2,APROBADO,CONFORME,0.1609,0.1945,TRAIN,,NO,
F10-L04-0019,Falla de correa dentada banada en aceite (Motor Ford 1.0 Dragon / GM Turbo),MOTOR,L2,APROBADO,CONFORME,0.1918,0.1338,TRAIN,,NO,
F10-L04-0020,Falla de correa dentada banada en aceite (Motor Ford 1.0 Dragon / GM Turbo),MOTOR,L2,APROBADO,CONFORME,0.1467,0.2363,TRAIN,,SI,Faja o cadena de distribucion destensada o con salto de punto
F10-L04-0021,Falla de correa dentada banada en aceite (Motor Ford 1.0 Dragon / GM Turbo),MOTOR,L2,APROBADO,CONFORME,0.1112,0.1339,TRAIN,,SI,Baja presion de aceite o bomba de aceite defectuosa
F10-L04-0022,Falla de correa dentada banada en aceite (Motor Ford 1.0 Dragon / GM Turbo),MOTOR,L2,APROBADO,CONFORME,0.155,0.2108,TRAIN,P0521,SI,Baja presion de aceite o bomba de aceite defectuosa
F10-L04-0023,Falla de correa dentada banada en aceite (Motor Ford 1.0 Dragon / GM Turbo),MOTOR,L2,APROBADO,CONFORME,0.203,0.151,TRAIN,P0011,SI,Falla en sistema de sincronizacion variable de valvulas (VVT / VVT-i / Valvetronic)
F10-L04-0024,Falla de correa dentada banada en aceite (Motor Ford 1.0 Dragon / GM Turbo),MOTOR,L2,APROBADO,CONFORME,0.1226,0.1309,TRAIN,,NO,
F10-L04-0025,Falla de correa dentada banada en aceite (Motor Ford 1.0 Dragon / GM Turbo),MOTOR,L2,APROBADO,CONFORME,0.1342,0.23,TRAIN,,SI,Faja o cadena de distribucion destensada o con salto de punto
F10-L04-0026,Falla de correa dentada banada en aceite (Motor Ford 1.0 Dragon / GM Turbo),MOTOR,L3,APROBADO,CONFORME,0.195,0.2108,TRAIN,P0524,SI,Baja presion de aceite o bomba de aceite defectuosa
F10-L04-0027,Falla de correa dentada banada en aceite (Motor Ford 1.0 Dragon / GM Turbo),MOTOR,L3,APROBADO,CONFORME,0.1852,0.135,TRAIN,P0016,SI,Faja o cadena de distribucion destensada o con salto de punto
F10-L04-0028,Falla de correa dentada banada en aceite (Motor Ford 1.0 Dragon / GM Turbo),MOTOR,L3,APROBADO,CONFORME,0.1267,0.1415,TRAIN,,SI,Baja presion de aceite o bomba de aceite defectuosa
F10-L04-0029,Falla de correa dentada banada en aceite (Motor Ford 1.0 Dragon / GM Turbo),MOTOR,L3,APROBADO,CONFORME,0.1361,0.1574,TRAIN,P0524,SI,Falla en sistema de sincronizacion variable de valvulas (VVT / VVT-i / Valvetronic)
F10-L04-0030,Falla de correa dentada banada en aceite (Motor Ford 1.0 Dragon / GM Turbo),MOTOR,L3,APROBADO,CONFORME,0.2055,0.1796,TRAIN,,SI,Baja presion de aceite o bomba de aceite defectuosa
F10-L04-0031,Falla de correa dentada banada en aceite (Motor Ford 1.0 Dragon / GM Turbo),MOTOR,L3,APROBADO,CONFORME,0.1789,0.2064,TRAIN,,SI,Perdida de compresion en cilindro por valvulas pisadas o anillos desgastados
F10-L04-0032,Falla de correa dentada banada en aceite (Motor Ford 1.0 Dragon / GM Turbo),MOTOR,L3,APROBADO,CONFORME,0.1287,0.1136,TRAIN,P0521,SI,Baja presion de aceite o bomba de aceite defectuosa
F10-L04-0033,Falla de correa dentada banada en aceite (Motor Ford 1.0 Dragon / GM Turbo),MOTOR,L3,APROBADO,CONFORME,0.1227,0.1983,TRAIN,P0524,SI,Baja presion de aceite o bomba de aceite defectuosa
F10-L04-0034,Falla de correa dentada banada en aceite (Motor Ford 1.0 Dragon / GM Turbo),MOTOR,L3,APROBADO,CONFORME,0.1175,0.1193,TRAIN,,NO,
F10-L04-0035,Falla de correa dentada banada en aceite (Motor Ford 1.0 Dragon / GM Turbo),MOTOR,L3,APROBADO,CONFORME,0.15,0.1658,TRAIN,,SI,Baja presion de aceite o bomba de aceite defectuosa
F10-L04-0036,Falla de correa dentada banada en aceite (Motor Ford 1.0 Dragon / GM Turbo),MOTOR,L3,APROBADO,CONFORME,0.1236,0.2401,TRAIN,P0016,SI,Faja o cadena de distribucion destensada o con salto de punto
F10-L04-0037,Falla de correa dentada banada en aceite (Motor Ford 1.0 Dragon / GM Turbo),MOTOR,L3,APROBADO,CONFORME,0.124,0.1461,TRAIN,P0016,SI,Falla en sistema de sincronizacion variable de valvulas (VVT / VVT-i / Valvetronic)
F10-L04-0038,Falla de correa dentada banada en aceite (Motor Ford 1.0 Dragon / GM Turbo),MOTOR,L3,APROBADO,CONFORME,0.1047,0.1218,TRAIN,P0524,SI,Baja presion de aceite o bomba de aceite defectuosa
F10-L04-0039,Falla de correa dentada banada en aceite (Motor Ford 1.0 Dragon / GM Turbo),MOTOR,L3,APROBADO,CONFORME,0.1257,0.179,TRAIN,,NO,
F10-L04-0040,Falla de correa dentada banada en aceite (Motor Ford 1.0 Dragon / GM Turbo),MOTOR,L3,APROBADO,CONFORME,0.1608,0.1383,TRAIN,P0016,SI,Faja o cadena de distribucion destensada o con salto de punto
F10-L04-0041,Falla en modulo de bomba de gasolina FSCM / PEM (Ford / Chevrolet),MOTOR,L1,APROBADO,CONFORME,0.4647,0.2986,TRAIN,,NO,
F10-L04-0042,Falla en modulo de bomba de gasolina FSCM / PEM (Ford / Chevrolet),MOTOR,L1,APROBADO,CONFORME,0.3604,0.2902,TRAIN,,NO,
F10-L04-0043,Falla en modulo de bomba de gasolina FSCM / PEM (Ford / Chevrolet),MOTOR,L1,APROBADO,CONFORME,0.1912,0.1656,TRAIN,,NO,
F10-L04-0044,Falla en modulo de bomba de gasolina FSCM / PEM (Ford / Chevrolet),MOTOR,L1,APROBADO,CONFORME,0.3637,0.2524,TRAIN,,NO,
F10-L04-0045,Falla en modulo de bomba de gasolina FSCM / PEM (Ford / Chevrolet),MOTOR,L1,APROBADO,CONFORME,0.3288,0.5711,TRAIN,,NO,
F10-L04-0046,Falla en modulo de bomba de gasolina FSCM / PEM (Ford / Chevrolet),MOTOR,L1,APROBADO,CONFORME,0.2811,0.2748,TRAIN,,NO,
F10-L04-0047,Falla en modulo de bomba de gasolina FSCM / PEM (Ford / Chevrolet),MOTOR,L1,APROBADO,CONFORME,0.1391,0.2171,TRAIN,,NO,
F10-L04-0048,Falla en modulo de bomba de gasolina FSCM / PEM (Ford / Chevrolet),MOTOR,L1,APROBADO,CONFORME,0.2264,0.1815,TRAIN,,NO,
F10-L04-0049,Falla en modulo de bomba de gasolina FSCM / PEM (Ford / Chevrolet),MOTOR,L1,APROBADO,CONFORME,0.3651,0.1803,TRAIN,,NO,
F10-L04-0050,Falla en modulo de bomba de gasolina FSCM / PEM (Ford / Chevrolet),MOTOR,L1,APROBADO,CONFORME,0.1531,0.1108,TEST_100,,NO,
F10-L04-0051,Falla en modulo de bomba de gasolina FSCM / PEM (Ford / Chevrolet),MOTOR,L2,APROBADO,CONFORME,0.1641,0.1711,TRAIN,,SI,Bomba de gasolina quemada o con baja presion
F10-L04-0052,Falla en modulo de bomba de gasolina FSCM / PEM (Ford / Chevrolet),MOTOR,L2,APROBADO,CONFORME,0.3174,0.2645,TRAIN,U0109,SI,Bomba de gasolina quemada o con baja presion
F10-L04-0053,Falla en modulo de bomba de gasolina FSCM / PEM (Ford / Chevrolet),MOTOR,L2,APROBADO,CONFORME,0.1373,0.1333,TRAIN,,NO,
F10-L04-0054,Falla en modulo de bomba de gasolina FSCM / PEM (Ford / Chevrolet),MOTOR,L2,APROBADO,CONFORME,0.1675,0.2259,TRAIN,P069E,SI,Bomba de gasolina quemada o con baja presion
F10-L04-0055,Falla en modulo de bomba de gasolina FSCM / PEM (Ford / Chevrolet),MOTOR,L2,APROBADO,CONFORME,0.1851,0.2418,TRAIN,P025A,NO,
F10-L04-0056,Falla en modulo de bomba de gasolina FSCM / PEM (Ford / Chevrolet),MOTOR,L2,APROBADO,CONFORME,0.2251,0.1719,TRAIN,,SI,Inyectores sucios o filtro de combustible obstruido
F10-L04-0057,Falla en modulo de bomba de gasolina FSCM / PEM (Ford / Chevrolet),MOTOR,L2,APROBADO,CONFORME,0.2475,0.234,TRAIN,P0087,SI,Bomba de gasolina quemada o con baja presion
F10-L04-0058,Falla en modulo de bomba de gasolina FSCM / PEM (Ford / Chevrolet),MOTOR,L2,APROBADO,CONFORME,0.1681,0.1864,TRAIN,,SI,Bomba de gasolina quemada o con baja presion
F10-L04-0059,Falla en modulo de bomba de gasolina FSCM / PEM (Ford / Chevrolet),MOTOR,L2,APROBADO,CONFORME,0.1588,0.1214,TRAIN,,NO,
F10-L04-0060,Falla en modulo de bomba de gasolina FSCM / PEM (Ford / Chevrolet),MOTOR,L2,APROBADO,CONFORME,0.1137,0.1223,FIELD_60,,NO,
F10-L04-0061,Falla en modulo de bomba de gasolina FSCM / PEM (Ford / Chevrolet),MOTOR,L2,APROBADO,CONFORME,0.1554,0.1929,TRAIN,,SI,Bomba de gasolina quemada o con baja presion
F10-L04-0062,Falla en modulo de bomba de gasolina FSCM / PEM (Ford / Chevrolet),MOTOR,L2,APROBADO,CONFORME,0.1582,0.1834,TRAIN,U0109,NO,
F10-L04-0063,Falla en modulo de bomba de gasolina FSCM / PEM (Ford / Chevrolet),MOTOR,L2,APROBADO,CONFORME,0.1694,0.1488,TRAIN,,SI,Falla en bujias o bobinas de encendido (misfire)
F10-L04-0064,Falla en modulo de bomba de gasolina FSCM / PEM (Ford / Chevrolet),MOTOR,L2,APROBADO,CONFORME,0.1198,0.1223,TRAIN,,SI,Bomba de gasolina quemada o con baja presion
F10-L04-0065,Falla en modulo de bomba de gasolina FSCM / PEM (Ford / Chevrolet),MOTOR,L2,APROBADO,CONFORME,0.1636,0.1907,TRAIN,P069E,NO,
F10-L04-0066,Falla en modulo de bomba de gasolina FSCM / PEM (Ford / Chevrolet),MOTOR,L3,APROBADO,CONFORME,0.1641,0.1318,TRAIN,U0109,SI,Bomba de gasolina quemada o con baja presion
F10-L04-0067,Falla en modulo de bomba de gasolina FSCM / PEM (Ford / Chevrolet),MOTOR,L3,APROBADO,CONFORME,0.1209,0.1138,G1,P025A,SI,Bomba de gasolina quemada o con baja presion
F10-L04-0068,Falla en modulo de bomba de gasolina FSCM / PEM (Ford / Chevrolet),MOTOR,L3,APROBADO,CONFORME,0.1133,0.0929,TRAIN,P0087,SI,Inyectores sucios o filtro de combustible obstruido
F10-L04-0069,Falla en modulo de bomba de gasolina FSCM / PEM (Ford / Chevrolet),MOTOR,L3,APROBADO,CONFORME,0.1027,0.0942,TRAIN,P069E,SI,Falla en sensor de posicion de cigueñal (CKP) o arbol de levas (CMP)
F10-L04-0070,Falla en modulo de bomba de gasolina FSCM / PEM (Ford / Chevrolet),MOTOR,L3,APROBADO,CONFORME,0.1699,0.1244,TRAIN,,SI,Bomba de gasolina quemada o con baja presion
F10-L04-0071,Falla en modulo de bomba de gasolina FSCM / PEM (Ford / Chevrolet),MOTOR,L3,APROBADO,CONFORME,0.2061,0.139,TRAIN,U0109,NO,
F10-L04-0072,Falla en modulo de bomba de gasolina FSCM / PEM (Ford / Chevrolet),MOTOR,L3,APROBADO,CONFORME,0.1865,0.0956,TRAIN,P025A,NO,
F10-L04-0073,Falla en modulo de bomba de gasolina FSCM / PEM (Ford / Chevrolet),MOTOR,L3,APROBADO,CONFORME,0.1486,0.1386,TRAIN,U0109,SI,Bomba de gasolina quemada o con baja presion
F10-L04-0074,Falla en modulo de bomba de gasolina FSCM / PEM (Ford / Chevrolet),MOTOR,L3,APROBADO,CONFORME,0.1005,0.0773,TRAIN,,SI,Bomba de gasolina quemada o con baja presion
F10-L04-0075,Falla en modulo de bomba de gasolina FSCM / PEM (Ford / Chevrolet),MOTOR,L3,APROBADO,CONFORME,0.1929,0.1738,TRAIN,P0087,SI,Bomba de gasolina quemada o con baja presion
F10-L04-0076,Falla en modulo de bomba de gasolina FSCM / PEM (Ford / Chevrolet),MOTOR,L3,APROBADO,CONFORME,0.1738,0.1114,G1,,SI,Falla en bujias o bobinas de encendido (misfire)
F10-L04-0077,Falla en modulo de bomba de gasolina FSCM / PEM (Ford / Chevrolet),MOTOR,L3,APROBADO,CONFORME,0.1304,0.0916,TRAIN,U0109,NO,
F10-L04-0078,Falla en modulo de bomba de gasolina FSCM / PEM (Ford / Chevrolet),MOTOR,L3,APROBADO,CONFORME,0.1185,0.1239,TRAIN,,SI,Bomba de gasolina quemada o con baja presion
F10-L04-0079,Falla en modulo de bomba de gasolina FSCM / PEM (Ford / Chevrolet),MOTOR,L3,APROBADO,CONFORME,0.1122,0.1464,TRAIN,P069E,SI,Bomba de gasolina quemada o con baja presion
F10-L04-0080,Falla en modulo de bomba de gasolina FSCM / PEM (Ford / Chevrolet),MOTOR,L3,APROBADO,CONFORME,0.1135,0.1888,TRAIN,,SI,Inyectores sucios o filtro de combustible obstruido
F10-L04-0081,Falla en filtro de particulas DPF / FAP y sistema AdBlue DEF (Diesel Euro 5/6),MOTOR,L1,APROBADO,CONFORME,0.2979,0.1729,TRAIN,,NO,
F10-L04-0082,Falla en filtro de particulas DPF / FAP y sistema AdBlue DEF (Diesel Euro 5/6),MOTOR,L1,APROBADO,CONFORME,0.2882,0.2597,TRAIN,,NO,
F10-L04-0083,Falla en filtro de particulas DPF / FAP y sistema AdBlue DEF (Diesel Euro 5/6),MOTOR,L1,APROBADO,CONFORME,0.2562,0.1277,G2,,NO,
F10-L04-0084,Falla en filtro de particulas DPF / FAP y sistema AdBlue DEF (Diesel Euro 5/6),MOTOR,L1,APROBADO,CONFORME,0.1193,0.1732,TRAIN,,NO,
F10-L04-0085,Falla en filtro de particulas DPF / FAP y sistema AdBlue DEF (Diesel Euro 5/6),MOTOR,L1,APROBADO,CONFORME,0.1711,0.1479,TRAIN,,NO,
F10-L04-0086,Falla en filtro de particulas DPF / FAP y sistema AdBlue DEF (Diesel Euro 5/6),MOTOR,L1,APROBADO,CONFORME,0.1276,0.1824,G1,,NO,
F10-L04-0087,Falla en filtro de particulas DPF / FAP y sistema AdBlue DEF (Diesel Euro 5/6),MOTOR,L1,APROBADO,CONFORME,0.0886,0.1244,TRAIN,,NO,
F10-L04-0088,Falla en filtro de particulas DPF / FAP y sistema AdBlue DEF (Diesel Euro 5/6),MOTOR,L1,APROBADO,CONFORME,0.3298,0.1659,TRAIN,,NO,
F10-L04-0089,Falla en filtro de particulas DPF / FAP y sistema AdBlue DEF (Diesel Euro 5/6),MOTOR,L1,APROBADO,CONFORME,0.1887,0.1312,TRAIN,,NO,
F10-L04-0090,Falla en filtro de particulas DPF / FAP y sistema AdBlue DEF (Diesel Euro 5/6),MOTOR,L1,APROBADO,CONFORME,0.1561,0.1854,TRAIN,,NO,
F10-L04-0091,Falla en filtro de particulas DPF / FAP y sistema AdBlue DEF (Diesel Euro 5/6),MOTOR,L2,APROBADO,CONFORME,0.1265,0.2226,TRAIN,P2463,SI,Fuga o baja presion en sistema Common Rail Diesel (Camiones/Pickups)
F10-L04-0092,Falla en filtro de particulas DPF / FAP y sistema AdBlue DEF (Diesel Euro 5/6),MOTOR,L2,APROBADO,CONFORME,0.2056,0.326,TRAIN,P20EE,NO,
F10-L04-0093,Falla en filtro de particulas DPF / FAP y sistema AdBlue DEF (Diesel Euro 5/6),MOTOR,L2,APROBADO,CONFORME,0.1311,0.1522,TRAIN,,SI,Empaque de culata soplado o danado
F10-L04-0094,Falla en filtro de particulas DPF / FAP y sistema AdBlue DEF (Diesel Euro 5/6),MOTOR,L2,APROBADO,CONFORME,0.093,0.1734,TRAIN,,NO,
F10-L04-0095,Falla en filtro de particulas DPF / FAP y sistema AdBlue DEF (Diesel Euro 5/6),MOTOR,L2,APROBADO,CONFORME,0.2137,0.2141,TRAIN,P2453,NO,
F10-L04-0096,Falla en filtro de particulas DPF / FAP y sistema AdBlue DEF (Diesel Euro 5/6),MOTOR,L2,APROBADO,CONFORME,0.2281,0.1413,TRAIN,,SI,Falla en actuador de turbocompresor o VGT en motores alemanes TSI / TFSI
F10-L04-0097,Falla en filtro de particulas DPF / FAP y sistema AdBlue DEF (Diesel Euro 5/6),MOTOR,L2,APROBADO,CONFORME,0.1051,0.1082,TRAIN,,SI,Falla en termostato o motoventilador de radiador
F10-L04-0098,Falla en filtro de particulas DPF / FAP y sistema AdBlue DEF (Diesel Euro 5/6),MOTOR,L2,APROBADO,CONFORME,0.1372,0.2577,TRAIN,P2002,SI,Empaque de culata soplado o danado
F10-L04-0099,Falla en filtro de particulas DPF / FAP y sistema AdBlue DEF (Diesel Euro 5/6),MOTOR,L2,APROBADO,CONFORME,0.1976,0.2627,TRAIN,P204F,NO,
F10-L04-0100,Falla en filtro de particulas DPF / FAP y sistema AdBlue DEF (Diesel Euro 5/6),MOTOR,L2,APROBADO,CONFORME,0.1284,0.1513,TRAIN,,NO,
F10-L04-0101,Falla en filtro de particulas DPF / FAP y sistema AdBlue DEF (Diesel Euro 5/6),MOTOR,L2,APROBADO,CONFORME,0.1783,0.1579,TRAIN,,SI,Caliper de freno trabado o mordaza pegada (piston agarrotado)
F10-L04-0102,Falla en filtro de particulas DPF / FAP y sistema AdBlue DEF (Diesel Euro 5/6),MOTOR,L2,APROBADO,CONFORME,0.0994,0.1248,TRAIN,P2463,NO,
F10-L04-0103,Falla en filtro de particulas DPF / FAP y sistema AdBlue DEF (Diesel Euro 5/6),MOTOR,L2,APROBADO,CONFORME,0.1061,0.1285,TRAIN,,SI,Falla en sensor de oxigeno o mezcla rica
F10-L04-0104,Falla en filtro de particulas DPF / FAP y sistema AdBlue DEF (Diesel Euro 5/6),MOTOR,L2,APROBADO,CONFORME,0.1803,0.2067,TRAIN,,SI,Convertidor catalitico ineficiente u obstruido (DTC P0420 / P0430)
F10-L04-0105,Falla en filtro de particulas DPF / FAP y sistema AdBlue DEF (Diesel Euro 5/6),MOTOR,L2,APROBADO,CONFORME,0.1854,0.1524,TRAIN,,NO,
F10-L04-0106,Falla en filtro de particulas DPF / FAP y sistema AdBlue DEF (Diesel Euro 5/6),MOTOR,L3,APROBADO,CONFORME,0.1122,0.1909,TRAIN,P2463,SI,Fuga o baja presion en sistema Common Rail Diesel (Camiones/Pickups)
F10-L04-0107,Falla en filtro de particulas DPF / FAP y sistema AdBlue DEF (Diesel Euro 5/6),MOTOR,L3,APROBADO,CONFORME,0.1976,0.1279,G1,P20EE,SI,Inyectores sucios o filtro de combustible obstruido
F10-L04-0108,Falla en filtro de particulas DPF / FAP y sistema AdBlue DEF (Diesel Euro 5/6),MOTOR,L3,APROBADO,CONFORME,0.1429,0.0879,TRAIN,,SI,Empaque de culata soplado o danado
F10-L04-0109,Falla en filtro de particulas DPF / FAP y sistema AdBlue DEF (Diesel Euro 5/6),MOTOR,L3,APROBADO,CONFORME,0.136,0.1206,TRAIN,P2002,SI,Convertidor catalitico ineficiente u obstruido (DTC P0420 / P0430)
F10-L04-0110,Falla en filtro de particulas DPF / FAP y sistema AdBlue DEF (Diesel Euro 5/6),MOTOR,L3,APROBADO,CONFORME,0.2097,0.097,TRAIN,,SI,Fuga en mangueras de intercooler o turbocompresor danado
F10-L04-0111,Falla en filtro de particulas DPF / FAP y sistema AdBlue DEF (Diesel Euro 5/6),MOTOR,L3,APROBADO,CONFORME,0.1312,0.2074,TRAIN,P2453,NO,
F10-L04-0112,Falla en filtro de particulas DPF / FAP y sistema AdBlue DEF (Diesel Euro 5/6),MOTOR,L3,APROBADO,CONFORME,0.0796,0.0786,TRAIN,,SI,Inyectores sucios o filtro de combustible obstruido
F10-L04-0113,Falla en filtro de particulas DPF / FAP y sistema AdBlue DEF (Diesel Euro 5/6),MOTOR,L3,APROBADO,CONFORME,0.1314,0.1385,TRAIN,P2463,NO,
F10-L04-0114,Falla en filtro de particulas DPF / FAP y sistema AdBlue DEF (Diesel Euro 5/6),MOTOR,L3,APROBADO,CONFORME,0.09,0.0842,TRAIN,P204F,NO,
F10-L04-0115,Falla en filtro de particulas DPF / FAP y sistema AdBlue DEF (Diesel Euro 5/6),MOTOR,L3,APROBADO,CONFORME,0.0926,0.2147,TRAIN,,SI,Falla en motor de arranque o solenoide defectuoso (clac seco o carbones gastados)
F10-L04-0116,Falla en filtro de particulas DPF / FAP y sistema AdBlue DEF (Diesel Euro 5/6),MOTOR,L3,APROBADO,CONFORME,0.1283,0.1193,TRAIN,,SI,Disco de embrague desgastado o patinando
F10-L04-0117,Falla en filtro de particulas DPF / FAP y sistema AdBlue DEF (Diesel Euro 5/6),MOTOR,L3,APROBADO,CONFORME,0.1491,0.133,TRAIN,P20EE,NO,
F10-L04-0118,Falla en filtro de particulas DPF / FAP y sistema AdBlue DEF (Diesel Euro 5/6),MOTOR,L3,APROBADO,CONFORME,0.0805,0.0996,TRAIN,,SI,Convertidor catalitico ineficiente u obstruido (DTC P0420 / P0430)
F10-L04-0119,Falla en filtro de particulas DPF / FAP y sistema AdBlue DEF (Diesel Euro 5/6),MOTOR,L3,APROBADO,CONFORME,0.1071,0.1342,TRAIN,,SI,Convertidor catalitico ineficiente u obstruido (DTC P0420 / P0430)
F10-L04-0120,Falla en filtro de particulas DPF / FAP y sistema AdBlue DEF (Diesel Euro 5/6),MOTOR,L3,APROBADO,CONFORME,0.0766,0.1346,TRAIN,P2463,NO,
F10-L04-0121,Fuga o baja presion en sistema Common Rail Diesel (Camiones/Pickups),MOTOR,L1,APROBADO,CONFORME,0.2025,0.5897,TRAIN,,NO,
F10-L04-0122,Fuga o baja presion en sistema Common Rail Diesel (Camiones/Pickups),MOTOR,L1,APROBADO,CONFORME,0.2164,0.2795,TRAIN,,NO,
F10-L04-0123,Fuga o baja presion en sistema Common Rail Diesel (Camiones/Pickups),MOTOR,L1,APROBADO,CONFORME,0.303,0.1853,TRAIN,,NO,
F10-L04-0124,Fuga o baja presion en sistema Common Rail Diesel (Camiones/Pickups),MOTOR,L1,APROBADO,CONFORME,0.1936,0.2531,TRAIN,,NO,
F10-L04-0125,Fuga o baja presion en sistema Common Rail Diesel (Camiones/Pickups),MOTOR,L1,APROBADO,CONFORME,0.2661,0.2038,FIELD_60,,NO,
F10-L04-0126,Fuga o baja presion en sistema Common Rail Diesel (Camiones/Pickups),MOTOR,L1,APROBADO,CONFORME,0.3648,0.3047,TRAIN,,NO,
F10-L04-0127,Fuga o baja presion en sistema Common Rail Diesel (Camiones/Pickups),MOTOR,L1,APROBADO,CONFORME,0.1677,0.2014,TRAIN,,NO,
F10-L04-0128,Fuga o baja presion en sistema Common Rail Diesel (Camiones/Pickups),MOTOR,L1,APROBADO,CONFORME,0.3824,0.2304,TRAIN,,NO,
F10-L04-0129,Fuga o baja presion en sistema Common Rail Diesel (Camiones/Pickups),MOTOR,L1,APROBADO,CONFORME,0.0956,0.0969,TRAIN,,NO,
F10-L04-0130,Fuga o baja presion en sistema Common Rail Diesel (Camiones/Pickups),MOTOR,L1,APROBADO,CONFORME,0.1026,0.1106,TRAIN,,NO,
F10-L04-0131,Fuga o baja presion en sistema Common Rail Diesel (Camiones/Pickups),MOTOR,L2,APROBADO,CONFORME,0.1222,0.173,TRAIN,,SI,Bomba de gasolina quemada o con baja presion
F10-L04-0132,Fuga o baja presion en sistema Common Rail Diesel (Camiones/Pickups),MOTOR,L2,APROBADO,CONFORME,0.2475,0.2926,TRAIN,P0087,SI,Falla en actuador de turbocompresor o VGT en motores alemanes TSI / TFSI
F10-L04-0133,Fuga o baja presion en sistema Common Rail Diesel (Camiones/Pickups),MOTOR,L2,APROBADO,CONFORME,0.1698,0.2516,TRAIN,,SI,Inyectores sucios o filtro de combustible obstruido
F10-L04-0134,Fuga o baja presion en sistema Common Rail Diesel (Camiones/Pickups),MOTOR,L2,APROBADO,CONFORME,0.1649,0.2212,TRAIN,P0093,SI,Inyectores sucios o filtro de combustible obstruido
F10-L04-0135,Fuga o baja presion en sistema Common Rail Diesel (Camiones/Pickups),MOTOR,L2,APROBADO,CONFORME,0.1924,0.1562,TRAIN,,NO,
F10-L04-0136,Fuga o baja presion en sistema Common Rail Diesel (Camiones/Pickups),MOTOR,L2,APROBADO,CONFORME,0.1273,0.2476,TRAIN,P1229,NO,
F10-L04-0137,Fuga o baja presion en sistema Common Rail Diesel (Camiones/Pickups),MOTOR,L2,APROBADO,CONFORME,0.2201,0.2535,TRAIN,,NO,
F10-L04-0138,Fuga o baja presion en sistema Common Rail Diesel (Camiones/Pickups),MOTOR,L2,APROBADO,CONFORME,0.2526,0.181,TRAIN,P0087,NO,
F10-L04-0139,Fuga o baja presion en sistema Common Rail Diesel (Camiones/Pickups),MOTOR,L2,APROBADO,CONFORME,0.1475,0.1132,TRAIN,,NO,
F10-L04-0140,Fuga o baja presion en sistema Common Rail Diesel (Camiones/Pickups),MOTOR,L2,APROBADO,CONFORME,0.2029,0.2005,TRAIN,P0088,NO,
F10-L04-0141,Fuga o baja presion en sistema Common Rail Diesel (Camiones/Pickups),MOTOR,L2,APROBADO,CONFORME,0.1475,0.1412,TRAIN,,SI,Inyectores sucios o filtro de combustible obstruido
F10-L04-0142,Fuga o baja presion en sistema Common Rail Diesel (Camiones/Pickups),MOTOR,L2,APROBADO,CONFORME,0.1658,0.0978,TRAIN,P0087,SI,Fuga en mangueras de intercooler o turbocompresor danado
F10-L04-0143,Fuga o baja presion en sistema Common Rail Diesel (Camiones/Pickups),MOTOR,L2,APROBADO,CONFORME,0.1348,0.2158,TRAIN,,SI,Falla en filtro de particulas DPF / FAP y sistema AdBlue DEF (Diesel Euro 5/6)
F10-L04-0144,Fuga o baja presion en sistema Common Rail Diesel (Camiones/Pickups),MOTOR,L2,APROBADO,CONFORME,0.1536,0.1335,TRAIN,,NO,
F10-L04-0145,Fuga o baja presion en sistema Common Rail Diesel (Camiones/Pickups),MOTOR,L2,APROBADO,CONFORME,0.1073,0.1006,TEST_100,P0087,SI,Inyectores sucios o filtro de combustible obstruido
F10-L04-0146,Fuga o baja presion en sistema Common Rail Diesel (Camiones/Pickups),MOTOR,L3,APROBADO,CONFORME,0.1559,0.1298,TRAIN,P0087,SI,Inyectores sucios o filtro de combustible obstruido
