id,clase_objetivo,macro_sistema,nivel_informacion,dtc,es_sintactico,significado,compatible_con_clase
F10-L05-0028,Falla en sensor de posicion de cigueñal (CKP) o arbol de levas (CMP),MOTOR,L3,P0340,SI,Circuito del sensor CMP de árbol de levas defectuoso,SI
F10-L05-0029,Falla en sensor de posicion de cigueñal (CKP) o arbol de levas (CMP),MOTOR,L3,P0016,SI,Correlación de posición cigüeñal y árbol de levas (Banco 1 Sensor A),SI
F10-L05-0031,Falla en sensor de posicion de cigueñal (CKP) o arbol de levas (CMP),MOTOR,L3,P0336,SI,Código OBD-II estándar de subsistema vehicular,SI
F10-L05-0032,Falla en sensor de posicion de cigueñal (CKP) o arbol de levas (CMP),MOTOR,L3,P0341,SI,Código OBD-II estándar de subsistema vehicular,SI
F10-L05-0033,Falla en sensor de posicion de cigueñal (CKP) o arbol de levas (CMP),MOTOR,L3,P0335,SI,Circuito del sensor CKP de posición de cigüeñal defectuoso,SI
F10-L05-0034,Falla en sensor de posicion de cigueñal (CKP) o arbol de levas (CMP),MOTOR,L3,P0339,SI,Código OBD-II estándar de subsistema vehicular,SI
F10-L05-0035,Falla en sensor de posicion de cigueñal (CKP) o arbol de levas (CMP),MOTOR,L3,P0017,SI,Código OBD-II estándar de subsistema vehicular,SI
F10-L05-0038,Falla en sensor de posicion de cigueñal (CKP) o arbol de levas (CMP),MOTOR,L3,P0335,SI,Circuito del sensor CKP de posición de cigüeñal defectuoso,SI
F10-L05-0039,Falla en sensor de posicion de cigueñal (CKP) o arbol de levas (CMP),MOTOR,L3,P0340,SI,Circuito del sensor CMP de árbol de levas defectuoso,SI
F10-L05-0040,Falla en sensor de posicion de cigueñal (CKP) o arbol de levas (CMP),MOTOR,L3,P0335,SI,Circuito del sensor CKP de posición de cigüeñal defectuoso,SI
F10-L05-0052,Falla en sistema de control de emisiones evaporativas EVAP (canister o valvula de purga),MOTOR,L2,P0441,SI,Código OBD-II estándar de subsistema vehicular,SI
F10-L05-0054,Falla en sistema de control de emisiones evaporativas EVAP (canister o valvula de purga),MOTOR,L2,P0455,SI,Fuga grande o flujo nulo detectado en sistema EVAP,SI
F10-L05-0056,Falla en sistema de control de emisiones evaporativas EVAP (canister o valvula de purga),MOTOR,L2,P0442,SI,Fuga pequeña detectada en sistema EVAP,SI
F10-L05-0058,Falla en sistema de control de emisiones evaporativas EVAP (canister o valvula de purga),MOTOR,L2,P0440,SI,Código OBD-II estándar de subsistema vehicular,SI
F10-L05-0059,Falla en sistema de control de emisiones evaporativas EVAP (canister o valvula de purga),MOTOR,L2,P0443,SI,Código OBD-II estándar de subsistema vehicular,SI
F10-L05-0061,Falla en sistema de control de emisiones evaporativas EVAP (canister o valvula de purga),MOTOR,L2,P0446,SI,Código OBD-II estándar de subsistema vehicular,SI
F10-L05-0063,Falla en sistema de control de emisiones evaporativas EVAP (canister o valvula de purga),MOTOR,L2,P0171,SI,Sistema demasiado pobre (Banco 1),SI
F10-L05-0065,Falla en sistema de control de emisiones evaporativas EVAP (canister o valvula de purga),MOTOR,L2,P0456,SI,Fuga muy pequeña detectada en sistema EVAP,SI
F10-L05-0066,Falla en sistema de control de emisiones evaporativas EVAP (canister o valvula de purga),MOTOR,L3,P0441,SI,Código OBD-II estándar de subsistema vehicular,SI
F10-L05-0067,Falla en sistema de control de emisiones evaporativas EVAP (canister o valvula de purga),MOTOR,L3,P0455,SI,Fuga grande o flujo nulo detectado en sistema EVAP,SI
F10-L05-0068,Falla en sistema de control de emisiones evaporativas EVAP (canister o valvula de purga),MOTOR,L3,P0172,SI,Sistema demasiado rico (Banco 1),SI
F10-L05-0071,Falla en sistema de control de emisiones evaporativas EVAP (canister o valvula de purga),MOTOR,L3,P0442,SI,Fuga pequeña detectada en sistema EVAP,SI
F10-L05-0072,Falla en sistema de control de emisiones evaporativas EVAP (canister o valvula de purga),MOTOR,L3,P0440,SI,Código OBD-II estándar de subsistema vehicular,SI
F10-L05-0073,Falla en sistema de control de emisiones evaporativas EVAP (canister o valvula de purga),MOTOR,L3,P0441,SI,Código OBD-II estándar de subsistema vehicular,SI
F10-L05-0075,Falla en sistema de control de emisiones evaporativas EVAP (canister o valvula de purga),MOTOR,L3,P0456,SI,Fuga muy pequeña detectada en sistema EVAP,SI
F10-L05-0077,Falla en sistema de control de emisiones evaporativas EVAP (canister o valvula de purga),MOTOR,L3,P0443,SI,Código OBD-II estándar de subsistema vehicular,SI
F10-L05-0078,Falla en sistema de control de emisiones evaporativas EVAP (canister o valvula de purga),MOTOR,L3,P0171,SI,Sistema demasiado pobre (Banco 1),SI
F10-L05-0079,Falla en sistema de control de emisiones evaporativas EVAP (canister o valvula de purga),MOTOR,L3,P0455,SI,Fuga grande o flujo nulo detectado en sistema EVAP,SI
F10-L05-0091,Convertidor catalitico ineficiente u obstruido (DTC P0420 / P0430),MOTOR,L2,P0420,SI,Eficiencia del sistema catalizador por debajo del umbral (Banco 1),SI
F10-L05-0094,Convertidor catalitico ineficiente u obstruido (DTC P0420 / P0430),MOTOR,L2,P0430,SI,Código OBD-II estándar de subsistema vehicular,SI
F10-L05-0098,Convertidor catalitico ineficiente u obstruido (DTC P0420 / P0430),MOTOR,L2,P0420,SI,Eficiencia del sistema catalizador por debajo del umbral (Banco 1),SI
F10-L05-0101,Convertidor catalitico ineficiente u obstruido (DTC P0420 / P0430),MOTOR,L2,P0420,SI,Eficiencia del sistema catalizador por debajo del umbral (Banco 1),SI
F10-L05-0102,Convertidor catalitico ineficiente u obstruido (DTC P0420 / P0430),MOTOR,L2,P0420,SI,Eficiencia del sistema catalizador por debajo del umbral (Banco 1),SI
F10-L05-0104,Convertidor catalitico ineficiente u obstruido (DTC P0420 / P0430),MOTOR,L2,P0420,SI,Eficiencia del sistema catalizador por debajo del umbral (Banco 1),SI
F10-L05-0105,Convertidor catalitico ineficiente u obstruido (DTC P0420 / P0430),MOTOR,L2,P0420,SI,Eficiencia del sistema catalizador por debajo del umbral (Banco 1),SI
F10-L05-0106,Convertidor catalitico ineficiente u obstruido (DTC P0420 / P0430),MOTOR,L3,P0420,SI,Eficiencia del sistema catalizador por debajo del umbral (Banco 1),SI
F10-L05-0108,Convertidor catalitico ineficiente u obstruido (DTC P0420 / P0430),MOTOR,L3,P0420,SI,Eficiencia del sistema catalizador por debajo del umbral (Banco 1),SI
F10-L05-0111,Convertidor catalitico ineficiente u obstruido (DTC P0420 / P0430),MOTOR,L3,P0430,SI,Código OBD-II estándar de subsistema vehicular,SI
F10-L05-0113,Convertidor catalitico ineficiente u obstruido (DTC P0420 / P0430),MOTOR,L3,P0420,SI,Eficiencia del sistema catalizador por debajo del umbral (Banco 1),SI
F10-L05-0114,Convertidor catalitico ineficiente u obstruido (DTC P0420 / P0430),MOTOR,L3,P0420,SI,Eficiencia del sistema catalizador por debajo del umbral (Banco 1),SI
F10-L05-0115,Convertidor catalitico ineficiente u obstruido (DTC P0420 / P0430),MOTOR,L3,P0420,SI,Eficiencia del sistema catalizador por debajo del umbral (Banco 1),SI
F10-L05-0116,Convertidor catalitico ineficiente u obstruido (DTC P0420 / P0430),MOTOR,L3,P0420,SI,Eficiencia del sistema catalizador por debajo del umbral (Banco 1),SI
F10-L05-0117,Convertidor catalitico ineficiente u obstruido (DTC P0420 / P0430),MOTOR,L3,P0420,SI,Eficiencia del sistema catalizador por debajo del umbral (Banco 1),SI
F10-L05-0119,Convertidor catalitico ineficiente u obstruido (DTC P0420 / P0430),MOTOR,L3,P0420,SI,Eficiencia del sistema catalizador por debajo del umbral (Banco 1),SI
F10-L05-0133,Falla en regulador de presion de combustible o diafragma roto,MOTOR,L2,P0172,SI,Sistema demasiado rico (Banco 1),SI
F10-L05-0136,Falla en regulador de presion de combustible o diafragma roto,MOTOR,L2,P0171,SI,Sistema demasiado pobre (Banco 1),SI
F10-L05-0138,Falla en regulador de presion de combustible o diafragma roto,MOTOR,L2,P0172,SI,Sistema demasiado rico (Banco 1),SI
F10-L05-0144,Falla en regulador de presion de combustible o diafragma roto,MOTOR,L2,P0172,SI,Sistema demasiado rico (Banco 1),SI
F10-L05-0146,Falla en regulador de presion de combustible o diafragma roto,MOTOR,L3,P0172,SI,Sistema demasiado rico (Banco 1),SI
F10-L05-0147,Falla en regulador de presion de combustible o diafragma roto,MOTOR,L3,P0172,SI,Sistema demasiado rico (Banco 1),SI
F10-L05-0148,Falla en regulador de presion de combustible o diafragma roto,MOTOR,L3,P0171,SI,Sistema demasiado pobre (Banco 1),SI
F10-L05-0151,Falla en regulador de presion de combustible o diafragma roto,MOTOR,L3,P0172,SI,Sistema demasiado rico (Banco 1),SI
F10-L05-0153,Falla en regulador de presion de combustible o diafragma roto,MOTOR,L3,P0171,SI,Sistema demasiado pobre (Banco 1),SI
F10-L05-0157,Falla en regulador de presion de combustible o diafragma roto,MOTOR,L3,P0172,SI,Sistema demasiado rico (Banco 1),SI
F10-L05-0159,Falla en regulador de presion de combustible o diafragma roto,MOTOR,L3,P0171,SI,Sistema demasiado pobre (Banco 1),SI
F10-L05-0171,Falla en circuito o solenoide de inyector individual (DTC P0201 - P0208),MOTOR,L2,P0201,SI,Código OBD-II estándar de subsistema vehicular,SI
F10-L05-0172,Falla en circuito o solenoide de inyector individual (DTC P0201 - P0208),MOTOR,L2,P0203,SI,Código OBD-II estándar de subsistema vehicular,SI
F10-L05-0173,Falla en circuito o solenoide de inyector individual (DTC P0201 - P0208),MOTOR,L2,P0202,SI,Código OBD-II estándar de subsistema vehicular,SI
F10-L05-0174,Falla en circuito o solenoide de inyector individual (DTC P0201 - P0208),MOTOR,L2,P0204,SI,Código OBD-II estándar de subsistema vehicular,SI
F10-L05-0175,Falla en circuito o solenoide de inyector individual (DTC P0201 - P0208),MOTOR,L2,P0202,SI,Código OBD-II estándar de subsistema vehicular,SI
F10-L05-0176,Falla en circuito o solenoide de inyector individual (DTC P0201 - P0208),MOTOR,L2,P0201,SI,Código OBD-II estándar de subsistema vehicular,SI
F10-L05-0177,Falla en circuito o solenoide de inyector individual (DTC P0201 - P0208),MOTOR,L2,P0202,SI,Código OBD-II estándar de subsistema vehicular,SI
F10-L05-0178,Falla en circuito o solenoide de inyector individual (DTC P0201 - P0208),MOTOR,L2,P0203,SI,Código OBD-II estándar de subsistema vehicular,SI
F10-L05-0179,Falla en circuito o solenoide de inyector individual (DTC P0201 - P0208),MOTOR,L2,P0204,SI,Código OBD-II estándar de subsistema vehicular,SI
F10-L05-0180,Falla en circuito o solenoide de inyector individual (DTC P0201 - P0208),MOTOR,L2,P0203,SI,Código OBD-II estándar de subsistema vehicular,SI
F10-L05-0181,Falla en circuito o solenoide de inyector individual (DTC P0201 - P0208),MOTOR,L2,P0202,SI,Código OBD-II estándar de subsistema vehicular,SI
F10-L05-0182,Falla en circuito o solenoide de inyector individual (DTC P0201 - P0208),MOTOR,L2,P0201,SI,Código OBD-II estándar de subsistema vehicular,SI
F10-L05-0183,Falla en circuito o solenoide de inyector individual (DTC P0201 - P0208),MOTOR,L2,P0204,SI,Código OBD-II estándar de subsistema vehicular,SI
F10-L05-0184,Falla en circuito o solenoide de inyector individual (DTC P0201 - P0208),MOTOR,L2,P0201,SI,Código OBD-II estándar de subsistema vehicular,SI
F10-L05-0185,Falla en circuito o solenoide de inyector individual (DTC P0201 - P0208),MOTOR,L2,P0203,SI,Código OBD-II estándar de subsistema vehicular,SI
F10-L05-0186,Falla en circuito o solenoide de inyector individual (DTC P0201 - P0208),MOTOR,L3,P0201,SI,Código OBD-II estándar de subsistema vehicular,SI
F10-L05-0187,Falla en circuito o solenoide de inyector individual (DTC P0201 - P0208),MOTOR,L3,P0203,SI,Código OBD-II estándar de subsistema vehicular,SI
F10-L05-0188,Falla en circuito o solenoide de inyector individual (DTC P0201 - P0208),MOTOR,L3,P0204,SI,Código OBD-II estándar de subsistema vehicular,SI
F10-L05-0189,Falla en circuito o solenoide de inyector individual (DTC P0201 - P0208),MOTOR,L3,P0202,SI,Código OBD-II estándar de subsistema vehicular,SI
F10-L05-0191,Falla en circuito o solenoide de inyector individual (DTC P0201 - P0208),MOTOR,L3,P0202,SI,Código OBD-II estándar de subsistema vehicular,SI
F10-L05-0192,Falla en circuito o solenoide de inyector individual (DTC P0201 - P0208),MOTOR,L3,P0203,SI,Código OBD-II estándar de subsistema vehicular,SI
F10-L05-0193,Falla en circuito o solenoide de inyector individual (DTC P0201 - P0208),MOTOR,L3,P0201,SI,Código OBD-II estándar de subsistema vehicular,SI
F10-L05-0194,Falla en circuito o solenoide de inyector individual (DTC P0201 - P0208),MOTOR,L3,P0204,SI,Código OBD-II estándar de subsistema vehicular,SI
F10-L05-0195,Falla en circuito o solenoide de inyector individual (DTC P0201 - P0208),MOTOR,L3,P0202,SI,Código OBD-II estándar de subsistema vehicular,SI
F10-L05-0196,Falla en circuito o solenoide de inyector individual (DTC P0201 - P0208),MOTOR,L3,P0203,SI,Código OBD-II estándar de subsistema vehicular,SI
F10-L05-0197,Falla en circuito o solenoide de inyector individual (DTC P0201 - P0208),MOTOR,L3,P0201,SI,Código OBD-II estándar de subsistema vehicular,SI
F10-L05-0198,Falla en circuito o solenoide de inyector individual (DTC P0201 - P0208),MOTOR,L3,P0204,SI,Código OBD-II estándar de subsistema vehicular,SI
F10-L05-0199,Falla en circuito o solenoide de inyector individual (DTC P0201 - P0208),MOTOR,L3,P0201,SI,Código OBD-II estándar de subsistema vehicular,SI
F10-L05-0200,Falla en circuito o solenoide de inyector individual (DTC P0201 - P0208),MOTOR,L3,P0202,SI,Código OBD-II estándar de subsistema vehicular,SI
F10-L05-0213,Perdida de compresion en cilindro por valvulas pisadas o anillos desgastados,MOTOR,L2,P0304,SI,Fallo de encendido detectado en cilindro 4,SI
F10-L05-0218,Perdida de compresion en cilindro por valvulas pisadas o anillos desgastados,MOTOR,L2,P0304,SI,Fallo de encendido detectado en cilindro 4,SI
F10-L05-0220,Perdida de compresion en cilindro por valvulas pisadas o anillos desgastados,MOTOR,L2,P0301,SI,Fallo de encendido detectado en cilindro 1,SI
F10-L05-0225,Perdida de compresion en cilindro por valvulas pisadas o anillos desgastados,MOTOR,L2,P0303,SI,Fallo de encendido detectado en cilindro 3,SI
F10-L05-0226,Perdida de compresion en cilindro por valvulas pisadas o anillos desgastados,MOTOR,L3,P0303,SI,Fallo de encendido detectado en cilindro 3,SI
F10-L05-0227,Perdida de compresion en cilindro por valvulas pisadas o anillos desgastados,MOTOR,L3,P0301,SI,Fallo de encendido detectado en cilindro 1,SI
F10-L05-0229,Perdida de compresion en cilindro por valvulas pisadas o anillos desgastados,MOTOR,L3,P0302,SI,Fallo de encendido detectado en cilindro 2,SI
F10-L05-0231,Perdida de compresion en cilindro por valvulas pisadas o anillos desgastados,MOTOR,L3,P0301,SI,Fallo de encendido detectado en cilindro 1,SI
F10-L05-0232,Perdida de compresion en cilindro por valvulas pisadas o anillos desgastados,MOTOR,L3,P0304,SI,Fallo de encendido detectado en cilindro 4,SI
F10-L05-0233,Perdida de compresion en cilindro por valvulas pisadas o anillos desgastados,MOTOR,L3,P0302,SI,Fallo de encendido detectado en cilindro 2,SI
F10-L05-0234,Perdida de compresion en cilindro por valvulas pisadas o anillos desgastados,MOTOR,L3,P0303,SI,Fallo de encendido detectado en cilindro 3,SI
F10-L05-0238,Perdida de compresion en cilindro por valvulas pisadas o anillos desgastados,MOTOR,L3,P0301,SI,Fallo de encendido detectado en cilindro 1,SI
F10-L06-0092,Falla en servofreno (booster) o linea de vacio,FRENOS,L2,P0171,SI,Sistema demasiado pobre (Banco 1),SI
F10-L06-0101,Falla en servofreno (booster) o linea de vacio,FRENOS,L2,C1246,SI,Código OBD-II estándar de subsistema vehicular,SI
F10-L06-0106,Falla en servofreno (booster) o linea de vacio,FRENOS,L3,P0171,SI,Sistema demasiado pobre (Banco 1),SI
F10-L06-0109,Falla en servofreno (booster) o linea de vacio,FRENOS,L3,P0556,SI,Código OBD-II estándar de subsistema vehicular,SI
F10-L06-0112,Falla en servofreno (booster) o linea de vacio,FRENOS,L3,C1246,SI,Código OBD-II estándar de subsistema vehicular,SI
F10-L06-0117,Falla en servofreno (booster) o linea de vacio,FRENOS,L3,P0555,SI,Código OBD-II estándar de subsistema vehicular,SI
F10-L06-0171,Falla en sensor de velocidad de rueda ABS,FRENOS,L2,C0035,SI,Circuito sensor velocidad rueda delantera izquierda,SI
F10-L06-0173,Falla en sensor de velocidad de rueda ABS,FRENOS,L2,C0040,SI,Circuito del interruptor del pedal de freno,SI
F10-L06-0175,Falla en sensor de velocidad de rueda ABS,FRENOS,L2,C0045,SI,Circuito sensor velocidad rueda trasera izquierda,SI
F10-L06-0178,Falla en sensor de velocidad de rueda ABS,FRENOS,L2,C0050,SI,Circuito sensor velocidad rueda trasera derecha,SI
F10-L06-0186,Falla en sensor de velocidad de rueda ABS,FRENOS,L3,C0035,SI,Circuito sensor velocidad rueda delantera izquierda,SI
F10-L06-0188,Falla en sensor de velocidad de rueda ABS,FRENOS,L3,C0040,SI,Circuito del interruptor del pedal de freno,SI
F10-L06-0190,Falla en sensor de velocidad de rueda ABS,FRENOS,L3,C0045,SI,Circuito sensor velocidad rueda trasera izquierda,SI
F10-L06-0192,Falla en sensor de velocidad de rueda ABS,FRENOS,L3,C0050,SI,Circuito sensor velocidad rueda trasera derecha,SI
F10-L06-0193,Falla en sensor de velocidad de rueda ABS,FRENOS,L3,C0035,SI,Circuito sensor velocidad rueda delantera izquierda,SI
F10-L06-0195,Falla en sensor de velocidad de rueda ABS,FRENOS,L3,C0040,SI,Circuito del interruptor del pedal de freno,SI
F10-L06-0197,Falla en sensor de velocidad de rueda ABS,FRENOS,L3,C0045,SI,Circuito sensor velocidad rueda trasera izquierda,SI
F10-L06-0212,Falla en sistema de frenado regenerativo (EV / Hibridos),FRENOS,L2,C1391,SI,Código OBD-II estándar de subsistema vehicular,SI
F10-L06-0215,Falla en sistema de frenado regenerativo (EV / Hibridos),FRENOS,L2,C1203,SI,Código OBD-II estándar de subsistema vehicular,SI
F10-L06-0218,Falla en sistema de frenado regenerativo (EV / Hibridos),FRENOS,L2,C1256,SI,Código OBD-II estándar de subsistema vehicular,SI
F10-L06-0222,Falla en sistema de frenado regenerativo (EV / Hibridos),FRENOS,L2,C1345,SI,Código OBD-II estándar de subsistema vehicular,SI
F10-L06-0225,Falla en sistema de frenado regenerativo (EV / Hibridos),FRENOS,L2,C1241,SI,Código OBD-II estándar de subsistema vehicular,SI
F10-L06-0226,Falla en sistema de frenado regenerativo (EV / Hibridos),FRENOS,L3,C1391,SI,Código OBD-II estándar de subsistema vehicular,SI
F10-L06-0227,Falla en sistema de frenado regenerativo (EV / Hibridos),FRENOS,L3,C1203,SI,Código OBD-II estándar de subsistema vehicular,SI
F10-L06-0229,Falla en sistema de frenado regenerativo (EV / Hibridos),FRENOS,L3,C1345,SI,Código OBD-II estándar de subsistema vehicular,SI
F10-L06-0230,Falla en sistema de frenado regenerativo (EV / Hibridos),FRENOS,L3,C1391,SI,Código OBD-II estándar de subsistema vehicular,SI
F10-L06-0233,Falla en sistema de frenado regenerativo (EV / Hibridos),FRENOS,L3,C1256,SI,Código OBD-II estándar de subsistema vehicular,SI
F10-L06-0234,Falla en sistema de frenado regenerativo (EV / Hibridos),FRENOS,L3,C1203,SI,Código OBD-II estándar de subsistema vehicular,SI
F10-L06-0235,Falla en sistema de frenado regenerativo (EV / Hibridos),FRENOS,L3,C1241,SI,Código OBD-II estándar de subsistema vehicular,SI
F10-L06-0237,Falla en sistema de frenado regenerativo (EV / Hibridos),FRENOS,L3,C1259,SI,Código OBD-II estándar de subsistema vehicular,SI
F10-L06-0240,Falla en sistema de frenado regenerativo (EV / Hibridos),FRENOS,L3,C1391,SI,Código OBD-II estándar de subsistema vehicular,SI
F10-L06-0269,Caliper de freno trabado o mordaza pegada (piston agarrotado),FRENOS,L3,C100D,SI,Código OBD-II estándar de subsistema vehicular,SI
F10-L07-0034,Disco de embrague desgastado o patinando,TRANSMISION,L3,P0741,SI,Rendimiento del embrague convertidor de par (TCC atascado en OFF),SI
F10-L07-0172,Sobrecalentamiento o solenoides en caja automatica CVT / DSG,TRANSMISION,L2,P17BF,SI,Código OBD-II estándar de subsistema vehicular,SI
F10-L07-0173,Sobrecalentamiento o solenoides en caja automatica CVT / DSG,TRANSMISION,L2,P0746,SI,Código OBD-II estándar de subsistema vehicular,SI
F10-L07-0176,Sobrecalentamiento o solenoides en caja automatica CVT / DSG,TRANSMISION,L2,P0841,SI,Rango/rendimiento sensor de presión de fluido transmisión,SI
F10-L07-0178,Sobrecalentamiento o solenoides en caja automatica CVT / DSG,TRANSMISION,L2,P0746,SI,Código OBD-II estándar de subsistema vehicular,SI
F10-L07-0181,Sobrecalentamiento o solenoides en caja automatica CVT / DSG,TRANSMISION,L2,P189C,SI,Código OBD-II estándar de subsistema vehicular,SI
F10-L07-0183,Sobrecalentamiento o solenoides en caja automatica CVT / DSG,TRANSMISION,L2,P0962,SI,Código OBD-II estándar de subsistema vehicular,SI
F10-L07-0186,Sobrecalentamiento o solenoides en caja automatica CVT / DSG,TRANSMISION,L3,P17BF,SI,Código OBD-II estándar de subsistema vehicular,SI
F10-L07-0187,Sobrecalentamiento o solenoides en caja automatica CVT / DSG,TRANSMISION,L3,P0746,SI,Código OBD-II estándar de subsistema vehicular,SI
F10-L07-0188,Sobrecalentamiento o solenoides en caja automatica CVT / DSG,TRANSMISION,L3,P0730,SI,Relación de transmisión incorrecta detectada,SI
F10-L07-0189,Sobrecalentamiento o solenoides en caja automatica CVT / DSG,TRANSMISION,L3,P0846,SI,Código OBD-II estándar de subsistema vehicular,SI
F10-L07-0191,Sobrecalentamiento o solenoides en caja automatica CVT / DSG,TRANSMISION,L3,P0962,SI,Código OBD-II estándar de subsistema vehicular,SI
F10-L07-0192,Sobrecalentamiento o solenoides en caja automatica CVT / DSG,TRANSMISION,L3,P176F,SI,Código OBD-II estándar de subsistema vehicular,SI
F10-L07-0193,Sobrecalentamiento o solenoides en caja automatica CVT / DSG,TRANSMISION,L3,P0746,SI,Código OBD-II estándar de subsistema vehicular,SI
F10-L07-0198,Sobrecalentamiento o solenoides en caja automatica CVT / DSG,TRANSMISION,L3,P0776,SI,Código OBD-II estándar de subsistema vehicular,SI
F10-L07-0212,Falla en caja robotizada Dualogic / I-Motion / Easytronic (Fiat / VW),TRANSMISION,L2,P0840,SI,Código OBD-II estándar de subsistema vehicular,SI
F10-L07-0217,Falla en caja robotizada Dualogic / I-Motion / Easytronic (Fiat / VW),TRANSMISION,L2,P0914,SI,Código OBD-II estándar de subsistema vehicular,SI
F10-L07-0221,Falla en caja robotizada Dualogic / I-Motion / Easytronic (Fiat / VW),TRANSMISION,L2,P1818,SI,Código OBD-II estándar de subsistema vehicular,SI
F10-L07-0226,Falla en caja robotizada Dualogic / I-Motion / Easytronic (Fiat / VW),TRANSMISION,L3,P0845,SI,Código OBD-II estándar de subsistema vehicular,SI
F10-L07-0228,Falla en caja robotizada Dualogic / I-Motion / Easytronic (Fiat / VW),TRANSMISION,L3,P1607,SI,Código OBD-II estándar de subsistema vehicular,SI
F10-L07-0229,Falla en caja robotizada Dualogic / I-Motion / Easytronic (Fiat / VW),TRANSMISION,L3,P0914,SI,Código OBD-II estándar de subsistema vehicular,SI
F10-L07-0231,Falla en caja robotizada Dualogic / I-Motion / Easytronic (Fiat / VW),TRANSMISION,L3,P0942,SI,Código OBD-II estándar de subsistema vehicular,SI
F10-L07-0232,Falla en caja robotizada Dualogic / I-Motion / Easytronic (Fiat / VW),TRANSMISION,L3,P1773,SI,Código OBD-II estándar de subsistema vehicular,SI
F10-L07-0233,Falla en caja robotizada Dualogic / I-Motion / Easytronic (Fiat / VW),TRANSMISION,L3,P0845,SI,Código OBD-II estándar de subsistema vehicular,SI
F10-L07-0235,Falla en caja robotizada Dualogic / I-Motion / Easytronic (Fiat / VW),TRANSMISION,L3,P0840,SI,Código OBD-II estándar de subsistema vehicular,SI
F10-L08-0132,Cremallera de direccion asistida con holgura o fuga,SUSPENSION_CHASIS,L2,C1511,SI,Código OBD-II estándar de subsistema vehicular,SI
F10-L08-0137,Cremallera de direccion asistida con holgura o fuga,SUSPENSION_CHASIS,L2,C1532,SI,Código OBD-II estándar de subsistema vehicular,SI
F10-L08-0147,Cremallera de direccion asistida con holgura o fuga,SUSPENSION_CHASIS,L3,C1511,SI,Código OBD-II estándar de subsistema vehicular,SI
F10-L08-0150,Cremallera de direccion asistida con holgura o fuga,SUSPENSION_CHASIS,L3,C1521,SI,Código OBD-II estándar de subsistema vehicular,SI
F10-L08-0158,Cremallera de direccion asistida con holgura o fuga,SUSPENSION_CHASIS,L3,C1512,SI,Código OBD-II estándar de subsistema vehicular,SI
F10-L08-0184,Rodamiento de maza o rodaje de rueda picado (zumbido de rodadura),SUSPENSION_CHASIS,L2,C0035,SI,Circuito sensor velocidad rueda delantera izquierda,SI
F10-L08-0195,Rodamiento de maza o rodaje de rueda picado (zumbido de rodadura),SUSPENSION_CHASIS,L3,C0040,SI,Circuito del interruptor del pedal de freno,SI
F10-L09-0017,Alternador defectuoso o placa de diodos quemada,ELECTRICO,L2,P0620,SI,Código OBD-II estándar de subsistema vehicular,SI
F10-L09-0022,Alternador defectuoso o placa de diodos quemada,ELECTRICO,L2,P0562,SI,Tensión baja del sistema eléctrico / batería,SI
F10-L09-0027,Alternador defectuoso o placa de diodos quemada,ELECTRICO,L3,P065B,SI,Código OBD-II estándar de subsistema vehicular,SI
F10-L09-0031,Alternador defectuoso o placa de diodos quemada,ELECTRICO,L3,P0563,SI,Código OBD-II estándar de subsistema vehicular,SI
F10-L09-0076,Bateria descargada o bornes sulfatados,ELECTRICO,L3,C1551,SI,Código OBD-II estándar de subsistema vehicular,SI
F10-L09-0091,Degradacion o falla en paquete de bateria de alto voltaje (EV / Hibridos),ELECTRICO,L2,P0A80,SI,Código OBD-II estándar de subsistema vehicular,SI
F10-L09-0094,Degradacion o falla en paquete de bateria de alto voltaje (EV / Hibridos),ELECTRICO,L2,P0A7F,SI,Código OBD-II estándar de subsistema vehicular,SI
F10-L09-0100,Degradacion o falla en paquete de bateria de alto voltaje (EV / Hibridos),ELECTRICO,L2,P0A7E,SI,Código OBD-II estándar de subsistema vehicular,SI
F10-L09-0106,Degradacion o falla en paquete de bateria de alto voltaje (EV / Hibridos),ELECTRICO,L3,P0A80,SI,Código OBD-II estándar de subsistema vehicular,SI
F10-L09-0108,Degradacion o falla en paquete de bateria de alto voltaje (EV / Hibridos),ELECTRICO,L3,P0A7F,SI,Código OBD-II estándar de subsistema vehicular,SI
F10-L09-0111,Degradacion o falla en paquete de bateria de alto voltaje (EV / Hibridos),ELECTRICO,L3,P0B3C,SI,Código OBD-II estándar de subsistema vehicular,SI
F10-L09-0112,Degradacion o falla en paquete de bateria de alto voltaje (EV / Hibridos),ELECTRICO,L3,P0A80,SI,Código OBD-II estándar de subsistema vehicular,SI
F10-L09-0114,Degradacion o falla en paquete de bateria de alto voltaje (EV / Hibridos),ELECTRICO,L3,P0A6B,SI,Código OBD-II estándar de subsistema vehicular,SI
F10-L09-0116,Degradacion o falla en paquete de bateria de alto voltaje (EV / Hibridos),ELECTRICO,L3,P0AA6,SI,Código OBD-II estándar de subsistema vehicular,SI
F10-L09-0118,Degradacion o falla en paquete de bateria de alto voltaje (EV / Hibridos),ELECTRICO,L3,P0B24,SI,Código OBD-II estándar de subsistema vehicular,SI
F10-L09-0136,Fallo en inversor de corriente IGBT o motor electrico (EV),ELECTRICO,L2,P0A78,SI,Código OBD-II estándar de subsistema vehicular,SI
F10-L09-0137,Fallo en inversor de corriente IGBT o motor electrico (EV),ELECTRICO,L2,P0A94,SI,Código OBD-II estándar de subsistema vehicular,SI
