id,id_grupo,clase_objetivo,nivel_informacion,source_dataset,texto_usuario,tipo_lenguaje_anterior,tipo_lenguaje_nuevo
F10-L10-0181,G-10-58-21,Limpiaparabrisas o motor pluma quemado,L2,dataset_fase10_lote_10.csv,El motor del limpiaparabrisas emite un chillido aspero como de engranaje seco; tras lubricar las articulaciones externas el ruido persiste en el interior del cuerpo reductor.,COLOQUIAL,COTIDIANO
F10-L10-0183,G-10-58-23,Limpiaparabrisas o motor pluma quemado,L2,dataset_fase10_lote_10.csv,Ambas plumas quedan trabadas en el centro del parabrisas unicamente cuando el cristal esta seco; con lluvia barren forzadas calentando la carcasa metalica del motor.,COLOQUIAL,COTIDIANO
F10-L11-0001,G-11-59-01,Fugas de aire o fallos en el sistema de frenos neumático (Camiones),L1,dataset_fase10_lote_11.csv,El camion pierde aire de los tanques muy rapido al frenar.,COLOQUIAL,COTIDIANO
F10-L11-0002,G-11-59-02,Fugas de aire o fallos en el sistema de frenos neumático (Camiones),L1,dataset_fase10_lote_11.csv,Se escucha un siseo fuerte de aire por debajo del chasis del tracto.,COLOQUIAL,COTIDIANO
F10-L11-0003,G-11-59-03,Fugas de aire o fallos en el sistema de frenos neumático (Camiones),L1,dataset_fase10_lote_11.csv,La aguja de presion del freno de aire se va a cero cuando se apaga el motor.,COLOQUIAL,COTIDIANO
F10-L11-0004,G-11-59-04,Fugas de aire o fallos en el sistema de frenos neumático (Camiones),L1,dataset_fase10_lote_11.csv,Suena una chicharra de advertencia de aire bajo en el tablero de mi camion.,COLOQUIAL,COTIDIANO
F10-L11-0005,G-11-59-05,Fugas de aire o fallos en el sistema de frenos neumático (Camiones),L1,dataset_fase10_lote_11.csv,El camion tarda como media hora en cargar las botellas de aire para poder rodar.,COLOQUIAL,COTIDIANO
F10-L11-0006,G-11-59-06,Fugas de aire o fallos en el sistema de frenos neumático (Camiones),L1,dataset_fase10_lote_11.csv,Se escapa aire por las conexiones que van al semirremolque.,COLOQUIAL,COTIDIANO
F10-L11-0007,G-11-59-07,Fugas de aire o fallos en el sistema de frenos neumático (Camiones),L1,dataset_fase10_lote_11.csv,Piso el pedal de freno de aire y sopla continuo sin frenar parejo.,COLOQUIAL,COTIDIANO
F10-L11-0008,G-11-59-08,Fugas de aire o fallos en el sistema de frenos neumático (Camiones),L1,dataset_fase10_lote_11.csv,Una manguera flexible de aire de la rueda trasera se revento.,COLOQUIAL,COTIDIANO
F10-L11-0009,G-11-59-09,Fugas de aire o fallos en el sistema de frenos neumático (Camiones),L1,dataset_fase10_lote_11.csv,El manometro del circuito primario de frenos no levanta mas de 60 libras.,COLOQUIAL,COTIDIANO
F10-L11-0010,G-11-59-10,Fugas de aire o fallos en el sistema de frenos neumático (Camiones),L1,dataset_fase10_lote_11.csv,Siento que el camion se queda sin aire si freno dos o tres veces seguidas en bajada.,COLOQUIAL,COTIDIANO
F10-L11-0025,G-11-59-25,Fugas de aire o fallos en el sistema de frenos neumático (Camiones),L2,dataset_fase10_lote_11.csv,El camion amanece con los tanques en cero libras todas las mananas a pesar de apagarse la noche anterior con 125 psi completos; fuga nocturna en reten de sellado de valvula de estacionamiento.,COLOQUIAL,COTIDIANO
F10-L11-0041,G-11-60-01,Válvula de freno de aire o secador APS obstruido (Camiones),L1,dataset_fase10_lote_11.csv,El secador de aire de mi camion escupe agua con aceite cada rato.,COLOQUIAL,COTIDIANO
F10-L11-0042,G-11-60-02,Válvula de freno de aire o secador APS obstruido (Camiones),L1,dataset_fase10_lote_11.csv,La valvula del secador de aire no para de estornudar seguido.,COLOQUIAL,COTIDIANO
F10-L11-0043,G-11-60-03,Válvula de freno de aire o secador APS obstruido (Camiones),L1,dataset_fase10_lote_11.csv,El filtro secador de aire del camion esta tapado y no deja subir la presion.,COLOQUIAL,COTIDIANO
F10-L11-0044,G-11-60-04,Válvula de freno de aire o secador APS obstruido (Camiones),L1,dataset_fase10_lote_11.csv,En el tablero me sale una advertencia del modulo APS de frenos.,COLOQUIAL,COTIDIANO
F10-L11-0045,G-11-60-05,Válvula de freno de aire o secador APS obstruido (Camiones),L1,dataset_fase10_lote_11.csv,Purgo los tanques de aire y sale puro lodo negro con grasa.,COLOQUIAL,COTIDIANO
F10-L11-0046,G-11-60-06,Válvula de freno de aire o secador APS obstruido (Camiones),L1,dataset_fase10_lote_11.csv,El camion llega a 120 libras de aire y no hace la descarga de alivio.,COLOQUIAL,COTIDIANO
F10-L11-0047,G-11-60-07,Válvula de freno de aire o secador APS obstruido (Camiones),L1,dataset_fase10_lote_11.csv,Se congela la valvula de aire abajo en la madrugada de viaje.,COLOQUIAL,COTIDIANO
F10-L11-0048,G-11-60-08,Válvula de freno de aire o secador APS obstruido (Camiones),L1,dataset_fase10_lote_11.csv,La valvula de purga del secador bota aire continuo sin cerrar nunca.,COLOQUIAL,COTIDIANO
F10-L11-0049,G-11-60-09,Válvula de freno de aire o secador APS obstruido (Camiones),L1,dataset_fase10_lote_11.csv,El calentador electrico del secador de aire no funciona.,COLOQUIAL,COTIDIANO
F10-L11-0050,G-11-60-10,Válvula de freno de aire o secador APS obstruido (Camiones),L1,dataset_fase10_lote_11.csv,El compresor corta y arranca a cada segundo como loco.,COLOQUIAL,COTIDIANO
F10-L11-0064,G-11-60-24,Válvula de freno de aire o secador APS obstruido (Camiones),L2,dataset_fase10_lote_11.csv,El silenciador de plastico poroso de la valvula de descarga del secador se rompio por sobrepresion interna; al estornudar produce un estampido ensordecedor de 115 dBA.,COLOQUIAL,COTIDIANO
F10-L11-0081,G-11-61-01,Falla en actuador de resorte o camara Maxi-Brake trabada (frenos de aire),L1,dataset_fase10_lote_11.csv,Una rueda del camion se quedo totalmente amarrada y no avanza.,COLOQUIAL,COTIDIANO
F10-L11-0082,G-11-61-02,Falla en actuador de resorte o camara Maxi-Brake trabada (frenos de aire),L1,dataset_fase10_lote_11.csv,Empujo la perilla amarilla del freno de mano pero el camion no suelta las ruedas traseras.,COLOQUIAL,COTIDIANO
F10-L11-0083,G-11-61-03,Falla en actuador de resorte o camara Maxi-Brake trabada (frenos de aire),L1,dataset_fase10_lote_11.csv,Huele a balata quemada y bota humo blanco en el eje motriz del camion.,COLOQUIAL,COTIDIANO
F10-L11-0084,G-11-61-04,Falla en actuador de resorte o camara Maxi-Brake trabada (frenos de aire),L1,dataset_fase10_lote_11.csv,El camion avanza frenado y arrastra los neumaticos de un lado.,COLOQUIAL,COTIDIANO
F10-L11-0085,G-11-61-05,Falla en actuador de resorte o camara Maxi-Brake trabada (frenos de aire),L1,dataset_fase10_lote_11.csv,Se escucha un soplido continuo de aire por una camara redonda de la rueda trasera.,COLOQUIAL,COTIDIANO
F10-L11-0086,G-11-61-06,Falla en actuador de resorte o camara Maxi-Brake trabada (frenos de aire),L1,dataset_fase10_lote_11.csv,El pulmon de freno de estacionamiento se quedo trabado.,COLOQUIAL,COTIDIANO
F10-L11-0087,G-11-61-07,Falla en actuador de resorte o camara Maxi-Brake trabada (frenos de aire),L1,dataset_fase10_lote_11.csv,Tuvieron que destrabar el freno con un perno largo atras para poder remolcar el camion.,COLOQUIAL,COTIDIANO
F10-L11-0088,G-11-61-08,Falla en actuador de resorte o camara Maxi-Brake trabada (frenos de aire),L1,dataset_fase10_lote_11.csv,El tanque tiene 120 libras de aire pero los frenos de atras siguen bloqueados.,COLOQUIAL,COTIDIANO
F10-L11-0089,G-11-61-09,Falla en actuador de resorte o camara Maxi-Brake trabada (frenos de aire),L1,dataset_fase10_lote_11.csv,Se rompio el resorte grandote que lleva la camara de freno de atras.,COLOQUIAL,COTIDIANO
F10-L11-0090,G-11-61-10,Falla en actuador de resorte o camara Maxi-Brake trabada (frenos de aire),L1,dataset_fase10_lote_11.csv,El camion frena bien con el pedal pero el freno de emergencia no desactiva.,COLOQUIAL,COTIDIANO
F10-L11-0094,G-11-61-14,Falla en actuador de resorte o camara Maxi-Brake trabada (frenos de aire),L2,dataset_fase10_lote_11.csv,Para mover el camion inmovilizado el chofer tuvo que colocar el perno de liberacion mecanica (release bolt) en la culata de la camara Maxi-Brake y apretarlo con llave para retraer manualmente el resorte.,COLOQUIAL,COTIDIANO
F10-L11-0099,G-11-61-19,Falla en actuador de resorte o camara Maxi-Brake trabada (frenos de aire),L2,dataset_fase10_lote_11.csv,En camion articulado el eje del semirremolque arrastra neumaticos dejando huella negra en el pavimento; la linea de emergencia tiene aire suficiente pero los actuadores de resorte traseros estan trabados.,COLOQUIAL,COTIDIANO
F10-L11-0102,G-11-61-22,Falla en actuador de resorte o camara Maxi-Brake trabada (frenos de aire),L2,dataset_fase10_lote_11.csv,El camion se detuvo en peaje y al intentar reiniciar marcha el motor se cala en primera velocidad; las zapatas traseras derechas estan soldadas termicamente al tambor por Maxi-Brake trabado en carrera parcial.,COLOQUIAL,COTIDIANO
