lote,id,tipo,texto,ground_truth,macro_esperado,top1_predicho,confianza_top1,top2_predicho,confianza_top2,top3_predicho,confianza_top3,macro_predicho,top1_correcto,top3_correcto,macro_correcto
FASE_11_6_2_BLIND_50,BLIND_14,COLOQUIAL,"Quiero adelantar en una subida empinada, piso a fondo el acelerador, el motor ruge a todo dar pero el auto parece carreta y no tiene pique ni avanza.",Disco de embrague desgastado o patinando,TRANSMISION,Disco de embrague desgastado o patinando,0.6592,Bomba de gasolina quemada o con baja presion,0.222,Inyectores sucios o filtro de combustible obstruido,0.119,TRANSMISION,1,1,1
FASE_11_6_2_BLIND_50,BLIND_15,COLOQUIAL,"Si estoy andando rápido en pista libre la temperatura está en la mitad bien bonita, pero apenas me meto al tráfico pesado se dispara la aguja al rojo y bota agua.",Falla en termostato o motoventilador de radiador,MOTOR,Falla en termostato o motoventilador de radiador,0.8467,Empaque de culata soplado o danado,0.1,Fuga en mangueras de refrigerante o radiador picado,0.054,MOTOR,1,1,1
FASE_11_6_2_BLIND_50,BLIND_16,COLOQUIAL,"De noche cuando prendo las luces y el aire el carro se siente pesado, la luz del tablero parpadea tenue y en la pantalla del estéreo sale aviso de batería.",Alternador defectuoso o placa de diodos quemada,ELECTRICO,Alternador defectuoso o placa de diodos quemada,0.7162,Bateria descargada o bornes sulfatados,0.184,Falla en compresor de aire acondicionado o fuga de gas R134a,0.099,ELECTRICO,1,1,1
FASE_11_6_2_BLIND_50,BLIND_17,COLOQUIAL,"El carro me deja botado cuando le queda un cuarto de tanque en subidas, empieza a toser como si se quedara sin combustible y en los asientos de atrás se siente un zumbido fuerte.",Bomba de gasolina quemada o con baja presion,MOTOR,Bomba de gasolina quemada o con baja presion,0.9177,Falla en bujias o bobinas de encendido (misfire),0.053,Consumo de aceite por desgaste de anillos o retenes,0.029,MOTOR,1,1,1
FASE_11_6_2_BLIND_50,BLIND_18,COLOQUIAL,"Después de manejar como media hora siento que la llanta delantera derecha echa un calor infernal y huele a balata quemada, como si se quedara frenada solita.",Caliper de freno trabado o mordaza pegada (piston agarrotado),FRENOS,Desgaste de pastillas y zapatas de freno,0.9152,Caliper de freno trabado o mordaza pegada (piston agarrotado),0.055,Discos de freno alabeados o desgastados,0.03,FRENOS,0,1,1
FASE_11_6_2_BLIND_50,BLIND_19,COLOQUIAL,"Paso por cualquier rompemuelle o bache y la cola del carro parece bote en el mar, se queda rebotando cuatro veces arriba y abajo.",Amortiguadores reventados o bujes de suspension gastados,SUSPENSION_CHASIS,Amortiguadores reventados o bujes de suspension gastados,0.9814,Limpiaparabrisas o motor pluma quemado,0.033,Llantas desbalanceadas o desalineadas,0.017,SUSPENSION_CHASIS,1,1,1
FASE_11_6_2_BLIND_50,BLIND_20,COLOQUIAL,Ayer lo dejé estacionado bien y hoy en la mañana al querer prender solo sonó un tac tac bien bajito y se apagaron hasta los números del reloj.,Bateria descargada o bornes sulfatados,ELECTRICO,Bateria descargada o bornes sulfatados,0.4143,Falla en motor de arranque o solenoide defectuoso (clac seco o carbones gastados),0.381,Alternador defectuoso o placa de diodos quemada,0.205,ELECTRICO,1,1,1
FASE_11_6_2_BLIND_50,BLIND_21,AMBIGUO,"Siento que el auto no tiene la misma fuerza de antes, le cuesta levantar velocidad en las avenidas.",Inyectores sucios o filtro de combustible obstruido,MOTOR,Inyectores sucios o filtro de combustible obstruido,0.6942,Bomba de gasolina quemada o con baja presion,0.199,Falla de descarbonizacion e inyeccion directa GDI (acumulacion de carbon en valvulas),0.107,MOTOR,1,1,1
FASE_11_6_2_BLIND_50,BLIND_22,AMBIGUO,"El carro no quiere encender hoy día en la cochera, le doy a la llave y no prende.",Bateria descargada o bornes sulfatados,ELECTRICO,Falla en motor de arranque o solenoide defectuoso (clac seco o carbones gastados),0.7845,Bateria descargada o bornes sulfatados,0.14,Fuga parasita de corriente en reposo (consumo nocturno de bateria),0.075,ELECTRICO,0,1,1
FASE_11_6_2_BLIND_50,BLIND_23,AMBIGUO,Se siente un golpe seco en la parte de abajo cuando paso por pistas en mal estado.,Amortiguadores reventados o bujes de suspension gastados,SUSPENSION_CHASIS,Amortiguadores reventados o bujes de suspension gastados,0.9963,Rodamiento de maza o rodaje de rueda picado (zumbido de rodadura),0.033,Falla en bujias o bobinas de encendido (misfire),0.017,SUSPENSION_CHASIS,1,1,1
FASE_11_6_2_BLIND_50,BLIND_24,AMBIGUO,A veces cuando voy despacio en segunda me da unos jalones suaves pero no pasa siempre.,Falla en bujias o bobinas de encendido (misfire),MOTOR,Consulta fuera del alcance automotriz,0.0,DESCONOCIDO,0.0,DESCONOCIDO,0.0,MOTOR,0,0,1
FASE_11_6_2_BLIND_50,BLIND_25,AMBIGUO,Hay un zumbido sordo en la parte delantera del vehículo que se nota cuando supero los 40 km/h.,Rodamiento de maza o rodaje de rueda picado (zumbido de rodadura),SUSPENSION_CHASIS,Amortiguadores reventados o bujes de suspension gastados,0.5478,Rodamiento de maza o rodaje de rueda picado (zumbido de rodadura),0.294,Bomba de gasolina quemada o con baja presion,0.158,SUSPENSION_CHASIS,0,1,1
FASE_11_6_2_BLIND_50,BLIND_26,AMBIGUO,"Cuando estoy parado en el semáforo siento que el motor no está serenito, vibra un poquito.",Cuerpo de aceleracion o valvula IAC sucia,MOTOR,Consulta Ambigua / Datos Faltantes,0.0,DESCONOCIDO,0.0,DESCONOCIDO,0.0,MOTOR,0,0,1
FASE_11_6_2_BLIND_50,BLIND_27,AMBIGUO,Noto una vibración molesta adelante pero no estoy seguro si viene de las ruedas o de los frenos.,Llantas desbalanceadas o desalineadas,SUSPENSION_CHASIS,Falla electrica del cierre centralizado o actuador de puerta,0.6489,Desgaste de pastillas y zapatas de freno,0.228,Falla en sistema de frenado regenerativo (EV / Hibridos),0.123,CARROCERIA_NEUMATICA,0,0,0
FASE_11_6_2_BLIND_50,BLIND_28,AMBIGUO,El carro me está rindiendo muy pocos kilómetros por galón últimamente y huele raro el humo.,Falla en sensor de oxigeno o mezcla rica,MOTOR,Falla en sensor de oxigeno o mezcla rica,0.7493,Consumo de aceite por desgaste de anillos o retenes,0.163,Empaque de culata soplado o danado,0.088,MOTOR,1,1,1
FASE_11_6_2_BLIND_50,BLIND_29,AMBIGUO,Tengo que rellenar el depósito de agua de vez en cuando porque se baja de nivel.,Fuga en mangueras de refrigerante o radiador picado,MOTOR,Consulta fuera del alcance automotriz,0.0,DESCONOCIDO,0.0,DESCONOCIDO,0.0,MOTOR,0,0,1
FASE_11_6_2_BLIND_50,BLIND_30,AMBIGUO,A veces al subirme al vehículo siento un olor como a combustible pero no veo manchas abajo.,Falla en sistema de control de emisiones evaporativas EVAP (canister o valvula de purga),MOTOR,Empaque de culata soplado o danado,0.5363,Falla en sistema Flex / Bi-combustible (Alcohol/Etanol),0.301,Falla en sensor de oxigeno o mezcla rica,0.162,MOTOR,0,0,1
FASE_11_6_2_BLIND_50,BLIND_31,DTC,Escáner OBD-II registra código de avería P0304 de forma permanente. Hay fallo de combustión confirmado en el cilindro 4 bajo aceleración sostenida.,Falla en bujias o bobinas de encendido (misfire),MOTOR,Perdida de compresion en cilindro por valvulas pisadas o anillos desgastados,0.9737,Cuerpo de aceleracion o valvula IAC sucia,0.033,Falla en circuito o solenoide de inyector individual (DTC P0201 - P0208),0.017,MOTOR,0,0,1
FASE_11_6_2_BLIND_50,BLIND_32,DTC,Luz de fallo motor encendida con código P0171 sistema demasiado pobre banco 1. El ajuste a largo plazo LTFT se sitúa en +22% en ralentí.,Falla en sensor de oxigeno o mezcla rica,MOTOR,Falla en sensor de oxigeno o mezcla rica,0.84,Falla en sistema Flex / Bi-combustible (Alcohol/Etanol),0.104,Falla en sistema de control de emisiones evaporativas EVAP (canister o valvula de purga),0.056,MOTOR,1,1,1
FASE_11_6_2_BLIND_50,BLIND_33,DTC,La memoria de la computadora reporta código DTC P0420 sobre baja eficiencia del convertidor catalítico en banco 1 tras prueba dinámica de gases.,Convertidor catalitico ineficiente u obstruido (DTC P0420 / P0430),MOTOR,Convertidor catalitico ineficiente u obstruido (DTC P0420 / P0430),0.9983,Falla en sistema Flex / Bi-combustible (Alcohol/Etanol),0.033,Falla en circuito o solenoide de inyector individual (DTC P0201 - P0208),0.017,MOTOR,1,1,1
FASE_11_6_2_BLIND_50,BLIND_34,DTC,Código DTC P0505 registrado en ECU con ralentí acelerado a 1400 RPM y fluctuaciones erráticas al conectar el aire acondicionado.,Cuerpo de aceleracion o valvula IAC sucia,MOTOR,Cuerpo de aceleracion o valvula IAC sucia,0.8304,Falla en compresor de aire acondicionado o fuga de gas R134a,0.11,Falla en sistema de control de emisiones evaporativas EVAP (canister o valvula de purga),0.059,MOTOR,1,1,1
FASE_11_6_2_BLIND_50,BLIND_35,DTC,Código DTC P0335 activo en el módulo de motor. Se pierde la señal del sensor de posición de cigüeñal CKP cuando el bloque toma temperatura.,Falla en sensor de posicion de cigueñal (CKP) o arbol de levas (CMP),MOTOR,Falla en sensor de posicion de cigueñal (CKP) o arbol de levas (CMP),0.9634,Falla en modulo de bomba de gasolina FSCM / PEM (Ford / Chevrolet),0.033,Falla en bujias o bobinas de encendido (misfire),0.017,MOTOR,1,1,1
FASE_11_6_2_BLIND_50,BLIND_36,DTC,Escaneo automotriz arroja código de falla P0128. La temperatura de trabajo del motor no alcanza el umbral de regulación por termostato trabado abierto.,Falla en termostato o motoventilador de radiador,MOTOR,Falla en termostato o motoventilador de radiador,0.9976,Inyectores sucios o filtro de combustible obstruido,0.033,Falla en sistema de control de emisiones evaporativas EVAP (canister o valvula de purga),0.017,MOTOR,1,1,1
FASE_11_6_2_BLIND_50,BLIND_37,DTC,Se detecta código de falla P0562 tensión de sistema baja. El regulador del alternador no suministra la tensión necesaria con cargas eléctricas activadas.,Alternador defectuoso o placa de diodos quemada,ELECTRICO,Alternador defectuoso o placa de diodos quemada,0.9614,Degradacion o falla en paquete de bateria de alto voltaje (EV / Hibridos),0.033,Bateria descargada o bornes sulfatados,0.017,ELECTRICO,1,1,1
FASE_11_6_2_BLIND_50,BLIND_38,DTC,Módulo electrónico de frenos ABS enciende testigo de avería con código de falla C0040 por circuito abierto en captador de velocidad de rueda.,Falla en sensor de velocidad de rueda ABS,FRENOS,Falla en sensor de velocidad de rueda ABS,0.9951,Fuga hidraulica o aire en el sistema de frenos,0.033,Válvula de freno de aire o secador APS obstruido (Camiones),0.017,FRENOS,1,1,1
FASE_11_6_2_BLIND_50,BLIND_39,DTC,ECU de transmisión automática almacena código DTC P0730 relación de engranaje incorrecta. La caja patina severamente entre marchas.,Sobrecalentamiento o solenoides en caja automatica CVT / DSG,TRANSMISION,Sobrecalentamiento o solenoides en caja automatica CVT / DSG,0.6302,Falta o degradacion de aceite de caja de cambios,0.24,Disco de embrague desgastado o patinando,0.129,TRANSMISION,1,1,1
FASE_11_6_2_BLIND_50,BLIND_40,DTC,DTC P0442 registrado por microfuga detectada en el circuito de control de emisiones evaporativas EVAP mediante prueba de vacío de cánister.,Falla en sistema de control de emisiones evaporativas EVAP (canister o valvula de purga),MOTOR,Falla en sistema de control de emisiones evaporativas EVAP (canister o valvula de purga),0.9928,Falla en modulo de bomba de gasolina FSCM / PEM (Ford / Chevrolet),0.033,Falla en servofreno (booster) o linea de vacio,0.017,MOTOR,1,1,1
FASE_11_6_2_BLIND_50,BLIND_41,DIFERENCIAL,"A 100 km/h en autopista el timón vibra fuertemente en mis manos, pero al aplicar el pedal de freno la desaceleración es completamente lisa y no vibra para nada.",Llantas desbalanceadas o desalineadas,SUSPENSION_CHASIS,Llantas desbalanceadas o desalineadas,0.7503,Discos de freno alabeados o desgastados,0.162,Caliper de freno trabado o mordaza pegada (piston agarrotado),0.087,SUSPENSION_CHASIS,1,1,1
FASE_11_6_2_BLIND_50,BLIND_42,DIFERENCIAL,"Se reemplazaron las bujías por unas nuevas de platino originales, pero el cilindro 2 sigue fallando sin chispa en la bobina individual.",Falla en bujias o bobinas de encendido (misfire),MOTOR,Falla en bujias o bobinas de encendido (misfire),0.6446,Falla en sensor de posicion de cigueñal (CKP) o arbol de levas (CMP),0.231,Perdida de compresion en cilindro por valvulas pisadas o anillos desgastados,0.124,MOTOR,1,1,1
FASE_11_6_2_BLIND_50,BLIND_43,DIFERENCIAL,Manejando en quinta a 90 km/h en carretera despejada el motor perdió toda la fuerza y se atrancó de golpe al pisar el acelerador.,Bomba de gasolina quemada o con baja presion,MOTOR,Falla en bujias o bobinas de encendido (misfire),0.3875,Rodajes de caja mecanica o diferencial gastados,0.398,Inyectores sucios o filtro de combustible obstruido,0.214,MOTOR,0,0,1
FASE_11_6_2_BLIND_50,BLIND_44,DIFERENCIAL,"El carro se me apagó rodando en un semáforo y ahora que está completamente detenido le doy arranque y el arrancador no gira absolutamente nada, se quedó mudo.",Falla en motor de arranque o solenoide defectuoso (clac seco o carbones gastados),ELECTRICO,Falla en motor de arranque o solenoide defectuoso (clac seco o carbones gastados),0.9924,Falla en sensor de posicion de cigueñal (CKP) o arbol de levas (CMP),0.033,Faja o cadena de distribucion destensada o con salto de punto,0.017,ELECTRICO,1,1,1
FASE_11_6_2_BLIND_50,BLIND_45,DIFERENCIAL,"El pedal de freno se va hasta el fondo con tacto esponjoso al frenar en las esquinas, pero el motor no presenta fugas de vacío y el booster mantiene su retención.",Fuga hidraulica o aire en el sistema de frenos,FRENOS,Discos de freno alabeados o desgastados,0.4969,Falla en servofreno (booster) o linea de vacio,0.327,Fuga hidraulica o aire en el sistema de frenos,0.176,FRENOS,0,1,1
FASE_11_6_2_BLIND_50,BLIND_46,DIFERENCIAL,"El manómetro acoplado a la línea de combustible marca apenas 22 psi bajo aceleración brusca, aunque la compresión de los cuatro cilindros está perfecta en 165 psi parejo.",Bomba de gasolina quemada o con baja presion,MOTOR,Perdida de compresion en cilindro por valvulas pisadas o anillos desgastados,0.8686,Empaque de culata soplado o danado,0.085,Falla en regulador de presion de combustible o diafragma roto,0.046,MOTOR,0,0,1
FASE_11_6_2_BLIND_50,BLIND_47,DIFERENCIAL,Subiendo una cuesta en cuarta marcha el velocímetro se queda en 50 km/h mientras el tacómetro se dispara de 2200 a 4500 RPM sin acelerar el coche.,Disco de embrague desgastado o patinando,TRANSMISION,Alternador defectuoso o placa de diodos quemada,0.4629,Fallo en inversor de corriente IGBT o motor electrico (EV),0.349,Falla en sensor de velocidad de rueda ABS,0.188,ELECTRICO,0,0,0
FASE_11_6_2_BLIND_50,BLIND_48,DIFERENCIAL,"Presenta ralentí inestable que sube y baja con código de falla P0171, y al rociar limpiador de carburador en la manguera de vacío del múltiple el motor empareja de inmediato.",Falla en servofreno (booster) o linea de vacio,FRENOS,Falla en sensor de oxigeno o mezcla rica,0.84,Falla en sistema de control de emisiones evaporativas EVAP (canister o valvula de purga),0.104,Falla en servofreno (booster) o linea de vacio,0.056,MOTOR,0,1,0
FASE_11_6_2_BLIND_50,BLIND_49,DIFERENCIAL,"El electroventilador enciende en alta velocidad continuamente y la manguera superior está caliente, pero el motor NO se calienta ni supera los 88 grados en el indicador.",Falla en termostato o motoventilador de radiador,MOTOR,Falla en termostato o motoventilador de radiador,0.9936,Empaque de culata soplado o danado,0.033,Fuga en mangueras de intercooler o turbocompresor danado,0.017,MOTOR,1,1,1
FASE_11_6_2_BLIND_50,BLIND_50,DIFERENCIAL,El motor recalienta al exigirle carga en subida pero NO pierde refrigerante por ninguna manguera ni baja el nivel del radiador.,Falla en termostato o motoventilador de radiador,MOTOR,Empaque de culata soplado o danado,0.6215,Falla en termostato o motoventilador de radiador,0.246,Fuga en mangueras de refrigerante o radiador picado,0.132,MOTOR,0,1,1
FASE_11_6_1_HOLDOUT_20,HOLDOUT_01,TECNICO,Presión en riel Common Rail cae a 180 bar bajo demanda plena en dinamómetro. Tensión de alimentación a la bomba de alta presión es 13.8V y no hay fugas externas.,Bomba de gasolina quemada o con baja presion,MOTOR,Fuga o baja presion en sistema Common Rail Diesel (Camiones/Pickups),0.9494,Bomba de gasolina quemada o con baja presion,0.033,Inyectores sucios o filtro de combustible obstruido,0.018,MOTOR,0,1,1
FASE_11_6_1_HOLDOUT_20,HOLDOUT_02,TECNICO,"Tras prueba en ruta sin aplicar el pedal, la temperatura del disco delantero derecho alcanza 190°C con pirómetro óptico. El émbolo de la mordaza no retrocede al liberar el purgador.",Caliper de freno trabado o mordaza pegada (piston agarrotado),FRENOS,Caliper de freno trabado o mordaza pegada (piston agarrotado),0.9984,Falla en servofreno (booster) o linea de vacio,0.033,Falla en bombin o bomba hidraulica de embrague,0.017,FRENOS,1,1,1
FASE_11_6_1_HOLDOUT_20,HOLDOUT_03,TECNICO,Se evidencia fuga profusa de aceite hidráulico en el cartucho del amortiguador posterior izquierdo con pérdida total de amortiguación en compresión y rebote continuo.,Amortiguadores reventados o bujes de suspension gastados,SUSPENSION_CHASIS,Amortiguadores reventados o bujes de suspension gastados,0.8188,Consumo de aceite por desgaste de anillos o retenes,0.118,Perdida de compresion en cilindro por valvulas pisadas o anillos desgastados,0.063,SUSPENSION_CHASIS,1,1,1
FASE_11_6_1_HOLDOUT_20,HOLDOUT_04,TECNICO,Tensión en bornes de batería cae a 11.8V al encender luces altas y aire acondicionado con motor a 2500 RPM. Osciloscopio registra ondulación de 2.4V pico a pico por diodo abierto.,Alternador defectuoso o placa de diodos quemada,ELECTRICO,Alternador defectuoso o placa de diodos quemada,0.7991,Bateria descargada o bornes sulfatados,0.131,Falla en compresor de aire acondicionado o fuga de gas R134a,0.07,ELECTRICO,1,1,1
FASE_11_6_1_HOLDOUT_20,HOLDOUT_05,COLOQUIAL,"Cuando meto quinta en la autopista y piso a fondo para pasar a otro carro, el motor ruge fuertísimo y la aguja de las revoluciones vuela pero el carro se queda sonso y no aumenta de velocidad.",Disco de embrague desgastado o patinando,TRANSMISION,Disco de embrague desgastado o patinando,0.9852,Falla en sensor de posicion de cigueñal (CKP) o arbol de levas (CMP),0.033,Sobrecalentamiento o solenoides en caja automatica CVT / DSG,0.017,TRANSMISION,1,1,1
FASE_11_6_1_HOLDOUT_20,HOLDOUT_06,COLOQUIAL,"En plena cola del peaje el agua del tachito empieza a hervir y botar vapor, pero apenas agarro pista despejada la temperatura baja a la mitad.",Falla en termostato o motoventilador de radiador,MOTOR,Falla en termostato o motoventilador de radiador,0.8789,Empaque de culata soplado o danado,0.079,Fuga en mangueras de refrigerante o radiador picado,0.042,MOTOR,1,1,1
FASE_11_6_1_HOLDOUT_20,HOLDOUT_07,COLOQUIAL,"Siento que el timón me zangolotea en las manos únicamente cuando paso de 85 km por hora en pista lisa, pero si voy despacio en la ciudad va derechito y no tiembla.",Llantas desbalanceadas o desalineadas,SUSPENSION_CHASIS,Llantas desbalanceadas o desalineadas,0.9788,Rodamiento de maza o rodaje de rueda picado (zumbido de rodadura),0.033,Amortiguadores reventados o bujes de suspension gastados,0.017,SUSPENSION_CHASIS,1,1,1
FASE_11_6_1_HOLDOUT_20,HOLDOUT_08,COLOQUIAL,"Cada vez que freno suavemente en las esquinas se escucha un chillido metálico agudo insoportable adelante, como si raspara fierro con fierro.",Desgaste de pastillas y zapatas de freno,FRENOS,Desgaste de pastillas y zapatas de freno,0.9979,Desgaste en collarin de empuje o crapodina de embrague,0.033,Falla en sensor de velocidad de rueda ABS,0.017,FRENOS,1,1,1
FASE_11_6_1_HOLDOUT_20,HOLDOUT_09,AMBIGUO,"El motor tose y tironea de vez en cuando al acelerar suave en frío, pero no se prende ningún testigo en el tablero.",Falla en bujias o bobinas de encendido (misfire),MOTOR,Falla en sistema Flex / Bi-combustible (Alcohol/Etanol),0.4468,Falla de descarbonizacion e inyeccion directa GDI (acumulacion de carbon en valvulas),0.36,Inyectores sucios o filtro de combustible obstruido,0.194,MOTOR,0,0,1
FASE_11_6_1_HOLDOUT_20,HOLDOUT_10,AMBIGUO,Hoy en la mañana quise prender y solo sonó un chasquido tenue y se apagaron las luces del tablero por completo.,Bateria descargada o bornes sulfatados,ELECTRICO,Alternador defectuoso o placa de diodos quemada,0.5755,Bateria descargada o bornes sulfatados,0.276,Falla en motor de arranque o solenoide defectuoso (clac seco o carbones gastados),0.149,ELECTRICO,0,1,1
FASE_11_6_1_HOLDOUT_20,HOLDOUT_11,AMBIGUO,Noto que el nivel del refrigerante en el depósito baja cada semana un dedo pero no veo charco en el piso ni humo blanco evidente.,Fuga en mangueras de refrigerante o radiador picado,MOTOR,Empaque de culata soplado o danado,0.4882,Fuga en mangueras de refrigerante o radiador picado,0.333,Consumo de aceite por desgaste de anillos o retenes,0.179,MOTOR,0,1,1
FASE_11_6_1_HOLDOUT_20,HOLDOUT_12,AMBIGUO,Se escucha un zumbido sordo adelante que cambia de tono con la velocidad del carro y se atenúa un poco al pisar el pedal de embrague.,Falta o degradacion de aceite de caja de cambios,TRANSMISION,Rodajes de caja mecanica o diferencial gastados,0.6989,Falla en bombin o bomba hidraulica de embrague,0.196,Desgaste en collarin de empuje o crapodina de embrague,0.105,TRANSMISION,0,0,1
FASE_11_6_1_HOLDOUT_20,HOLDOUT_13,DTC,Escáner automotriz reporta código de falla P0302 con tironeo persistente bajo carga. Se detectó falla de combustión en el cilindro 2.,Falla en bujias o bobinas de encendido (misfire),MOTOR,Falla en bujias o bobinas de encendido (misfire),0.84,Perdida de compresion en cilindro por valvulas pisadas o anillos desgastados,0.104,Fuga o baja presion en sistema Common Rail Diesel (Camiones/Pickups),0.056,MOTOR,1,1,1
FASE_11_6_1_HOLDOUT_20,HOLDOUT_14,DTC,Luz Check Engine encendida con código P0171. El ajuste de combustible a corto plazo STFT marca +24% en ralentí pero el motor empareja al acelerar.,Falla en sensor de oxigeno o mezcla rica,MOTOR,Falla en sensor de oxigeno o mezcla rica,0.84,Falla en sistema de control de emisiones evaporativas EVAP (canister o valvula de purga),0.104,Falla en bujias o bobinas de encendido (misfire),0.056,MOTOR,1,1,1
FASE_11_6_1_HOLDOUT_20,HOLDOUT_15,DTC,Código DTC P0420 almacenado en memoria de la ECU. El sensor de oxígeno posterior copia exactamente la oscilación del sensor delantero.,Convertidor catalitico ineficiente u obstruido (DTC P0420 / P0430),MOTOR,Convertidor catalitico ineficiente u obstruido (DTC P0420 / P0430),0.9516,Falla en sensor de oxigeno o mezcla rica,0.033,Falla en sensor de posicion de cigueñal (CKP) o arbol de levas (CMP),0.017,MOTOR,1,1,1
FASE_11_6_1_HOLDOUT_20,HOLDOUT_16,DTC,Testigo ABS encendido de forma permanente con código C0035. La señal del captador de velocidad de rueda delantera izquierda marca 0 km/h en línea recta.,Falla en sensor de velocidad de rueda ABS,FRENOS,Falla en sensor de velocidad de rueda ABS,0.9273,Caliper de freno trabado o mordaza pegada (piston agarrotado),0.047,Rodamiento de maza o rodaje de rueda picado (zumbido de rodadura),0.025,FRENOS,1,1,1
FASE_11_6_1_HOLDOUT_20,HOLDOUT_17,DIFERENCIAL,"El volante vibra de manera notable entre 90 y 110 km/h en autopista, pero al presionar el pedal del freno el frenado es suave y la vibración no aumenta ni se siente en el pedal.",Llantas desbalanceadas o desalineadas,SUSPENSION_CHASIS,Llantas desbalanceadas o desalineadas,0.7856,Discos de freno alabeados o desgastados,0.139,Fuga hidraulica o aire en el sistema de frenos,0.075,SUSPENSION_CHASIS,1,1,1
FASE_11_6_1_HOLDOUT_20,HOLDOUT_18,DIFERENCIAL,Se acaban de colocar 4 bujías de iridio nuevas originales pero el cilindro 3 sigue sin chispa y el motor continúa cojeando en ralentí.,Falla en bujias o bobinas de encendido (misfire),MOTOR,Falla en bujias o bobinas de encendido (misfire),0.6713,Perdida de compresion en cilindro por valvulas pisadas o anillos desgastados,0.214,Falla en circuito o solenoide de inyector individual (DTC P0201 - P0208),0.115,MOTOR,1,1,1
FASE_11_6_1_HOLDOUT_20,HOLDOUT_19,DIFERENCIAL,"Giro la llave para darle arranque y el motor de arranque gira con fuerza y rapidez normal, pero el motor no enciende porque la bomba en el tanque no zumba.",Bomba de gasolina quemada o con baja presion,MOTOR,Bomba de gasolina quemada o con baja presion,0.8493,Falla en motor de arranque o solenoide defectuoso (clac seco o carbones gastados),0.098,Falla en modulo de bomba de gasolina FSCM / PEM (Ford / Chevrolet),0.053,MOTOR,1,1,1
FASE_11_6_1_HOLDOUT_20,HOLDOUT_20,DIFERENCIAL,Circulando a 100 km/h en sexta marcha por la autopista el motor se apagó de golpe al encenderse el testigo de check engine.,Falla en sensor de posicion de cigueñal (CKP) o arbol de levas (CMP),MOTOR,Fuga o baja presion en sistema Common Rail Diesel (Camiones/Pickups),0.4779,Faja o cadena de distribucion destensada o con salto de punto,0.339,Llantas desbalanceadas o desalineadas,0.183,MOTOR,0,0,1
