﻿id,tipo_caso,texto_ingresado,ground_truth,macro_sistema_esperado,top1_predicho,confianza_top1,top2_predicho,confianza_top2,top3_predicho,confianza_top3,macro_sistema_predicho,top1_correcto,top3_correcto,macro_correcto,dtc_codigo,resultado_rag,documento_recuperado,similitud_rag,hit_at_1_rag,hit_at_3_rag,hit_at_5_rag,mrr_rag,tiempo_ml_ms,tiempo_rag_ms,tiempo_total_ms,respuesta_final_chatbot
STRESS_33,DTC,Luz de Check Engine encendida con código de diagnóstico P0420 eficiencia de catalizador por debajo del umbral banco 1.,Convertidor catalitico ineficiente u obstruido (DTC P0420 / P0430),MOTOR,Convertidor catalitico ineficiente u obstruido (DTC P0420 / P0430),0.7408,Falla en sensor de oxigeno o mezcla rica,0.168,Falla en sistema de control de emisiones evaporativas EVAP (canister o valvula de purga),0.091,MOTOR,1,1,1,P0420,PROCEDIMIENTO: DIAGNÓSTICO DE CONTRAPRESIÓN DE ESCAPE Y CATALIZADOR TAPONADO (DTC P0420 / P0430 / AUTO AMARRADO EN PISTA),RAG_PROC_105,1.0,1,1,1,1.0,29,3,37,⏳ *Analizando consulta (cola #19)* Hipótesis preliminar ML: *Convertidor catalitico ineficiente u obstruido (DTC P0420 / P0430)* (74%). En breve recibirás el resumen; el detalle quedará en el panel....
STRESS_34,DTC,Presenta código de avería P0505 en sistema de control de ralentí. El motor se apaga repentinamente al frenar en las esquinas.,Cuerpo de aceleracion o valvula IAC sucia,MOTOR,Cuerpo de aceleracion o valvula IAC sucia,0.9301,Discos de freno alabeados o desgastados,0.045,Falla en sensor de velocidad de rueda ABS,0.024,MOTOR,1,1,1,P0505,PROCEDIMIENTO: DIAGNÓSTICO Y CALIBRACIÓN DE CUERPO DE ACELERACIÓN ELECTRÓNICO Y VÁLVULA IAC (DTC P0505 / P2119),RAG_PROC_057,1.0,1,1,1,1.0,39,3,46,⏳ *Analizando consulta (cola #20)* Hipótesis preliminar ML: *Cuerpo de aceleracion o valvula IAC sucia* (93%). En breve recibirás el resumen; el detalle quedará en el panel....
STRESS_35,DTC,El escáner registra código DTC P0335 circuito del sensor de posición del cigüeñal A. El motor gira pero no hay ignición.,Falla en sensor de posicion de cigueñal (CKP) o arbol de levas (CMP),MOTOR,Falla en sensor de posicion de cigueñal (CKP) o arbol de levas (CMP),0.9901,Falla en actuador de turbocompresor o VGT en motores alemanes TSI / TFSI,0.033,Falla en bujias o bobinas de encendido (misfire),0.017,MOTOR,1,1,1,P0335,PROCEDIMIENTO: DIAGNÓSTICO Y REEMPLAZO DE SENSOR DE POSICIÓN DE CIGÜEÑAL CKP Y LEVAS CMP (DTC P0335 / P0340),RAG_PROC_014,1.0,1,1,1,1.0,28,3,36,⏳ *Analizando consulta (cola #21)* Hipótesis preliminar ML: *Falla en sensor de posicion de cigueñal (CKP) o arbol de levas (CMP)* (99%). En breve recibirás el resumen; el detalle quedará en el panel....
STRESS_36,DTC,Código DTC P0128 temperatura de refrigerante por debajo de la temperatura regulada por termostato. Calefacción no calienta.,Falla en termostato o motoventilador de radiador,MOTOR,Falla en termostato o motoventilador de radiador,0.6923,Fuga en mangueras de refrigerante o radiador picado,0.2,Empaque de culata soplado o danado,0.108,MOTOR,1,1,1,P0128,PROCEDIMIENTO: DIAGNÓSTICO DE TERMOSTATO Y PURGA ASISTIDA DEL SISTEMA DE REFRIGERACIÓN (DTC P0128 / RECALENTAMIENTO EN SUBIDA),RAG_PROC_068,1.0,1,1,1,1.0,31,3,38,"⏳ *Analizando consulta (cola #22)* Hipótesis preliminar ML: *Falla en termostato o motoventilador de radiador* (69%). Al ser confianza media (<70%), se contrastará con manuales y pruebas de taller. En breve recibirás el resumen; el detalle quedará en el panel...."
STRESS_37,DTC,Registra código DTC P0562 tensión baja del sistema eléctrico. Las luces bajan de intensidad y los testigos del cuadro parpadean.,Alternador defectuoso o placa de diodos quemada,ELECTRICO,Alternador defectuoso o placa de diodos quemada,0.9034,Bateria descargada o bornes sulfatados,0.063,Foco o falla en sistema de refrigeracion de bateria/inversor (EV),0.034,ELECTRICO,1,1,1,P0562,"PROCEDIMIENTO: DIAGNÓSTICO Y REPARACIÓN DE ALTERNADOR, REGULADOR DE VOLTAJE Y BATERÍA (DTC P0562 / P0620 / EL ALTERNADOR NO CARGA Y BATERÍA DESCARGADA)",RAG_PROC_040,1.0,1,1,1,1.0,30,3,38,⏳ *Analizando consulta (cola #23)* Hipótesis preliminar ML: *Alternador defectuoso o placa de diodos quemada* (90%). En breve recibirás el resumen; el detalle quedará en el panel....
STRESS_38,DTC,Se lee código de chasis C0035 circuito del sensor de velocidad de rueda delantera izquierda ABS. Testigo ABS fijo en tablero.,Falla en sensor de velocidad de rueda ABS,FRENOS,Falla en sensor de velocidad de rueda ABS,0.9986,Fuga hidraulica o aire en el sistema de frenos,0.033,Caliper de freno trabado o mordaza pegada (piston agarrotado),0.017,FRENOS,1,1,1,C0035,PROCEDIMIENTO: PURGADO HIDRÁULICO DE MÓDULO DE CONTROL ABS Y DIAGNÓSTICO DE SENSORES DE RUEDA (DTC C0035 / C0040 / C1101),RAG_PROC_073,1.0,1,1,1,1.0,28,3,36,⏳ *Analizando consulta (cola #24)* Hipótesis preliminar ML: *Falla en sensor de velocidad de rueda ABS* (99%). En breve recibirás el resumen; el detalle quedará en el panel....
STRESS_39,DTC,Transmisión automática presenta código DTC P0730 relación de engranajes incorrecta. La caja patina y se protege en tercera.,Sobrecalentamiento o solenoides en caja automatica CVT / DSG,TRANSMISION,Sobrecalentamiento o solenoides en caja automatica CVT / DSG,0.6889,Falta o degradacion de aceite de caja de cambios,0.202,Disco de embrague desgastado o patinando,0.109,TRANSMISION,1,1,1,P0730,PROCEDIMIENTO: MANTENIMIENTO Y CAMBIO DE FLUIDO ATF/CVT EN TRANSMISIÓN AUTOMÁTICA (DTC P0700 / P0730),RAG_PROC_049,1.0,1,1,1,1.0,30,3,37,"⏳ *Analizando consulta (cola #25)* Hipótesis preliminar ML: *Sobrecalentamiento o solenoides en caja automatica CVT / DSG* (68%). Al ser confianza media (<70%), se contrastará con manuales y pruebas de taller. En breve recibirás el resumen; el detalle quedará en el panel...."
STRESS_40,DTC,Escáner reporta código DTC P0455 fuga grande detectada en sistema de control de emisiones por evaporación EVAP y olor a combustible.,Falla en sistema de control de emisiones evaporativas EVAP (canister o valvula de purga),MOTOR,Falla en sistema de control de emisiones evaporativas EVAP (canister o valvula de purga),0.9943,Falla en modulo de bomba de gasolina FSCM / PEM (Ford / Chevrolet),0.033,Falla en circuito o solenoide de inyector individual (DTC P0201 - P0208),0.017,MOTOR,1,1,1,P0455,PROCEDIMIENTO: DIAGNÓSTICO DE SISTEMA DE EVAPORACIÓN DE EMISIONES (EVAP) Y PURGA DE CÁNISTER (DTC P0440 / P0442 / P0455 / P0456),RAG_PROC_075,1.0,1,1,1,1.0,29,3,37,⏳ *Analizando consulta (cola #26)* Hipótesis preliminar ML: *Falla en sistema de control de emisiones evaporativas EVAP (canister o valvula de purga)* (99%). En breve recibirás el resumen; el detalle quedará en el panel....
STRESS_41,DIFERENCIAL,"El motor recalienta. Se observa burbujeo constante de compresión en el vaso de expansión, mangueras duras a alta presión y aceite emulsionado color café con leche en la varilla.",Empaque de culata soplado o danado,MOTOR,Empaque de culata soplado o danado,0.9729,Perdida de compresion en cilindro por valvulas pisadas o anillos desgastados,0.033,Fuga o baja presion en sistema Common Rail Diesel (Camiones/Pickups),0.017,MOTOR,1,1,1,N/A,PROCEDIMIENTO: DIAGNÓSTICO DE ENFRIADOR DE ACEITE DE MOTOR Y JUNTA DE CULATA (CONTAMINACIÓN DE REFRIGERANTE / MAYONESA),RAG_PROC_012,0.4737,1,1,1,1.0,31,3,39,⏳ *Analizando consulta (cola #27)* Hipótesis preliminar ML: *Empaque de culata soplado o danado* (97%). En breve recibirás el resumen; el detalle quedará en el panel....
STRESS_42,DIFERENCIAL,"El motor sube temperatura por pérdida de refrigerante. El aceite de motor está completamente limpio y negro, pero hay goteo verde constante por fisura visible en el panel del radiador y charco abajo.",Fuga en mangueras de refrigerante o radiador picado,MOTOR,Fuga en mangueras de refrigerante o radiador picado,0.8816,Empaque de culata soplado o danado,0.077,Falla en termostato o motoventilador de radiador,0.041,MOTOR,1,1,1,N/A,PROCEDIMIENTO: DIAGNÓSTICO DE FUGA EN SISTEMA DE ENFRIAMIENTO Y PRUEBA DE PRESIÓN DE RADIADOR Y MANGUERAS (DTC P0128),RAG_PROC_222,0.4923,1,1,1,1.0,30,3,37,⏳ *Analizando consulta (cola #28)* Hipótesis preliminar ML: *Fuga en mangueras de refrigerante o radiador picado* (88%). En breve recibirás el resumen; el detalle quedará en el panel....
STRESS_43,DIFERENCIAL,"Consumo excesivo y humo negro por escape. El manómetro de combustible confirma 45 psi estables y filtro nuevo, pero el sensor lambda oscila trabado en 0.9V con STFT en -22% de corrección.",Falla en sensor de oxigeno o mezcla rica,MOTOR,Perdida de compresion en cilindro por valvulas pisadas o anillos desgastados,0.88,Falla en sensor de oxigeno o mezcla rica,0.078,Falla en regulador de presion de combustible o diafragma roto,0.042,MOTOR,0,1,1,N/A,PROCEDIMIENTO: DIAGNÓSTICO DE SENSOR DE RELACIÓN AIRE/COMBUSTIBLE (A/F BANDA ANCHA) Y SONDA LAMBDA (DTC P0135 / P2195),RAG_PROC_071,0.3261,1,1,1,1.0,28,3,36,⏳ *Analizando consulta (cola #29)* Hipótesis preliminar ML: *Perdida de compresion en cilindro por valvulas pisadas o anillos desgastados* (88%). En breve recibirás el resumen; el detalle quedará en el panel....
STRESS_44,DIFERENCIAL,"Vibración en el volante únicamente al rodar a 95 km/h en autopista lisa perfecta. Rótulas, terminales y bieletas están firmes sin holgura y al pisar el freno no vibra en absoluto.",Llantas desbalanceadas o desalineadas,SUSPENSION_CHASIS,Discos de freno alabeados o desgastados,0.6965,Llantas desbalanceadas o desalineadas,0.197,Desgaste de pastillas y zapatas de freno,0.106,FRENOS,0,1,0,N/A,PROCEDIMIENTO: DIAGNÓSTICO METROLÓGICO DEL ALABEO DE DISCOS DE FRENO Y VARIACIÓN DE ESPESOR DTV (VIBRACIÓN EN PEDAL / VOLANTE AL FRENAR),RAG_PROC_123,0.3638,0,0,0,0.0,34,3,40,"⏳ *Analizando consulta (cola #30)* Hipótesis preliminar ML: *Discos de freno alabeados o desgastados* (69%). Al ser confianza media (<70%), se contrastará con manuales y pruebas de taller. En breve recibirás el resumen; el detalle quedará en el panel...."
STRESS_45,DIFERENCIAL,"El carro amaneció sin energía. La batería se instaló nueva hace 3 días, pero con motor encendido el alternador solo entrega 11.9V sin cargar el acumulador al prender los faros.",Alternador defectuoso o placa de diodos quemada,ELECTRICO,Alternador defectuoso o placa de diodos quemada,0.8143,Bateria descargada o bornes sulfatados,0.121,Fuga parasita de corriente en reposo (consumo nocturno de bateria),0.065,ELECTRICO,1,1,1,N/A,"PROCEDIMIENTO: DIAGNÓSTICO Y REPARACIÓN DE ALTERNADOR, REGULADOR DE VOLTAJE Y BATERÍA (DTC P0562 / P0620 / EL ALTERNADOR NO CARGA Y BATERÍA DESCARGADA)",RAG_PROC_040,0.7961,1,1,1,1.0,28,3,35,⏳ *Analizando consulta (cola #31)* Hipótesis preliminar ML: *Alternador defectuoso o placa de diodos quemada* (81%). En breve recibirás el resumen; el detalle quedará en el panel....
STRESS_46,DIFERENCIAL,"El motor se apaga repentinamente al calentar a 90°C. La bomba de combustible sigue zumbando con 50 psi constantes en el riel, pero la aguja de RPM cae a cero en seco y no hay pulso de chispa.",Falla en sensor de posicion de cigueñal (CKP) o arbol de levas (CMP),MOTOR,Falla en sensor de posicion de cigueñal (CKP) o arbol de levas (CMP),0.6224,Bomba de gasolina quemada o con baja presion,0.245,Falla en modulo de bomba de gasolina FSCM / PEM (Ford / Chevrolet),0.132,MOTOR,1,1,1,N/A,PROCEDIMIENTO: DIAGNÓSTICO Y REEMPLAZO DE SENSOR DE POSICIÓN DE CIGÜEÑAL CKP Y LEVAS CMP (DTC P0335 / P0340),RAG_PROC_014,0.5523,1,1,1,1.0,29,3,36,"⏳ *Analizando consulta (cola #32)* Hipótesis preliminar ML: *Falla en sensor de posicion de cigueñal (CKP) o arbol de levas (CMP)* (62%). Al ser confianza media (<70%), se contrastará con manuales y pruebas de taller. En breve recibirás el resumen; el detalle quedará en el panel...."
STRESS_47,DIFERENCIAL,"Tironeo en cilindro 2. Se instalaron 4 bujías de iridio nuevas calibradas a 0.040 pulgadas, pero la falla de chispa continúa en el cilindro 2 y desaparece al cambiar la bobina individual.",Falla en bujias o bobinas de encendido (misfire),MOTOR,Perdida de compresion en cilindro por valvulas pisadas o anillos desgastados,0.5404,Falla en bujias o bobinas de encendido (misfire),0.299,Falla en circuito o solenoide de inyector individual (DTC P0201 - P0208),0.161,MOTOR,0,1,1,N/A,PROCEDIMIENTO: CAMBIO DE BUJÍAS DE ENCENDIDO Y DIAGNÓSTICO DE MISFIRE (DTC P0300 / P0301),RAG_PROC_010,0.3433,1,1,1,1.0,28,3,35,"⏳ *Analizando consulta (cola #33)* Hipótesis preliminar ML: *Perdida de compresion en cilindro por valvulas pisadas o anillos desgastados* (54%). Al ser confianza media (<70%), se contrastará con manuales y pruebas de taller. En breve recibirás el resumen; el detalle quedará en el panel...."
STRESS_48,DIFERENCIAL,El vehículo tiene ralentí inestable oscilante y se apaga al desacelerar. La mariposa de aceleración tiene gruesa capa de carbón que traba su cierre mecánico en un motor sin sensor MAF de hilo.,Cuerpo de aceleracion o valvula IAC sucia,MOTOR,Cuerpo de aceleracion o valvula IAC sucia,0.8046,Falla en sistema de sincronizacion variable de valvulas (VVT / VVT-i / Valvetronic),0.127,Falla en sistema de control de emisiones evaporativas EVAP (canister o valvula de purga),0.068,MOTOR,1,1,1,N/A,PROCEDIMIENTO: DIAGNÓSTICO Y CALIBRACIÓN DE CUERPO DE ACELERACIÓN ELECTRÓNICO Y VÁLVULA IAC (DTC P0505 / P2119),RAG_PROC_057,0.5937,1,1,1,1.0,29,3,36,⏳ *Analizando consulta (cola #34)* Hipótesis preliminar ML: *Cuerpo de aceleracion o valvula IAC sucia* (80%). En breve recibirás el resumen; el detalle quedará en el panel....
STRESS_49,DIFERENCIAL,El motor queda acelerado a 1900 RPM fijas y no baja. Se escucha un siseo de aire constante cerca del múltiple de admisión y al tapar la manguera del servofreno el motor recupera su ralentí normal.,Falla en servofreno (booster) o linea de vacio,FRENOS,Falla en servofreno (booster) o linea de vacio,0.6978,Falla en sistema de control de emisiones evaporativas EVAP (canister o valvula de purga),0.196,Falla de descarbonizacion e inyeccion directa GDI (acumulacion de carbon en valvulas),0.106,FRENOS,1,1,1,N/A,"PROCEDIMIENTO: COMPROBACIÓN DE VACÍO, VÁLVULA CHECK Y RETENCIÓN DEL SERVOFRENO BOOSTER",RAG_PROC_232,0.4979,1,1,1,1.0,31,3,38,"⏳ *Analizando consulta (cola #35)* Hipótesis preliminar ML: *Falla en servofreno (booster) o linea de vacio* (69%). Al ser confianza media (<70%), se contrastará con manuales y pruebas de taller. En breve recibirás el resumen; el detalle quedará en el panel...."
STRESS_50,DIFERENCIAL,Al acelerar en carretera en 3ra o 4ta marcha el motor sube de vueltas en vacío sin transmitir fuerza a las ruedas. La caja mecánica no presenta zumbido de engranajes y los cambios entran suaves.,Disco de embrague desgastado o patinando,TRANSMISION,Rodajes de transmision manual o eje primario gastados,0.5394,Falta o degradacion de aceite de caja de cambios,0.299,Disco de embrague desgastado o patinando,0.161,TRANSMISION,0,1,1,N/A,PROCEDIMIENTO: DIAGNÓSTICO DE PATINAMIENTO DE DISCO DE EMBRAGUE Y PRUEBA DE CALADO EN 4TA MARCHA,RAG_PROC_203,0.5013,1,1,1,1.0,28,3,35,"⏳ *Analizando consulta (cola #36)* Hipótesis preliminar ML: *Rodajes de transmision manual o eje primario gastados* (53%). Al ser confianza media (<70%), se contrastará con manuales y pruebas de taller. En breve recibirás el resumen; el detalle quedará en el panel...."
